id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,ball_recovery,interception,duel,dribble,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,off_camera,out,clearance,foul_committed,foul_won,block,substitution,miscontrol,injury_stoppage,related_events,goalkeeper,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,foul_committed_type_id,foul_committed_type_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_cross,pass_switch,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,interception_outcome_id,interception_outcome_name,related_events_3
fe195286-3a4f-41d1-b654-c287ef64b879,652,1,00:15:04.716,15,4,22,Foul Committed,35,360,Rayo Vallecano,1,Regular Play,217,Barcelona,0.0,,a60428dc-431e-40f0-a85d-015e91700de4,5211,Jordi Alba Ramos,6,Left Back,70.9,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,Dangerous Play,,,,,,,,,,,,,,,
a60428dc-431e-40f0-a85d-015e91700de4,653,1,00:15:04.716,15,4,21,Foul Won,35,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,3811ac4c-87c1-4677-b94f-7cff5231a11e,11298,José Ignacio Martínez García,2,Right Back,49.2,76.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe195286-3a4f-41d1-b654-c287ef64b879,,,,,,,,,,,,,,,,,,,,
6d76cb52-082d-44b7-98de-7e8981fc41ee,654,1,00:15:19.942,15,19,30,Pass,36,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,4.476211,,c79f5cbe-dceb-41f9-9206-ef6a634afea9,11298,José Ignacio Martínez García,2,Right Back,52.0,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11542.0,Javier Guerra Rodríguez,61.597565,-0.22095808,3.0,High Pass,112.1,63.7,38.0,Left Foot,ef495bcd-c3d6-45da-930d-ce483d8f84c0,,,,,,62.0,Free Kick,9.0,Incomplete,,,,,,,,,,,
c79f5cbe-dceb-41f9-9206-ef6a634afea9,655,1,00:15:24.419,15,24,42,Ball Receipt*,36,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,6d76cb52-082d-44b7-98de-7e8981fc41ee,11542,Javier Guerra Rodríguez,23,Center Forward,92.0,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,
13e6100d-6e8d-4c40-a05d-134b486bc7cc,683,1,00:15:47.802,15,47,23,Goal Keeper,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,0.0,,faef84a4-43b4-4505-8c3a-2c47d371264e,26070,Antonio Rodríguez Martínez,1,Goalkeeper,14.6,54.5,,,True,,,,,,,,,,,,27.0,Keeper Sweeper,47.0,Claim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a724664c-f9b1-4abe-ba5e-21280cde7ab2,684,1,00:15:47.802,15,47,43,Carry,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,5.65229,,13e6100d-6e8d-4c40-a05d-134b486bc7cc,26070,Antonio Rodríguez Martínez,1,Goalkeeper,14.6,54.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5cc80997-76c5-4c9c-ad94-d259f14692dc,14.8,51.1,faef84a4-43b4-4505-8c3a-2c47d371264e,,,,,,,,,,,,,,,,,
5cc80997-76c5-4c9c-ad94-d259f14692dc,685,1,00:15:53.455,15,53,30,Pass,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,1.362474,,e4b1fa12-590a-4fdb-b69a-bb9a52cad4af,26070,Antonio Rodríguez Martínez,1,Goalkeeper,14.8,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26848.0,Roberto Trashorras Gayoso,11.406138,-1.126754,1.0,Ground Pass,19.7,40.8,69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,
e4b1fa12-590a-4fdb-b69a-bb9a52cad4af,686,1,00:15:54.817,15,54,42,Ball Receipt*,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,,,5cc80997-76c5-4c9c-ad94-d259f14692dc,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,19.7,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c38a8171-6f6a-4591-984b-45d5d6bd6ddd,687,1,00:15:54.817,15,54,43,Carry,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,1.718464,,190e1996-b0c7-47b8-bf59-67607604a604,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,19.7,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e4b1fa12-590a-4fdb-b69a-bb9a52cad4af,24.0,32.0,,,,,,,,,,,,,,,,,,
190e1996-b0c7-47b8-bf59-67607604a604,688,1,00:15:56.536,15,56,30,Pass,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,2.032877,,902f4192-31c9-4569-acc8-4930d0beda2d,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,24.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10727.0,Răzvan Dincă Raț,27.81798,-1.1167947,1.0,Ground Pass,36.2,7.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,
902f4192-31c9-4569-acc8-4930d0beda2d,689,1,00:15:58.568,15,58,42,Ball Receipt*,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,,,190e1996-b0c7-47b8-bf59-67607604a604,10727,Răzvan Dincă Raț,6,Left Back,36.2,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e5d9cc-d892-4703-adb8-5f7819a82c25,690,1,00:15:58.568,15,58,43,Carry,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,1.077424,,902f4192-31c9-4569-acc8-4930d0beda2d,10727,Răzvan Dincă Raț,6,Left Back,36.2,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc6dde74-e6df-4781-82c9-a7ad0cc16bb0,36.6,6.6,,,,,,,,,,,,,,,,,,
cc6dde74-e6df-4781-82c9-a7ad0cc16bb0,691,1,00:15:59.646,15,59,30,Pass,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,1.119607,,7d74fdea-bd84-4416-ae57-efe029aa08ae,10727,Răzvan Dincă Raț,6,Left Back,36.6,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11542.0,Javier Guerra Rodríguez,18.213457,-0.03844259,1.0,Ground Pass,54.8,5.9,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,
7315f91d-e381-43c3-a97a-c92503bfcfde,692,1,00:16:00.642,16,0,17,Pressure,38,360,Rayo Vallecano,8,From Keeper,217,Barcelona,1.178665,,067fc1e9-acd7-4ebd-b767-caab920148d7,5470,Ivan Rakitić,13,Right Center Midfield,65.5,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d74fdea-bd84-4416-ae57-efe029aa08ae,,,91e5f48b-cae3-4501-87c4-7c5bd814c2bf,,,,,,,,,,,,,,,,,
7d74fdea-bd84-4416-ae57-efe029aa08ae,693,1,00:16:00.765,16,0,42,Ball Receipt*,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,,,7315f91d-e381-43c3-a97a-c92503bfcfde,11542,Javier Guerra Rodríguez,23,Center Forward,54.8,5.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc6dde74-e6df-4781-82c9-a7ad0cc16bb0,,,,,,,,,,,,,,,,,,,,
067fc1e9-acd7-4ebd-b767-caab920148d7,694,1,00:16:00.765,16,0,43,Carry,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,0.852137,,7315f91d-e381-43c3-a97a-c92503bfcfde,11542,Javier Guerra Rodríguez,23,Center Forward,54.8,5.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d74fdea-bd84-4416-ae57-efe029aa08ae,51.6,6.6,91e5f48b-cae3-4501-87c4-7c5bd814c2bf,,,,,,,,,,,,,,,,,
91e5f48b-cae3-4501-87c4-7c5bd814c2bf,695,1,00:16:01.618,16,1,30,Pass,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,1.012898,,2634c687-c526-4905-b8a5-1707e3ef1210,11542,Javier Guerra Rodríguez,23,Center Forward,51.6,6.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,26848.0,Roberto Trashorras Gayoso,13.661991,2.402793,1.0,Ground Pass,41.5,15.8,40.0,Right Foot,7315f91d-e381-43c3-a97a-c92503bfcfde,,,,,,,,,,,,,,,,,,,,
2634c687-c526-4905-b8a5-1707e3ef1210,696,1,00:16:02.631,16,2,42,Ball Receipt*,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,,,91e5f48b-cae3-4501-87c4-7c5bd814c2bf,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,41.5,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82a2abfc-5ecd-47d9-8d2d-8b20726d59d9,697,1,00:16:02.631,16,2,43,Carry,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,5.014311,,2634c687-c526-4905-b8a5-1707e3ef1210,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,41.5,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cbb6fd4c-b0f1-4f20-a840-bf1515340143,50.1,15.6,,,,,,,,,,,,,,,,,,
cbb6fd4c-b0f1-4f20-a840-bf1515340143,698,1,00:16:07.645,16,7,30,Pass,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,1.379945,,92267ffa-eb9e-453b-91e9-c67b49cb6bce,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,50.1,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10727.0,Răzvan Dincă Raț,12.170867,-1.0740726,1.0,Ground Pass,55.9,4.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,
92267ffa-eb9e-453b-91e9-c67b49cb6bce,699,1,00:16:09.025,16,9,42,Ball Receipt*,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,,,cbb6fd4c-b0f1-4f20-a840-bf1515340143,10727,Răzvan Dincă Raț,6,Left Back,55.9,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61654684-18d8-4b8c-bc46-c609c2ff7e85,700,1,00:16:09.025,16,9,30,Pass,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,3.862895,,a8f10087-aa6f-43f6-9eee-b02b10ae4404,10727,Răzvan Dincă Raț,6,Left Back,55.9,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26848.0,Roberto Trashorras Gayoso,32.580055,2.2124557,1.0,Ground Pass,36.4,31.0,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,
02767484-a2a0-40fc-b886-0be3f6f6ed6f,701,1,00:16:12.445,16,12,17,Pressure,38,360,Rayo Vallecano,8,From Keeper,217,Barcelona,0.594099,,5eb945a2-92cc-4791-ba1c-d918e10f420d,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,77.7,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a8f10087-aa6f-43f6-9eee-b02b10ae4404,,,,,,,,,,,,,,,,,,,,
a8f10087-aa6f-43f6-9eee-b02b10ae4404,702,1,00:16:12.888,16,12,42,Ball Receipt*,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,,,02767484-a2a0-40fc-b886-0be3f6f6ed6f,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,36.4,31.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61654684-18d8-4b8c-bc46-c609c2ff7e85,,,,,,,,,,,,,,,,,,,,
5eb945a2-92cc-4791-ba1c-d918e10f420d,703,1,00:16:12.888,16,12,30,Pass,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,1.238732,,02767484-a2a0-40fc-b886-0be3f6f6ed6f,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,37.0,30.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,11298.0,José Ignacio Martínez García,26.402462,0.73985326,1.0,Ground Pass,56.5,48.1,40.0,Right Foot,3c818ced-40bd-435f-92ca-310b73d54530,,,,,,,,,,,,,,,,,,,,
3c818ced-40bd-435f-92ca-310b73d54530,704,1,00:16:14.126,16,14,42,Ball Receipt*,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,,,5eb945a2-92cc-4791-ba1c-d918e10f420d,11298,José Ignacio Martínez García,2,Right Back,56.5,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e5ffc69-39ff-4178-93ca-b1b89646c293,705,1,00:16:14.126,16,14,43,Carry,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,1.228686,,3c818ced-40bd-435f-92ca-310b73d54530,11298,José Ignacio Martínez García,2,Right Back,56.5,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e964c068-142d-42f4-aa0e-278b62bb9cd0,58.9,48.7,,,,,,,,,,,,,,,,,,
e964c068-142d-42f4-aa0e-278b62bb9cd0,706,1,00:16:15.355,16,15,30,Pass,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,2.814824,,b312c7a5-5e58-4511-a749-fcaa3589e486,11298,José Ignacio Martínez García,2,Right Back,58.9,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23761.0,Alhassane Bangoura,46.09772,0.7086263,2.0,Low Pass,93.9,78.7,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,
b312c7a5-5e58-4511-a749-fcaa3589e486,707,1,00:16:18.170,16,18,42,Ball Receipt*,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,,,e964c068-142d-42f4-aa0e-278b62bb9cd0,23761,Alhassane Bangoura,17,Right Wing,93.9,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50862493-e75b-4496-9117-570ab3fb2b57,708,1,00:16:18.170,16,18,43,Carry,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,5.168427,,6c88d8e2-cb71-4dfd-8027-def44ca44d4c,23761,Alhassane Bangoura,17,Right Wing,93.9,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b312c7a5-5e58-4511-a749-fcaa3589e486,116.6,59.4,,,,,,,,,,,,,,,,,,
6c88d8e2-cb71-4dfd-8027-def44ca44d4c,709,1,00:16:23.338,16,23,30,Pass,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,0.439098,,a65f1034-93a5-42e6-8a83-894ad39ed031,23761,Alhassane Bangoura,17,Right Wing,116.6,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11542.0,Javier Guerra Rodríguez,13.046455,-1.6552106,1.0,Ground Pass,115.5,46.4,40.0,Right Foot,f287cd9c-318a-491d-977c-35c41cb99938,,,,,,,,9.0,Incomplete,,,True,,,,,,,,
a65f1034-93a5-42e6-8a83-894ad39ed031,710,1,00:16:23.777,16,23,42,Ball Receipt*,38,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,,,6c88d8e2-cb71-4dfd-8027-def44ca44d4c,11542,Javier Guerra Rodríguez,23,Center Forward,117.3,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,
f287cd9c-318a-491d-977c-35c41cb99938,711,1,00:16:23.777,16,23,6,Block,38,360,Rayo Vallecano,8,From Keeper,217,Barcelona,0.0,,6c88d8e2-cb71-4dfd-8027-def44ca44d4c,5213,Gerard Piqué Bernabéu,3,Right Center Back,4.6,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d0ff96e-9485-4018-bdae-8a76b9bdaf21,727,1,00:16:41.822,16,41,2,Ball Recovery,40,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,,26070,Antonio Rodríguez Martínez,1,Goalkeeper,4.5,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a81cdaf9-02ea-46aa-a6c4-79897cfd029d,728,1,00:16:41.822,16,41,43,Carry,40,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.581024,,8d0ff96e-9485-4018-bdae-8a76b9bdaf21,26070,Antonio Rodríguez Martínez,1,Goalkeeper,4.5,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b88d56d6-c10a-4891-b8ad-d842d3e31d5b,10.7,38.7,,,,,,,,,,,,,,,,,,
b88d56d6-c10a-4891-b8ad-d842d3e31d5b,729,1,00:16:44.403,16,44,30,Pass,40,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,4.618927,,67778ac7-21a9-4964-9ab1-4e6ae143b784,26070,Antonio Rodríguez Martínez,1,Goalkeeper,10.7,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11298.0,José Ignacio Martínez García,46.957214,0.9916535,2.0,Low Pass,36.4,78.0,69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,
67778ac7-21a9-4964-9ab1-4e6ae143b784,730,1,00:16:49.022,16,49,42,Ball Receipt*,40,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,b88d56d6-c10a-4891-b8ad-d842d3e31d5b,11298,José Ignacio Martínez García,2,Right Back,36.4,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11f50b94-6a98-4220-9d83-3ae24c1d4588,731,1,00:16:49.022,16,49,43,Carry,40,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.339711,,67778ac7-21a9-4964-9ab1-4e6ae143b784,11298,José Ignacio Martínez García,2,Right Back,36.4,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6832c73a-f697-4f81-987d-cb060ee440b4,41.5,78.2,,,,,,,,,,,,,,,,,,
6832c73a-f697-4f81-987d-cb060ee440b4,732,1,00:16:51.361,16,51,30,Pass,40,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.090638,,ddfe90a4-7baa-4033-9973-ed8d9cf68714,11298,José Ignacio Martínez García,2,Right Back,41.5,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26848.0,Roberto Trashorras Gayoso,11.560277,-2.2212176,1.0,Ground Pass,34.5,69.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,
ddfe90a4-7baa-4033-9973-ed8d9cf68714,733,1,00:16:52.452,16,52,42,Ball Receipt*,40,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,6832c73a-f697-4f81-987d-cb060ee440b4,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,34.5,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
062cfa9c-2d24-4bce-9bec-926a2970678a,734,1,00:16:52.452,16,52,43,Carry,40,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.581032,,ddfe90a4-7baa-4033-9973-ed8d9cf68714,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,34.5,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fba52805-e195-4abd-8540-ad4392c2428f,34.5,69.0,,,,,,,,,,,,,,,,,,
fba52805-e195-4abd-8540-ad4392c2428f,735,1,00:16:53.033,16,53,30,Pass,40,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.87134,,0fc79cb0-a7aa-4833-963c-2e3ac261fa58,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,34.5,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6852.0,Jozabed Sánchez Ruiz,12.742449,-1.0263392,1.0,Ground Pass,41.1,58.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,
0fc79cb0-a7aa-4833-963c-2e3ac261fa58,736,1,00:16:53.904,16,53,42,Ball Receipt*,40,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,fba52805-e195-4abd-8540-ad4392c2428f,6852,Jozabed Sánchez Ruiz,11,Left Defensive Midfield,41.1,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7f196086-f548-4299-9719-a7f6a90e5506,737,1,00:16:53.904,16,53,43,Carry,40,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.053565,,0fc79cb0-a7aa-4833-963c-2e3ac261fa58,6852,Jozabed Sánchez Ruiz,11,Left Defensive Midfield,41.1,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82c786d0-7789-4477-842f-3adab21f8011,41.1,58.1,,,,,,,,,,,,,,,,,,
