id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,interception,out,duel,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,clearance,dribble,foul_won,off_camera,shot,substitution,ball_recovery,foul_committed,block,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,pass_switch,related_events_2,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,related_events,pass_cross,clearance_head,ball_recovery_recovery_failure,foul_committed_card_id,foul_committed_card_name,dribble_overrun,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events_3,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_aerial_won,clearance_right_foot,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part_id,goalkeeper_body_part_name,shot_end_location_2,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,shot_freeze_frame_17_location_0,shot_freeze_frame_17_location_1,shot_freeze_frame_17_player_id,shot_freeze_frame_17_player_name,shot_freeze_frame_17_position_id,shot_freeze_frame_17_position_name,shot_freeze_frame_17_teammate,shot_freeze_frame_18_location_0,shot_freeze_frame_18_location_1,shot_freeze_frame_18_player_id,shot_freeze_frame_18_player_name,shot_freeze_frame_18_position_id,shot_freeze_frame_18_position_name,shot_freeze_frame_18_teammate,pass_no_touch,block_offensive,pass_technique_id,pass_technique_name,pass_outswinging,shot_aerial_won,shot_first_time
13e868a7-9cff-4bc0-9c9c-a477efdfed9c,2319,2,00:17:14.876,62,14,43,Carry,143,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.876522,,18771910-3a3b-4d80-908b-e0d29bc8bbdb,11543,José Antonio Dorado Ramírez,5,Left Center Back,25.8,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,71a4e866-715d-429d-a922-dafbebb6854f,,,,,,,,,,,,,,25.8,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18771910-3a3b-4d80-908b-e0d29bc8bbdb,2320,2,00:17:15.753,62,15,30,Pass,143,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.733834,,62b5fa2d-835f-4280-a044-4f0e795dea3e,11543,José Antonio Dorado Ramírez,5,Left Center Back,25.8,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,6743.0,Manuel Rolando Iturra Urrutia,18.659313,1.4038855,1.0,Ground Pass,28.9,41.0,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62b5fa2d-835f-4280-a044-4f0e795dea3e,2321,2,00:17:17.487,62,17,42,Ball Receipt*,143,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,18771910-3a3b-4d80-908b-e0d29bc8bbdb,6743,Manuel Rolando Iturra Urrutia,9,Right Defensive Midfield,28.9,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6372e804-6385-43c0-b83a-fbf211ee7fd9,2322,2,00:17:17.487,62,17,43,Carry,143,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.390355,,62b5fa2d-835f-4280-a044-4f0e795dea3e,6743,Manuel Rolando Iturra Urrutia,9,Right Defensive Midfield,28.9,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,81254771-fcf6-4663-87a1-85af08f35c3a,,,,,,,,,,,,,,30.6,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81254771-fcf6-4663-87a1-85af08f35c3a,2323,2,00:17:17.877,62,17,30,Pass,143,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.740284,,a52b30e2-c2b0-4cd1-933b-20f6e4b670ea,6743,Manuel Rolando Iturra Urrutia,9,Right Defensive Midfield,30.6,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,26848.0,Roberto Trashorras Gayoso,20.427677,0.899878,1.0,Ground Pass,43.3,56.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a52b30e2-c2b0-4cd1-933b-20f6e4b670ea,2324,2,00:17:19.617,62,19,42,Ball Receipt*,143,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,81254771-fcf6-4663-87a1-85af08f35c3a,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,43.3,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12a4d19e-2e8e-4d6d-af4d-c777b0f542cd,2325,2,00:17:19.617,62,19,43,Carry,143,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.433749,,a52b30e2-c2b0-4cd1-933b-20f6e4b670ea,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,43.3,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,ab1c1629-3adc-47e0-b654-f5b430f0e7fd,,,,,,,,,,,,,,43.3,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab1c1629-3adc-47e0-b654-f5b430f0e7fd,2326,2,00:17:22.051,62,22,30,Pass,143,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.675632,,66f7cf03-1487-45c0-a295-32aecb2ac478,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,43.3,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,6743.0,Manuel Rolando Iturra Urrutia,16.513025,-1.7658166,1.0,Ground Pass,40.1,40.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66f7cf03-1487-45c0-a295-32aecb2ac478,2327,2,00:17:23.727,62,23,42,Ball Receipt*,143,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,ab1c1629-3adc-47e0-b654-f5b430f0e7fd,6743,Manuel Rolando Iturra Urrutia,9,Right Defensive Midfield,40.1,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e67fc81-22be-440e-ad11-ab6e45ff1f67,2328,2,00:17:23.727,62,23,43,Carry,143,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.154422,,66f7cf03-1487-45c0-a295-32aecb2ac478,6743,Manuel Rolando Iturra Urrutia,9,Right Defensive Midfield,40.1,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,e2f19204-a7c5-47b7-9f75-176e10f57ef5,,,,,,,,,,,,,,40.1,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2f19204-a7c5-47b7-9f75-176e10f57ef5,2329,2,00:17:23.881,62,23,30,Pass,143,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.975178,,eb0d8324-4ff5-4d3e-a70d-fa6b6ade463b,6743,Manuel Rolando Iturra Urrutia,9,Right Defensive Midfield,40.1,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,6852.0,Jozabed Sánchez Ruiz,7.2449985,-0.35230872,1.0,Ground Pass,46.9,38.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb0d8324-4ff5-4d3e-a70d-fa6b6ade463b,2330,2,00:17:24.856,62,24,42,Ball Receipt*,143,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,e2f19204-a7c5-47b7-9f75-176e10f57ef5,6852,Jozabed Sánchez Ruiz,19,Center Attacking Midfield,46.9,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d33e2be0-a642-4579-93d4-82c7ca24a0d8,2331,2,00:17:24.856,62,24,43,Carry,143,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.028461,,0dcc9cb0-994e-4ad7-ae2c-02238f1414b9,6852,Jozabed Sánchez Ruiz,19,Center Attacking Midfield,46.9,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,eb0d8324-4ff5-4d3e-a70d-fa6b6ade463b,,,,,,,,,,,,,,45.5,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0dcc9cb0-994e-4ad7-ae2c-02238f1414b9,2332,2,00:17:25.885,62,25,30,Pass,143,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.564046,,97b25a9d-29c2-4690-b4fd-2f4a638c43ee,6852,Jozabed Sánchez Ruiz,19,Center Attacking Midfield,45.5,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,11543.0,José Antonio Dorado Ramírez,21.301878,-1.9356109,1.0,Ground Pass,37.9,15.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97b25a9d-29c2-4690-b4fd-2f4a638c43ee,2333,2,00:17:27.449,62,27,42,Ball Receipt*,143,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,0dcc9cb0-994e-4ad7-ae2c-02238f1414b9,11543,José Antonio Dorado Ramírez,5,Left Center Back,37.9,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d78b7947-61c3-490c-a8f7-fd50588e479d,2334,2,00:17:27.449,62,27,43,Carry,143,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.378187,,141d43d0-fb1f-4c4f-bd2a-0fad0edcab87,11543,José Antonio Dorado Ramírez,5,Left Center Back,37.9,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,97b25a9d-29c2-4690-b4fd-2f4a638c43ee,,,,,,,,,,,,,,37.9,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141d43d0-fb1f-4c4f-bd2a-0fad0edcab87,2335,2,00:17:27.827,62,27,30,Pass,143,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.860665,,02c21b35-87fd-4c70-a454-ffe15d8a970d,11543,José Antonio Dorado Ramírez,5,Left Center Back,37.9,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,6852.0,Jozabed Sánchez Ruiz,13.073638,1.0592402,1.0,Ground Pass,44.3,26.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02c21b35-87fd-4c70-a454-ffe15d8a970d,2336,2,00:17:28.688,62,28,42,Ball Receipt*,143,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,141d43d0-fb1f-4c4f-bd2a-0fad0edcab87,6852,Jozabed Sánchez Ruiz,19,Center Attacking Midfield,44.3,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ca7e1f7-8144-4123-9d31-e2862e8e10aa,2337,2,00:17:28.688,62,28,43,Carry,143,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.421535,,02c21b35-87fd-4c70-a454-ffe15d8a970d,6852,Jozabed Sánchez Ruiz,19,Center Attacking Midfield,44.3,26.7,,,True,,,,,,,,,,,,,,,,,,,,,,,79ec3cdd-3e5d-4b3f-9711-a0e502c37c18,,,,,,,,,,,,,,46.4,27.9,,,,,,,,bd351c19-573e-4ab3-94b2-71e2a4724450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd351c19-573e-4ab3-94b2-71e2a4724450,2338,2,00:17:29.383,62,29,17,Pressure,143,360,Rayo Vallecano,1,Regular Play,1041,Sporting Gijón,0.544013,,3ca7e1f7-8144-4123-9d31-e2862e8e10aa,13107,Sergio Álvarez Díaz,11,Left Defensive Midfield,74.1,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345dc3ea-4065-44fe-b920-4571623835d1,2339,2,00:17:30.109,62,30,22,Foul Committed,143,360,Rayo Vallecano,1,Regular Play,1041,Sporting Gijón,0.0,,79ec3cdd-3e5d-4b3f-9711-a0e502c37c18,13107,Sergio Álvarez Díaz,11,Left Defensive Midfield,73.7,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Yellow Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79ec3cdd-3e5d-4b3f-9711-a0e502c37c18,2340,2,00:17:30.109,62,30,21,Foul Won,143,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,345dc3ea-4065-44fe-b920-4571623835d1,6852,Jozabed Sánchez Ruiz,19,Center Attacking Midfield,46.4,27.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845f8a2c-a0c1-46a9-b310-c63e8cb4bb9e,2341,2,00:17:55.651,62,55,30,Pass,144,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.089683,,95d2e7c5-c6d5-4b6e-bda3-b9f0a1a73756,11543,José Antonio Dorado Ramírez,5,Left Center Back,47.4,33.7,,,,,,,,,,,,,,,,,,,,True,,,,,,,11298.0,José Ignacio Martínez García,23.908367,-1.3857054,1.0,Ground Pass,51.8,10.2,40.0,Right Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95d2e7c5-c6d5-4b6e-bda3-b9f0a1a73756,2342,2,00:17:56.741,62,56,42,Ball Receipt*,144,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,845f8a2c-a0c1-46a9-b310-c63e8cb4bb9e,11298,José Ignacio Martínez García,6,Left Back,51.8,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5223e9cf-1b0a-4eee-89ae-b946c16cf6c2,2343,2,00:17:57.391,62,57,30,Pass,144,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.865616,,6c145055-b414-4a37-8a3b-a57755a688bf,11298,José Ignacio Martínez García,6,Left Back,51.8,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,11543.0,José Antonio Dorado Ramírez,12.6889715,1.6892862,1.0,Ground Pass,50.3,22.8,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c145055-b414-4a37-8a3b-a57755a688bf,2344,2,00:17:58.256,62,58,42,Ball Receipt*,144,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,5223e9cf-1b0a-4eee-89ae-b946c16cf6c2,11543,José Antonio Dorado Ramírez,5,Left Center Back,50.3,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
