id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,related_events,off_camera,player,position,location,pass,under_pressure,duel,miscontrol,ball_receipt,counterpress,carry,clearance,out,interception,dribble,shot,goalkeeper,foul_committed,foul_won,ball_recovery,bad_behaviour,substitution,injury_stoppage,tactics,related_events_0,related_events_1,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_aerial_won,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events_2,carry_end_location_0,carry_end_location_1,related_events_3,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,duel_type_id,duel_type_name,miscontrol_aerial_won,pass_switch,pass_technique_id,pass_technique_name,pass_outswinging,clearance_head,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,dribble_overrun,dribble_outcome_id,dribble_outcome_name,clearance_left_foot,shot_one_on_one,duel_outcome_id,duel_outcome_name,dribble_nutmeg,related_events_4,shot_aerial_won,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,shot_freeze_frame_17_location_0,shot_freeze_frame_17_location_1,shot_freeze_frame_17_player_id,shot_freeze_frame_17_player_name,shot_freeze_frame_17_position_id,shot_freeze_frame_17_position_name,shot_freeze_frame_17_teammate,interception_outcome_id,interception_outcome_name,pass_through_ball,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,bad_behaviour_card_id,bad_behaviour_card_name,pass_inswinging,ball_recovery_recovery_failure,foul_committed_type_id,foul_committed_type_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,clearance_aerial_won,foul_won_defensive,foul_committed_card_id,foul_committed_card_name,shot_freeze_frame_18_location_0,shot_freeze_frame_18_location_1,shot_freeze_frame_18_player_id,shot_freeze_frame_18_player_name,shot_freeze_frame_18_position_id,shot_freeze_frame_18_position_name,shot_freeze_frame_18_teammate,foul_committed_offensive
2d90a8a8-fbba-4c6f-a49c-e8c4c45b8d93,521,1,00:14:57.717,14,57,30,Pass,40,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.906169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7adf9e9d-4bdd-4e98-8d8c-2d57d0c13f6d,,11542.0,Javier Guerra Rodríguez,22.0,Right Center Forward,92.0,28.4,4711.0,Pablo Hernández Domínguez,9.489468,3.0041666,1.0,Ground Pass,82.6,29.7,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7adf9e9d-4bdd-4e98-8d8c-2d57d0c13f6d,522,1,00:14:58.623,14,58,42,Ball Receipt*,40,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d90a8a8-fbba-4c6f-a49c-e8c4c45b8d93,,4711.0,Pablo Hernández Domínguez,8.0,Left Wing Back,82.6,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c57c5a4b-f60d-4738-8965-07c86ff86d28,523,1,00:14:58.623,14,58,43,Carry,40,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.607792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c40048d-74dd-4a1a-883a-70dfedeaab72,7adf9e9d-4bdd-4e98-8d8c-2d57d0c13f6d,4711.0,Pablo Hernández Domínguez,8.0,Left Wing Back,82.6,29.7,,,,,,,,,,,,,,,,,,,76.6,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c40048d-74dd-4a1a-883a-70dfedeaab72,524,1,00:15:00.231,15,0,30,Pass,40,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.524584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d60d8dc5-c57c-4573-a738-28e62c4b04eb,,4711.0,Pablo Hernández Domínguez,8.0,Left Wing Back,76.6,32.2,24138.0,Joaquín José Marín Ruiz,32.30062,1.5769882,1.0,Ground Pass,76.4,64.5,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d60d8dc5-c57c-4573-a738-28e62c4b04eb,525,1,00:15:01.756,15,1,42,Ball Receipt*,40,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c40048d-74dd-4a1a-883a-70dfedeaab72,,24138.0,Joaquín José Marín Ruiz,3.0,Right Center Back,76.4,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c0df81f-62a3-4728-9e4f-ee82c101357b,526,1,00:15:01.756,15,1,43,Carry,40,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.014557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d60d8dc5-c57c-4573-a738-28e62c4b04eb,efd78d23-1708-4e36-803d-d8d4246a75ce,24138.0,Joaquín José Marín Ruiz,3.0,Right Center Back,76.4,64.5,,,,,,,,,,,,,,,,,,,77.9,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efd78d23-1708-4e36-803d-d8d4246a75ce,527,1,00:15:02.770,15,2,30,Pass,40,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.349835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3558589c-8a6a-4614-a983-1aad57058cbd,,24138.0,Joaquín José Marín Ruiz,3.0,Right Center Back,77.9,64.3,23761.0,Alhassane Bangoura,18.588438,0.6133703,1.0,Ground Pass,93.1,75.0,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3558589c-8a6a-4614-a983-1aad57058cbd,528,1,00:15:04.120,15,4,42,Ball Receipt*,40,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,efd78d23-1708-4e36-803d-d8d4246a75ce,,23761.0,Alhassane Bangoura,7.0,Right Wing Back,93.1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a15ddc4a-096d-4564-a87b-a4b784e3a1c5,529,1,00:15:04.120,15,4,43,Carry,40,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.831535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3558589c-8a6a-4614-a983-1aad57058cbd,f66a099d-0474-4a3b-93d5-1eb458469c81,23761.0,Alhassane Bangoura,7.0,Right Wing Back,93.1,75.0,,,,,,,,,,,,,,,,,,,98.7,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f66a099d-0474-4a3b-93d5-1eb458469c81,530,1,00:15:04.952,15,4,30,Pass,40,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.448943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9517a379-5839-4af2-b20b-b53fc52752ba,,23761.0,Alhassane Bangoura,7.0,Right Wing Back,98.7,75.7,11542.0,Javier Guerra Rodríguez,34.771397,-1.3739648,3.0,High Pass,105.5,41.6,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,True,f40750e2-f2a0-4e4e-8313-130c3d0470fc,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9517a379-5839-4af2-b20b-b53fc52752ba,531,1,00:15:06.401,15,6,42,Ball Receipt*,40,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f66a099d-0474-4a3b-93d5-1eb458469c81,,11542.0,Javier Guerra Rodríguez,22.0,Right Center Forward,105.5,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f40750e2-f2a0-4e4e-8313-130c3d0470fc,532,1,00:15:06.444,15,6,16,Shot,40,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.656358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be8868ce-2887-4993-b4f4-4be0a93f2579,,11542.0,Javier Guerra Rodríguez,22.0,Right Center Forward,105.7,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047535673,120.0,51.5,3.8,f66a099d-0474-4a3b-93d5-1eb458469c81,,93.0,Normal,37.0,Head,87.0,Open Play,98.0,Off T,96.8,73.5,23761.0,Alhassane Bangoura,7.0,Right Wing Back,True,105.9,58.2,24138.0,Joaquín José Marín Ruiz,3.0,Right Center Back,True,105.5,34.5,26690.0,Alberto Mateus Contreiras Gonçalves,24.0,Left Center Forward,True,101.0,28.8,6852.0,Jozabed Sánchez Ruiz,13.0,Right Center Midfield,True,93.4,46.4,26848.0,Roberto Trashorras Gayoso,15.0,Left Center Midfield,True,86.6,40.5,4711.0,Pablo Hernández Domínguez,8.0,Left Wing Back,True,118.0,40.9,6378.0,Jan Oblak,1.0,Goalkeeper,False,99.4,68.7,4788.0,Jesús Gámez Duarte,6.0,Left Back,False,103.9,63.4,5633.0,Yannick Ferreira Carrasco,21.0,Left Wing,False,107.8,49.6,5249.0,Diego Roberto Godín Leal,5.0,Left Center Back,False,107.7,43.5,6381.0,Saúl Ñíguez Esclapez,10.0,Center Defensive Midfield,False,105.7,39.9,5259.0,José María Giménez de Vargas,3.0,Right Center Back,False,108.4,34.3,6375.0,Juan Francisco Torres Belén,2.0,Right Back,False,100.4,35.5,12021.0,Óliver Torres Muñoz,15.0,Left Center Midfield,False,99.3,45.7,5199.0,Jorge Resurrección Merodio,13.0,Right Center Midfield,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be8868ce-2887-4993-b4f4-4be0a93f2579,533,1,00:15:08.101,15,8,23,Goal Keeper,40,360,Rayo Vallecano,7,From Goal Kick,212,Atlético Madrid,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f40750e2-f2a0-4e4e-8313-130c3d0470fc,,6378.0,Jan Oblak,1.0,Goalkeeper,2.1,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,39.2,44.0,Set,32.0,Shot Faced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5bd1f2b4-2023-4a08-87ff-630465b1ef93,582,1,00:16:28.018,16,28,30,Pass,42,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,2.159821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,b62f57cc-c3ad-4ee9-ac83-be4bff366e7e,,10612.0,Yoel Rodríguez Oterino,1.0,Goalkeeper,37.5,34.4,4711.0,Pablo Hernández Domínguez,36.306747,-1.0615577,1.0,Ground Pass,55.2,2.7,,62.0,Free Kick,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b62f57cc-c3ad-4ee9-ac83-be4bff366e7e,583,1,00:16:30.178,16,30,42,Ball Receipt*,42,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5bd1f2b4-2023-4a08-87ff-630465b1ef93,,4711.0,Pablo Hernández Domínguez,8.0,Left Wing Back,55.2,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf882ddc-ea45-4168-8584-29b764ccad3b,584,1,00:16:31.958,16,31,17,Pressure,42,360,Rayo Vallecano,3,From Free Kick,212,Atlético Madrid,0.557839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a769e95b-ae3e-454f-bb57-c7345be46473,,12021.0,Óliver Torres Muñoz,15.0,Left Center Midfield,63.1,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a769e95b-ae3e-454f-bb57-c7345be46473,585,1,00:16:32.330,16,32,30,Pass,42,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.037074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,a351b2d5-105c-43d7-9abd-9fb5551e45de,bf882ddc-ea45-4168-8584-29b764ccad3b,4711.0,Pablo Hernández Domínguez,8.0,Left Wing Back,56.5,3.8,6852.0,Jozabed Sánchez Ruiz,25.052145,0.9584353,1.0,Ground Pass,70.9,24.3,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c835f4e-7c1a-4321-a63b-f9add75ac369,586,1,00:16:32.908,16,32,17,Pressure,42,360,Rayo Vallecano,3,From Free Kick,212,Atlético Madrid,0.699382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8610b1c3-d1bc-438c-b1da-92a55b9db641,a351b2d5-105c-43d7-9abd-9fb5551e45de,6381.0,Saúl Ñíguez Esclapez,10.0,Center Defensive Midfield,49.0,54.3,,,,,,,,,,,,,,,,,,f0215d27-02b2-4693-9f07-f4c3572f6ad4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a351b2d5-105c-43d7-9abd-9fb5551e45de,587,1,00:16:33.367,16,33,42,Ball Receipt*,42,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,6c835f4e-7c1a-4321-a63b-f9add75ac369,a769e95b-ae3e-454f-bb57-c7345be46473,6852.0,Jozabed Sánchez Ruiz,13.0,Right Center Midfield,70.9,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
