id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,under_pressure,carry,duel,out,counterpress,ball_receipt,clearance,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,foul_committed,foul_won,dribble,ball_recovery,interception,block,substitution,miscontrol,bad_behaviour,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,goalkeeper,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,pass_technique_id,pass_technique_name,pass_inswinging,clearance_body_part_id,clearance_body_part_name,clearance_head,related_events_3,pass_cross,pass_aerial_won,pass_switch,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,foul_committed_advantage,foul_won_advantage,shot_end_location_2,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate
691e6e4a-3d5d-4520-aefe-78195a9703d0,2747,2,00:23:42.366,68,42,23,Goal Keeper,187,360,Rayo Vallecano,2,From Corner,207,Valencia,0.0,,5be18054-f64a-4ef2-a6a9-25ea11ab3b79,,3240,Mathew Ryan,1,Goalkeeper,0.8,39.6,,,,,,,,,,45.0,Diving,44.0,Set,26.0,Goal Conceded,55.0,No Touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114391a0-c589-43cd-a755-b214698cbc90,2764,2,00:25:03.901,70,3,30,Pass,189,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.311526,,ad3e8576-0237-4e76-96f0-4b5ee66a21b5,,11298,José Ignacio Martínez García,6,Left Back,45.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,4711.0,Pablo Hernández Domínguez,18.780842,0.13888502,3.0,High Pass,64.0,2.7,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03c5a77a-fce4-49eb-9b95-f4ee70a4ede3,2765,2,00:25:05.198,70,5,17,Pressure,189,360,Rayo Vallecano,4,From Throw In,207,Valencia,0.901078,,9a55f20c-dec2-4bf4-b4a8-238127f5deaa,,6663,Antonio Barragán Fernández,2,Right Back,54.2,75.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad3e8576-0237-4e76-96f0-4b5ee66a21b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad3e8576-0237-4e76-96f0-4b5ee66a21b5,2766,2,00:25:05.213,70,5,42,Ball Receipt*,189,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,03c5a77a-fce4-49eb-9b95-f4ee70a4ede3,,4711,Pablo Hernández Domínguez,21,Left Wing,64.0,2.7,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114391a0-c589-43cd-a755-b214698cbc90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a55f20c-dec2-4bf4-b4a8-238127f5deaa,2767,2,00:25:05.213,70,5,43,Carry,189,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.886279,,03c5a77a-fce4-49eb-9b95-f4ee70a4ede3,,4711,Pablo Hernández Domínguez,21,Left Wing,64.0,2.7,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e770149-6e12-443d-89da-4e6201adfd3d,ad3e8576-0237-4e76-96f0-4b5ee66a21b5,63.8,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1e770149-6e12-443d-89da-4e6201adfd3d,2768,2,00:25:06.099,70,6,3,Dispossessed,189,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.0,,590d151a-5462-4163-a7ec-e252f695ef78,,4711,Pablo Hernández Domínguez,21,Left Wing,63.8,4.2,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590d151a-5462-4163-a7ec-e252f695ef78,2769,2,00:25:06.099,70,6,4,Duel,189,360,Rayo Vallecano,4,From Throw In,207,Valencia,0.0,,1e770149-6e12-443d-89da-4e6201adfd3d,,6663,Antonio Barragán Fernández,2,Right Back,56.3,75.9,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3d9d4a2-cd39-4079-97dd-dd8e93e6ca6d,2770,2,00:25:06.845,70,6,2,Ball Recovery,189,360,Rayo Vallecano,4,From Throw In,207,Valencia,0.0,,,,10037,Danilo Barbosa da Silva,13,Right Center Midfield,56.7,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1252648-62dd-4814-bd5b-67e264982e92,2771,2,00:25:06.845,70,6,43,Carry,189,360,Rayo Vallecano,4,From Throw In,207,Valencia,1.377652,,27c3da6c-e607-4734-b42f-d5c0907c1fbd,,10037,Danilo Barbosa da Silva,13,Right Center Midfield,56.7,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e3d9d4a2-cd39-4079-97dd-dd8e93e6ca6d,,57.2,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27c3da6c-e607-4734-b42f-d5c0907c1fbd,2772,2,00:25:08.223,70,8,30,Pass,189,360,Rayo Vallecano,4,From Throw In,207,Valencia,0.693326,,6b53cb77-8a73-4636-90ae-69003ce88dd7,,10037,Danilo Barbosa da Silva,13,Right Center Midfield,57.2,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,6595.0,Daniel Parejo Muñoz,12.269067,-1.6769531,1.0,Ground Pass,55.9,59.0,,,,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
