id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,under_pressure,carry,duel,out,counterpress,ball_receipt,clearance,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,foul_committed,foul_won,dribble,ball_recovery,interception,block,substitution,miscontrol,bad_behaviour,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,goalkeeper,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,pass_technique_id,pass_technique_name,pass_inswinging,clearance_body_part_id,clearance_body_part_name,clearance_head,related_events_3,pass_cross,pass_aerial_won,pass_switch,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,foul_committed_advantage,foul_won_advantage,shot_end_location_2,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate
6b53cb77-8a73-4636-90ae-69003ce88dd7,2773,2,00:25:08.916,70,8,42,Ball Receipt*,189,360,Rayo Vallecano,4,From Throw In,207,Valencia,,,27c3da6c-e607-4734-b42f-d5c0907c1fbd,,6595,Daniel Parejo Muñoz,10,Center Defensive Midfield,55.9,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494a66f4-77cd-440b-aa54-50ff1bdcae19,2774,2,00:25:08.916,70,8,43,Carry,189,360,Rayo Vallecano,4,From Throw In,207,Valencia,1.563207,,37728228-6768-46e0-a6b3-1f24a6a6fd06,,6595,Daniel Parejo Muñoz,10,Center Defensive Midfield,55.9,59.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b53cb77-8a73-4636-90ae-69003ce88dd7,93e1d7f1-831f-4742-8361-3572be6fe03e,61.6,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93e1d7f1-831f-4742-8361-3572be6fe03e,2775,2,00:25:09.658,70,9,17,Pressure,189,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.015449,,37728228-6768-46e0-a6b3-1f24a6a6fd06,,26690,Alberto Mateus Contreiras Gonçalves,23,Center Forward,65.3,18.5,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494a66f4-77cd-440b-aa54-50ff1bdcae19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37728228-6768-46e0-a6b3-1f24a6a6fd06,2776,2,00:25:10.480,70,10,30,Pass,189,360,Rayo Vallecano,4,From Throw In,207,Valencia,0.420318,,02975b7f-9f42-4666-a5e1-2d64c6751511,,6595,Daniel Parejo Muñoz,10,Center Defensive Midfield,61.6,63.9,,True,,,,,,,,,,,,,,,,,,,,,,,,,5718.0,Rodrigo Moreno Machado,4.7423625,0.7406519,1.0,Ground Pass,65.1,67.1,,,,93e1d7f1-831f-4742-8361-3572be6fe03e,fc11bd27-7a17-41b9-ae02-0d8a91973f67,,,,,,,,40.0,Right Foot,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02975b7f-9f42-4666-a5e1-2d64c6751511,2777,2,00:25:10.900,70,10,42,Ball Receipt*,189,360,Rayo Vallecano,4,From Throw In,207,Valencia,,,37728228-6768-46e0-a6b3-1f24a6a6fd06,,5718,Rodrigo Moreno Machado,12,Right Midfield,69.8,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc11bd27-7a17-41b9-ae02-0d8a91973f67,2778,2,00:25:10.900,70,10,10,Interception,189,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.0,,37728228-6768-46e0-a6b3-1f24a6a6fd06,,4711,Pablo Hernández Domínguez,21,Left Wing,55.0,13.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce1a2289-4cde-49f2-9cdb-b723c0fb15d7,2779,2,00:25:12.426,70,12,2,Ball Recovery,189,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.0,,,,6852,Jozabed Sánchez Ruiz,19,Center Attacking Midfield,63.2,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ed51ffd5-4cac-4c2d-8552-4b877b4c029c,2780,2,00:25:12.426,70,12,43,Carry,189,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.98275,,7a695f0b-ba6f-4c13-ad4f-76a151a233dc,,6852,Jozabed Sánchez Ruiz,19,Center Attacking Midfield,63.2,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce1a2289-4cde-49f2-9cdb-b723c0fb15d7,,65.7,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a695f0b-ba6f-4c13-ad4f-76a151a233dc,2781,2,00:25:13.409,70,13,30,Pass,189,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.498509,,2f3cb9b5-b267-43e3-a11c-29fc4c906b05,,6852,Jozabed Sánchez Ruiz,19,Center Attacking Midfield,65.7,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4711.0,Pablo Hernández Domínguez,15.274161,-0.7946572,1.0,Ground Pass,76.4,2.1,,,,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f3cb9b5-b267-43e3-a11c-29fc4c906b05,2782,2,00:25:14.908,70,14,42,Ball Receipt*,189,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,7a695f0b-ba6f-4c13-ad4f-76a151a233dc,,4711,Pablo Hernández Domínguez,21,Left Wing,76.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5aa87ef-5490-4513-a34c-778723646eff,2783,2,00:25:14.908,70,14,43,Carry,189,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.786774,,2f3cb9b5-b267-43e3-a11c-29fc4c906b05,,4711,Pablo Hernández Domínguez,21,Left Wing,76.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dddb41f1-9a4b-4e69-91a3-7ca4a9f2244b,,79.4,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dddb41f1-9a4b-4e69-91a3-7ca4a9f2244b,2784,2,00:25:16.694,70,16,30,Pass,189,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.937022,,4a9f4c73-71f3-4335-a816-20070432a42c,,4711,Pablo Hernández Domínguez,21,Left Wing,79.4,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,6713.0,Diego Javier Llorente Ríos,8.1024685,2.1896112,1.0,Ground Pass,74.7,10.2,,,,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4a9f4c73-71f3-4335-a816-20070432a42c,2785,2,00:25:17.631,70,17,42,Ball Receipt*,189,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,dddb41f1-9a4b-4e69-91a3-7ca4a9f2244b,,6713,Diego Javier Llorente Ríos,11,Left Defensive Midfield,74.7,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24953215-3d7b-4309-b0a5-8e2a19e49a3b,2786,2,00:25:17.631,70,17,43,Carry,189,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.130395,,4a9f4c73-71f3-4335-a816-20070432a42c,,6713,Diego Javier Llorente Ríos,11,Left Defensive Midfield,74.7,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591b1b60-fc5c-450e-8d64-7dfe122582ff,,75.6,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591b1b60-fc5c-450e-8d64-7dfe122582ff,2787,2,00:25:18.762,70,18,30,Pass,189,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.929962,,6343e5b1-6ab9-4628-94ff-3edd7e210a98,,6713,Diego Javier Llorente Ríos,11,Left Defensive Midfield,75.6,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,6852.0,Jozabed Sánchez Ruiz,11.747766,0.20574261,1.0,Ground Pass,87.1,12.6,,,,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6343e5b1-6ab9-4628-94ff-3edd7e210a98,2788,2,00:25:19.692,70,19,42,Ball Receipt*,189,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,591b1b60-fc5c-450e-8d64-7dfe122582ff,,6852,Jozabed Sánchez Ruiz,19,Center Attacking Midfield,87.1,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4dc7415-6c22-48b6-99a7-2ba7c51c1561,2789,2,00:25:19.692,70,19,30,Pass,189,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.990831,,4ef8ba7d-d018-4a1d-ab5a-aba13910ab5f,,6852,Jozabed Sánchez Ruiz,19,Center Attacking Midfield,87.1,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,26848.0,Roberto Trashorras Gayoso,7.7077885,-2.3653686,1.0,Ground Pass,81.6,7.2,,,,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ef8ba7d-d018-4a1d-ab5a-aba13910ab5f,2790,2,00:25:20.683,70,20,42,Ball Receipt*,189,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,b4dc7415-6c22-48b6-99a7-2ba7c51c1561,,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,81.6,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17b40ab4-81bd-4cce-98c1-d6c0a10deb03,2791,2,00:25:20.683,70,20,43,Carry,189,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.283786,,27bd94d1-b88b-428c-b15e-4365bb5358c4,,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,81.6,7.2,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440eea57-ec2b-4b6d-8237-f3120eb67192,4ef8ba7d-d018-4a1d-ab5a-aba13910ab5f,80.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440eea57-ec2b-4b6d-8237-f3120eb67192,2792,2,00:25:21.481,70,21,17,Pressure,189,360,Rayo Vallecano,4,From Throw In,207,Valencia,0.456618,,17b40ab4-81bd-4cce-98c1-d6c0a10deb03,,5718,Rodrigo Moreno Machado,12,Right Midfield,42.2,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
