id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,interception,shot,counterpress,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,under_pressure,foul_committed,foul_won,out,clearance,ball_recovery,off_camera,duel,dribble,block,substitution,bad_behaviour,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,related_events,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,related_events_3,related_events_4,dribble_outcome_id,dribble_outcome_name,foul_committed_advantage,foul_won_advantage,pass_technique_id,pass_technique_name,pass_through_ball,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,duel_type_id,duel_type_name,pass_aerial_won,duel_outcome_id,duel_outcome_name,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_card_id,foul_committed_card_name,shot_end_location_2,shot_freeze_frame_17_location_0,shot_freeze_frame_17_location_1,shot_freeze_frame_17_player_id,shot_freeze_frame_17_player_name,shot_freeze_frame_17_position_id,shot_freeze_frame_17_position_name,shot_freeze_frame_17_teammate,player,position
c293309f-6aba-4ff1-9a35-6c03cc9ea086,2707,2,00:27:35.420,72,35,23,Goal Keeper,166,360,Rayo Vallecano,1,Regular Play,221,Levante UD,0.0,,557cb7e6-20d7-4f66-b733-9a5bdb1878c3,23843.0,Diego Mariño Villar,1.0,Goalkeeper,1.0,43.1,,,,,,,42.0,Moving,26.0,Goal Conceded,55.0,No Touch,46.0,Standing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70a0fb04-a4a0-4fd2-b4c4-e850e53ff8b7,2757,2,00:29:46.447,74,46,30,Pass,168,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.759067,,d5527975-8c1c-45b8-85aa-3834d8ad4aa7,26848.0,Roberto Trashorras Gayoso,10.0,Center Defensive Midfield,62.8,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4711.0,Pablo Hernández Domínguez,27.930271,0.9738565,1.0,Ground Pass,78.5,29.5,40.0,Right Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5527975-8c1c-45b8-85aa-3834d8ad4aa7,2758,2,00:29:48.206,74,48,42,Ball Receipt*,168,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,70a0fb04-a4a0-4fd2-b4c4-e850e53ff8b7,4711.0,Pablo Hernández Domínguez,12.0,Right Midfield,78.5,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7234a25-5ad6-4ce4-a5f7-b5fc958da99e,2759,2,00:29:48.207,74,48,30,Pass,168,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,2.615596,,f88af96a-ad5a-4713-a5db-895f6c6bbfb9,4711.0,Pablo Hernández Domínguez,12.0,Right Midfield,77.3,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,27144.0,Antonio Amaya Carazo,31.926477,2.5388215,1.0,Ground Pass,51.0,47.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f88af96a-ad5a-4713-a5db-895f6c6bbfb9,2760,2,00:29:50.823,74,50,42,Ball Receipt*,168,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,e7234a25-5ad6-4ce4-a5f7-b5fc958da99e,27144.0,Antonio Amaya Carazo,3.0,Right Center Back,51.0,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00300299-11be-48d1-8c69-dd0757459db8,2761,2,00:29:50.823,74,50,43,Carry,168,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.17789,,9d70c1a5-3f50-49d6-a884-f02609086234,27144.0,Antonio Amaya Carazo,3.0,Right Center Back,51.0,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f88af96a-ad5a-4713-a5db-895f6c6bbfb9,51.0,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9d70c1a5-3f50-49d6-a884-f02609086234,2762,2,00:29:51.000,74,51,30,Pass,168,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,2.105023,,99aac104-1862-4d63-815a-2bb7c0a70e63,27144.0,Antonio Amaya Carazo,3.0,Right Center Back,51.0,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,24138.0,Joaquín José Marín Ruiz,36.70218,0.7719115,1.0,Ground Pass,77.3,73.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99aac104-1862-4d63-815a-2bb7c0a70e63,2763,2,00:29:53.105,74,53,42,Ball Receipt*,168,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,9d70c1a5-3f50-49d6-a884-f02609086234,24138.0,Joaquín José Marín Ruiz,2.0,Right Back,77.3,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7cacf427-a4ad-4a18-975e-0445437d6e36,2764,2,00:29:53.105,74,53,43,Carry,168,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.799321,,277514df-2f88-4aab-979a-13b49c1b0291,24138.0,Joaquín José Marín Ruiz,2.0,Right Back,77.3,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99aac104-1862-4d63-815a-2bb7c0a70e63,86.2,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277514df-2f88-4aab-979a-13b49c1b0291,2765,2,00:29:54.905,74,54,30,Pass,168,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.091084,,c5b87229-cc5f-4b91-a3ed-0472f4d2e5dc,24138.0,Joaquín José Marín Ruiz,2.0,Right Back,86.2,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,6852.0,Jozabed Sánchez Ruiz,17.112568,-2.3644588,1.0,Ground Pass,74.0,57.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
