id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry,under_pressure,ball_receipt,duel,off_camera,interception,out,clearance,shot,goalkeeper,counterpress,dribble,ball_recovery,foul_committed,foul_won,bad_behaviour,substitution,injury_stoppage,block,pass,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events,related_events_1,carry_end_location_0,carry_end_location_1,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_technique_id,shot_technique_name,shot_outcome_id,shot_outcome_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,shot_end_location_2,shot_first_time,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name
7c017659-60e3-4151-b309-e232ce87ca19,837,1,00:25:12.912,25,12,30,Pass,57,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.724198,,6a73ce44-cb4e-4331-94fb-ff09ec3813f7,11542,Javier Guerra Rodríguez,23,Center Forward,61.0,40.1,26607.0,José Raúl Baena Urdiales,15.8,3.1415927,1.0,Ground Pass,45.2,40.1,65.0,Kick Off,40.0,Right Foot,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a73ce44-cb4e-4331-94fb-ff09ec3813f7,838,1,00:25:13.636,25,13,42,Ball Receipt*,57,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,7c017659-60e3-4151-b309-e232ce87ca19,26607,José Raúl Baena Urdiales,9,Right Defensive Midfield,45.2,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248834b9-9150-49f5-9986-0c27e4eb4490,839,1,00:25:14.269,25,14,30,Pass,57,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.238315,,0d417c35-7da3-48bf-9e0f-a03181009388,26607,José Raúl Baena Urdiales,9,Right Defensive Midfield,82.5,61.4,23761.0,Alhassane Bangoura,18.221416,0.115505666,1.0,Ground Pass,100.6,63.5,,,40.0,Right Foot,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d417c35-7da3-48bf-9e0f-a03181009388,840,1,00:25:15.507,25,15,42,Ball Receipt*,57,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,248834b9-9150-49f5-9986-0c27e4eb4490,23761,Alhassane Bangoura,17,Right Wing,100.6,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163975aa-c68d-4708-bb54-5bfd179ceb10,841,1,00:25:16.082,25,16,14,Dribble,57,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.0,,bad2d573-d975-4662-9ea7-1f61c9bb4115,23761,Alhassane Bangoura,17,Right Wing,102.3,62.3,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bad2d573-d975-4662-9ea7-1f61c9bb4115,842,1,00:25:16.082,25,16,4,Duel,57,360,Rayo Vallecano,9,From Kick Off,220,Real Madrid,0.0,,163975aa-c68d-4708-bb54-5bfd179ceb10,5552,Marcelo Vieira da Silva Júnior,6,Left Back,17.8,17.8,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2dd55c02-8da4-48a9-a133-2ef0bca990d3,843,1,00:25:17.923,25,17,2,Ball Recovery,57,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.0,,,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,96.4,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58acc464-932d-4433-97d5-eab946fd47b6,844,1,00:25:17.923,25,17,43,Carry,57,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.608536,,2dd55c02-8da4-48a9-a133-2ef0bca990d3,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,96.4,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd5e0dbb-67f4-44d4-a1b6-0df60161161a,96.1,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fd5e0dbb-67f4-44d4-a1b6-0df60161161a,845,1,00:25:18.532,25,18,16,Shot,57,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.123547,,07d2b564-c514-467c-bd5d-8dbfe1404f87,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,96.1,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027267475,97.9,51.0,93.0,Normal,101.0,Wayward,38.0,Left Foot,87.0,Open Play,81.8,29.5,6399.0,Gareth Frank Bale,17.0,Right Wing,False,95.6,30.5,6852.0,Jozabed Sánchez Ruiz,21.0,Left Wing,True,101.2,57.2,23761.0,Alhassane Bangoura,17.0,Right Wing,True,105.6,37.5,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,True,103.7,34.0,3063.0,Danilo Luiz da Silva,2.0,Right Back,False,104.5,41.7,20016.0,Kléper Laveran Lima Ferreira,3.0,Right Center Back,False,100.2,44.6,5463.0,Luka Modrić,15.0,Left Center Midfield,False,101.3,51.2,5201.0,Sergio Ramos García,5.0,Left Center Back,False,97.5,52.2,5695.0,James David Rodríguez Rubio,13.0,Right Center Midfield,False,98.7,59.7,5552.0,Marcelo Vieira da Silva Júnior,6.0,Left Back,False,119.2,40.6,5597.0,Keylor Navas Gamboa,1.0,Goalkeeper,False,,,,,,,,,,,,,,,,,,,,,,,,,,
07d2b564-c514-467c-bd5d-8dbfe1404f87,846,1,00:25:18.655,25,18,23,Goal Keeper,57,360,Rayo Vallecano,9,From Kick Off,220,Real Madrid,0.0,,fd5e0dbb-67f4-44d4-a1b6-0df60161161a,5597,Keylor Navas Gamboa,1,Goalkeeper,0.9,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,39.5,44.0,Set,32.0,Shot Faced,,,,,,,,,,,,,,,,,,,,
6c2edf74-df60-4bc7-9786-125b22ac3dcb,847,1,00:25:20.280,25,20,17,Pressure,57,360,Rayo Vallecano,9,From Kick Off,220,Real Madrid,0.348106,,2cc017a4-9f0d-422b-bc3e-92041fe25a8b,3063,Danilo Luiz da Silva,2,Right Back,21.5,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca2001c1-17c4-469e-be24-e643ec7a13a2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2cc017a4-9f0d-422b-bc3e-92041fe25a8b,848,1,00:25:20.498,25,20,2,Ball Recovery,57,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.0,,6c2edf74-df60-4bc7-9786-125b22ac3dcb,6852,Jozabed Sánchez Ruiz,21,Left Wing,95.8,35.6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
