id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,ball_receipt,under_pressure,duel,clearance,counterpress,out,off_camera,interception,goalkeeper,shot,dribble,foul_won,foul_committed,ball_recovery,50_50,miscontrol,block,substitution,pass,pass_outcome_id,pass_outcome_name,related_events,ball_receipt_outcome_id,ball_receipt_outcome_name,foul_won_defensive,related_events_1,related_events_2,related_events_3,pass_aerial_won,duel_type_id,duel_type_name,interception_outcome_id,interception_outcome_name,carry_end_location_0,carry_end_location_1,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,pass_assisted_shot_id,pass_goal_assist,shot_open_goal,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_first_time,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate
dc725f2e-cba1-49e5-bc9e-7ac85d0cc0b4,703,1,00:19:52.512,19,52,30,Pass,51,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.737891,,c7699118-7951-46b8-bd7f-b2752840a2ad,26685,Nicolás Ladislao Fedor Flores,23,Center Forward,60.0,40.0,26222.0,José Eduardo Rosa Vale de Castro,24.020824,3.09995,1.0,Ground Pass,36.0,41.0,40.0,Right Foot,65.0,Kick Off,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7699118-7951-46b8-bd7f-b2752840a2ad,704,1,00:19:53.249,19,53,42,Ball Receipt*,51,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,dc725f2e-cba1-49e5-bc9e-7ac85d0cc0b4,26222,José Eduardo Rosa Vale de Castro,3,Right Center Back,36.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ad7e288-e097-4b02-8d13-aae9ebe46f67,705,1,00:19:53.312,19,53,30,Pass,51,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,4.405672,,7a0f075e-911a-43a2-b463-d66b9ef51612,26222,José Eduardo Rosa Vale de Castro,3,Right Center Back,36.0,41.0,11298.0,José Ignacio Martínez García,76.121284,-0.41368923,3.0,High Pass,105.7,10.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,77.0,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9adc4b20-75ad-46c0-9720-f8b87e6751c4,706,1,00:19:57.164,19,57,17,Pressure,51,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.31431,,,11298,José Ignacio Martínez García,6,Left Back,99.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a0f075e-911a-43a2-b463-d66b9ef51612,707,1,00:19:57.598,19,57,42,Ball Receipt*,51,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,3ad7e288-e097-4b02-8d13-aae9ebe46f67,11298,José Ignacio Martínez García,6,Left Back,102.5,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e42e501-d18e-4c4b-b0d0-e72c7b9bbbe9,708,1,00:19:57.598,19,57,22,Foul Committed,51,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.0,,c97fba98-4c0e-42f4-8347-da75decde5c9,11298,José Ignacio Martínez García,6,Left Back,104.9,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c97fba98-4c0e-42f4-8347-da75decde5c9,709,1,00:19:57.598,19,57,21,Foul Won,51,360,Rayo Vallecano,9,From Kick Off,219,RC Deportivo La Coruña,0.0,,7e42e501-d18e-4c4b-b0d0-e72c7b9bbbe9,6738,Juan Francisco Moreno Fuertes,2,Right Back,15.2,70.3,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc35d20b-9254-42d6-8b24-93b37961b7d9,745,1,00:21:18.583,21,18,30,Pass,53,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.2347,,9a52a46a-cd28-42c1-818d-2114fff588be,11298,José Ignacio Martínez García,6,Left Back,33.4,0.1,7900.0,Tiago Manuel Dias Correia,22.14159,0.81414425,3.0,High Pass,48.6,16.2,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a52a46a-cd28-42c1-818d-2114fff588be,746,1,00:21:19.818,21,19,42,Ball Receipt*,53,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,fc35d20b-9254-42d6-8b24-93b37961b7d9,7900,Tiago Manuel Dias Correia,21,Left Wing,48.6,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cde64966-baaf-4369-88da-a59eeb0f64ad,747,1,00:21:19.818,21,19,30,Pass,53,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,2.59701,,8ffaa6c4-264c-4bc8-8122-5d1522bcc7c2,7900,Tiago Manuel Dias Correia,21,Left Wing,53.3,17.0,26685.0,Nicolás Ladislao Fedor Flores,16.18178,0.26896206,2.0,Low Pass,68.9,21.3,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,ff144de4-9bf5-43bc-94ea-53b31d7fd28c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de2714a6-d9c7-422f-9814-7f8dd9368cfb,748,1,00:21:20.515,21,20,17,Pressure,53,360,Rayo Vallecano,4,From Throw In,219,RC Deportivo La Coruña,0.229408,,,6869,Alejandro Arribas Garrido,3,Right Center Back,61.9,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ffaa6c4-264c-4bc8-8122-5d1522bcc7c2,749,1,00:21:22.415,21,22,42,Ball Receipt*,53,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,cde64966-baaf-4369-88da-a59eeb0f64ad,26685,Nicolás Ladislao Fedor Flores,23,Center Forward,63.6,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ff144de4-9bf5-43bc-94ea-53b31d7fd28c,750,1,00:21:22.415,21,22,30,Pass,53,360,Rayo Vallecano,4,From Throw In,219,RC Deportivo La Coruña,3.599177,,cde64966-baaf-4369-88da-a59eeb0f64ad,6777,Sidnei Rechel da Silva Júnior,5,Left Center Back,51.2,58.8,,,21.934675,0.54120135,3.0,High Pass,70.0,70.1,40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,ea3c14d7-c19d-4b94-b068-77e980183912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea3c14d7-c19d-4b94-b068-77e980183912,751,1,00:21:26.014,21,26,30,Pass,53,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,2.746527,,df3b7930-d651-44d4-a4a5-c87ad5ca0858,7900,Tiago Manuel Dias Correia,21,Left Wing,50.1,10.0,,,35.06565,1.1224537,3.0,High Pass,65.3,41.6,40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,ff144de4-9bf5-43bc-94ea-53b31d7fd28c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df3b7930-d651-44d4-a4a5-c87ad5ca0858,752,1,00:21:28.761,21,28,30,Pass,53,360,Rayo Vallecano,4,From Throw In,219,RC Deportivo La Coruña,1.209833,,8ed61f52-196d-4855-8775-c77163456423,6913,Fernando Navarro i Corbacho,6,Left Back,54.8,38.5,25921.0,Rubén Gracia Calmache,8.17435,-0.13497674,2.0,Low Pass,62.9,37.4,38.0,Left Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,ea3c14d7-c19d-4b94-b068-77e980183912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82615ced-fff6-4e93-a24f-3bbaf9392109,753,1,00:21:29.662,21,29,17,Pressure,53,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.406867,,02709c52-ed64-40b6-a53a-956bb04b36a8,24138,Joaquín José Marín Ruiz,2,Right Back,51.6,42.3,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,8ed61f52-196d-4855-8775-c77163456423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ed61f52-196d-4855-8775-c77163456423,754,1,00:21:29.971,21,29,42,Ball Receipt*,53,360,Rayo Vallecano,4,From Throw In,219,RC Deportivo La Coruña,,,82615ced-fff6-4e93-a24f-3bbaf9392109,25921,Rubén Gracia Calmache,21,Left Wing,62.9,37.4,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,df3b7930-d651-44d4-a4a5-c87ad5ca0858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02709c52-ed64-40b6-a53a-956bb04b36a8,755,1,00:21:29.971,21,29,30,Pass,53,360,Rayo Vallecano,4,From Throw In,219,RC Deportivo La Coruña,1.211982,,498f6b27-f294-4b3c-8d32-1ecc207e208c,25921,Rubén Gracia Calmache,21,Left Wing,62.1,35.7,6733.0,Pedro Mosquera Parada,10.252805,1.2120256,2.0,Low Pass,65.7,45.3,,,,,,,True,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,7e18b0b6-c35c-49ec-bf2a-c3edf1083bb4,82615ced-fff6-4e93-a24f-3bbaf9392109,c81cda4a-fc44-4e8e-a2a0-a659970092e0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e18b0b6-c35c-49ec-bf2a-c3edf1083bb4,756,1,00:21:29.971,21,29,4,Duel,53,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.0,,02709c52-ed64-40b6-a53a-956bb04b36a8,24138,Joaquín José Marín Ruiz,2,Right Back,58.0,44.4,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e574fc0d-6594-47d6-a200-a4edef510213,757,1,00:21:30.971,21,30,17,Pressure,53,360,Rayo Vallecano,4,From Throw In,219,RC Deportivo La Coruña,0.272923,,498f6b27-f294-4b3c-8d32-1ecc207e208c,6733,Pedro Mosquera Parada,11,Left Defensive Midfield,65.5,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7169b807-f612-4717-9055-49fea27732a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c81cda4a-fc44-4e8e-a2a0-a659970092e0,758,1,00:21:31.183,21,31,42,Ball Receipt*,53,360,Rayo Vallecano,4,From Throw In,219,RC Deportivo La Coruña,,,02709c52-ed64-40b6-a53a-956bb04b36a8,6733,Pedro Mosquera Parada,11,Left Defensive Midfield,67.0,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498f6b27-f294-4b3c-8d32-1ecc207e208c,759,1,00:21:31.183,21,31,10,Interception,53,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.0,,02709c52-ed64-40b6-a53a-956bb04b36a8,6713,Diego Javier Llorente Ríos,11,Left Defensive Midfield,54.4,34.8,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,e574fc0d-6594-47d6-a200-a4edef510213,,,,,,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
