id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,ball_receipt,under_pressure,duel,clearance,counterpress,interception,shot,goalkeeper,out,dribble,ball_recovery,foul_committed,foul_won,substitution,block,miscontrol,pass,pass_outcome_id,pass_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,related_events,ball_receipt_outcome_id,ball_receipt_outcome_name,block_offensive,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,related_events_3,clearance_aerial_won,clearance_head,ball_recovery_recovery_failure,interception_outcome_id,interception_outcome_name,pass_cross,pass_switch
258aa1a9-3e0d-44eb-b96b-d77f8a7752a5,3026,2,00:47:55.173,92,55,2,Ball Recovery,197,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.0,,,,26685,Nicolás Ladislao Fedor Flores,22,Right Center Forward,104.8,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
581a0734-1c9e-467e-bfff-e523bea9f389,3027,2,00:47:56.476,92,56,17,Pressure,197,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.344482,,a7980d7a-875e-471f-a454-cb3cb1d92d32,,6914,Roberto Román Triguero,6,Left Back,99.3,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7980d7a-875e-471f-a454-cb3cb1d92d32,3028,2,00:47:56.797,92,56,9,Clearance,197,360,Rayo Vallecano,3,From Free Kick,223,Málaga,0.0,,581a0734-1c9e-467e-bfff-e523bea9f389,,6569,Roberto José Rosales Altuve,2,Right Back,20.0,58.1,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,40.0,Right Foot,True,,,,,,,,,,,,,,,,,,,,,,,
2e407136-0061-4019-906b-eb398e526de7,3029,2,00:47:58.799,92,58,30,Pass,197,360,Rayo Vallecano,3,From Free Kick,223,Málaga,3.025938,,191bcec5-2aea-4b7b-a6fc-3e4be82c6014,,3084,Christian Atsu Twasam,12,Right Midfield,28.6,57.0,6563.0,Juan Pablo Añor Acosta,28.700697,-0.0069685285,2.0,Low Pass,57.3,56.8,37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,828be206-95b8-47d1-a986-4bc222b52541,,,,,,,,,,,,,,,,,,,,,,
828be206-95b8-47d1-a986-4bc222b52541,3030,2,00:48:01.825,93,1,42,Ball Receipt*,197,360,Rayo Vallecano,3,From Free Kick,223,Málaga,,,2e407136-0061-4019-906b-eb398e526de7,,6563,Juan Pablo Añor Acosta,9,Right Defensive Midfield,51.9,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,
191bcec5-2aea-4b7b-a6fc-3e4be82c6014,3031,2,00:48:01.825,93,1,30,Pass,197,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,3.328866,,27a1733d-5287-4de7-8478-538a9df89235,,6713,Diego Javier Llorente Ríos,5,Left Center Back,62.8,23.3,24255.0,Juan Carlos Martín Corral,35.866558,2.536577,1.0,Ground Pass,33.3,43.7,40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,2e407136-0061-4019-906b-eb398e526de7,,,,,,,,,,,,,,,,,,,,,,
27a1733d-5287-4de7-8478-538a9df89235,3032,2,00:48:05.154,93,5,42,Ball Receipt*,197,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,191bcec5-2aea-4b7b-a6fc-3e4be82c6014,,24255,Juan Carlos Martín Corral,1,Goalkeeper,33.3,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524e5f14-c3e8-486b-8ebd-dbbca4c3a488,3033,2,00:48:05.154,93,5,43,Carry,197,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.359443,,27a1733d-5287-4de7-8478-538a9df89235,,24255,Juan Carlos Martín Corral,1,Goalkeeper,33.3,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7cf7c3a-6eed-4dc5-9fa5-735769688152,,32.8,44.3,,,,,,,,,,,,,,,,,,,
a7cf7c3a-6eed-4dc5-9fa5-735769688152,3034,2,00:48:05.513,93,5,30,Pass,197,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,4.212969,,8aa8ac05-f5e0-4783-a395-6449eda5aa50,,24255,Juan Carlos Martín Corral,1,Goalkeeper,32.8,44.3,,,66.822525,-0.2340898,3.0,High Pass,97.8,28.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,
8aa8ac05-f5e0-4783-a395-6449eda5aa50,3035,2,00:48:09.726,93,9,10,Interception,197,360,Rayo Vallecano,3,From Free Kick,223,Málaga,0.0,,a7cf7c3a-6eed-4dc5-9fa5-735769688152,,8234,Ignacio Camacho Barnola,11,Left Defensive Midfield,22.3,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,Success In Play,,
f4a202e7-1f06-46c7-be4c-a169319a4264,3036,2,00:48:11.795,93,11,30,Pass,197,360,Rayo Vallecano,3,From Free Kick,223,Málaga,0.176398,,e4e868bc-3dd0-4966-81fb-678e365e834f,,6569,Roberto José Rosales Altuve,2,Right Back,21.9,51.6,,,2.3600848,0.9357696,2.0,Low Pass,23.3,53.5,37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,
e4e868bc-3dd0-4966-81fb-678e365e834f,3037,2,00:48:11.971,93,11,6,Block,197,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.0,,f4a202e7-1f06-46c7-be4c-a169319a4264,,26685,Nicolás Ladislao Fedor Flores,22,Right Center Forward,96.8,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91671da8-d1d6-45fd-bdea-c755ea31a4b6,3038,2,00:48:12.661,93,12,30,Pass,197,360,Rayo Vallecano,3,From Free Kick,223,Málaga,1.837895,,fffdf2d6-1e62-4e4a-9c69-290f002f40ca,,8234,Ignacio Camacho Barnola,11,Left Defensive Midfield,15.8,58.7,6727.0,Raúl Albentosa Redal,9.900505,-2.3704793,2.0,Low Pass,8.7,51.8,37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0d60c2d-700f-427f-8715-43cab86249fb,3039,2,00:48:14.258,93,14,17,Pressure,197,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.583163,,1c97eecd-6a5d-472f-8a7e-88a9f0d4ca00,,26685,Nicolás Ladislao Fedor Flores,22,Right Center Forward,109.8,25.8,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,b2cea71d-8c9b-4045-94b5-908eb859e027,fffdf2d6-1e62-4e4a-9c69-290f002f40ca,,,,,,,,,,,,,,,,,,,,,
fffdf2d6-1e62-4e4a-9c69-290f002f40ca,3040,2,00:48:14.499,93,14,42,Ball Receipt*,197,360,Rayo Vallecano,3,From Free Kick,223,Málaga,,,91671da8-d1d6-45fd-bdea-c755ea31a4b6,,6727,Raúl Albentosa Redal,3,Right Center Back,8.7,51.8,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,b0d60c2d-700f-427f-8715-43cab86249fb,,,,,,,,,,,,,,,,,,,,,,
b2cea71d-8c9b-4045-94b5-908eb859e027,3041,2,00:48:14.499,93,14,43,Carry,197,360,Rayo Vallecano,3,From Free Kick,223,Málaga,0.08,,1c97eecd-6a5d-472f-8a7e-88a9f0d4ca00,,6727,Raúl Albentosa Redal,3,Right Center Back,8.7,51.8,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,b0d60c2d-700f-427f-8715-43cab86249fb,fffdf2d6-1e62-4e4a-9c69-290f002f40ca,10.1,54.3,,,,,,,,,,,,,,,,,,,
