id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,ball_receipt,under_pressure,duel,clearance,counterpress,out,off_camera,interception,goalkeeper,shot,dribble,foul_won,foul_committed,ball_recovery,50_50,miscontrol,block,substitution,pass,related_events_1,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,clearance_head,clearance_body_part_id,clearance_body_part_name,clearance_aerial_won,related_events,related_events_2,interception_outcome_id,interception_outcome_name,duel_outcome_id,duel_outcome_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_position_id,goalkeeper_position_name,pass_through_ball,pass_technique_id,pass_technique_name,dribble_outcome_id,dribble_outcome_name,dribble_nutmeg,pass_cross,pass_cut_back,pass_goal_assist,shot_end_location_2,shot_first_time,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate
5bcee13f-647c-4b64-b945-ecfd98cb9f50,25,1,00:00:26.237,0,26,42,Ball Receipt*,3,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,6db94822-8116-4441-b947-b0b19a0e91de,4711,Pablo Hernández Domínguez,17,Right Wing,83.1,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59995d15-9023-476f-8b2e-99d3b877fdf5,26,1,00:00:26.237,0,26,43,Carry,3,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.130203,,3d33b42a-ba6b-42ba-a4fa-f20666b1b9d3,4711,Pablo Hernández Domínguez,17,Right Wing,83.1,70.7,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,573fd8a8-513a-47c1-9432-b1d4c7e7d4ce,83.9,71.2,,,,,,,,,,,,5bcee13f-647c-4b64-b945-ecfd98cb9f50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573fd8a8-513a-47c1-9432-b1d4c7e7d4ce,27,1,00:00:27.077,0,27,17,Pressure,3,360,Rayo Vallecano,4,From Throw In,219,RC Deportivo La Coruña,0.547801,,3d33b42a-ba6b-42ba-a4fa-f20666b1b9d3,25921,Rubén Gracia Calmache,21,Left Wing,32.3,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59995d15-9023-476f-8b2e-99d3b877fdf5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d33b42a-ba6b-42ba-a4fa-f20666b1b9d3,28,1,00:00:27.367,0,27,30,Pass,3,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,2.67858,,573fd8a8-513a-47c1-9432-b1d4c7e7d4ce,4711,Pablo Hernández Domínguez,17,Right Wing,83.9,71.2,6914.0,Roberto Román Triguero,17.60284,3.033445,1.0,Ground Pass,66.4,73.1,40.0,Right Foot,,,,,True,,,,,,,,,,,,,,,,,,a28e6a04-071f-4406-a386-b712ebd06fef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a28e6a04-071f-4406-a386-b712ebd06fef,29,1,00:00:30.045,0,30,42,Ball Receipt*,3,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,3d33b42a-ba6b-42ba-a4fa-f20666b1b9d3,6914,Roberto Román Triguero,5,Left Center Back,66.4,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85e0df58-b8b2-4fd1-be08-2739cb73b009,30,1,00:00:30.045,0,30,43,Carry,3,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.70487,,88d84073-b435-45fb-adb0-f148e052ceb4,6914,Roberto Román Triguero,5,Left Center Back,66.4,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a28e6a04-071f-4406-a386-b712ebd06fef,68.7,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88d84073-b435-45fb-adb0-f148e052ceb4,31,1,00:00:31.750,0,31,30,Pass,3,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.845964,,e28a9e4b-b72f-4317-8db0-298137e9fdc9,6914,Roberto Román Triguero,5,Left Center Back,68.7,73.7,,,33.614876,-0.029753122,3.0,High Pass,102.3,72.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb412c93-d8ee-48ce-a602-5328c68e5fc7,64,1,00:01:31.390,1,31,30,Pass,6,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,2.028863,,8d815372-55af-4fb2-95ca-35c522fa3dea,24138,Joaquín José Marín Ruiz,2,Right Back,44.6,80.0,26685.0,Nicolás Ladislao Fedor Flores,37.454105,-0.2261985,3.0,High Pass,81.1,71.6,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,cd3df6fe-f961-45ed-bb28-7968b26eeb98,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d815372-55af-4fb2-95ca-35c522fa3dea,65,1,00:01:33.418,1,33,42,Ball Receipt*,6,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,eb412c93-d8ee-48ce-a602-5328c68e5fc7,26685,Nicolás Ladislao Fedor Flores,23,Center Forward,76.2,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d2f532f-28d2-4765-8715-34f619d1b4c3,77,1,00:01:44.831,1,44,30,Pass,8,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.11244,,0206c907-e036-4196-811b-218bdd1ee469,6713,Diego Javier Llorente Ríos,11,Left Defensive Midfield,43.1,27.7,26222.0,José Eduardo Rosa Vale de Castro,16.182089,2.5141594,1.0,Ground Pass,30.0,37.2,40.0,Right Foot,66.0,Recovery,,,True,,,,,,,,,,,,,,,,,,c8c74593-0960-4ade-b6e6-3f4c542786dd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0206c907-e036-4196-811b-218bdd1ee469,78,1,00:01:46.943,1,46,42,Ball Receipt*,8,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,3d2f532f-28d2-4765-8715-34f619d1b4c3,26222,José Eduardo Rosa Vale de Castro,3,Right Center Back,30.0,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67bf1274-45df-4963-a40d-428301a49d07,79,1,00:01:46.943,1,46,43,Carry,8,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.266537,,0206c907-e036-4196-811b-218bdd1ee469,26222,José Eduardo Rosa Vale de Castro,3,Right Center Back,30.0,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a05b4ba6-7ea7-46c1-a34f-0747e1317684,29.8,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a05b4ba6-7ea7-46c1-a34f-0747e1317684,80,1,00:01:48.210,1,48,30,Pass,8,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.947524,,e019dcd0-c06c-4f96-862c-22a026674eb9,26222,José Eduardo Rosa Vale de Castro,3,Right Center Back,29.8,42.7,24138.0,Joaquín José Marín Ruiz,15.604166,1.2916164,1.0,Ground Pass,34.1,57.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e019dcd0-c06c-4f96-862c-22a026674eb9,81,1,00:01:49.158,1,49,42,Ball Receipt*,8,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,a05b4ba6-7ea7-46c1-a34f-0747e1317684,24138,Joaquín José Marín Ruiz,2,Right Back,34.1,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6bf8703d-6348-424d-b639-a7842a9d066d,82,1,00:01:49.158,1,49,43,Carry,8,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.023723,,26ebe94d-549c-4fc3-a524-6c621578ec8e,24138,Joaquín José Marín Ruiz,2,Right Back,34.1,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e019dcd0-c06c-4f96-862c-22a026674eb9,35.8,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26ebe94d-549c-4fc3-a524-6c621578ec8e,83,1,00:01:50.181,1,50,30,Pass,8,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.361745,,39625b8c-a802-48a1-ba8e-c354cbcee13e,24138,Joaquín José Marín Ruiz,2,Right Back,35.8,59.2,26685.0,Nicolás Ladislao Fedor Flores,37.079914,0.5505949,3.0,High Pass,67.4,78.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39625b8c-a802-48a1-ba8e-c354cbcee13e,84,1,00:01:52.543,1,52,42,Ball Receipt*,8,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,26ebe94d-549c-4fc3-a524-6c621578ec8e,26685,Nicolás Ladislao Fedor Flores,23,Center Forward,67.2,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dfc7b735-e4cb-4769-a0e8-7ff8fd515551,122,1,00:02:30.026,2,30,10,Interception,10,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,07cb88e9-6e4f-4b80-af8e-9257cfb6999f,11298,José Ignacio Martínez García,6,Left Back,7.3,8.1,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,5b074416-ef94-4eb6-aecd-113c31042716,,,,,,,,,,,,,,,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46e226cf-e14d-4c38-887f-9e123cec0038,123,1,00:02:30.026,2,30,43,Carry,10,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.136157,,5b074416-ef94-4eb6-aecd-113c31042716,11298,José Ignacio Martínez García,6,Left Back,7.3,8.1,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,ab3bbaf5-e3b6-4eb9-99bf-bf9a88083fe9,8.0,4.2,,,,,,,,,,,,dfc7b735-e4cb-4769-a0e8-7ff8fd515551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab3bbaf5-e3b6-4eb9-99bf-bf9a88083fe9,124,1,00:02:31.162,2,31,3,Dispossessed,10,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,8adec95c-ca2f-420c-955c-74b703ec81f5,11298,José Ignacio Martínez García,6,Left Back,8.0,4.2,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8adec95c-ca2f-420c-955c-74b703ec81f5,125,1,00:02:31.162,2,31,4,Duel,10,360,Rayo Vallecano,1,Regular Play,219,RC Deportivo La Coruña,0.0,,ab3bbaf5-e3b6-4eb9-99bf-bf9a88083fe9,5724,Fayçal Fajr,17,Right Wing,112.1,75.9,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,,,,,,,,,14.0,Lost Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4465d3e-15ff-4500-939d-97eb3e0c98a8,126,1,00:02:40.583,2,40,30,Pass,11,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.645496,,47d47595-3130-4c69-b32d-11d729652175,11298,José Ignacio Martínez García,6,Left Back,9.9,0.1,6713.0,Diego Javier Llorente Ríos,24.876696,0.14928748,3.0,High Pass,34.5,3.8,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47d47595-3130-4c69-b32d-11d729652175,127,1,00:02:42.228,2,42,42,Ball Receipt*,11,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,c4465d3e-15ff-4500-939d-97eb3e0c98a8,6713,Diego Javier Llorente Ríos,11,Left Defensive Midfield,34.5,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e20a4b70-e048-40c1-a016-5d70dfcb4377,128,1,00:02:42.228,2,42,30,Pass,11,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,2.596804,,c4843b9f-bc4c-4cf8-bdfa-4faec37287d0,6713,Diego Javier Llorente Ríos,11,Left Defensive Midfield,34.5,3.8,7900.0,Tiago Manuel Dias Correia,18.801064,0.010637896,3.0,High Pass,53.3,4.0,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,c9896077-cc25-4142-af5b-30b3bf5ab262,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9896077-cc25-4142-af5b-30b3bf5ab262,129,1,00:02:44.825,2,44,42,Ball Receipt*,11,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,e20a4b70-e048-40c1-a016-5d70dfcb4377,7900,Tiago Manuel Dias Correia,21,Left Wing,51.4,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4843b9f-bc4c-4cf8-bdfa-4faec37287d0,130,1,00:02:44.825,2,44,30,Pass,11,360,Rayo Vallecano,4,From Throw In,219,RC Deportivo La Coruña,1.646949,,cb3e2c9b-5154-4d12-bf65-8be7af9b7f77,6869,Alejandro Arribas Garrido,3,Right Center Back,66.8,76.1,6732.0,Lucas Pérez Martínez,21.609257,-0.13927926,3.0,High Pass,88.2,73.1,40.0,Right Foot,64.0,Interception,,,,,,,,,,,,,,,,,,,,,e20a4b70-e048-40c1-a016-5d70dfcb4377,,,9.0,Incomplete,,,,,,,,,,e8e344c0-a691-4a29-bda5-92701d3bfafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb3e2c9b-5154-4d12-bf65-8be7af9b7f77,131,1,00:02:46.472,2,46,42,Ball Receipt*,11,360,Rayo Vallecano,4,From Throw In,219,RC Deportivo La Coruña,,,c4843b9f-bc4c-4cf8-bdfa-4faec37287d0,6732,Lucas Pérez Martínez,23,Center Forward,89.9,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8e344c0-a691-4a29-bda5-92701d3bfafa,132,1,00:02:46.472,2,46,2,Ball Recovery,11,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.0,,c4843b9f-bc4c-4cf8-bdfa-4faec37287d0,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,31.9,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7c99c66-5418-4470-be18-d3b07561b44f,133,1,00:02:46.472,2,46,43,Carry,11,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.204668,,8cd1fad4-c55e-43a5-9664-d22c54d128b0,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,31.9,7.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,e8e344c0-a691-4a29-bda5-92701d3bfafa,33.4,6.4,,,,,,,,,,,,f1ba1cef-aa68-4e4e-8650-474c99a6e1f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1ba1cef-aa68-4e4e-8650-474c99a6e1f7,134,1,00:02:46.484,2,46,17,Pressure,11,360,Rayo Vallecano,4,From Throw In,219,RC Deportivo La Coruña,0.757676,,8cd1fad4-c55e-43a5-9664-d22c54d128b0,6732,Lucas Pérez Martínez,23,Center Forward,87.1,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c7c99c66-5418-4470-be18-d3b07561b44f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cd1fad4-c55e-43a5-9664-d22c54d128b0,135,1,00:02:46.677,2,46,30,Pass,11,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.234731,,466d3357-3246-4cbf-a7a2-45aec53579e4,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,33.4,6.4,11298.0,José Ignacio Martínez García,6.3812222,-2.1327178,1.0,Ground Pass,30.0,1.0,40.0,Right Foot,,,,,True,,,,,,,,,,,,,,,,,,f1ba1cef-aa68-4e4e-8650-474c99a6e1f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466d3357-3246-4cbf-a7a2-45aec53579e4,136,1,00:02:47.911,2,47,42,Ball Receipt*,11,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,8cd1fad4-c55e-43a5-9664-d22c54d128b0,11298,José Ignacio Martínez García,6,Left Back,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6382530-c1e7-4ae3-af47-902635a8bd83,137,1,00:02:47.911,2,47,30,Pass,11,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,5.98602,,8eb47038-1be2-41f0-b802-2d4c81a830c3,11298,José Ignacio Martínez García,6,Left Back,29.4,2.3,26685.0,Nicolás Ladislao Fedor Flores,65.63086,0.08390044,3.0,High Pass,94.8,7.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,b48f2580-7003-4b6f-ac88-05a18d740170,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b48f2580-7003-4b6f-ac88-05a18d740170,138,1,00:02:53.897,2,53,42,Ball Receipt*,11,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,c6382530-c1e7-4ae3-af47-902635a8bd83,26685,Nicolás Ladislao Fedor Flores,23,Center Forward,82.8,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
