id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,dribble,duel,foul_committed,off_camera,clearance,shot,foul_won,interception,out,ball_recovery,bad_behaviour,substitution,goalkeeper,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_cross,pass_outcome_id,pass_outcome_name,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,clearance_head,clearance_body_part_id,clearance_body_part_name,related_events,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events_2,pass_switch,dribble_outcome_id,dribble_outcome_name,related_events_3,foul_committed_advantage,foul_won_advantage,interception_outcome_id,interception_outcome_name,pass_aerial_won,duel_type_id,duel_type_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,ball_recovery_recovery_failure,goalkeeper_body_part_id,goalkeeper_body_part_name,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,duel_outcome_id,duel_outcome_name,dribble_nutmeg,dribble_overrun,clearance_left_foot,pass_goal_assist
0d8d31b9-266d-48e5-8d7e-0bff91ce4642,1906,2,00:07:24.137,52,24,43,Carry,110,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.743224,,4dd8ebf4-c39f-47e2-a109-e2a751ba8271,11298,José Ignacio Martínez García,2,Right Back,53.3,22.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55e6ff97-281b-496c-a4d4-bdd4af9d3eeb,58.0,25.1,,,,,c9807542-a12a-4728-a3b6-9fde1321cbce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9807542-a12a-4728-a3b6-9fde1321cbce,1907,2,00:07:24.589,52,24,17,Pressure,110,360,Rayo Vallecano,3,From Free Kick,213,Sevilla,0.261239,,0d8d31b9-266d-48e5-8d7e-0bff91ce4642,23816,José Antonio Reyes Calderón,17,Right Wing,60.4,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4dd8ebf4-c39f-47e2-a109-e2a751ba8271,1908,2,00:07:24.881,52,24,30,Pass,110,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,2.951835,,417c9c5f-c1c1-4f6e-89ac-6d786eb6287c,11298,José Ignacio Martínez García,2,Right Back,58.0,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,50.590317,1.1274819,3.0,High Pass,79.7,70.8,,,,38.0,Left Foot,,,,,,,,,,11539.0,Adrián Embarba Blázquez,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417c9c5f-c1c1-4f6e-89ac-6d786eb6287c,1909,2,00:07:27.832,52,27,42,Ball Receipt*,110,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,4dd8ebf4-c39f-47e2-a109-e2a751ba8271,11539,Adrián Embarba Blázquez,21,Left Wing,79.7,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee740a4f-639c-43e3-976f-11644c37646a,1910,2,00:07:27.832,52,27,43,Carry,110,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,5.912773,,417c9c5f-c1c1-4f6e-89ac-6d786eb6287c,11539,Adrián Embarba Blázquez,21,Left Wing,79.7,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571a037d-7938-43cf-bd19-a8aeda02dbcf,111.6,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571a037d-7938-43cf-bd19-a8aeda02dbcf,1911,2,00:07:33.745,52,33,30,Pass,110,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.787867,,ab55a622-630f-4e2e-bb71-7a1e2bc4faac,11539,Adrián Embarba Blázquez,21,Left Wing,111.6,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,36.48808,-1.4692187,3.0,High Pass,115.3,41.0,True,9.0,Incomplete,40.0,Right Foot,,,,,,,f678dc63-7890-413e-8746-528f430b1633,,,11542.0,Javier Guerra Rodríguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f678dc63-7890-413e-8746-528f430b1633,1912,2,00:07:35.533,52,35,42,Ball Receipt*,110,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,571a037d-7938-43cf-bd19-a8aeda02dbcf,11542,Javier Guerra Rodríguez,23,Center Forward,114.7,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ccfff01-05c2-4d5a-a227-b7cfc828fcc3,1942,2,00:08:38.887,53,38,30,Pass,113,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,2.662084,,a9dd3fbd-cab3-45d6-afc6-56715b9bb2a9,26070,Antonio Rodríguez Martínez,1,Goalkeeper,7.0,36.1,,,,,,,,,,,,,,,,,True,,,,,,,,,,29.760712,-0.99118125,1.0,Ground Pass,23.3,11.2,,,,40.0,Right Foot,63.0,Goal Kick,,,,,,,,7900.0,Tiago Manuel Dias Correia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9dd3fbd-cab3-45d6-afc6-56715b9bb2a9,1943,2,00:08:41.549,53,41,42,Ball Receipt*,113,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,6ccfff01-05c2-4d5a-a227-b7cfc828fcc3,7900,Tiago Manuel Dias Correia,17,Right Wing,23.3,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7941ca93-ae4a-4308-b550-b1631d9c8786,1944,2,00:08:42.548,53,42,17,Pressure,113,360,Rayo Vallecano,7,From Goal Kick,213,Sevilla,0.354313,,,23816,José Antonio Reyes Calderón,17,Right Wing,86.5,74.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a0c3a4f-547f-4c95-bccf-dfb884e30717,1945,2,00:08:43.044,53,43,39,Dribbled Past,113,360,Rayo Vallecano,7,From Goal Kick,213,Sevilla,0.0,,513620fc-1c9d-402e-9dae-8ea7e94a52f1,23816,José Antonio Reyes Calderón,17,Right Wing,86.5,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad21e3fc-b3fe-46e4-98f6-ac27c9183c9f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad21e3fc-b3fe-46e4-98f6-ac27c9183c9f,1946,2,00:08:43.044,53,43,14,Dribble,113,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.0,,9a0c3a4f-547f-4c95-bccf-dfb884e30717,7900,Tiago Manuel Dias Correia,17,Right Wing,33.6,3.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513620fc-1c9d-402e-9dae-8ea7e94a52f1,1947,2,00:08:43.044,53,43,43,Carry,113,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.798034,,25f3f2be-d33c-481d-9ed8-afb288d6d1a6,7900,Tiago Manuel Dias Correia,17,Right Wing,33.6,3.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a0c3a4f-547f-4c95-bccf-dfb884e30717,34.4,3.3,,,,,ad21e3fc-b3fe-46e4-98f6-ac27c9183c9f,,,,c852d302-bedd-4032-a064-11309281ba44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
