id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,out,ball_receipt,off_camera,duel,clearance,counterpress,dribble,foul_committed,foul_won,interception,shot,goalkeeper,block,ball_recovery,substitution,pass,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_head,related_events,pass_switch,pass_technique_id,pass_technique_name,pass_inswinging,clearance_left_foot,duel_type_id,duel_type_name,clearance_aerial_won,interception_outcome_id,interception_outcome_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,pass_deflected,dribble_overrun,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,pass_aerial_won,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_shot_saved_off_target,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,clearance_right_foot,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,block_offensive,location,player,position,pass_outswinging
ee209afb-fcda-4524-96b2-7e49f17358e0,838,1,00:23:52.948,23,52,30,Pass,48,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.716003,,1625540d-3159-4265-a571-a64064b1c1c8,26797.0,Francisco Medina Luna,19.0,Center Attacking Midfield,60.0,40.0,26848.0,Roberto Trashorras Gayoso,8.605231,-3.106723,1.0,Ground Pass,51.4,39.7,40.0,Right Foot,65.0,Kick Off,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625540d-3159-4265-a571-a64064b1c1c8,839,1,00:23:54.664,23,54,42,Ball Receipt*,48,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,ee209afb-fcda-4524-96b2-7e49f17358e0,26848.0,Roberto Trashorras Gayoso,15.0,Left Center Midfield,51.4,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c19e4338-f90a-4e95-a6dd-f8a56343fce4,840,1,00:23:55.874,23,55,30,Pass,48,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,2.436474,,581e7273-0397-470b-aa60-1bed468030cb,26848.0,Roberto Trashorras Gayoso,15.0,Left Center Midfield,51.4,39.7,18404.0,José Ángel Crespo Rincón,9.57549,1.6964467,1.0,Ground Pass,50.2,49.2,40.0,Right Foot,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581e7273-0397-470b-aa60-1bed468030cb,841,1,00:23:58.311,23,58,42,Ball Receipt*,48,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,c19e4338-f90a-4e95-a6dd-f8a56343fce4,18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,50.2,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5666b6f9-c04b-47c5-bc29-ade0d50d79db,842,1,00:24:01.198,24,1,30,Pass,48,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.634164,,e1a0c72f-fc98-4460-b979-3bb5115c638c,18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,38.6,42.0,24255.0,Juan Carlos Martín Corral,30.27689,-2.8501358,1.0,Ground Pass,9.6,33.3,38.0,Left Foot,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1a0c72f-fc98-4460-b979-3bb5115c638c,843,1,00:24:02.832,24,2,42,Ball Receipt*,48,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,5666b6f9-c04b-47c5-bc29-ade0d50d79db,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,9.6,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3e32749-4ee3-4c2e-b349-c315e87bbb68,844,1,00:24:03.623,24,3,30,Pass,48,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.112863,,a82e19be-69c9-452e-bc81-de5ee465512c,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,9.6,33.3,18404.0,José Ángel Crespo Rincón,28.715326,-1.124281,1.0,Ground Pass,22.0,7.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a82e19be-69c9-452e-bc81-de5ee465512c,845,1,00:24:04.736,24,4,42,Ball Receipt*,48,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,c3e32749-4ee3-4c2e-b349-c315e87bbb68,18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,22.0,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902ee1c5-c3a3-4b67-ac35-246d916b4c10,846,1,00:24:04.736,24,4,43,Carry,48,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.767837,,74f28026-9b7d-4da0-95a6-958bb2fce6fd,18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,22.0,7.4,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,7663b2f5-343f-4f02-bcf3-d40e873f513d,a82e19be-69c9-452e-bc81-de5ee465512c,28.8,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7663b2f5-343f-4f02-bcf3-d40e873f513d,847,1,00:24:04.829,24,4,17,Pressure,48,360,Rayo Vallecano,9,From Kick Off,217,Barcelona,1.377517,,902ee1c5-c3a3-4b67-ac35-246d916b4c10,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,98.6,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
