id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,under_pressure,carry,ball_receipt,duel,clearance,out,shot,goalkeeper,counterpress,interception,foul_won,dribble,ball_recovery,miscontrol,foul_committed,substitution,pass,related_events,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,duel_type_id,duel_type_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_right_foot,pass_outswinging,pass_technique_id,pass_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_aerial_won,interception_outcome_id,interception_outcome_name,related_events_3,clearance_left_foot,pass_switch,pass_cross,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name
74a890d8-d0bb-4d8e-9474-f17ef5c059ac,5,1,00:00:00.390,0,0,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.884459,,5d77b323-f5e4-474d-9bd7-d12392dbcd5f,True,4711,Pablo Hernández Domínguez,15,Left Center Midfield,60.0,40.0,26685.0,Nicolás Ladislao Fedor Flores,3.9824615,-2.2494588,1.0,Ground Pass,57.5,36.9,65.0,Kick Off,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d77b323-f5e4-474d-9bd7-d12392dbcd5f,6,1,00:00:01.274,0,1,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,74a890d8-d0bb-4d8e-9474-f17ef5c059ac,,26685,Nicolás Ladislao Fedor Flores,23,Center Forward,57.5,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafa161e-ea3b-4db7-9810-8c18af567ce6,7,1,00:00:01.274,0,1,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.732558,,733ea6b7-6560-463d-9ad7-0cb0835a8856,True,26685,Nicolás Ladislao Fedor Flores,23,Center Forward,57.0,35.9,6852.0,Jozabed Sánchez Ruiz,14.069826,3.041924,1.0,Ground Pass,43.0,37.3,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733ea6b7-6560-463d-9ad7-0cb0835a8856,8,1,00:00:02.007,0,2,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,dafa161e-ea3b-4db7-9810-8c18af567ce6,,6852,Jozabed Sánchez Ruiz,13,Right Center Midfield,43.0,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5803c2eb-77e3-4447-b0a6-0c7dd21ad54a,9,1,00:00:03.434,0,3,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.535255,,020116da-6859-4836-90a7-6aea1290673f,,6852,Jozabed Sánchez Ruiz,13,Right Center Midfield,43.3,38.3,11539.0,Adrián Embarba Blázquez,30.5367,0.5825531,1.0,Ground Pass,68.8,55.1,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8bee614e-40c3-442b-bc2f-0af4c39eacf5,10,1,00:00:04.560,0,4,17,Pressure,2,360,Rayo Vallecano,9,From Kick Off,210,Real Sociedad,0.381034,,,,6674,Alberto De La Bella Madureño,6,Left Back,49.2,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020116da-6859-4836-90a7-6aea1290673f,11,1,00:00:04.969,0,4,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,5803c2eb-77e3-4447-b0a6-0c7dd21ad54a,,11539,Adrián Embarba Blázquez,17,Right Wing,68.8,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adfbab60-d39d-4715-b8de-05bfc0827523,12,1,00:00:04.969,0,4,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.846575,,1e5032eb-5192-490c-bdf5-be40841bc22f,,11539,Adrián Embarba Blázquez,17,Right Wing,69.7,55.1,26685.0,Nicolás Ladislao Fedor Flores,8.930845,-0.97658265,1.0,Ground Pass,74.7,47.7,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1e5032eb-5192-490c-bdf5-be40841bc22f,13,1,00:00:05.816,0,5,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,adfbab60-d39d-4715-b8de-05bfc0827523,,26685,Nicolás Ladislao Fedor Flores,23,Center Forward,74.7,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d4b1029-f3f2-4fde-9cad-acfe049e0a78,14,1,00:00:05.816,0,5,43,Carry,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,3.887911,,1e5032eb-5192-490c-bdf5-be40841bc22f,,26685,Nicolás Ladislao Fedor Flores,23,Center Forward,74.7,47.7,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,9a6c4f89-83fa-4747-a035-615e477759d5,d807b98c-6322-43bb-bd13-3927daa4a21f,106.4,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d807b98c-6322-43bb-bd13-3927daa4a21f,15,1,00:00:07.730,0,7,17,Pressure,2,360,Rayo Vallecano,9,From Kick Off,210,Real Sociedad,2.151901,,4d4b1029-f3f2-4fde-9cad-acfe049e0a78,,16539,Diego Antonio Reyes Rosales,5,Left Center Back,27.2,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a6c4f89-83fa-4747-a035-615e477759d5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a6c4f89-83fa-4747-a035-615e477759d5,16,1,00:00:09.704,0,9,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.359154,,c1dea690-9d29-406e-a3fc-a948a9a2af4a,,26685,Nicolás Ladislao Fedor Flores,23,Center Forward,106.4,55.4,,,18.882797,-1.0739856,2.0,Low Pass,115.4,38.8,,,40.0,Right Foot,True,,,,,,,,,,,,,,,,,,d807b98c-6322-43bb-bd13-3927daa4a21f,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9172830e-14dd-4081-b40c-01872bfac915,35,1,00:00:43.848,0,43,30,Pass,4,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,2.203951,,6010195f-1d4f-4cbf-ac95-ae45f2508cb2,True,6914,Roberto Román Triguero,6,Left Back,41.6,0.1,,,33.65858,0.1460987,3.0,High Pass,74.9,5.0,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
