id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,interception_outcome_id,interception_outcome_name,out,duel,goalkeeper,clearance,dribble,foul_won,off_camera,shot,substitution,ball_recovery,foul_committed,block,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,interception,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,related_events,pass_recipient_id,pass_recipient_name,pass_type_id,pass_type_name,related_events_3,dribble_outcome_id,dribble_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,pass_technique_id,pass_technique_name,pass_outswinging,duel_type_id,duel_type_name,clearance_aerial_won,clearance_head
b291dfff-9c23-4e16-8bfb-7d72957b592f,35,1,00:00:20.582,0,20,10,Interception,3,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,3deb9d6a-a711-46be-9675-ef5b4af6fe3c,7900,Tiago Manuel Dias Correia,21,Left Wing,60.6,16.5,,,,,True,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4c2a214-a50f-42a1-9fe7-012ca237ef68,36,1,00:00:20.582,0,20,43,Carry,3,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.941008,,55a8f71a-e980-4711-b9a8-de5ad5280731,7900,Tiago Manuel Dias Correia,21,Left Wing,60.6,16.5,,,True,,,,,,,,,,,,,,,,,b291dfff-9c23-4e16-8bfb-7d72957b592f,ec082780-5772-4b57-8d60-6ed3eb10f043,62.6,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55a8f71a-e980-4711-b9a8-de5ad5280731,37,1,00:00:20.794,0,20,17,Pressure,3,360,Rayo Vallecano,1,Regular Play,1041,Sporting Gijón,0.599436,,e4c2a214-a50f-42a1-9fe7-012ca237ef68,16332,Ognjen Vranješ,2,Right Back,57.5,66.3,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ec082780-5772-4b57-8d60-6ed3eb10f043,38,1,00:00:21.523,0,21,30,Pass,3,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.231453,,4c221cff-4aaf-4c61-8b53-387ccd320ff5,7900,Tiago Manuel Dias Correia,21,Left Wing,62.6,14.1,,,,,,,,,,,,,,,,,,,,,,,,,1.5811388,1.2490457,1.0,Ground Pass,63.1,15.6,40.0,Right Foot,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,
4c221cff-4aaf-4c61-8b53-387ccd320ff5,39,1,00:00:21.754,0,21,6,Block,3,360,Rayo Vallecano,1,Regular Play,1041,Sporting Gijón,0.0,,ec082780-5772-4b57-8d60-6ed3eb10f043,16332,Ognjen Vranješ,2,Right Back,57.0,64.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01a9e579-4ed7-435a-a12e-41d51179dc29,40,1,00:00:22.725,0,22,2,Ball Recovery,3,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,,7900,Tiago Manuel Dias Correia,21,Left Wing,62.9,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d974d6c-b204-414e-877e-bad6b7e0f02d,41,1,00:00:22.725,0,22,43,Carry,3,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.205431,,01a9e579-4ed7-435a-a12e-41d51179dc29,7900,Tiago Manuel Dias Correia,21,Left Wing,62.9,15.6,,,True,,,,,,,,,,,,,,,,,62ccfe56-81e6-4bb4-baf6-72dc74652143,dda1fd78-8ed9-4f0d-93a9-1a2e363a1934,62.5,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dda1fd78-8ed9-4f0d-93a9-1a2e363a1934,42,1,00:00:22.812,0,22,17,Pressure,3,360,Rayo Vallecano,1,Regular Play,1041,Sporting Gijón,0.599098,,3d974d6c-b204-414e-877e-bad6b7e0f02d,23848,Carlos Carmona Bonet,17,Right Wing,57.2,64.5,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc8ad4f8-0a6d-4b90-afc5-fc4d92ad6c29,43,1,00:00:22.897,0,22,17,Pressure,3,360,Rayo Vallecano,1,Regular Play,1041,Sporting Gijón,0.639612,,,16332,Ognjen Vranješ,2,Right Back,57.6,67.8,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4d29577-fc72-48c6-9f34-73c18c3b16e8,44,1,00:00:23.931,0,23,22,Foul Committed,3,360,Rayo Vallecano,1,Regular Play,1041,Sporting Gijón,0.0,,62ccfe56-81e6-4bb4-baf6-72dc74652143,16332,Ognjen Vranješ,2,Right Back,57.6,67.8,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62ccfe56-81e6-4bb4-baf6-72dc74652143,45,1,00:00:23.931,0,23,21,Foul Won,3,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,f4d29577-fc72-48c6-9f34-73c18c3b16e8,7900,Tiago Manuel Dias Correia,21,Left Wing,62.5,12.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831008d6-9f14-47b2-8d0d-077377241402,46,1,00:00:33.198,0,33,30,Pass,4,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,2.050226,,953f6c99-114d-4e0d-815f-5cf24b63ffa7,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,68.6,15.6,,,,,,,,,,,,,,,,,,,,,,,,,40.0005,-0.100166164,3.0,High Pass,108.4,11.6,40.0,Right Foot,,,,7900.0,Tiago Manuel Dias Correia,62.0,Free Kick,,,,,,,,,,,,,,,,
953f6c99-114d-4e0d-815f-5cf24b63ffa7,47,1,00:00:35.248,0,35,42,Ball Receipt*,4,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,831008d6-9f14-47b2-8d0d-077377241402,7900,Tiago Manuel Dias Correia,21,Left Wing,108.4,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24d7699e-58f8-4404-9146-2ad4224a7d54,48,1,00:00:35.248,0,35,43,Carry,4,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.08,,953f6c99-114d-4e0d-815f-5cf24b63ffa7,7900,Tiago Manuel Dias Correia,21,Left Wing,108.4,11.6,,,,,,,,,,,,,,,,,,,,95840a89-8e26-418d-b7eb-010b2716ea93,,108.4,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
