id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry,under_pressure,ball_receipt,counterpress,ball_recovery,interception,duel,dribble,shot,goalkeeper,off_camera,out,clearance,foul_committed,foul_won,block,substitution,miscontrol,injury_stoppage,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events,duel_type_id,duel_type_name,dribble_outcome_id,dribble_outcome_name,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,pass_switch,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,pass_aerial_won,duel_outcome_id,duel_outcome_name,pass_assisted_shot_id,pass_shot_assist,pass_inswinging,pass_technique_id,pass_technique_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_aerial_won,shot_technique_id,shot_technique_name,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate
2094dbd7-0db4-40c8-a70c-73da2a4e9a10,1007,1,00:23:38.431,23,38,42,Ball Receipt*,55,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,05022a8b-13c4-40ae-8eee-2e4b7929be2e,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,20.6,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79e3ace5-0335-4790-bbb4-810040e82080,1008,1,00:23:48.047,23,48,30,Pass,55,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,2.92856,,5aafdb66-d5b0-4ef0-a109-6e8a0f7d3d23,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,23.6,55.4,11542.0,Javier Guerra Rodríguez,45.116405,0.5042998,1.0,Ground Pass,63.1,77.2,,,40.0,Right Foot,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5aafdb66-d5b0-4ef0-a109-6e8a0f7d3d23,1009,1,00:23:50.976,23,50,42,Ball Receipt*,55,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,79e3ace5-0335-4790-bbb4-810040e82080,11542,Javier Guerra Rodríguez,23,Center Forward,63.1,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7d2399c-6d69-45d9-a0a9-ba40681a8fa5,1010,1,00:23:53.173,23,53,14,Dribble,55,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.0,,bdd62159-e0bf-4489-b7c8-0f1ca9c903cf,11542,Javier Guerra Rodríguez,23,Center Forward,68.5,77.4,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5472b5d7-41d7-4e9c-8891-58e84c19f47b,1032,1,00:24:39.404,24,39,30,Pass,58,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,2.171971,,cc1df944-948b-415e-99d9-c94faf12da04,26070,Antonio Rodríguez Martínez,1,Goalkeeper,7.0,44.1,6852.0,Jozabed Sánchez Ruiz,23.691559,0.3444436,1.0,Ground Pass,29.3,52.1,63.0,Goal Kick,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc1df944-948b-415e-99d9-c94faf12da04,1033,1,00:24:41.576,24,41,42,Ball Receipt*,58,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,5472b5d7-41d7-4e9c-8891-58e84c19f47b,6852,Jozabed Sánchez Ruiz,11,Left Defensive Midfield,29.3,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68e4aacd-11a7-4b9a-bae3-adaeb64df237,1034,1,00:24:41.576,24,41,30,Pass,58,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.392248,,065a1931-c73d-4acd-b04e-578231a55a98,6852,Jozabed Sánchez Ruiz,11,Left Defensive Midfield,29.3,52.1,11298.0,José Ignacio Martínez García,30.168196,1.0656296,2.0,Low Pass,43.9,78.5,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
065a1931-c73d-4acd-b04e-578231a55a98,1035,1,00:24:42.968,24,42,42,Ball Receipt*,58,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,68e4aacd-11a7-4b9a-bae3-adaeb64df237,11298,José Ignacio Martínez García,2,Right Back,43.9,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efa9f3be-e9e7-42a5-bbf7-8ebd71c80d2e,1036,1,00:24:42.968,24,42,30,Pass,58,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.230659,,47948013-13a8-4feb-aab2-120325b59641,11298,José Ignacio Martínez García,2,Right Back,43.9,78.5,9246.0,Patrick Ebert,16.697905,-1.2604089,1.0,Ground Pass,49.0,62.6,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47948013-13a8-4feb-aab2-120325b59641,1037,1,00:24:44.198,24,44,42,Ball Receipt*,58,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,efa9f3be-e9e7-42a5-bbf7-8ebd71c80d2e,9246,Patrick Ebert,19,Center Attacking Midfield,49.0,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a60b97b-eb58-42af-9cb2-40d0f7169d30,1038,1,00:24:44.198,24,44,43,Carry,58,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.890007,,47948013-13a8-4feb-aab2-120325b59641,9246,Patrick Ebert,19,Center Attacking Midfield,49.0,62.6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,59acb66b-90c1-47be-ace4-420a811ac8ef,48.0,66.7,,,,,,d4193b60-6e46-4720-ad60-0fd7d29c3e2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4193b60-6e46-4720-ad60-0fd7d29c3e2a,1039,1,00:24:44.449,24,44,17,Pressure,58,360,Rayo Vallecano,7,From Goal Kick,217,Barcelona,0.735505,,0a60b97b-eb58-42af-9cb2-40d0f7169d30,10609,Jérémy Mathieu,5,Left Center Back,65.9,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59acb66b-90c1-47be-ace4-420a811ac8ef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59acb66b-90c1-47be-ace4-420a811ac8ef,1040,1,00:24:45.088,24,45,30,Pass,58,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.851325,,56150fcf-be8e-4b61-a905-26af7b8253cf,9246,Patrick Ebert,19,Center Attacking Midfield,48.0,66.7,11298.0,José Ignacio Martínez García,8.405951,2.5766883,1.0,Ground Pass,40.9,71.2,,,40.0,Right Foot,,True,,,,,,,,,,,,,,,,,,,d4193b60-6e46-4720-ad60-0fd7d29c3e2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56150fcf-be8e-4b61-a905-26af7b8253cf,1041,1,00:24:45.940,24,45,42,Ball Receipt*,58,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,59acb66b-90c1-47be-ace4-420a811ac8ef,11298,José Ignacio Martínez García,2,Right Back,40.9,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a9ff5ea-d8ee-4925-b4dd-9ed919306abd,1042,1,00:24:45.940,24,45,43,Carry,58,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.187148,,56150fcf-be8e-4b61-a905-26af7b8253cf,11298,José Ignacio Martínez García,2,Right Back,40.9,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81439b9f-aabd-4793-979d-dc482c113cb3,38.1,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81439b9f-aabd-4793-979d-dc482c113cb3,1043,1,00:24:47.127,24,47,30,Pass,58,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.416633,,3389f58f-59e1-4134-8743-5ac30bfa4795,11298,José Ignacio Martínez García,2,Right Back,38.1,69.3,26848.0,Roberto Trashorras Gayoso,23.528069,-1.196604,1.0,Ground Pass,46.7,47.4,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,67308c2c-39f1-4a59-8c02-090ba3fedeeb,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67308c2c-39f1-4a59-8c02-090ba3fedeeb,1044,1,00:24:48.544,24,48,42,Ball Receipt*,58,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,81439b9f-aabd-4793-979d-dc482c113cb3,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,44.3,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3389f58f-59e1-4134-8743-5ac30bfa4795,1045,1,00:24:48.544,24,48,10,Interception,58,360,Rayo Vallecano,7,From Goal Kick,217,Barcelona,0.0,,81439b9f-aabd-4793-979d-dc482c113cb3,3508,Sandro Ramírez Castillo,17,Right Wing,73.4,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d7b1cd41-9d6b-4bcb-9ba5-007b8e632fe0,1046,1,00:24:48.544,24,48,43,Carry,58,360,Rayo Vallecano,7,From Goal Kick,217,Barcelona,1.080434,,3389f58f-59e1-4134-8743-5ac30bfa4795,3508,Sandro Ramírez Castillo,17,Right Wing,73.4,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c24df4b6-724d-4125-9f04-75e733e6f970,77.7,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c24df4b6-724d-4125-9f04-75e733e6f970,1047,1,00:24:49.624,24,49,30,Pass,58,360,Rayo Vallecano,7,From Goal Kick,217,Barcelona,0.811316,,6c562542-61e0-45fc-aa14-e5c8561f4da9,3508,Sandro Ramírez Castillo,17,Right Wing,77.7,33.9,5246.0,Luis Alberto Suárez Díaz,8.315046,0.06016825,2.0,Low Pass,86.0,34.4,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c562542-61e0-45fc-aa14-e5c8561f4da9,1048,1,00:24:50.435,24,50,42,Ball Receipt*,58,360,Rayo Vallecano,7,From Goal Kick,217,Barcelona,,,c24df4b6-724d-4125-9f04-75e733e6f970,5246,Luis Alberto Suárez Díaz,23,Center Forward,86.0,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3038c4aa-1bc9-4a59-a0a8-20694528e323,1049,1,00:24:50.435,24,50,43,Carry,58,360,Rayo Vallecano,7,From Goal Kick,217,Barcelona,0.060272,,37d71ce1-3f09-43db-994a-7588c23b48b6,5246,Luis Alberto Suárez Díaz,23,Center Forward,86.0,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c562542-61e0-45fc-aa14-e5c8561f4da9,86.0,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37d71ce1-3f09-43db-994a-7588c23b48b6,1050,1,00:24:50.496,24,50,38,Miscontrol,58,360,Rayo Vallecano,7,From Goal Kick,217,Barcelona,0.0,,,5246,Luis Alberto Suárez Díaz,23,Center Forward,86.0,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e5abec9-33c8-421f-8e0e-8a22fbec79aa,1051,1,00:24:51.687,24,51,2,Ball Recovery,58,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,0.0,,,6852,Jozabed Sánchez Ruiz,11,Left Defensive Midfield,38.1,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb6caab7-8aaa-4681-83bb-370ebbb973c7,1052,1,00:24:51.687,24,51,43,Carry,58,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,2.02107,,4e5abec9-33c8-421f-8e0e-8a22fbec79aa,6852,Jozabed Sánchez Ruiz,11,Left Defensive Midfield,38.1,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7c8d97f0-8c72-4049-83c7-53bfc6e93308,42.8,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c8d97f0-8c72-4049-83c7-53bfc6e93308,1053,1,00:24:53.708,24,53,30,Pass,58,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,2.368312,,b9f15bba-f3a7-4d9c-8f93-11025b9bd078,6852,Jozabed Sánchez Ruiz,11,Left Defensive Midfield,42.8,48.9,23761.0,Alhassane Bangoura,35.30694,0.97886604,1.0,Ground Pass,62.5,78.2,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b9f15bba-f3a7-4d9c-8f93-11025b9bd078,1054,1,00:24:56.076,24,56,42,Ball Receipt*,58,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,7c8d97f0-8c72-4049-83c7-53bfc6e93308,23761,Alhassane Bangoura,17,Right Wing,62.5,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19bdfccb-54ff-4fb8-8ea3-b7eb26a3e800,1055,1,00:24:56.076,24,56,43,Carry,58,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,5.138654,,7a31bd4f-ccc5-4a7d-ba13-43532ae1ddee,23761,Alhassane Bangoura,17,Right Wing,62.5,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b9f15bba-f3a7-4d9c-8f93-11025b9bd078,83.7,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a31bd4f-ccc5-4a7d-ba13-43532ae1ddee,1056,1,00:25:01.215,25,1,30,Pass,58,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.165031,,7ac3a80c-62bc-4e7e-9167-7891295dbc2d,23761,Alhassane Bangoura,17,Right Wing,83.7,68.2,11298.0,José Ignacio Martínez García,9.80816,1.5300026,1.0,Ground Pass,84.1,78.0,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ac3a80c-62bc-4e7e-9167-7891295dbc2d,1057,1,00:25:02.380,25,2,42,Ball Receipt*,58,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,7a31bd4f-ccc5-4a7d-ba13-43532ae1ddee,11298,José Ignacio Martínez García,2,Right Back,84.1,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a6c5291-9c78-4ce3-a69a-eff56f3b4721,1058,1,00:25:02.380,25,2,30,Pass,58,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.247149,,07624684-547d-4b65-95ad-61ff9db2422a,11298,José Ignacio Martínez García,2,Right Back,84.1,78.0,26848.0,Roberto Trashorras Gayoso,17.62328,-2.1950035,1.0,Ground Pass,73.8,63.7,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07624684-547d-4b65-95ad-61ff9db2422a,1059,1,00:25:03.627,25,3,42,Ball Receipt*,58,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,,,3a6c5291-9c78-4ce3-a69a-eff56f3b4721,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,73.8,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d021f281-e31a-4557-8e32-a5cca873f74a,1060,1,00:25:03.627,25,3,43,Carry,58,360,Rayo Vallecano,7,From Goal Kick,360,Rayo Vallecano,1.378155,,07624684-547d-4b65-95ad-61ff9db2422a,26848,Roberto Trashorras Gayoso,9,Right Defensive Midfield,73.8,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a8b0650b-1d24-4cfd-acc8-c614580abe99,72.6,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
