id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,ball_receipt,counterpress,goalkeeper,dribble,duel,foul_committed,off_camera,clearance,shot,foul_won,interception,out,ball_recovery,bad_behaviour,substitution,pass,pass_outcome_id,pass_outcome_name,duel_type_id,duel_type_name,related_events_1,pass_aerial_won,related_events,carry_end_location_0,carry_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,related_events_2,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,related_events_3,pass_cross,foul_won_defensive,player,position,location
3a1b7cce-3953-4182-b61a-ee7945ddf503,3029,2,00:43:27.044,88,27,43,Carry,192,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,9.239879,,23478265-0ef7-4437-bdce-626805c75c79,26070.0,Antonio Rodríguez Martínez,1.0,Goalkeeper,8.0,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e42caf42-952b-4072-bd51-af09e742d39d,,,14.2,53.7,,,,,,,,,,,,,,,,,,,,
e42caf42-952b-4072-bd51-af09e742d39d,3030,2,00:43:36.284,88,36,30,Pass,192,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,2.056116,,16fe0b36-84f5-4504-9073-c2f18aed3d7c,26070.0,Antonio Rodríguez Martínez,1.0,Goalkeeper,14.2,53.7,11298.0,José Ignacio Martínez García,38.06166,0.47774774,3.0,High Pass,48.0,71.2,69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16fe0b36-84f5-4504-9073-c2f18aed3d7c,3031,2,00:43:38.340,88,38,42,Ball Receipt*,192,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,,,e42caf42-952b-4072-bd51-af09e742d39d,11298.0,José Ignacio Martínez García,2.0,Right Back,48.0,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8890d7b5-b30e-446d-a0e8-a96d09199293,3032,2,00:43:38.340,88,38,43,Carry,192,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,3.234148,,16fe0b36-84f5-4504-9073-c2f18aed3d7c,11298.0,José Ignacio Martínez García,2.0,Right Back,48.0,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6c80afc-7a1c-440b-ac2a-79105474641d,,,62.1,77.6,,,,,,,,,,,,,,,,,,,,
b6c80afc-7a1c-440b-ac2a-79105474641d,3033,2,00:43:41.574,88,41,30,Pass,192,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,1.62283,,ac9268a3-ef24-42a7-9e38-6bdc4cff2fe9,11298.0,José Ignacio Martínez García,2.0,Right Back,62.1,77.6,23761.0,Alhassane Bangoura,17.663805,0.13629264,1.0,Ground Pass,79.6,80.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac9268a3-ef24-42a7-9e38-6bdc4cff2fe9,3034,2,00:43:43.197,88,43,42,Ball Receipt*,192,360,Rayo Vallecano,8,From Keeper,360,Rayo Vallecano,,,b6c80afc-7a1c-440b-ac2a-79105474641d,23761.0,Alhassane Bangoura,21.0,Left Wing,73.6,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,
e0ebbdca-e0d0-4c2f-a435-3ba0fb0b597d,3043,2,00:44:17.554,89,17,30,Pass,194,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.577872,,32c26d07-55a1-405c-91a9-7d61f2c40581,11298.0,José Ignacio Martínez García,2.0,Right Back,65.0,80.0,26690.0,Alberto Mateus Contreiras Gonçalves,23.598305,-0.5433265,3.0,High Pass,85.2,67.8,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32c26d07-55a1-405c-91a9-7d61f2c40581,3044,2,00:44:19.132,89,19,42,Ball Receipt*,194,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,e0ebbdca-e0d0-4c2f-a435-3ba0fb0b597d,26690.0,Alberto Mateus Contreiras Gonçalves,23.0,Center Forward,85.2,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a2ed865-364e-40df-85b5-42925405f6c4,3045,2,00:44:19.132,89,19,4,Duel,194,360,Rayo Vallecano,4,From Throw In,213,Sevilla,0.0,,815de14e-d116-45c7-ad2e-9e48858a65dd,3637.0,Grzegorz Krychowiak,9.0,Right Defensive Midfield,33.9,11.7,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,
815de14e-d116-45c7-ad2e-9e48858a65dd,3046,2,00:44:19.132,89,19,30,Pass,194,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.013559,,0a2ed865-364e-40df-85b5-42925405f6c4,26690.0,Alberto Mateus Contreiras Gonçalves,23.0,Center Forward,86.2,68.4,,,3.7,0.33029735,3.0,High Pass,89.7,69.6,,,,,,True,,,,,,,,,,,,,,,,,9.0,Incomplete,,,e20ca0c0-fd8e-4c70-8c53-7417dc9754f3,True,,,,,,,,,,,,,,,,,,,,,,,
e20ca0c0-fd8e-4c70-8c53-7417dc9754f3,3047,2,00:44:20.146,89,20,9,Clearance,194,360,Rayo Vallecano,4,From Throw In,213,Sevilla,3.195893,,815de14e-d116-45c7-ad2e-9e48858a65dd,10476.0,Timothée Kolodziejczak,5.0,Left Center Back,28.8,10.4,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,38.0,Left Foot,,,,,,,,,,,
8d486cfc-9c11-4187-99ad-ee18bcc23edf,3048,2,00:44:23.341,89,23,30,Pass,194,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,3.38465,,d93aa77f-e971-4ece-8fac-358ee8907341,6713.0,Diego Javier Llorente Ríos,5.0,Left Center Back,53.3,75.9,,,19.964218,-0.080229424,3.0,High Pass,73.2,74.3,37.0,Head,64.0,Interception,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea5571b3-a51a-4061-8245-15b9d3bf3364,3049,2,00:44:25.039,89,25,17,Pressure,194,360,Rayo Vallecano,4,From Throw In,213,Sevilla,0.14289,,,8523.0,Yevhen Konoplyanka,21.0,Left Wing,46.5,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a550ec11-cc65-43ef-a536-58add524b5d9,3050,2,00:44:26.393,89,26,17,Pressure,194,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.33281,,,26690.0,Alberto Mateus Contreiras Gonçalves,23.0,Center Forward,70.8,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3019722a-1682-4504-b782-c17c982b45c0,3105,2,00:45:51.024,90,51,2,Ball Recovery,197,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,,26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,52.7,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a673078-db3c-4c48-9f58-51d7388bd6c3,3106,2,00:45:51.024,90,51,43,Carry,197,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.832838,,3019722a-1682-4504-b782-c17c982b45c0,26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,52.7,41.6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,943ce58c-27a3-4acd-a129-8c61aab9504a,,,58.1,37.9,,,,,,,,,,fe08c1c7-7297-4057-ab72-dc49c53c6ccb,,,,,,,,,,
fe08c1c7-7297-4057-ab72-dc49c53c6ccb,3107,2,00:45:52.527,90,52,17,Pressure,197,360,Rayo Vallecano,1,Regular Play,213,Sevilla,0.250784,,9a673078-db3c-4c48-9f58-51d7388bd6c3,3637.0,Grzegorz Krychowiak,9.0,Right Defensive Midfield,61.3,42.2,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943ce58c-27a3-4acd-a129-8c61aab9504a,3108,2,00:45:52.856,90,52,14,Dribble,197,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,99b8d9f2-7660-45c9-886c-ab067230f829,26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,58.1,37.9,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,
99b8d9f2-7660-45c9-886c-ab067230f829,3109,2,00:45:52.856,90,52,4,Duel,197,360,Rayo Vallecano,1,Regular Play,213,Sevilla,0.0,,943ce58c-27a3-4acd-a129-8c61aab9504a,3637.0,Grzegorz Krychowiak,9.0,Right Defensive Midfield,62.0,42.2,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,11.0,Tackle,,,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,
652cbaf1-b39c-4dc9-a311-d933e5c59811,3110,2,00:45:54.032,90,54,2,Ball Recovery,197,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,,6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,50.9,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc21c20d-2b98-40d3-a775-866b7bbc57af,3111,2,00:45:54.032,90,54,43,Carry,197,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.001759,,1db4e13f-7ed3-4584-a2ee-67beea21d0e8,6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,50.9,32.4,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,652cbaf1-b39c-4dc9-a311-d933e5c59811,,,50.5,32.3,,,,,,,,,,7d6e3d84-4cb4-46a9-880c-beab18d8e108,,,,,,,,,,
7d6e3d84-4cb4-46a9-880c-beab18d8e108,3112,2,00:45:54.402,90,54,17,Pressure,197,360,Rayo Vallecano,1,Regular Play,213,Sevilla,0.559951,,dc21c20d-2b98-40d3-a775-866b7bbc57af,8523.0,Yevhen Konoplyanka,21.0,Left Wing,69.0,45.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1db4e13f-7ed3-4584-a2ee-67beea21d0e8,3113,2,00:45:55.033,90,55,30,Pass,197,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.017398,,4c5a744b-f28a-44ac-bd1d-a4871579f260,6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,50.5,32.3,7900.0,Tiago Manuel Dias Correia,20.706038,-1.1049889,1.0,Ground Pass,59.8,13.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c5a744b-f28a-44ac-bd1d-a4871579f260,3114,2,00:45:56.051,90,56,42,Ball Receipt*,197,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,1db4e13f-7ed3-4584-a2ee-67beea21d0e8,7900.0,Tiago Manuel Dias Correia,17.0,Right Wing,59.8,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15204caf-7a6f-4fd8-8529-c2d200402fd7,3115,2,00:45:56.051,90,56,43,Carry,197,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.99993,,0bc6b021-20c2-45c1-b3a4-c1e0427cc211,7900.0,Tiago Manuel Dias Correia,17.0,Right Wing,59.8,13.8,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,4c5a744b-f28a-44ac-bd1d-a4871579f260,,,61.2,10.5,,,,,,,,,,6de7eff7-f1c7-421c-a142-e1cf549ddf68,,,,,,,,,,
6de7eff7-f1c7-421c-a142-e1cf549ddf68,3116,2,00:45:56.707,90,56,17,Pressure,197,360,Rayo Vallecano,1,Regular Play,213,Sevilla,0.266838,,15204caf-7a6f-4fd8-8529-c2d200402fd7,21210.0,Mariano Ferreira Filho,2.0,Right Back,56.5,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa458bc4-b440-42ca-b2f6-e202079dccf2,3117,2,00:45:57.051,90,57,39,Dribbled Past,197,360,Rayo Vallecano,1,Regular Play,213,Sevilla,0.0,,0bc6b021-20c2-45c1-b3a4-c1e0427cc211,21210.0,Mariano Ferreira Filho,2.0,Right Back,58.9,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b32de4e-1f9e-429d-bfb8-3f2ebb07d2fd,,,,,,,,,,,,,,,,,,,,,,,,
0bc6b021-20c2-45c1-b3a4-c1e0427cc211,3118,2,00:45:57.051,90,57,14,Dribble,197,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,aa458bc4-b440-42ca-b2f6-e202079dccf2,7900.0,Tiago Manuel Dias Correia,17.0,Right Wing,61.2,10.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,
1b32de4e-1f9e-429d-bfb8-3f2ebb07d2fd,3119,2,00:45:57.051,90,57,43,Carry,197,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,3.119845,,0bc6b021-20c2-45c1-b3a4-c1e0427cc211,7900.0,Tiago Manuel Dias Correia,17.0,Right Wing,61.2,10.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,aa458bc4-b440-42ca-b2f6-e202079dccf2,,,70.8,4.3,,,,,,,,,,daa52ad4-7d6e-4696-be0d-b82a636d20a9,,,,,e21f7005-ad5f-4d36-b648-fdacd2d60c2a,,,,,
daa52ad4-7d6e-4696-be0d-b82a636d20a9,3120,2,00:45:58.459,90,58,17,Pressure,197,360,Rayo Vallecano,1,Regular Play,213,Sevilla,0.440902,,1b32de4e-1f9e-429d-bfb8-3f2ebb07d2fd,23816.0,José Antonio Reyes Calderón,17.0,Right Wing,43.6,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0752155-a727-46df-9111-895a35bd1e04,3121,2,00:45:59.957,90,59,17,Pressure,197,360,Rayo Vallecano,1,Regular Play,213,Sevilla,0.373107,,e21f7005-ad5f-4d36-b648-fdacd2d60c2a,7154.0,Sebastián Carlos Cristóforo Pepe,11.0,Left Defensive Midfield,47.7,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e21f7005-ad5f-4d36-b648-fdacd2d60c2a,3122,2,00:46:00.171,91,0,30,Pass,197,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.807822,,f0752155-a727-46df-9111-895a35bd1e04,7900.0,Tiago Manuel Dias Correia,17.0,Right Wing,70.8,4.3,26607.0,José Raúl Baena Urdiales,13.685759,1.0253643,1.0,Ground Pass,77.9,16.0,40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,,,ff011574-bc71-4014-b0da-792a0409d028,,,,,,,,,,,,,,,,,,,,,,,,
ff011574-bc71-4014-b0da-792a0409d028,3123,2,00:46:00.978,91,0,42,Ball Receipt*,197,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,e21f7005-ad5f-4d36-b648-fdacd2d60c2a,26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,77.9,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60f75185-99d9-4304-97a9-46f601b02ba9,3124,2,00:46:00.978,91,0,43,Carry,197,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.220542,,176e708f-f18d-4e33-ab66-57e002c9cf42,26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,77.9,16.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,ff011574-bc71-4014-b0da-792a0409d028,,,80.5,21.1,,,,,,,,,,fffe5a19-07d5-4810-892a-22165b343401,,,,,,,,,,
fffe5a19-07d5-4810-892a-22165b343401,3125,2,00:46:00.994,91,0,17,Pressure,197,360,Rayo Vallecano,1,Regular Play,213,Sevilla,0.362886,,176e708f-f18d-4e33-ab66-57e002c9cf42,21210.0,Mariano Ferreira Filho,2.0,Right Back,40.0,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60f75185-99d9-4304-97a9-46f601b02ba9,,,,,,,,,,,,,,,,,,,,,,,,
176e708f-f18d-4e33-ab66-57e002c9cf42,3126,2,00:46:01.199,91,1,38,Miscontrol,197,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,fffe5a19-07d5-4810-892a-22165b343401,26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,80.5,21.1,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9cde775e-1dbe-4a82-a798-cac31292a9d7,3127,2,00:46:01.423,91,1,17,Pressure,197,360,Rayo Vallecano,1,Regular Play,213,Sevilla,0.262837,,,6356.0,Michael Krohn-Dehli,19.0,Center Attacking Midfield,40.1,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
