id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,ball_receipt,counterpress,interception,out,duel,goalkeeper,clearance,dribble,foul_won,off_camera,shot,substitution,ball_recovery,foul_committed,block,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,related_events,ball_recovery_recovery_failure,player,position,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,clearance_right_foot,foul_won_defensive,pass_aerial_won,foul_committed_type_id,foul_committed_type_name,pass_switch,related_events_3,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,shot_freeze_frame_17_location_0,shot_freeze_frame_17_location_1,shot_freeze_frame_17_player_id,shot_freeze_frame_17_player_name,shot_freeze_frame_17_position_id,shot_freeze_frame_17_position_name,shot_freeze_frame_17_teammate,shot_freeze_frame_18_location_0,shot_freeze_frame_18_location_1,shot_freeze_frame_18_player_id,shot_freeze_frame_18_player_name,shot_freeze_frame_18_position_id,shot_freeze_frame_18_position_name,shot_freeze_frame_18_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,dribble_nutmeg,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,shot_aerial_won,pass_technique_id,pass_technique_name,pass_inswinging,shot_first_time,pass_deflected,foul_committed_advantage,interception_outcome_id,interception_outcome_name,foul_won_advantage,pass_goal_assist
12052dc9-1706-4666-931c-e041e1452786,1735,2,00:01:30.408,46,30,17,Pressure,113,360,Rayo Vallecano,1,Regular Play,1041,Sporting Gijón,0.724099,,4dd30663-1d69-48e6-9508-aec53bbb6e3c,6581.0,Jonathan Rodríguez Menéndez,21.0,Left Wing,112.6,8.7,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,dc86a5db-ba65-4911-8d4f-d14cc3cec51d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc86a5db-ba65-4911-8d4f-d14cc3cec51d,1736,2,00:01:31.005,46,31,30,Pass,113,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.167743,,12052dc9-1706-4666-931c-e041e1452786,6914.0,Roberto Román Triguero,2.0,Right Back,5.8,70.7,,,2.118962,0.3366748,2.0,Low Pass,7.8,71.4,40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,df3c577c-aa58-4602-a7c8-0832481431d7,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df3c577c-aa58-4602-a7c8-0832481431d7,1737,2,00:01:31.172,46,31,6,Block,113,360,Rayo Vallecano,1,Regular Play,1041,Sporting Gijón,0.0,,dc86a5db-ba65-4911-8d4f-d14cc3cec51d,6581.0,Jonathan Rodríguez Menéndez,21.0,Left Wing,112.3,8.7,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4169c13-3fdd-4c48-a7ca-f57c6b97ccb4,1738,2,00:01:48.718,46,48,30,Pass,114,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,2.274209,,93f80f44-3697-434c-9730-727e9cd799b4,6914.0,Roberto Román Triguero,2.0,Right Back,9.3,80.0,4711.0,Pablo Hernández Domínguez,21.72487,-0.32320616,3.0,High Pass,29.9,73.1,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,e02142de-811c-4e15-9399-79bc6f16db9d,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e02142de-811c-4e15-9399-79bc6f16db9d,1739,2,00:01:50.992,46,50,42,Ball Receipt*,114,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,f4169c13-3fdd-4c48-a7ca-f57c6b97ccb4,4711.0,Pablo Hernández Domínguez,17.0,Right Wing,29.9,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93f80f44-3697-434c-9730-727e9cd799b4,1740,2,00:01:50.992,46,50,2,Ball Recovery,114,360,Rayo Vallecano,4,From Throw In,1041,Sporting Gijón,0.0,,f4169c13-3fdd-4c48-a7ca-f57c6b97ccb4,13107.0,Sergio Álvarez Díaz,11.0,Left Defensive Midfield,90.2,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c58289d9-0455-4b36-aa62-f5772747f0c1,1741,2,00:01:51.685,46,51,4,Duel,114,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.0,,0b8e1844-4dc5-44b3-82d5-220a196c6b28,4711.0,Pablo Hernández Domínguez,17.0,Right Wing,29.9,74.1,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b8e1844-4dc5-44b3-82d5-220a196c6b28,1742,2,00:01:51.685,46,51,30,Pass,114,360,Rayo Vallecano,4,From Throw In,1041,Sporting Gijón,1.190632,,4b2b7145-2e01-4ad8-b27e-9bdb8497dddf,13107.0,Sergio Álvarez Díaz,11.0,Left Defensive Midfield,90.2,6.0,6581.0,Jonathan Rodríguez Menéndez,6.1911225,0.5431896,3.0,High Pass,95.5,9.2,,,,,,True,,,,,,,,,,,,,,,,,c58289d9-0455-4b36-aa62-f5772747f0c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815a6817-16cc-4807-9813-13c63fc617ba,1743,2,00:01:52.705,46,52,17,Pressure,114,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.290823,,4b2b7145-2e01-4ad8-b27e-9bdb8497dddf,6914.0,Roberto Román Triguero,2.0,Right Back,25.3,70.9,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,546ffbe1-80f2-4c98-b63c-8f2398303dfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b2b7145-2e01-4ad8-b27e-9bdb8497dddf,1744,2,00:01:52.876,46,52,42,Ball Receipt*,114,360,Rayo Vallecano,4,From Throw In,1041,Sporting Gijón,,,0b8e1844-4dc5-44b3-82d5-220a196c6b28,6581.0,Jonathan Rodríguez Menéndez,21.0,Left Wing,95.5,9.2,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,815a6817-16cc-4807-9813-13c63fc617ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546ffbe1-80f2-4c98-b63c-8f2398303dfe,1745,2,00:01:52.876,46,52,30,Pass,114,360,Rayo Vallecano,4,From Throw In,1041,Sporting Gijón,2.489251,,815a6817-16cc-4807-9813-13c63fc617ba,6581.0,Jonathan Rodríguez Menéndez,21.0,Left Wing,95.0,9.2,,,12.741272,0.6293733,3.0,High Pass,105.3,16.7,38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,,,,77.0,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61f573ff-d9a8-42b7-97ee-6a99ed73593e,1746,2,00:01:55.057,46,55,17,Pressure,114,360,Rayo Vallecano,4,From Throw In,1041,Sporting Gijón,0.459881,,,6926.0,Alen Halilović,19.0,Center Attacking Midfield,105.3,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61cbf19e-e547-49be-8166-00fa30e3623a,1747,2,00:01:55.517,46,55,22,Foul Committed,114,360,Rayo Vallecano,4,From Throw In,1041,Sporting Gijón,0.0,,,6926.0,Alen Halilović,19.0,Center Attacking Midfield,105.3,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Handball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7290c8c8-246d-4e64-8a6d-12991306d68e,1748,2,00:02:09.277,47,9,30,Pass,115,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.741973,,de4965e9-af28-4fba-b9da-c30fff863b09,6914.0,Roberto Román Triguero,2.0,Right Back,18.0,65.1,26848.0,Roberto Trashorras Gayoso,54.06163,-1.3298553,1.0,Ground Pass,30.9,12.6,40.0,Right Foot,62.0,Free Kick,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de4965e9-af28-4fba-b9da-c30fff863b09,1749,2,00:02:10.019,47,10,42,Ball Receipt*,115,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,7290c8c8-246d-4e64-8a6d-12991306d68e,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,30.9,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483ab9bc-b2d2-4d98-b398-690471c28e56,1750,2,00:02:13.339,47,13,30,Pass,115,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,2.030149,,15ea7f62-c610-498d-9e3b-7ae9a2a8b377,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,42.3,14.5,6713.0,Diego Javier Llorente Ríos,52.50038,1.5746058,1.0,Ground Pass,42.1,67.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15ea7f62-c610-498d-9e3b-7ae9a2a8b377,1751,2,00:02:15.369,47,15,42,Ball Receipt*,115,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,483ab9bc-b2d2-4d98-b398-690471c28e56,6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,42.1,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
036ec1bd-5647-4446-aea1-ea4ce051a4bd,1752,2,00:02:15.369,47,15,43,Carry,115,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,2.20276,,15ea7f62-c610-498d-9e3b-7ae9a2a8b377,6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,42.1,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2a914c26-2147-42dd-b7ca-a98e55884221,48.9,65.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a914c26-2147-42dd-b7ca-a98e55884221,1753,2,00:02:17.572,47,17,30,Pass,115,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,5.415741,,7a5eea0f-3aa5-40a1-bd57-faa111a31a75,6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,48.9,65.6,6914.0,Roberto Román Triguero,71.82792,0.14248772,3.0,High Pass,120.0,75.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a5eea0f-3aa5-40a1-bd57-faa111a31a75,1754,2,00:02:22.988,47,22,42,Ball Receipt*,115,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,2a914c26-2147-42dd-b7ca-a98e55884221,6914.0,Roberto Román Triguero,2.0,Right Back,100.6,75.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1e5d3cc-742b-4e03-a383-833e8f3f9009,1791,2,00:03:20.257,48,20,30,Pass,117,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.288776,,18395bbd-09ca-4d28-9009-eab4933419b4,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,17.8,16.7,7900.0,Tiago Manuel Dias Correia,8.229824,-1.485637,2.0,Low Pass,18.5,8.5,38.0,Left Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,24aaf4fc-7224-4bc3-8751-f0eb5e343df7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
