id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,interception,out,duel,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,clearance,dribble,foul_won,off_camera,shot,substitution,ball_recovery,foul_committed,block,related_events,goalkeeper,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,pass_type_id,pass_type_name,pass_switch,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,pass_cross,duel_type_id,duel_type_name,pass_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_aerial_won,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,related_events_3,foul_committed_card_id,foul_committed_card_name,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,pass_technique_id,pass_technique_name,pass_outswinging
a1433b3e-f34e-40e8-ad80-70c4eb70a8cf,1461,1,00:40:19.212,40,19,43,Carry,98,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.872434,,56535173-7e23-4f43-ade3-9e1904a68ae0,24255,Juan Carlos Martín Corral,1,Goalkeeper,14.2,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ed1285a-5f61-419f-91c1-4c8047f2e313,,15.7,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56535173-7e23-4f43-ade3-9e1904a68ae0,1462,1,00:40:20.085,40,20,30,Pass,98,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.407658,,2461bd48-bcfb-4f11-84ed-8a8c4933f0d1,24255,Juan Carlos Martín Corral,1,Goalkeeper,15.7,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11298.0,José Ignacio Martínez García,30.142494,-0.86288977,2.0,Low Pass,35.3,23.5,69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461bd48-bcfb-4f11-84ed-8a8c4933f0d1,1463,1,00:40:22.492,40,22,42,Ball Receipt*,98,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,56535173-7e23-4f43-ade3-9e1904a68ae0,11298,José Ignacio Martínez García,6,Left Back,35.3,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245bd56d-a7cb-4642-af51-b0825efb0dfe,1464,1,00:40:22.492,40,22,43,Carry,98,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,3.47486,,2461bd48-bcfb-4f11-84ed-8a8c4933f0d1,11298,José Ignacio Martínez García,6,Left Back,35.3,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2ab8110-bc7e-43bc-bcf1-b4955dea5bc4,,47.0,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2ab8110-bc7e-43bc-bcf1-b4955dea5bc4,1465,1,00:40:25.967,40,25,30,Pass,98,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.289402,,490ebb1d-aeac-47fb-8850-737f4fca3417,11298,José Ignacio Martínez García,6,Left Back,47.0,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26848.0,Roberto Trashorras Gayoso,7.3756356,2.4329665,1.0,Ground Pass,41.4,15.3,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490ebb1d-aeac-47fb-8850-737f4fca3417,1466,1,00:40:27.257,40,27,42,Ball Receipt*,98,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,b2ab8110-bc7e-43bc-bcf1-b4955dea5bc4,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,41.4,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5073bfd-35bb-4576-8afa-ef402c214047,1467,1,00:40:27.257,40,27,43,Carry,98,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.219952,,490ebb1d-aeac-47fb-8850-737f4fca3417,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,41.4,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ec2be26-6004-4dbd-8647-0159a9784fe4,,36.6,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ec2be26-6004-4dbd-8647-0159a9784fe4,1468,1,00:40:28.477,40,28,30,Pass,98,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,3.21777,,b83f2906-98b2-477f-b82c-5c6d13be6a22,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,36.6,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6914.0,Roberto Román Triguero,43.57442,1.701983,3.0,High Pass,30.9,61.5,40.0,Right Foot,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b83f2906-98b2-477f-b82c-5c6d13be6a22,1469,1,00:40:31.694,40,31,42,Ball Receipt*,98,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,9ec2be26-6004-4dbd-8647-0159a9784fe4,6914,Roberto Román Triguero,3,Right Center Back,30.9,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d90ac7-ff52-4665-99ab-44077c630884,1470,1,00:40:31.694,40,31,43,Carry,98,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.75828,,b83f2906-98b2-477f-b82c-5c6d13be6a22,6914,Roberto Román Triguero,3,Right Center Back,30.9,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc991df4-53f0-4c9e-a38a-a5bf34900de6,,38.8,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc991df4-53f0-4c9e-a38a-a5bf34900de6,1471,1,00:40:33.453,40,33,30,Pass,98,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.002014,,267ea3ff-a663-4301-8840-bd33ab0fcdaa,6914,Roberto Román Triguero,3,Right Center Back,38.8,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4711.0,Pablo Hernández Domínguez,16.643316,0.07216363,1.0,Ground Pass,55.4,66.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267ea3ff-a663-4301-8840-bd33ab0fcdaa,1472,1,00:40:34.455,40,34,42,Ball Receipt*,98,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,bc991df4-53f0-4c9e-a38a-a5bf34900de6,4711,Pablo Hernández Domínguez,17,Right Wing,55.4,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9d77993d-9632-4bf9-93b6-e8568d937d96,1473,1,00:40:34.455,40,34,43,Carry,98,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.171925,,20691a72-faed-4f18-89b6-5a4b97a4dd40,4711,Pablo Hernández Domínguez,17,Right Wing,55.4,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,267ea3ff-a663-4301-8840-bd33ab0fcdaa,,57.6,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20691a72-faed-4f18-89b6-5a4b97a4dd40,1474,1,00:40:36.627,40,36,30,Pass,98,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.936574,,13b2edde-407e-46fa-8da9-63de8e5080b6,4711,Pablo Hernández Domínguez,17,Right Wing,57.6,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,3bd539ae-e283-46e1-872f-55b331872d0e,,,,6852.0,Jozabed Sánchez Ruiz,49.974792,-1.0283178,3.0,High Pass,83.4,20.1,40.0,Right Foot,9.0,Incomplete,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13b2edde-407e-46fa-8da9-63de8e5080b6,1475,1,00:40:39.563,40,39,42,Ball Receipt*,98,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,20691a72-faed-4f18-89b6-5a4b97a4dd40,6852,Jozabed Sánchez Ruiz,19,Center Attacking Midfield,81.8,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bd539ae-e283-46e1-872f-55b331872d0e,1476,1,00:40:39.563,40,39,10,Interception,98,360,Rayo Vallecano,1,Regular Play,1041,Sporting Gijón,0.0,,20691a72-faed-4f18-89b6-5a4b97a4dd40,16332,Ognjen Vranješ,2,Right Back,36.7,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
