id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,interception,out,duel,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,clearance,dribble,foul_won,off_camera,shot,substitution,ball_recovery,foul_committed,block,related_events,goalkeeper,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,pass_type_id,pass_type_name,pass_switch,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,pass_cross,duel_type_id,duel_type_name,pass_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_aerial_won,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,related_events_3,foul_committed_card_id,foul_committed_card_name,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,pass_technique_id,pass_technique_name,pass_outswinging
885bd41d-c73c-48f7-af68-c9d46fd955eb,1426,1,00:38:49.181,38,49,23,Goal Keeper,96,360,Rayo Vallecano,4,From Throw In,1041,Sporting Gijón,0.0,,aa5f476c-cc7d-4cc6-9052-73486654f38f,6610,Iván Cuéllar Sacristán,1,Goalkeeper,8.6,40.2,,,,,,,,,55.0,No Touch,26.0,Goal Conceded,44.0,Set,46.0,Standing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
081204e6-1889-4958-9274-e5265bf52e13,1452,1,00:40:11.641,40,11,2,Ball Recovery,98,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,,6914,Roberto Román Triguero,3,Right Center Back,37.6,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc28c550-21d5-4945-b956-371b676db635,1453,1,00:40:11.641,40,11,43,Carry,98,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.595148,,081204e6-1889-4958-9274-e5265bf52e13,6914,Roberto Román Triguero,3,Right Center Back,37.6,61.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,8d42cce1-442d-43d1-a940-f8041e7a5dea,9fedbe75-672b-4425-bfb7-e3358cfe4c91,38.4,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9fedbe75-672b-4425-bfb7-e3358cfe4c91,1454,1,00:40:11.708,40,11,17,Pressure,98,360,Rayo Vallecano,1,Regular Play,1041,Sporting Gijón,0.599796,,8d42cce1-442d-43d1-a940-f8041e7a5dea,6602,Miguel Ángel Guerrero Martín,23,Center Forward,79.1,19.4,,,,,True,,,,,,,,,,,,,,,,,,,,,,,fc28c550-21d5-4945-b956-371b676db635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d42cce1-442d-43d1-a940-f8041e7a5dea,1455,1,00:40:12.236,40,12,30,Pass,98,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.807806,,9fedbe75-672b-4425-bfb7-e3358cfe4c91,6914,Roberto Román Triguero,3,Right Center Back,38.4,60.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,f578367a-ed56-4da3-8a71-153095f0c1e3,,,,11543.0,José Antonio Dorado Ramírez,10.247438,-2.0693643,1.0,Ground Pass,33.5,51.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f578367a-ed56-4da3-8a71-153095f0c1e3,1456,1,00:40:13.044,40,13,42,Ball Receipt*,98,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,8d42cce1-442d-43d1-a940-f8041e7a5dea,11543,José Antonio Dorado Ramírez,5,Left Center Back,33.5,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856c51ca-2205-4462-bfbb-03a2d596e352,1457,1,00:40:13.044,40,13,43,Carry,98,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.040000003,,f578367a-ed56-4da3-8a71-153095f0c1e3,11543,José Antonio Dorado Ramírez,5,Left Center Back,33.5,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff610f14-13b8-4cf3-aaa9-887750cbbd32,,32.8,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ff610f14-13b8-4cf3-aaa9-887750cbbd32,1458,1,00:40:13.084,40,13,30,Pass,98,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.65773,,1c6e5955-c3f3-4e10-9e38-78f6a314ad21,11543,José Antonio Dorado Ramírez,5,Left Center Back,32.8,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.769308,0.19904572,3.0,High Pass,56.1,56.2,40.0,Right Foot,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c6e5955-c3f3-4e10-9e38-78f6a314ad21,1459,1,00:40:15.742,40,15,30,Pass,98,360,Rayo Vallecano,1,Regular Play,1041,Sporting Gijón,3.470529,,9ed1285a-5f61-419f-91c1-4c8047f2e313,8818,Jorge Meré Pérez,5,Left Center Back,64.0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff610f14-13b8-4cf3-aaa9-887750cbbd32,,,,,,41.92684,0.03578424,1.0,Ground Pass,105.9,25.4,38.0,Left Foot,9.0,Incomplete,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ed1285a-5f61-419f-91c1-4c8047f2e313,1460,1,00:40:19.212,40,19,2,Ball Recovery,98,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,1c6e5955-c3f3-4e10-9e38-78f6a314ad21,24255,Juan Carlos Martín Corral,1,Goalkeeper,14.2,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
