id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,related_events,off_camera,player,position,location,pass,carry,ball_receipt,under_pressure,duel,clearance,counterpress,dribble,shot,goalkeeper,interception,foul_committed,foul_won,ball_recovery,out,miscontrol,block,substitution,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,related_events_1,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events_2,pass_aerial_won,duel_type_id,duel_type_name,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_head
8aaadbe1-1294-4da4-806c-da0a5aaf7bbb,21,1,00:00:11.467,0,11,17,Pressure,2,360,Rayo Vallecano,9,From Kick Off,215,Athletic Club,0.60891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41015bc4-8a22-43bf-99f0-85c3220e24e1,6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,24.2,73.3,,,,,,,,,,,,,b0522bc6-f9e9-4436-8101-0d264d6cba5c,,,,,,,,,,,,,,
fa02e1df-0c86-421b-89af-da874a54bf9d,22,1,00:00:11.949,0,11,22,Foul Committed,2,360,Rayo Vallecano,9,From Kick Off,215,Athletic Club,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41015bc4-8a22-43bf-99f0-85c3220e24e1,6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,28.2,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
41015bc4-8a22-43bf-99f0-85c3220e24e1,23,1,00:00:11.949,0,11,21,Foul Won,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,8aaadbe1-1294-4da4-806c-da0a5aaf7bbb,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,91.9,5.5,,,,,,,,,,,,,fa02e1df-0c86-421b-89af-da874a54bf9d,,,,,,,,,,,,,,
f2d15c41-9161-4cf7-a5d9-59aaaa6f2776,24,1,00:00:39.750,0,39,30,Pass,3,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.156536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c06a19e6-1717-4702-b662-b27622870edc,26848.0,Roberto Trashorras Gayoso,9.0,Right Defensive Midfield,92.3,5.0,11542.0,Javier Guerra Rodríguez,32.11791,1.0848683,3.0,High Pass,107.3,33.4,40.0,Right Foot,62.0,Free Kick,e076e61d-4a26-4946-8887-765dafb4d942,,,9.0,Incomplete,,,,,,,True,,,
c06a19e6-1717-4702-b662-b27622870edc,25,1,00:00:40.907,0,40,42,Ball Receipt*,3,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2d15c41-9161-4cf7-a5d9-59aaaa6f2776,11542.0,Javier Guerra Rodríguez,23.0,Center Forward,108.2,35.4,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,
e076e61d-4a26-4946-8887-765dafb4d942,26,1,00:00:40.907,0,40,9,Clearance,3,360,Rayo Vallecano,3,From Free Kick,215,Athletic Club,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,f2d15c41-9161-4cf7-a5d9-59aaaa6f2776,6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,12.8,46.7,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Head,True
0f85a123-fd3a-4c38-a1ba-0436a247bbd7,27,1,00:00:42.544,0,42,2,Ball Recovery,3,360,Rayo Vallecano,3,From Free Kick,215,Athletic Club,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6396.0,Beñat Etxebarria Urkiaga,11.0,Left Defensive Midfield,16.9,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f424964-657b-4f14-91e6-1c73fa1b4ba3,28,1,00:00:42.544,0,42,43,Carry,3,360,Rayo Vallecano,3,From Free Kick,215,Athletic Club,0.84326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0f85a123-fd3a-4c38-a1ba-0436a247bbd7,6396.0,Beñat Etxebarria Urkiaga,11.0,Left Defensive Midfield,16.9,55.5,,,,,,,,,,,,,b8912d76-e237-43a1-9096-e1f0e6a5c250,18.2,56.9,,,,,,,,,,,,
b8912d76-e237-43a1-9096-e1f0e6a5c250,29,1,00:00:43.387,0,43,30,Pass,3,360,Rayo Vallecano,3,From Free Kick,215,Athletic Club,1.731014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c143a4b-5f0d-4c1c-a50c-c70c923f00d2,6396.0,Beñat Etxebarria Urkiaga,11.0,Left Defensive Midfield,18.2,56.9,,,37.769035,0.119428925,3.0,High Pass,55.7,61.4,40.0,Right Foot,,,,,,9.0,Incomplete,,,,,,,,,,
6c143a4b-5f0d-4c1c-a50c-c70c923f00d2,30,1,00:00:45.118,0,45,2,Ball Recovery,3,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8912d76-e237-43a1-9096-e1f0e6a5c250,27144.0,Antonio Amaya Carazo,5.0,Left Center Back,64.4,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
32deab62-ea31-4d50-885a-935b5e01c94c,31,1,00:00:45.118,0,45,43,Carry,3,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.87355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3aab12af-a3ee-4176-bc91-bcbfaa39cfe7,27144.0,Antonio Amaya Carazo,5.0,Left Center Back,64.4,18.7,,,,,,,,,,,,,6c143a4b-5f0d-4c1c-a50c-c70c923f00d2,64.5,19.3,,,,,,,,,,,,
3aab12af-a3ee-4176-bc91-bcbfaa39cfe7,32,1,00:00:46.992,0,46,30,Pass,3,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,1.064601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382b1d60-042a-451c-b4e2-fa7199cec552,27144.0,Antonio Amaya Carazo,5.0,Left Center Back,64.5,19.3,6852.0,Jozabed Sánchez Ruiz,29.7392,0.8377313,3.0,High Pass,84.4,41.4,38.0,Left Foot,,,,,,,,,,,,,,,,,
382b1d60-042a-451c-b4e2-fa7199cec552,33,1,00:00:48.057,0,48,42,Ball Receipt*,3,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3aab12af-a3ee-4176-bc91-bcbfaa39cfe7,6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,84.4,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038fc97-772d-423d-9ce0-16de9b7bdc51,34,1,00:00:48.057,0,48,38,Miscontrol,3,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6852.0,Jozabed Sánchez Ruiz,19.0,Center Attacking Midfield,87.4,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
