id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,ball_receipt,under_pressure,duel,carry,clearance,counterpress,dribble,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,interception,out,ball_recovery,foul_committed,foul_won,substitution,miscontrol,50_50,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,goalkeeper,duel_type_id,duel_type_name,related_events_1,pass_aerial_won,pass_outcome_id,pass_outcome_name,pass_body_part_id,pass_body_part_name,related_events_2,carry_end_location_0,carry_end_location_1,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_through_ball,pass_technique_id,pass_technique_name,pass_switch,pass_inswinging,interception_outcome_id,interception_outcome_name,related_events,ball_recovery_recovery_failure,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,pass_outswinging,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,foul_committed_type_id,foul_committed_type_name,pass_cross,foul_won_defensive,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,clearance_right_foot,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,foul_committed_card_id,foul_committed_card_name,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,player,position,shot_end_location_2
a42aee68-2211-4e39-806c-c5b9c36e87b9,457,1,00:14:30.853,14,30,42,Ball Receipt*,34,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,a6b09bb7-ab9c-4362-8487-b9b3c6da5cb3,,4711.0,Pablo Hernández Domínguez,19.0,Center Attacking Midfield,54.6,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d60257a-54be-43e3-8050-f38466817304,458,1,00:14:30.853,14,30,30,Pass,34,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.82209,,a9785974-fa28-45d4-9e9e-5734d6eb08a0,,4711.0,Pablo Hernández Domínguez,19.0,Center Attacking Midfield,54.6,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,26222.0,José Eduardo Rosa Vale de Castro,26.10383,-2.3263931,1.0,Ground Pass,36.7,18.2,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9785974-fa28-45d4-9e9e-5734d6eb08a0,459,1,00:14:32.675,14,32,42,Ball Receipt*,34,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,3d60257a-54be-43e3-8050-f38466817304,,26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,36.7,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dca16e6-cfeb-4b04-bbbc-c7fa3d2d9ce1,460,1,00:14:32.675,14,32,43,Carry,34,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,3.634382,,459a10c6-8719-494c-acbd-4453a369b425,,26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,36.7,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a9785974-fa28-45d4-9e9e-5734d6eb08a0,,,,,,,44.7,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459a10c6-8719-494c-acbd-4453a369b425,461,1,00:14:36.310,14,36,30,Pass,34,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.72309,,3ee4a35f-97e2-4acb-ad5d-8dc3c53548f8,,26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,44.7,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,26848.0,Roberto Trashorras Gayoso,9.786215,1.194085,1.0,Ground Pass,48.3,31.5,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ee4a35f-97e2-4acb-ad5d-8dc3c53548f8,462,1,00:14:37.033,14,37,42,Ball Receipt*,34,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,459a10c6-8719-494c-acbd-4453a369b425,,26848.0,Roberto Trashorras Gayoso,13.0,Right Center Midfield,48.3,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c4ad33a-4513-4c75-b589-fafcf9717baa,463,1,00:14:37.033,14,37,43,Carry,34,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.049854,,250704d4-a7eb-4d40-b4f4-7242ca42c307,,26848.0,Roberto Trashorras Gayoso,13.0,Right Center Midfield,48.3,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ee4a35f-97e2-4acb-ad5d-8dc3c53548f8,,,,,,,48.3,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250704d4-a7eb-4d40-b4f4-7242ca42c307,464,1,00:14:37.083,14,37,30,Pass,34,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.978429,,f988d6e1-ba89-4d94-87b5-7055cc7c942a,,26848.0,Roberto Trashorras Gayoso,13.0,Right Center Midfield,48.3,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,26222.0,José Eduardo Rosa Vale de Castro,11.754574,-1.7331479,1.0,Ground Pass,46.4,19.9,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f988d6e1-ba89-4d94-87b5-7055cc7c942a,465,1,00:14:38.061,14,38,42,Ball Receipt*,34,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,250704d4-a7eb-4d40-b4f4-7242ca42c307,,26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,46.4,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82c8290d-322b-4ed3-a1f5-799f72f8e553,466,1,00:14:38.061,14,38,43,Carry,34,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.11287,,30c26e43-b92f-4ab8-829e-6b6ddbf2ee32,,26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,46.4,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f988d6e1-ba89-4d94-87b5-7055cc7c942a,,,,,,,49.5,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30c26e43-b92f-4ab8-829e-6b6ddbf2ee32,467,1,00:14:39.174,14,39,30,Pass,34,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.088714,,a8a6c168-6bfd-4f1e-9a23-d1664b8f324b,,26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,49.5,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,10727.0,Răzvan Dincă Raț,19.820444,-0.88187194,1.0,Ground Pass,62.1,3.7,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8a6c168-6bfd-4f1e-9a23-d1664b8f324b,468,1,00:14:40.263,14,40,42,Ball Receipt*,34,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,30c26e43-b92f-4ab8-829e-6b6ddbf2ee32,,10727.0,Răzvan Dincă Raț,6.0,Left Back,62.1,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f5502c6-d8cf-43d7-8ec2-9f7d1e3767d3,469,1,00:14:40.263,14,40,43,Carry,34,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.667814,,2877a92d-3d7d-4bd3-b362-a529dae7b435,,10727.0,Răzvan Dincă Raț,6.0,Left Back,62.1,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a8a6c168-6bfd-4f1e-9a23-d1664b8f324b,,,,,,,62.1,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877a92d-3d7d-4bd3-b362-a529dae7b435,470,1,00:14:41.930,14,41,30,Pass,34,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.858777,,63ffbf1a-ac94-4f21-9417-8beef4d17cff,,10727.0,Răzvan Dincă Raț,6.0,Left Back,62.1,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,26848.0,Roberto Trashorras Gayoso,10.335376,2.6476512,1.0,Ground Pass,53.0,8.6,,,,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63ffbf1a-ac94-4f21-9417-8beef4d17cff,471,1,00:14:42.789,14,42,42,Ball Receipt*,34,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,2877a92d-3d7d-4bd3-b362-a529dae7b435,,26848.0,Roberto Trashorras Gayoso,13.0,Right Center Midfield,53.0,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34bab30d-6ef7-409c-afed-4ae61fc94c41,472,1,00:14:42.789,14,42,43,Carry,34,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,3.311375,,63ffbf1a-ac94-4f21-9417-8beef4d17cff,,26848.0,Roberto Trashorras Gayoso,13.0,Right Center Midfield,53.0,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7b41d06a-1118-4bc9-8fdc-28d0eac34f56,,,,,,,53.4,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b41d06a-1118-4bc9-8fdc-28d0eac34f56,473,1,00:14:46.101,14,46,30,Pass,34,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.393102,,73674b89-6111-4c70-8be4-0d8b80e1ec28,,26848.0,Roberto Trashorras Gayoso,13.0,Right Center Midfield,53.4,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,6713.0,Diego Javier Llorente Ríos,53.40234,1.5614333,2.0,Low Pass,53.9,62.0,,,,,,,,,,40.0,Right Foot,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73674b89-6111-4c70-8be4-0d8b80e1ec28,474,1,00:14:48.494,14,48,42,Ball Receipt*,34,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,7b41d06a-1118-4bc9-8fdc-28d0eac34f56,,6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,53.9,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f10d7b1-72ba-4d53-b549-8ccfeb7215d2,475,1,00:14:48.494,14,48,43,Carry,34,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.401563,,1e8583ab-cf39-4df7-beac-c954652d86ea,,6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,53.9,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73674b89-6111-4c70-8be4-0d8b80e1ec28,,,,,,,61.1,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1e8583ab-cf39-4df7-beac-c954652d86ea,476,1,00:14:49.895,14,49,30,Pass,34,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.45377,,3c0a63ca-7ab0-4a2a-91a6-f77812c4d173,,6713.0,Diego Javier Llorente Ríos,3.0,Right Center Back,61.1,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,6914.0,Roberto Román Triguero,30.963366,0.33911347,1.0,Ground Pass,90.3,73.2,,,,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c0a63ca-7ab0-4a2a-91a6-f77812c4d173,477,1,00:14:51.349,14,51,42,Ball Receipt*,34,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,1e8583ab-cf39-4df7-beac-c954652d86ea,,6914.0,Roberto Román Triguero,2.0,Right Back,90.3,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3995317-352d-42f7-a7ad-cf280a1cb9a8,478,1,00:14:51.349,14,51,43,Carry,34,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.240951,,3c0a63ca-7ab0-4a2a-91a6-f77812c4d173,,6914.0,Roberto Román Triguero,2.0,Right Back,90.3,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ccfd4da7-afae-41f2-9924-6d47a8954833,,,,,,,90.1,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccfd4da7-afae-41f2-9924-6d47a8954833,479,1,00:14:51.590,14,51,38,Miscontrol,34,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,,,6914.0,Roberto Román Triguero,2.0,Right Back,90.1,73.3,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
