id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,under_pressure,counterpress,clearance,out,foul_committed,interception,foul_won,dribble,duel,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,miscontrol,block,ball_recovery,substitution,bad_behaviour,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,carry_end_location_0,carry_end_location_1,pass_assisted_shot_id,pass_shot_assist,related_events,related_events_2,dribble_outcome_id,dribble_outcome_name,shot_one_on_one,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,goalkeeper_body_part_id,goalkeeper_body_part_name,foul_committed_advantage,foul_won_advantage,shot_saved_off_target,shot_first_time,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate
2c0f0e02-7e9f-4a03-8afe-92dede8d47e7,2687,2,00:20:22.357,65,22,43,Carry,136,217,Barcelona,1,Regular Play,217,Barcelona,1.654086,,14e7489b-ba90-4f4c-a7cf-1636371e4a48,,4320,Neymar da Silva Santos Junior,21,Left Wing,93.6,14.6,,,,True,,,,,,,,,,,,,,,,,,,,,,,920d04b2-c221-4e97-8b5a-e1d2b1c6ef3c,,,,,,,,,,,,,,98.0,21.2,,,,9a4b8d1f-4e4a-484f-a8ff-d43bc254bbcc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920d04b2-c221-4e97-8b5a-e1d2b1c6ef3c,2688,2,00:20:24.011,65,24,39,Dribbled Past,136,217,Barcelona,1,Regular Play,215,Athletic Club,0.0,,2ab7fa3a-8b56-4b3c-b811-8d272af4b1e0,,6649,Óscar de Marcos Arana,2,Right Back,22.1,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2c0f0e02-7e9f-4a03-8afe-92dede8d47e7,,,,,,,,,,,,,,,,,,,9a4b8d1f-4e4a-484f-a8ff-d43bc254bbcc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a4b8d1f-4e4a-484f-a8ff-d43bc254bbcc,2689,2,00:20:24.011,65,24,14,Dribble,136,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,920d04b2-c221-4e97-8b5a-e1d2b1c6ef3c,,4320,Neymar da Silva Santos Junior,21,Left Wing,98.0,21.2,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ab7fa3a-8b56-4b3c-b811-8d272af4b1e0,2690,2,00:20:24.011,65,24,43,Carry,136,217,Barcelona,1,Regular Play,217,Barcelona,0.862514,,048d80d2-c7f3-4a2f-ad64-de8bfff7b886,,4320,Neymar da Silva Santos Junior,21,Left Wing,98.0,21.2,,,,True,,,,,,,,,,,,,,,,,,,,,,,920d04b2-c221-4e97-8b5a-e1d2b1c6ef3c,,,,,,,,,,,,,,105.0,22.8,,,,9a4b8d1f-4e4a-484f-a8ff-d43bc254bbcc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
048d80d2-c7f3-4a2f-ad64-de8bfff7b886,2691,2,00:20:24.874,65,24,30,Pass,136,217,Barcelona,1,Regular Play,217,Barcelona,0.7956,,1675ef8f-34e3-49f7-9e82-49743d1c78fb,,4320,Neymar da Silva Santos Junior,21,Left Wing,105.0,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,12.747549,1.6571949,1.0,Ground Pass,103.9,35.5,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675ef8f-34e3-49f7-9e82-49743d1c78fb,2692,2,00:20:25.669,65,25,42,Ball Receipt*,136,217,Barcelona,1,Regular Play,217,Barcelona,,,048d80d2-c7f3-4a2f-ad64-de8bfff7b886,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,103.9,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7fda54a5-0a08-4ae7-8bb6-169313262ad9,2693,2,00:20:25.669,65,25,43,Carry,136,217,Barcelona,1,Regular Play,217,Barcelona,0.9614,,1675ef8f-34e3-49f7-9e82-49743d1c78fb,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,103.9,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3ffd813e-e377-4cf6-a9a7-bf85ec319206,,,,,,,,,,,,,,104.8,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ffd813e-e377-4cf6-a9a7-bf85ec319206,2694,2,00:20:26.631,65,26,30,Pass,136,217,Barcelona,1,Regular Play,217,Barcelona,1.2227,,2f2430e7-4a02-4e21-99df-810d7fd8c701,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,104.8,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,11.363538,2.705497,1.0,Ground Pass,94.5,43.2,38.0,Left Foot,,,,,,2257e785-0c5c-4917-8595-3aa589960b13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f2430e7-4a02-4e21-99df-810d7fd8c701,2695,2,00:20:27.850,65,27,42,Ball Receipt*,136,217,Barcelona,1,Regular Play,217,Barcelona,,,3ffd813e-e377-4cf6-a9a7-bf85ec319206,,5470,Ivan Rakitić,13,Right Center Midfield,94.5,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2257e785-0c5c-4917-8595-3aa589960b13,2696,2,00:20:27.850,65,27,16,Shot,136,217,Barcelona,1,Regular Play,217,Barcelona,1.6546,,54a89794-a59e-431d-be73-b7277a6cd94c,,5470,Ivan Rakitić,13,Right Center Midfield,94.8,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033738956,119.1,45.3,0.2,3ffd813e-e377-4cf6-a9a7-bf85ec319206,40.0,Right Foot,87.0,Open Play,115.0,Saved Off Target,93.0,Normal,102.8,31.9,11746.0,Unai López Cabrera,19.0,Center Attacking Midfield,False,101.4,32.6,6656.0,Mikel Rico Moreno,13.0,Right Center Midfield,False,104.6,35.1,6649.0,Óscar de Marcos Arana,2.0,Right Back,False,97.1,39.9,6389.0,Mikel San José Domínguez,15.0,Left Center Midfield,False,103.1,37.1,6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,False,102.9,40.0,4353.0,Aymeric Laporte,5.0,Left Center Back,False,103.2,38.7,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,True,,,,,True,True,106.4,35.9,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,True,103.1,46.4,26788.0,Jon Aurtenetxe Borde,6.0,Left Back,False,103.2,51.3,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,True,93.1,49.5,6842.0,Iker Muniain Goñi,21.0,Left Wing,False,87.0,45.9,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,True,119.1,39.8,6576.0,Gorka Iraizoz Moreno,1.0,Goalkeeper,False
