id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,ball_receipt,counterpress,interception,duel,dribble,out,clearance,shot,goalkeeper,foul_won,ball_recovery,foul_committed,block,50_50,miscontrol,substitution,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_cross,pass_switch,related_events,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,shot_end_location_2,shot_first_time
c8b19d86-5e6c-4a78-bd3d-02a57460dad7,2143,2,00:07:13.060,52,13,43,Carry,102,217,Barcelona,9,From Kick Off,217,Barcelona,1.892489,,91f82cd2-da17-45c1-8a0a-c22d0c764b4e,,4324,Daniel Alves da Silva,2,Right Back,68.3,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db64d60e-b744-449b-ab67-65940a8fba98,72.6,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db64d60e-b744-449b-ab67-65940a8fba98,2144,2,00:07:14.952,52,14,30,Pass,102,217,Barcelona,9,From Kick Off,217,Barcelona,1.092063,,1d329abb-dee4-4420-a996-c832f2f284de,,4324,Daniel Alves da Silva,2,Right Back,72.6,75.2,5203.0,Sergio Busquets i Burgos,22.11651,-1.9555008,1.0,Ground Pass,64.3,54.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d329abb-dee4-4420-a996-c832f2f284de,2145,2,00:07:16.045,52,16,42,Ball Receipt*,102,217,Barcelona,9,From Kick Off,217,Barcelona,,,db64d60e-b744-449b-ab67-65940a8fba98,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,64.3,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e50d87c-6d53-4c90-ac48-c5268c4efe33,2146,2,00:07:16.045,52,16,43,Carry,102,217,Barcelona,9,From Kick Off,217,Barcelona,1.695737,,1d329abb-dee4-4420-a996-c832f2f284de,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,64.3,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f74c8648-df29-424a-abb7-c37f55a41b55,64.6,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f74c8648-df29-424a-abb7-c37f55a41b55,2147,2,00:07:17.740,52,17,30,Pass,102,217,Barcelona,9,From Kick Off,217,Barcelona,1.801969,,cd17845c-edb4-4bd9-bbc8-699be0b8f0a5,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,64.6,53.0,5506.0,Javier Alejandro Mascherano,24.9,-1.5707964,1.0,Ground Pass,64.6,28.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd17845c-edb4-4bd9-bbc8-699be0b8f0a5,2148,2,00:07:19.542,52,19,42,Ball Receipt*,102,217,Barcelona,9,From Kick Off,217,Barcelona,,,f74c8648-df29-424a-abb7-c37f55a41b55,,5506,Javier Alejandro Mascherano,5,Left Center Back,64.6,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63f6d67b-e054-420f-8e0e-c3571239465b,2149,2,00:07:19.542,52,19,43,Carry,102,217,Barcelona,9,From Kick Off,217,Barcelona,0.904331,,5b7122a9-933f-4634-8178-d0d8e0fb64d5,,5506,Javier Alejandro Mascherano,5,Left Center Back,64.6,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cd17845c-edb4-4bd9-bbc8-699be0b8f0a5,64.3,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b7122a9-933f-4634-8178-d0d8e0fb64d5,2150,2,00:07:20.447,52,20,30,Pass,102,217,Barcelona,9,From Kick Off,217,Barcelona,1.293682,,73e94bda-29c8-4c44-af29-bdebf2c6b3a9,,5506,Javier Alejandro Mascherano,5,Left Center Back,64.3,28.0,5211.0,Jordi Alba Ramos,26.321095,-0.9364135,1.0,Ground Pass,79.9,6.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73e94bda-29c8-4c44-af29-bdebf2c6b3a9,2151,2,00:07:21.740,52,21,42,Ball Receipt*,102,217,Barcelona,9,From Kick Off,217,Barcelona,,,5b7122a9-933f-4634-8178-d0d8e0fb64d5,,5211,Jordi Alba Ramos,6,Left Back,79.9,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b92f72d4-d87d-4171-8091-1fe73b372c73,2152,2,00:07:21.740,52,21,43,Carry,102,217,Barcelona,9,From Kick Off,217,Barcelona,0.943818,,73e94bda-29c8-4c44-af29-bdebf2c6b3a9,,5211,Jordi Alba Ramos,6,Left Back,79.9,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a9f05941-546f-4e54-a1e5-c400862349d9,79.9,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9f05941-546f-4e54-a1e5-c400862349d9,2153,2,00:07:22.684,52,22,30,Pass,102,217,Barcelona,9,From Kick Off,217,Barcelona,0.68808,,a0bead4d-d5ab-44d6-97e2-2df9762bce17,,5211,Jordi Alba Ramos,6,Left Back,79.9,6.8,5216.0,Andrés Iniesta Luján,15.01466,0.7288547,1.0,Ground Pass,91.1,16.8,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0bead4d-d5ab-44d6-97e2-2df9762bce17,2154,2,00:07:23.372,52,23,42,Ball Receipt*,102,217,Barcelona,9,From Kick Off,217,Barcelona,,,a9f05941-546f-4e54-a1e5-c400862349d9,,5216,Andrés Iniesta Luján,15,Left Center Midfield,91.1,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c6f9230-8563-4312-a9e4-56e0767b179c,2155,2,00:07:23.372,52,23,43,Carry,102,217,Barcelona,9,From Kick Off,217,Barcelona,0.08002,,a0bead4d-d5ab-44d6-97e2-2df9762bce17,,5216,Andrés Iniesta Luján,15,Left Center Midfield,91.1,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5230f7e-2a15-4a62-aa0e-c0d36efd0816,91.1,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5230f7e-2a15-4a62-aa0e-c0d36efd0816,2156,2,00:07:23.452,52,23,30,Pass,102,217,Barcelona,9,From Kick Off,217,Barcelona,0.974777,,10da018d-a9ef-4ee6-b7b7-26b4f0f28a51,,5216,Andrés Iniesta Luján,15,Left Center Midfield,91.1,16.8,4320.0,Neymar da Silva Santos Junior,12.379418,-1.4574629,1.0,Ground Pass,92.5,4.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10da018d-a9ef-4ee6-b7b7-26b4f0f28a51,2157,2,00:07:24.427,52,24,42,Ball Receipt*,102,217,Barcelona,9,From Kick Off,217,Barcelona,,,f5230f7e-2a15-4a62-aa0e-c0d36efd0816,,4320,Neymar da Silva Santos Junior,21,Left Wing,92.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320df22-239e-4268-bd07-f943cbca84bd,2158,2,00:07:24.427,52,24,43,Carry,102,217,Barcelona,9,From Kick Off,217,Barcelona,1.022723,,10da018d-a9ef-4ee6-b7b7-26b4f0f28a51,,4320,Neymar da Silva Santos Junior,21,Left Wing,92.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e84689a-2b4d-4672-93c5-bd17029f7425,92.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e84689a-2b4d-4672-93c5-bd17029f7425,2159,2,00:07:25.450,52,25,30,Pass,102,217,Barcelona,9,From Kick Off,217,Barcelona,1.000974,,c2da1d2a-09ca-4d0c-91f7-7b1a94f38e6e,,4320,Neymar da Silva Santos Junior,21,Left Wing,92.5,4.5,5211.0,Jordi Alba Ramos,10.841587,2.8899026,1.0,Ground Pass,82.0,7.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2da1d2a-09ca-4d0c-91f7-7b1a94f38e6e,2160,2,00:07:26.451,52,26,42,Ball Receipt*,102,217,Barcelona,9,From Kick Off,217,Barcelona,,,5e84689a-2b4d-4672-93c5-bd17029f7425,,5211,Jordi Alba Ramos,6,Left Back,82.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0894b8a-f0f2-4cfd-90b0-7dfc86300cb8,2161,2,00:07:26.451,52,26,43,Carry,102,217,Barcelona,9,From Kick Off,217,Barcelona,0.389026,,3c9fbcb8-dc40-4519-9f63-57e6f014ad7c,,5211,Jordi Alba Ramos,6,Left Back,82.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2da1d2a-09ca-4d0c-91f7-7b1a94f38e6e,82.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
