id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,duel,miscontrol,ball_receipt,out,dribble,clearance,counterpress,interception,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,off_camera,foul_won,foul_committed,injury_stoppage,ball_recovery,block,bad_behaviour,substitution,50_50,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,goalkeeper,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,related_events,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_aerial_won,interception_outcome_id,interception_outcome_name,pass_cross,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_switch,clearance_aerial_won,dribble_outcome_id,dribble_outcome_name,related_events_3,player,position,location
78b555fa-5b2f-4c66-8ced-62d1dd61a8d1,3617,2,00:42:11.781,87,11,23,Goal Keeper,151,217,Barcelona,4,From Throw In,373,Córdoba CF,0.0,,f3e42ee6-1b93-4ab9-9d71-812aaec25e88,24255.0,Juan Carlos Martín Corral,1.0,Goalkeeper,2.3,41.1,,,,,,,,,,,,,42.0,Moving,45.0,Diving,55.0,No Touch,26.0,Goal Conceded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d801e3e-ae25-4c32-8ec0-cf0e6b017253,3625,2,00:43:13.507,88,13,4,Duel,153,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,cf0e7666-ee79-4635-af2d-b2a153668478,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,6.6,61.3,,,True,,,,,,,True,,,,,,,,,,,,,,,,,,,,11.0,Tackle,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f18a8b62-b2e9-490b-b5f6-0055f6919710,3626,2,00:43:13.507,88,13,43,Carry,153,217,Barcelona,1,Regular Play,217,Barcelona,4.981233,,30c3dcca-f1d9-4915-971b-acba73c17160,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,6.6,61.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d801e3e-ae25-4c32-8ec0-cf0e6b017253,8b7dfde5-71d4-448b-9e77-0b409e77501b,3.9,65.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b7dfde5-71d4-448b-9e77-0b409e77501b,3627,2,00:43:15.314,88,15,17,Pressure,153,217,Barcelona,1,Regular Play,373,Córdoba CF,2.3553,,f18a8b62-b2e9-490b-b5f6-0055f6919710,6731.0,Florin Andone,23.0,Center Forward,116.1,14.4,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5cbe65b-f74f-4387-af87-cd704a183e22,3628,2,00:43:16.532,88,16,17,Pressure,153,217,Barcelona,1,Regular Play,373,Córdoba CF,1.2342,,,24136.0,Federico Vico Villegas,17.0,Right Wing,117.3,19.8,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72dc74c7-7a23-40a2-8ea9-ed6b1d3e8197,3629,2,00:43:18.488,88,18,22,Foul Committed,153,217,Barcelona,1,Regular Play,373,Córdoba CF,0.0,,30c3dcca-f1d9-4915-971b-acba73c17160,24136.0,Federico Vico Villegas,17.0,Right Wing,116.2,14.2,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30c3dcca-f1d9-4915-971b-acba73c17160,3630,2,00:43:18.488,88,18,21,Foul Won,153,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,72dc74c7-7a23-40a2-8ea9-ed6b1d3e8197,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,3.9,65.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ed23617-60e5-4328-b4c6-1919e9399066,3631,2,00:43:27.400,88,27,30,Pass,154,217,Barcelona,3,From Free Kick,217,Barcelona,1.772552,,13f439c7-9f0f-42bf-addd-216dc5363f6e,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,2.0,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,15.6,0.39479113,1.0,Ground Pass,16.4,73.6,40.0,Right Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,
13f439c7-9f0f-42bf-addd-216dc5363f6e,3632,2,00:43:29.173,88,29,42,Ball Receipt*,154,217,Barcelona,3,From Free Kick,217,Barcelona,,,0ed23617-60e5-4328-b4c6-1919e9399066,4324.0,Daniel Alves da Silva,2.0,Right Back,16.4,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2fa678e5-1432-4ef1-aeff-9c099a98848d,3633,2,00:43:29.173,88,29,43,Carry,154,217,Barcelona,3,From Free Kick,217,Barcelona,0.578458,,13f439c7-9f0f-42bf-addd-216dc5363f6e,4324.0,Daniel Alves da Silva,2.0,Right Back,16.4,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61d3220a-29d7-4660-b883-e92725bdfe8d,,21.6,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d3220a-29d7-4660-b883-e92725bdfe8d,3634,2,00:43:29.751,88,29,30,Pass,154,217,Barcelona,3,From Free Kick,217,Barcelona,1.152167,,e68cea51-3906-4766-9613-ef2902e037a6,4324.0,Daniel Alves da Silva,2.0,Right Back,21.6,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,14.422205,-0.98279375,1.0,Ground Pass,29.6,61.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,
e68cea51-3906-4766-9613-ef2902e037a6,3635,2,00:43:30.903,88,30,42,Ball Receipt*,154,217,Barcelona,3,From Free Kick,217,Barcelona,,,61d3220a-29d7-4660-b883-e92725bdfe8d,20131.0,Xavier Hernández Creus,15.0,Left Center Midfield,29.6,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50a4dec0-f9f0-49b2-a4a8-e3500abc99db,3636,2,00:43:30.903,88,30,43,Carry,154,217,Barcelona,3,From Free Kick,217,Barcelona,1.487933,,0c0b4342-c948-4de4-8266-b1a115205296,20131.0,Xavier Hernández Creus,15.0,Left Center Midfield,29.6,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e68cea51-3906-4766-9613-ef2902e037a6,,36.4,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c0b4342-c948-4de4-8266-b1a115205296,3637,2,00:43:32.391,88,32,30,Pass,154,217,Barcelona,3,From Free Kick,217,Barcelona,1.367762,,fc341487-7823-4ad5-aebb-c510fc3394f4,20131.0,Xavier Hernández Creus,15.0,Left Center Midfield,36.4,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,12.267437,-2.0818536,1.0,Ground Pass,30.4,42.9,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,
fc341487-7823-4ad5-aebb-c510fc3394f4,3638,2,00:43:33.759,88,33,42,Ball Receipt*,154,217,Barcelona,3,From Free Kick,217,Barcelona,,,0c0b4342-c948-4de4-8266-b1a115205296,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,30.4,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a855ee44-cc82-49fa-8795-38ce901aca7c,3639,2,00:43:33.759,88,33,43,Carry,154,217,Barcelona,3,From Free Kick,217,Barcelona,2.640842,,17699fd0-4b09-4bed-93b4-7e038edc8226,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,30.4,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc341487-7823-4ad5-aebb-c510fc3394f4,,43.4,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17699fd0-4b09-4bed-93b4-7e038edc8226,3640,2,00:43:36.400,88,36,30,Pass,154,217,Barcelona,3,From Free Kick,217,Barcelona,2.695034,,741eac1a-8281-491e-a6d4-358f1f38d2a1,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,43.4,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,35.19787,-0.99382555,1.0,Ground Pass,62.6,4.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,
741eac1a-8281-491e-a6d4-358f1f38d2a1,3641,2,00:43:39.095,88,39,42,Ball Receipt*,154,217,Barcelona,3,From Free Kick,217,Barcelona,,,17699fd0-4b09-4bed-93b4-7e038edc8226,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,62.6,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17d3c1ce-8c35-4427-a633-518bbd852da4,3642,2,00:43:39.095,88,39,43,Carry,154,217,Barcelona,3,From Free Kick,217,Barcelona,3.199962,,741eac1a-8281-491e-a6d4-358f1f38d2a1,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,62.6,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911d7cb0-f909-4597-91fe-87070de46903,,63.4,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911d7cb0-f909-4597-91fe-87070de46903,3643,2,00:43:42.295,88,42,30,Pass,154,217,Barcelona,3,From Free Kick,217,Barcelona,1.505968,,e209374f-01f2-4d46-9b49-f6a7fd23e2f4,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,63.4,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,12.160592,2.2044294,1.0,Ground Pass,56.2,14.2,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,
e209374f-01f2-4d46-9b49-f6a7fd23e2f4,3644,2,00:43:43.801,88,43,42,Ball Receipt*,154,217,Barcelona,3,From Free Kick,217,Barcelona,,,911d7cb0-f909-4597-91fe-87070de46903,5211.0,Jordi Alba Ramos,6.0,Left Back,56.2,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee25d8c5-3346-4e9f-9244-e3757fea6bd5,3645,2,00:43:43.801,88,43,43,Carry,154,217,Barcelona,3,From Free Kick,217,Barcelona,0.948641,,d8b35d77-0f90-4037-9fa7-6ffb62505be1,5211.0,Jordi Alba Ramos,6.0,Left Back,56.2,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e209374f-01f2-4d46-9b49-f6a7fd23e2f4,,57.4,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8b35d77-0f90-4037-9fa7-6ffb62505be1,3646,2,00:43:44.750,88,44,30,Pass,154,217,Barcelona,3,From Free Kick,217,Barcelona,1.010946,,2c20acd9-1c69-4ad8-9dd2-59f0da24aba3,5211.0,Jordi Alba Ramos,6.0,Left Back,57.4,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,15.239751,2.28654,1.0,Ground Pass,47.4,25.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,
2c20acd9-1c69-4ad8-9dd2-59f0da24aba3,3647,2,00:43:45.760,88,45,42,Ball Receipt*,154,217,Barcelona,3,From Free Kick,217,Barcelona,,,d8b35d77-0f90-4037-9fa7-6ffb62505be1,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,47.4,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
