id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,duel,miscontrol,ball_receipt,out,dribble,clearance,counterpress,interception,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,off_camera,foul_won,foul_committed,injury_stoppage,ball_recovery,block,bad_behaviour,substitution,50_50,related_events,location,goalkeeper,bad_behaviour_card_id,bad_behaviour_card_name,player,position,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_cross,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate
93bbb555-77eb-4063-9472-7e130cd2bf9a,1958,2,00:00:01.239,45,1,30,Pass,87,217,Barcelona,9,From Kick Off,217,Barcelona,0.491484,,dcc0a1dc-f921-4dbe-953f-10b90ba90b39,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,61.0,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,5.235456,2.0686188,1.0,Ground Pass,58.5,44.7,40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f79b599-103e-4abf-ae00-84678c12f3c3,1961,2,00:00:01.890,45,1,30,Pass,87,217,Barcelona,9,From Kick Off,217,Barcelona,1.408395,,a18b802a-ceab-4193-8109-7e469d7d0ac9,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,58.2,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,12.748726,-2.8471305,1.0,Ground Pass,46.0,39.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6b047fb-8f36-4949-bcaf-a9c976d179ae,1964,2,00:00:04.073,45,4,30,Pass,87,217,Barcelona,9,From Kick Off,217,Barcelona,0.990511,,4b572a07-7dc9-4ed5-9205-496b89c0316f,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,48.2,39.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,15.906288,-1.2510338,1.0,Ground Pass,53.2,24.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424b669f-5c31-45a9-9900-63e56fc6eed6,1968,2,00:00:06.425,45,6,30,Pass,87,217,Barcelona,9,From Kick Off,217,Barcelona,2.08826,,439eb18d-65ac-4539-8ed8-54d7e5ca7a5e,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,47.1,22.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,34.846233,2.0126245,1.0,Ground Pass,32.2,54.2,40.0,Right Foot,,,8cee772d-59da-4db7-9fc3-f1c23f71f06b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61d5c91a-0cd8-465f-9d20-887d67e063b4,1971,2,00:00:12.528,45,12,30,Pass,87,217,Barcelona,9,From Kick Off,217,Barcelona,1.178544,,9d66423f-5f15-48db-b9ca-30157c375d5c,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,40.2,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,31.61914,-1.5360003,1.0,Ground Pass,41.3,20.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04e339eb-0908-4f40-8e2b-acde463c9b7c,1974,2,00:00:15.271,45,15,30,Pass,87,217,Barcelona,9,From Kick Off,217,Barcelona,1.135614,,0fc705df-5d3f-4e19-acd9-ecd5cc1c4db0,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,44.7,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,20.58276,-1.0745516,1.0,Ground Pass,54.5,2.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d2a9b90-6ad3-4229-9ec1-16034cdb5ca7,1977,2,00:00:17.450,45,17,30,Pass,87,217,Barcelona,9,From Kick Off,217,Barcelona,0.780996,,83b7096c-5aef-4788-bce9-1ce4b70486a1,5211.0,Jordi Alba Ramos,6.0,Left Back,54.3,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,8.714356,-0.057408113,1.0,Ground Pass,63.0,4.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9658fdab-25f4-42de-94c9-d5f3ee1d7fa2,1980,2,00:00:18.271,45,18,30,Pass,87,217,Barcelona,9,From Kick Off,217,Barcelona,0.61497,,3cbeb8d9-f2ad-43be-ac24-82411aa40b67,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,62.0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,10.822661,2.5202692,1.0,Ground Pass,53.2,9.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f71979c-cdf0-46f0-aafe-93fe05f1a960,1983,2,00:00:20.792,45,20,30,Pass,87,217,Barcelona,9,From Kick Off,217,Barcelona,1.000108,,bc1d938c-0cd5-4a93-a73c-591dff9631e3,5211.0,Jordi Alba Ramos,6.0,Left Back,53.2,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,12.842507,2.4388785,1.0,Ground Pass,43.4,17.9,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c039a328-d42b-4598-85d0-f78a3e5d3f7f,1986,2,00:00:27.359,45,27,30,Pass,87,217,Barcelona,9,From Kick Off,217,Barcelona,1.70844,,2a156720-29a3-4eba-8605-a86dfda48ef4,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,50.8,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,30.313694,1.9280226,2.0,Low Pass,40.2,56.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d8f3240-1de9-420e-a80a-9b0641625b7f,1989,2,00:00:32.600,45,32,30,Pass,87,217,Barcelona,9,From Kick Off,217,Barcelona,1.95052,,c88e5599-bb98-4d69-a295-27859ac077d9,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,40.5,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,30.050125,-1.6707962,1.0,Ground Pass,37.5,22.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132955af-da36-45aa-b77a-5dc0adc3739b,1992,2,00:00:36.144,45,36,30,Pass,87,217,Barcelona,9,From Kick Off,217,Barcelona,1.312995,,233899d8-f982-4076-89a0-70874c022d01,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,32.8,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,24.496939,0.56422454,1.0,Ground Pass,53.5,36.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd82009e-5252-4fdc-9c0e-09566c0a6bc8,1995,2,00:00:38.371,45,38,30,Pass,87,217,Barcelona,9,From Kick Off,217,Barcelona,0.852751,,01a484a2-66bc-44be-a978-079a21ad0d7b,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,58.5,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,12.822247,-2.2954957,1.0,Ground Pass,50.0,22.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
