id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,dribble,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,interception,counterpress,duel,clearance,shot,off_camera,foul_committed,foul_won,miscontrol,out,ball_recovery,substitution,block,injury_stoppage,goalkeeper,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,related_events_1,carry_end_location_0,carry_end_location_1,pass_switch,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,dribble_outcome_id,dribble_outcome_name,foul_committed_advantage,foul_won_advantage,pass_cross,pass_cut_back,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate
5190cfb6-4e66-4a98-a131-8c6b8dc12266,3562,2,00:35:37.235,80,37,30,Pass,191,217,Barcelona,3,From Free Kick,217,Barcelona,2.02484,,3ad6c191-a2bb-41ca-bad9-93bb3b19638b,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,76.6,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,27.195587,-1.2490457,1.0,Ground Pass,85.2,32.1,40.0,Right Foot,,,f676cace-236c-4fda-a556-eca8244f18f0,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213fd60e-d70c-4dc7-96ee-c3715d91b4b1,3565,2,00:35:42.344,80,42,30,Pass,191,217,Barcelona,3,From Free Kick,217,Barcelona,2.2287,,cf20b02d-0620-4b22-9310-5dd98e92ea74,5213,Gerard Piqué Bernabéu,3,Right Center Back,46.1,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.752865,0.14024961,3.0,High Pass,71.6,62.8,37.0,Head,66.0,Recovery,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04ba0861-63f2-4c73-b738-323be8538203,3596,2,00:36:06.372,81,6,30,Pass,193,217,Barcelona,6,From Counter,217,Barcelona,1.776057,,58005289-2334-43d2-b2ac-0d7b0c423700,4320,Neymar da Silva Santos Junior,17,Right Wing,55.8,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,9.508417,-0.042080406,2.0,Low Pass,65.3,47.0,40.0,Right Foot,66.0,Recovery,f1b87add-1feb-4877-a34a-13a4e0f83fdc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8d02e83-4971-40a0-8bca-3f80858a5f34,3600,2,00:36:12.492,81,12,30,Pass,193,217,Barcelona,6,From Counter,217,Barcelona,1.620386,,4f5df4d2-e4eb-493d-8aad-31e9e8d4e957,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,95.7,34.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,15.31829,-0.5191461,1.0,Ground Pass,109.0,26.6,38.0,Left Foot,,,df2369e2-d519-47af-9473-61af50f7f6c8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9579c290-3010-4334-a5bb-76ea7b9d7e2a,3603,2,00:36:14.193,81,14,30,Pass,193,217,Barcelona,6,From Counter,217,Barcelona,0.9977,,b0c596b6-060e-4bb6-9e4a-082f43b7fdbc,4320,Neymar da Silva Santos Junior,17,Right Wing,109.0,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.288807,1.0507822,2.0,Low Pass,116.1,39.0,38.0,Left Foot,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9687f252-f315-48ec-9bf0-c6278e5f94d0,3642,2,00:37:20.465,82,20,30,Pass,196,217,Barcelona,4,From Throw In,217,Barcelona,1.597584,,a2167823-4c59-4e89-9436-3331ff3eda3c,6593,Martín Montoya Torralbo,2,Right Back,45.9,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3508.0,Sandro Ramírez Castillo,17.827227,-0.37321484,3.0,High Pass,62.5,73.5,,,67.0,Throw-in,a2e7144c-b06b-4673-aec2-ff943dadf073,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9822d039-4d77-4656-a626-0835642f17fe,3672,2,00:37:51.692,82,51,30,Pass,199,217,Barcelona,1,Regular Play,217,Barcelona,2.379303,,df473a81-8bb7-4082-9012-fb4da37d6548,5213,Gerard Piqué Bernabéu,3,Right Center Back,36.5,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,32.75668,-0.8588588,3.0,High Pass,57.9,16.7,37.0,Head,66.0,Recovery,f1417a11-b584-4cad-b594-0c3ec39c45f5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b830260-152e-4f8d-b9ff-3458b051b9f2,3678,2,00:38:05.454,83,5,30,Pass,199,217,Barcelona,1,Regular Play,217,Barcelona,2.564826,,3b3516c8-69ef-460c-853d-58103957cc98,4320,Neymar da Silva Santos Junior,17,Right Wing,86.1,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6593.0,Martín Montoya Torralbo,27.602354,1.827198,1.0,Ground Pass,79.1,63.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af9b21a2-20b5-44ec-9c27-9da79e74163b,3681,2,00:38:08.090,83,8,30,Pass,199,217,Barcelona,1,Regular Play,217,Barcelona,0.930684,,ed8d1b20-822a-48da-82cb-5a13c1ad9e3f,6593,Martín Montoya Torralbo,2,Right Back,82.7,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,7.2732387,-1.2490457,1.0,Ground Pass,85.0,64.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19df8797-200d-4d49-802c-86ba78f7de5b,3684,2,00:38:11.780,83,11,30,Pass,199,217,Barcelona,1,Regular Play,217,Barcelona,1.111336,,dbeb3a11-427b-4455-88d7-cd4330f4b3db,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,84.6,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,7.605919,-2.0638473,1.0,Ground Pass,81.0,58.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c177a2fc-8faa-417f-a9f4-5a4925757067,3687,2,00:38:12.972,83,12,30,Pass,199,217,Barcelona,1,Regular Play,217,Barcelona,1.429064,,833d9e3b-a664-4190-8bf7-08aa540cc07c,5470,Ivan Rakitić,13,Right Center Midfield,81.0,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6593.0,Martín Montoya Torralbo,14.403125,0.94812554,1.0,Ground Pass,89.4,70.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98f6132b-d098-468f-b837-47a40c5033c2,3690,2,00:38:15.704,83,15,30,Pass,199,217,Barcelona,1,Regular Play,217,Barcelona,2.09958,,d04c220a-b244-4945-b0c0-540cb4820f54,6593,Martín Montoya Torralbo,2,Right Back,89.4,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,18.768324,-3.0562391,1.0,Ground Pass,70.7,68.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c5d09ba-3093-453b-9dc4-0bb87d35165b,3693,2,00:38:19.613,83,19,30,Pass,199,217,Barcelona,1,Regular Play,217,Barcelona,1.03398,,31887986-063c-4e22-80bd-6e2053556f38,5470,Ivan Rakitić,13,Right Center Midfield,69.2,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,21.87647,-2.6513665,1.0,Ground Pass,49.9,57.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa32962e-5406-4201-9885-c9645775c58e,3696,2,00:38:23.195,83,23,30,Pass,199,217,Barcelona,1,Regular Play,217,Barcelona,1.501796,,bdd9b556-aacd-4b1c-a6e4-acd42d35a79f,5213,Gerard Piqué Bernabéu,3,Right Center Back,49.7,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,19.608418,0.8322952,1.0,Ground Pass,62.9,73.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e86de1d-b3e1-46ad-8c94-af4723aef483,3699,2,00:38:26.076,83,26,30,Pass,199,217,Barcelona,1,Regular Play,217,Barcelona,1.135682,,7f5342d8-5a3e-4778-8928-f2782d2f2625,5470,Ivan Rakitić,13,Right Center Midfield,62.1,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,17.123375,-1.9350351,1.0,Ground Pass,56.0,56.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2e2ce316-82d3-45de-b55f-036229dcb5da,3703,2,00:38:29.187,83,29,30,Pass,199,217,Barcelona,1,Regular Play,217,Barcelona,1.478218,,e622c8a6-e67b-43cf-aa04-40b2936dc971,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,57.7,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,14.505516,1.5432171,1.0,Ground Pass,58.1,71.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9218c2cc-e642-4071-a76e-6c50b3b704e9,3706,2,00:38:33.270,83,33,30,Pass,199,217,Barcelona,1,Regular Play,217,Barcelona,1.278814,,cf19865f-becb-439b-a0d9-6ea1a2ad6807,5470,Ivan Rakitić,13,Right Center Midfield,55.8,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,13.90863,-1.1007179,1.0,Ground Pass,62.1,56.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9d82dc22-695b-4b8b-bb2d-041c4d2fc2a0,3709,2,00:38:34.589,83,34,30,Pass,199,217,Barcelona,1,Regular Play,217,Barcelona,1.116356,,b1153309-1104-4be8-b95d-5f110105b285,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,62.1,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,13.810503,0.8417487,3.0,High Pass,71.3,66.3,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e721a093-2b91-4bf4-936c-d19159cfe687,3715,2,00:38:36.284,83,36,30,Pass,199,217,Barcelona,1,Regular Play,217,Barcelona,0.76721,,0758c531-c0e8-48e0-be76-50cf360f528d,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,70.9,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,4.8,3.1415927,1.0,Ground Pass,66.1,67.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d5a7995-b05c-4bb4-a6ec-946673e56d0d,3721,2,00:38:43.687,83,43,30,Pass,199,217,Barcelona,1,Regular Play,217,Barcelona,1.3882,,002cef2d-bd43-49de-a985-8a483cee4092,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,116.1,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,23.663685,-2.0117636,1.0,Ground Pass,106.0,36.1,38.0,Left Foot,,,,,,,,,,,,,,,,,,,True,True,6304d9a0-5d86-4130-b533-7879cd055a28,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
