id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,off_camera,duel,interception,dribble,foul_committed,foul_won,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,out,clearance,ball_recovery,block,substitution,miscontrol,related_events_1,related_events_2,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_aerial_won,pass_type_id,pass_type_name,goalkeeper,carry_end_location_0,carry_end_location_1,pass_body_part_id,pass_body_part_name,related_events,pass_outcome_id,pass_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,ball_recovery_recovery_failure,foul_won_defensive,dribble_outcome_id,dribble_outcome_name,pass_switch,pass_cross,clearance_head,related_events_3,related_events_4,clearance_left_foot,foul_committed_card_id,foul_committed_card_name,pass_straight,pass_technique_id,pass_technique_name,pass_deflected,pass_through_ball,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_inswinging,player,position,location,pass_goal_assist,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate
61eaab4c-36f9-49ee-a196-799db397917d,1105,1,00:21:56.155,21,56,30,Pass,49,217,Barcelona,1,Regular Play,217,Barcelona,1.2235,,073e0fa2-9dff-4182-bb4c-0728c5c836e2,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,38.5,36.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,1e958efc-8d56-4fc7-a9de-559bb467400d,27749c81-fa82-4af1-b385-865cd4633281,5203.0,Sergio Busquets i Burgos,10.653169,-0.16977827,2.0,Low Pass,49.0,34.4,True,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b836c4cf-af10-4197-8774-3273b220d1b7,1108,1,00:21:57.419,21,57,30,Pass,49,217,Barcelona,1,Regular Play,217,Barcelona,1.695578,,36ee2fa3-e896-4a93-b4bd-6f2031b65a2b,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,49.0,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,21.44015,1.4209839,3.0,High Pass,52.2,55.6,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e23395b-23bb-4fe6-91a6-99581278786e,1111,1,00:22:01.908,22,1,30,Pass,49,217,Barcelona,1,Regular Play,217,Barcelona,1.283264,,73f729f7-38f3-468a-b785-140e5bf4e5ac,20131.0,Xavier Hernández Creus,13.0,Right Center Midfield,65.0,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,16.51696,1.319944,1.0,Ground Pass,69.1,76.5,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660afd33-df6a-4e82-ae7d-c1d7894cf691,1114,1,00:22:04.587,22,4,30,Pass,49,217,Barcelona,1,Regular Play,217,Barcelona,1.72372,,005f3cdd-01e1-4c67-a11f-c6af616ea1f6,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,67.1,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,13.612494,-2.4289823,1.0,Ground Pass,56.8,66.4,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dda8156c-a1ee-4a05-a11a-34c9e42cbe60,1117,1,00:22:09.854,22,9,30,Pass,49,217,Barcelona,1,Regular Play,217,Barcelona,1.409793,,617c16c8-31cf-4489-9024-327667166374,4324.0,Daniel Alves da Silva,2.0,Right Back,62.8,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,17.121332,-2.3892403,1.0,Ground Pass,50.3,53.8,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053e4b5-af1c-4e66-9093-6ecd29c1f03e,1120,1,00:22:14.195,22,14,30,Pass,49,217,Barcelona,1,Regular Play,217,Barcelona,1.409193,,b52e9e68-dd12-4832-ba5e-f0b1bd81c9d4,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,53.2,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,13.301504,1.1609688,1.0,Ground Pass,58.5,64.1,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d88f107-edd7-480b-9906-065a2a7e7382,1124,1,00:22:16.188,22,16,30,Pass,49,217,Barcelona,1,Regular Play,217,Barcelona,1.701258,,7c2db784-60eb-4404-b19f-9607aff84853,4324.0,Daniel Alves da Silva,2.0,Right Back,58.2,64.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,a1bf777a-2f18-465f-b1bc-2fd68a666db5,,20131.0,Xavier Hernández Creus,16.877203,0.70991164,1.0,Ground Pass,71.0,75.7,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06efad45-892b-464d-8111-a8615458ac25,1128,1,00:22:20.643,22,20,30,Pass,49,217,Barcelona,1,Regular Play,217,Barcelona,1.476517,,121a6f95-4f22-4b7a-81a4-3a1f9e088c3b,20131.0,Xavier Hernández Creus,13.0,Right Center Midfield,77.6,74.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,a73ed3ed-ffeb-4628-bac0-b9c54cfbcf51,,4324.0,Daniel Alves da Silva,9.888377,-2.6462815,1.0,Ground Pass,68.9,69.6,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81a7082e-a395-44af-92fc-749bad66942e,1131,1,00:22:23.013,22,23,30,Pass,49,217,Barcelona,1,Regular Play,217,Barcelona,0.876941,,a04b0a8b-c7b1-4ca2-946f-c2149cb04a4c,4324.0,Daniel Alves da Silva,2.0,Right Back,68.3,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,14.375326,-0.73126394,1.0,Ground Pass,79.0,60.9,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90e6a85f-b313-42f9-bad1-dd35c44d4f9e,1135,1,00:22:25.085,22,25,30,Pass,49,217,Barcelona,1,Regular Play,217,Barcelona,1.7471,,15bb4cc5-46c0-4c05-811a-6d63aba9e92a,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,80.1,53.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,bd7c8e94-af1b-4305-b279-57b5fc8d2a91,,5470.0,Ivan Rakitić,15.301307,-1.9525163,1.0,Ground Pass,74.4,39.6,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
