id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,under_pressure,counterpress,clearance,out,foul_committed,interception,foul_won,dribble,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,shot,goalkeeper,miscontrol,block,ball_recovery,substitution,bad_behaviour,related_events_1,carry_end_location_0,carry_end_location_1,duel,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_type_id,pass_type_name,interception_outcome_id,interception_outcome_name,related_events,ball_recovery_recovery_failure,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,dribble_outcome_id,dribble_outcome_name,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_one_on_one,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_technique_id,pass_technique_name,pass_outswinging,clearance_head,pass_switch,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,clearance_left_foot,clearance_aerial_won,pass_goal_assist,shot_first_time
96c05738-92f2-4743-9bd7-6de80a5b0388,635,1,00:15:48.627,15,48,30,Pass,39,217,Barcelona,1,Regular Play,217,Barcelona,1.0126,,691a35c1-7451-4be0-af45-9386d44049d4,,5211,Jordi Alba Ramos,6,Left Back,22.3,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,9.334881,0.8005485,1.0,Ground Pass,28.8,27.2,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b701e5fc-220c-473a-b1c9-c49dd8e36da5,638,1,00:15:49.916,15,49,30,Pass,39,217,Barcelona,1,Regular Play,217,Barcelona,1.1612,,bdc291ca-08bd-4cac-89e3-b8b597579d4d,,20131,Xavier Hernández Creus,13,Right Center Midfield,28.8,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,10609.0,Jérémy Mathieu,14.112761,-3.099065,1.0,Ground Pass,14.7,26.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7fa3bf2d-eed1-4b48-9cef-a160a75d99a4,641,1,00:15:53.509,15,53,30,Pass,39,217,Barcelona,1,Regular Play,217,Barcelona,2.272,,53306162-0825-44f3-bb84-a2050ded88fc,,10609,Jérémy Mathieu,5,Left Center Back,14.5,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,30.905825,1.5513813,1.0,Ground Pass,15.1,65.0,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53decd99-0333-44b4-badd-f5fe80895187,645,1,00:15:57.277,15,57,30,Pass,39,217,Barcelona,1,Regular Play,217,Barcelona,2.1602,,8f525f6e-fd28-43b8-98e0-d673667fc1df,,4324,Daniel Alves da Silva,2,Right Back,18.3,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,15.82182,-2.513261,1.0,Ground Pass,5.5,64.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e9649ef-43d2-4bf8-aae7-dd735423430d,648,1,00:16:09.180,16,9,30,Pass,39,217,Barcelona,1,Regular Play,217,Barcelona,1.972,,102da2b5-9381-4fbd-9615-9f6372364b0b,,5213,Gerard Piqué Bernabéu,3,Right Center Back,15.1,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,10609.0,Jérémy Mathieu,32.070236,-1.673878,1.0,Ground Pass,11.8,14.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efc3dd6e-a2c3-4742-8fb5-a75939741c6a,651,1,00:16:12.767,16,12,30,Pass,39,217,Barcelona,1,Regular Play,217,Barcelona,1.8576,,16ea1e9c-6f18-4c9d-b697-957bfdcccc7a,,10609,Jérémy Mathieu,5,Left Center Back,12.0,9.8,,,,,,,,,,,,,,,,,,,,,,,6824fdb2-43aa-4a85-938a-ca5391c244f9,,,,4320.0,Neymar da Silva Santos Junior,43.583714,0.06198944,3.0,High Pass,55.5,12.5,38.0,Left Foot,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78fc06ed-fa42-414a-b42b-448fbb9e6f7d,658,1,00:16:19.429,16,19,30,Pass,39,217,Barcelona,1,Regular Play,217,Barcelona,0.3575,,4e3362e3-c058-4b4b-b780-3d8cb62d0871,,10609,Jérémy Mathieu,5,Left Center Back,24.6,25.5,,,,,True,,,,,,,,,,,,,,,,,,8610a582-35da-405d-bf4a-20fd0375b00b,,,,5203.0,Sergio Busquets i Burgos,5.8249464,-0.60228735,1.0,Ground Pass,29.4,22.2,38.0,Left Foot,,,,,,64.0,Interception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fea9b969-b498-46ff-9ae2-d52a9b5ec3e0,660,1,00:16:19.786,16,19,30,Pass,39,217,Barcelona,1,Regular Play,217,Barcelona,1.6878,,1847c242-10e3-41f7-9928-f9f36f6420b4,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,29.4,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,15.388308,-2.6546934,2.0,Low Pass,15.8,15.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b80dded-711d-4613-9fcb-5ef0eae93ca3,663,1,00:16:21.514,16,21,30,Pass,39,217,Barcelona,1,Regular Play,217,Barcelona,2.4253,,b90fbd6d-5331-496c-8808-3ec0f01b80a9,,5211,Jordi Alba Ramos,6,Left Back,16.6,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4691.0,Claudio Andrés Bravo Muñoz,24.845522,1.9894294,1.0,Ground Pass,6.5,37.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814398e4-95b6-4809-9e16-d23f25e1d625,666,1,00:16:23.979,16,23,30,Pass,39,217,Barcelona,1,Regular Play,217,Barcelona,2.899,,73505073-7a8f-433a-b02d-92f0deec22ac,,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,6.7,37.1,,,,,,,,,,,,,,,,,,,,,,,7bd80fbd-5895-4b5e-a611-ba6be4b7ca5e,,,,5246.0,Luis Alberto Suárez Díaz,56.841007,-0.18221384,3.0,High Pass,62.6,26.8,40.0,Right Foot,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
