id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,duel,miscontrol,ball_receipt,out,dribble,clearance,counterpress,interception,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,off_camera,foul_won,foul_committed,injury_stoppage,ball_recovery,block,bad_behaviour,substitution,50_50,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,goalkeeper,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,related_events_1,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,pass_through_ball,pass_technique_id,pass_technique_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,related_events,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,related_events_2,clearance_right_foot,dribble_outcome_id,dribble_outcome_name,interception_outcome_id,interception_outcome_name,pass_switch,pass_cross,related_events_3,foul_committed_advantage,foul_won_advantage,ball_recovery_recovery_failure,miscontrol_aerial_won,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,foul_won_defensive,shot_open_goal,shot_first_time
ebe24cf8-4ce8-4f6f-a654-0d1f6a5f37c9,2733,2,00:21:13.287,66,13,30,Pass,122,217,Barcelona,1,Regular Play,217,Barcelona,2.235688,,b5768feb-7def-4ea8-966e-3280e8e59834,10609,Jérémy Mathieu,5,Left Center Back,15.7,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4691.0,Claudio Andrés Bravo Muñoz,28.804514,1.9364747,1.0,Ground Pass,5.4,36.7,40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719d1ec3-1a53-470a-b21c-9a23dfc04c2b,2736,2,00:21:19.212,66,19,30,Pass,122,217,Barcelona,1,Regular Play,217,Barcelona,1.853182,,09d2bab3-7c0f-431b-9734-e226235647bf,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,7.3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,11.920151,1.0433258,1.0,Ground Pass,13.3,48.3,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac80558b-c7a1-420b-91ba-b4879754be65,2739,2,00:21:23.504,66,23,30,Pass,122,217,Barcelona,1,Regular Play,217,Barcelona,1.5381,,438d0290-e98a-4651-9f4f-7e3db7cbb97b,5213,Gerard Piqué Bernabéu,3,Right Center Back,13.6,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4691.0,Claudio Andrés Bravo Muñoz,13.720058,-2.106216,1.0,Ground Pass,6.6,40.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16da00fd-3c1c-4fdd-8a80-9db10aae166a,2742,2,00:21:31.045,66,31,30,Pass,122,217,Barcelona,1,Regular Play,217,Barcelona,1.956714,,4d107a05-dabd-4a74-85d4-a7ba64854d8a,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,13.9,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,22.770596,0.30786255,1.0,Ground Pass,35.6,49.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46132541-5fb3-429a-b449-83216e07ae3f,2745,2,00:21:35.426,66,35,30,Pass,122,217,Barcelona,1,Regular Play,217,Barcelona,1.126175,,ab9e84ab-64bb-43e5-949d-bd162fdbba84,20131,Xavier Hernández Creus,15,Left Center Midfield,44.4,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,14.864723,-0.4154921,1.0,Ground Pass,58.0,41.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe9b20f6-fabc-421c-a409-b95936054a27,2748,2,00:21:36.853,66,36,30,Pass,122,217,Barcelona,1,Regular Play,217,Barcelona,0.873899,,42e71cdc-9c8b-4b40-89ca-86476d8bad49,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,58.0,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,8.820431,2.146221,1.0,Ground Pass,53.2,48.5,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154fa9b9-181e-4471-a73f-541b01a5961f,2751,2,00:21:39.042,66,39,30,Pass,122,217,Barcelona,1,Regular Play,217,Barcelona,0.913004,,d746c921-cff0-4076-8b08-5e869f8fcb83,20131,Xavier Hernández Creus,15,Left Center Midfield,49.2,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,6.742403,0.9539951,1.0,Ground Pass,53.1,54.0,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7728a961-f8db-4bf3-9cab-269e684c6d2f,2754,2,00:21:39.988,66,39,30,Pass,122,217,Barcelona,1,Regular Play,217,Barcelona,0.882497,,b698e67d-0dad-4ffa-9e98-654a5f1127b7,5470,Ivan Rakitić,13,Right Center Midfield,53.1,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,10.18332,-2.3700824,2.0,Low Pass,45.8,46.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87cb811a-5e2e-4cdd-ba4d-0d1ac5c95bb2,2757,2,00:21:42.652,66,42,30,Pass,122,217,Barcelona,1,Regular Play,217,Barcelona,1.677575,,e0a573d6-8ad8-459d-80c4-cdd271c9d597,20131,Xavier Hernández Creus,15,Left Center Midfield,45.8,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,15.638734,-0.070396304,1.0,Ground Pass,61.4,43.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0f04f733-ef56-4229-b798-1e91032a544d,2760,2,00:21:45.829,66,45,30,Pass,122,217,Barcelona,1,Regular Play,217,Barcelona,0.628522,,25598c8a-cc22-4474-a20e-06152eb598f7,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,71.1,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,14.494137,0.48833394,3.0,High Pass,83.9,46.2,38.0,Left Foot,,,830f8012-cdac-4582-8853-2c8c1b9cd0bb,,,9.0,Incomplete,True,108.0,Through Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62063076-5c15-44bb-976a-568bad5c90a2,2803,2,00:22:12.497,67,12,30,Pass,124,217,Barcelona,1,Regular Play,217,Barcelona,0.931866,,47f83f8f-1507-4cca-b4f2-3fe985f0085b,5470,Ivan Rakitić,13,Right Center Midfield,13.6,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,14.035668,0.7148086,1.0,Ground Pass,24.2,60.0,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5ee4c30-c774-4f18-9d04-790df2170c52,2806,2,00:22:13.509,67,13,30,Pass,124,217,Barcelona,1,Regular Play,217,Barcelona,1.217119,,dd4f4ef5-8e5f-419c-8b70-c69e4ded2d2c,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,24.2,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,8.159657,-2.8043394,1.0,Ground Pass,16.5,57.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57fcfb2a-95ea-4bda-950c-f10f6eeabffa,2809,2,00:22:16.112,67,16,30,Pass,124,217,Barcelona,1,Regular Play,217,Barcelona,1.801243,,9a37c6d6-60f9-4d85-9b6b-fe176acfda0b,4324,Daniel Alves da Silva,2,Right Back,16.5,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,33.324165,0.4837791,1.0,Ground Pass,46.0,72.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
