id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,out,under_pressure,counterpress,shot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,off_camera,dribble,clearance,duel,50_50,interception,foul_committed,foul_won,block,substitution,ball_recovery,injury_stoppage,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,goalkeeper,related_events_2,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,related_events_3,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,related_events,ball_recovery_recovery_failure,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_card_id,foul_committed_card_name,pass_deflected,pass_switch,pass_cross,pass_assisted_shot_id,pass_shot_assist,pass_through_ball,pass_technique_id,pass_technique_name,shot_one_on_one,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,goalkeeper_body_part_id,goalkeeper_body_part_name,foul_won_defensive,block_deflection,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate
1efa4f36-bbaa-4ee6-8a56-4f75cf01dd76,2158,2,00:02:44.095,47,44,30,Pass,96,217,Barcelona,1,Regular Play,217,Barcelona,0.9822,,7e279ea7-0b4a-414d-85e3-fcf793c63b86,4324,Daniel Alves da Silva,2,Right Back,27.0,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d2770c5-a51b-4260-8c73-6489b2da6eb3,5470.0,Ivan Rakitić,10.872442,-0.5956555,3.0,High Pass,36.0,69.3,64.0,Interception,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abde2698-f318-48e5-b9a9-c7628290829b,2160,2,00:02:45.117,47,45,30,Pass,96,217,Barcelona,1,Regular Play,217,Barcelona,1.291439,,3b70c664-ddee-41b5-b430-7b392281339d,5470,Ivan Rakitić,13,Right Center Midfield,36.0,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7068.0,Marc Bartra Aregall,22.42008,-2.4954154,2.0,Low Pass,18.1,55.8,,,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9295f0eb-83ab-4a0c-ae09-8f84f4286ccd,2164,2,00:02:47.608,47,47,30,Pass,96,217,Barcelona,1,Regular Play,217,Barcelona,2.0955,,19cf333b-0713-4c64-860a-4dddbf03a74d,7068,Marc Bartra Aregall,3,Right Center Back,19.8,57.3,,,,,True,,,,,,,,,,,,,,,,,,,,,,,24f611f6-f284-45d7-8838-86b1693552e8,5503.0,Lionel Andrés Messi Cuccittini,31.55725,0.06024447,3.0,High Pass,51.3,59.2,,,40.0,Right Foot,,31c9fab0-2396-4305-afeb-33b7b3ff6b76,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33a7a1b6-21c0-475e-82c6-4fd4f40876a4,2175,2,00:02:57.460,47,57,30,Pass,96,217,Barcelona,1,Regular Play,217,Barcelona,1.34668,,412eeebe-ae35-465e-8930-3a3688018b86,4324,Daniel Alves da Silva,2,Right Back,34.1,70.8,,,,,True,,,,,,,,,,,,,,,,,,,,,,,a72c35e2-ce34-41f0-ae88-e2ffcedc7215,7068.0,Marc Bartra Aregall,20.322647,-2.5986414,1.0,Ground Pass,16.7,60.3,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332fba54-c258-47d1-9806-c18550d66d82,2178,2,00:02:59.886,47,59,30,Pass,96,217,Barcelona,1,Regular Play,217,Barcelona,1.823695,,dcbd61e2-5d8e-4eeb-a598-0d0a97f65b8d,7068,Marc Bartra Aregall,3,Right Center Back,16.7,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10609.0,Jérémy Mathieu,33.20738,-1.5918776,1.0,Ground Pass,16.0,27.1,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53082de8-9f4f-442b-a336-0b23954d6e23,2181,2,00:03:03.149,48,3,30,Pass,96,217,Barcelona,1,Regular Play,217,Barcelona,1.776631,,81911917-d3a5-45bd-b7af-1e1bf486e49f,10609,Jérémy Mathieu,5,Left Center Back,26.5,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,28.640007,-0.64419943,1.0,Ground Pass,49.4,6.7,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a749ba92-63fe-47ae-b051-3c7d11d2d068,2184,2,00:03:06.052,48,6,30,Pass,96,217,Barcelona,1,Regular Play,217,Barcelona,1.490769,,e9746ad6-2d74-43e9-aba2-29a4ef818832,5211,Jordi Alba Ramos,6,Left Back,50.9,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,11.279184,1.8308276,1.0,Ground Pass,48.0,22.6,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54755cc6-5991-4fbe-b294-bb6d39454264,2187,2,00:03:08.742,48,8,30,Pass,96,217,Barcelona,1,Regular Play,217,Barcelona,1.058614,,9f864a03-63b2-440b-a048-d708301c6cfb,5216,Andrés Iniesta Luján,15,Left Center Midfield,48.0,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,13.640015,1.1071488,1.0,Ground Pass,54.1,34.8,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73f49c14-4cbf-48cc-94fb-7fd88798848a,2190,2,00:03:09.841,48,9,30,Pass,96,217,Barcelona,1,Regular Play,217,Barcelona,0.598124,,be4a523e-5806-4f51-8d68-3f50f4838a96,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,54.1,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,6.8505473,-2.55359,1.0,Ground Pass,48.4,31.0,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d824082-366e-4793-bdf1-f948e19df185,2193,2,00:03:13.178,48,13,30,Pass,96,217,Barcelona,1,Regular Play,217,Barcelona,0.980593,,2063e985-7df2-4e6c-8eaa-64b424121881,5216,Andrés Iniesta Luján,15,Left Center Midfield,51.5,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,13.593013,1.1861916,1.0,Ground Pass,56.6,48.5,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
