id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,related_events,player,position,location,pass,carry,ball_receipt,out,under_pressure,clearance,duel,counterpress,shot,goalkeeper,dribble,foul_committed,foul_won,off_camera,interception,block,ball_recovery,substitution,50_50,miscontrol,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,related_events_1,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,pass_body_part_id,pass_body_part_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events_2,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,related_events_3,pass_switch,dribble_nutmeg,clearance_head,pass_inswinging,pass_technique_id,pass_technique_name,foul_committed_advantage,foul_won_advantage,clearance_left_foot,clearance_aerial_won,interception_outcome_id,interception_outcome_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_technique_id,shot_technique_name,shot_outcome_id,shot_outcome_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate
45b7a092-0145-4cf8-910e-db27af1776ae,24,1,00:00:44.704,0,44,30,Pass,4,217,Barcelona,4,From Throw In,217,Barcelona,1.0179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02e52497-80ef-42ea-9c81-050471ece188,4324.0,Daniel Alves da Silva,2.0,Right Back,74.1,80.0,5246.0,Luis Alberto Suárez Díaz,14.360014,-0.6421084,2.0,Low Pass,85.6,71.4,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29207cc5-cc29-4bc9-bf49-03bb6ed93dfa,27,1,00:00:46.409,0,46,30,Pass,4,217,Barcelona,4,From Throw In,217,Barcelona,0.9424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401a1ce-8532-4773-bbd3-c79325a85756,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,85.2,71.2,5503.0,Lionel Andrés Messi Cuccittini,5.9464273,2.3086114,3.0,High Pass,81.2,75.6,,,38f6e78c-d714-492f-ba50-05b9370ef4d8,,,9.0,Incomplete,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06f09483-4690-4529-a1b5-c6668764ab9f,87,1,00:01:48.878,1,48,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,0.9156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,5ae9f01b-7b76-4583-b942-781d47d7a7ac,20131.0,Xavier Hernández Creus,15.0,Left Center Midfield,34.4,22.4,5211.0,Jordi Alba Ramos,7.2945185,-2.1511946,1.0,Ground Pass,30.4,16.3,66.0,Recovery,db12fa7a-c65c-4466-bd18-0a76b13aa197,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8e052402-cdff-45d5-bc1b-72ab9efe50f0,90,1,00:01:50.856,1,50,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,1.0084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ddebea0-fa18-4a4a-92e1-e8175e45eabf,5211.0,Jordi Alba Ramos,6.0,Left Back,30.2,13.2,5506.0,Javier Alejandro Mascherano,15.776248,2.3248146,1.0,Ground Pass,19.4,24.7,,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dcb7e6cb-2345-4b2b-80ed-c35147de3c33,93,1,00:01:56.511,1,56,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,1.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2463895b-abde-462a-8507-f0d72d855309,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,34.2,32.3,5213.0,Gerard Piqué Bernabéu,23.439497,1.3558294,1.0,Ground Pass,39.2,55.2,,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae759ced-122b-44b0-879b-3d26f024290c,96,1,00:02:01.012,2,1,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,0.9355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752e75be-5f4b-413b-901a-33898e7ba557,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,44.9,59.0,5503.0,Lionel Andrés Messi Cuccittini,17.503428,0.10876448,1.0,Ground Pass,62.3,60.9,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926e6475-4bcd-498e-a669-9fd42dce1f65,99,1,00:02:02.693,2,2,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,0.6385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d407aeb-0c64-4d2d-bea8-5cbf84511b8f,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,62.3,60.9,5470.0,Ivan Rakitić,9.390421,-1.4319113,1.0,Ground Pass,63.6,51.6,,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bc46bcd-5350-4148-a7b7-0c9586b7fd9d,102,1,00:02:03.371,2,3,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,0.6224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456b9b30-7299-4a89-86a8-5045cb23f31b,5470.0,Ivan Rakitić,13.0,Right Center Midfield,63.8,51.8,5503.0,Lionel Andrés Messi Cuccittini,2.9698484,2.3561945,2.0,Low Pass,61.7,53.9,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32b87c62-1aaf-4d66-9849-7277d93d1fd4,105,1,00:02:06.244,2,6,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,1.512699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5446de8-26c2-4fd0-a53a-afe99114ac04,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,63.2,36.9,5211.0,Jordi Alba Ramos,37.25077,-1.038664,3.0,High Pass,82.1,4.8,,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92f0e9cc-cb89-4e45-825a-0b5f259b8054,108,1,00:02:09.471,2,9,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,0.6064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2f9970d4-57d2-4d37-b771-6049caef189a,5211.0,Jordi Alba Ramos,6.0,Left Back,90.5,5.8,4320.0,Neymar da Silva Santos Junior,4.2720017,-1.0022718,1.0,Ground Pass,92.8,2.2,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e85b9059-9180-41b8-98b9-a03487b8bd06,114,1,00:02:13.474,2,13,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,0.6001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee8cb5ad-e1d6-42b8-a978-30c4be5cef41,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,94.5,16.5,5503.0,Lionel Andrés Messi Cuccittini,7.6967525,1.9995743,1.0,Ground Pass,91.3,23.5,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b0201cb-4fc7-46ce-bd66-6b3e61ea67a3,117,1,00:02:14.154,2,14,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,0.5032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727837bb-e9a6-41bc-9a4c-ce3854b9566d,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,91.1,24.1,4320.0,Neymar da Silva Santos Junior,7.212489,-0.29544082,1.0,Ground Pass,98.0,22.0,,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83861a74-232d-4ba5-8e71-acec15ad0883,120,1,00:02:14.697,2,14,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,1.0957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aae5dfa5-b442-4aea-86fd-e52b43b1de45,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,99.3,20.9,5246.0,Luis Alberto Suárez Díaz,9.588534,1.434799,1.0,Ground Pass,100.6,30.4,,,ca67c1f5-c64a-42ae-b90d-dcb50585bea9,,,9.0,Incomplete,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352f7718-f370-4438-bba5-dae3b62ad662,131,1,00:02:24.515,2,24,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,0.6382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,bc537cef-7790-4c14-8b12-f79df017678c,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,43.6,1.2,5211.0,Jordi Alba Ramos,2.7658634,2.9229238,1.0,Ground Pass,40.9,1.8,,,e365fdec-0f03-45ba-927c-551fa6f26ac3,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a91d669-8fd7-440e-af99-6010842d1295,134,1,00:02:25.417,2,25,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,0.637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e4e0c6a-6f4f-44b4-81e7-3ccb95919872,5211.0,Jordi Alba Ramos,6.0,Left Back,41.9,1.2,5203.0,Sergio Busquets i Burgos,4.5310044,1.9554011,1.0,Ground Pass,40.2,5.4,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27f1a0d7-161c-4d84-89ab-e19fcd75f44f,137,1,00:02:29.244,2,29,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,0.809921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c0da5562-c68a-4b41-b9ef-e46d2df79364,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,39.6,9.2,5470.0,Ivan Rakitić,23.74721,1.1033822,1.0,Ground Pass,50.3,30.4,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acbcf61f-2beb-4765-a97e-d151d0fa8f44,140,1,00:02:32.192,2,32,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,1.3358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da279257-b54b-461a-ba79-f4ca5bf7ac28,5470.0,Ivan Rakitić,13.0,Right Center Midfield,55.6,26.4,20131.0,Xavier Hernández Creus,10.55462,-2.0429182,1.0,Ground Pass,50.8,17.0,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c634aa3d-f44a-4aaa-9174-4c2374f515d5,143,1,00:02:34.666,2,34,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,2.1823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688c7a20-a25d-4bca-96c5-25b772495e3b,20131.0,Xavier Hernández Creus,15.0,Left Center Midfield,49.7,18.6,5213.0,Gerard Piqué Bernabéu,29.20274,1.5570985,1.0,Ground Pass,50.1,47.8,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d6ba5d2-d412-4c60-864f-e4325e0febea,146,1,00:02:38.672,2,38,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,0.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90918765-1b0d-49c3-823d-10e2b4c03350,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,47.8,48.1,5470.0,Ivan Rakitić,17.894133,-0.4386528,1.0,Ground Pass,64.0,40.5,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d79f219e-82d4-407f-9c31-01c7e541b743,149,1,00:02:40.423,2,40,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,0.7872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5424b4d5-07a1-4844-bd62-5abb56fc9138,5470.0,Ivan Rakitić,13.0,Right Center Midfield,63.2,39.2,20131.0,Xavier Hernández Creus,12.666886,-1.6736071,1.0,Ground Pass,61.9,26.6,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b59d288a-70ed-400d-8684-9665736e02f8,152,1,00:02:44.528,2,44,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,0.6607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ee16a09-832c-42fd-ac32-655307f7d427,20131.0,Xavier Hernández Creus,15.0,Left Center Midfield,68.2,32.9,5470.0,Ivan Rakitić,6.0207973,2.1311562,1.0,Ground Pass,65.0,38.0,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137b0a08-ca1e-4e3e-ba8c-48a554283459,155,1,00:02:45.229,2,45,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,1.7772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7b2376ca-91bc-4663-9a8d-af11b84e539a,5470.0,Ivan Rakitić,13.0,Right Center Midfield,63.6,36.9,5506.0,Javier Alejandro Mascherano,14.975313,-1.6711295,1.0,Ground Pass,62.1,22.0,,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
092796a4-f790-4f72-aff4-e94e3af674d3,158,1,00:02:47.046,2,47,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,0.7152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24506d54-168e-4a0b-8018-a6a87300597a,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,60.8,20.5,5211.0,Jordi Alba Ramos,13.705838,-0.5616929,1.0,Ground Pass,72.4,13.2,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
