id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,shot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,foul_committed,foul_won,ball_receipt,out,clearance,counterpress,dribble,duel,50_50,interception,ball_recovery,block,miscontrol,substitution,bad_behaviour,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_cross,foul_committed_penalty,foul_won_penalty,bad_behaviour_card_id,bad_behaviour_card_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name
651a82bd-5f03-4b0d-9d28-b62044444681,2504,2,00:17:24.305,62,24,30,Pass,113,217,Barcelona,1,Regular Play,217,Barcelona,1.404619,,8b1c0f02-8ab6-40b4-a695-3d080ab1c13f,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,53.6,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,7068.0,Marc Bartra Aregall,12.163059,-2.762613,1.0,Ground Pass,42.3,47.8,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d340bc0-928b-4c79-900c-0fbee088fe9d,2507,2,00:17:26.964,62,26,30,Pass,113,217,Barcelona,1,Regular Play,217,Barcelona,1.6364,,6facbf31-79fd-46cf-9e3a-4dc22fc4f6ca,,7068,Marc Bartra Aregall,5,Left Center Back,42.3,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,26.836542,-1.518605,1.0,Ground Pass,43.7,21.0,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561cf368-4f7e-4905-a9aa-89839b8fded1,2510,2,00:17:29.525,62,29,30,Pass,113,217,Barcelona,1,Regular Play,217,Barcelona,1.6449,,fae42bf2-d64d-4135-92ca-7905c64f8881,,5506,Javier Alejandro Mascherano,3,Right Center Back,44.4,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,22102.0,Adriano Correia Claro,26.951994,-0.7565348,1.0,Ground Pass,64.0,2.7,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26015795-71c9-4d89-998f-57101418e529,2513,2,00:17:31.846,62,31,30,Pass,113,217,Barcelona,1,Regular Play,217,Barcelona,0.9793,,b1e63927-1434-402f-8b19-d0f805e3fe4a,,22102,Adriano Correia Claro,6,Left Back,64.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,11.353414,1.0243345,1.0,Ground Pass,69.9,12.4,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3009597d-25df-4cab-8276-39b300ccadce,2515,2,00:17:32.825,62,32,30,Pass,113,217,Barcelona,1,Regular Play,217,Barcelona,0.9633,,d70f3430-3b32-494c-83b8-e992b9670eb8,,20131,Xavier Hernández Creus,15,Left Center Midfield,69.9,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,22102.0,Adriano Correia Claro,8.504117,-2.4227626,1.0,Ground Pass,63.5,6.8,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4f1f4b4-820c-4a2d-a328-397f8f3e9676,2518,2,00:17:34.377,62,34,30,Pass,113,217,Barcelona,1,Regular Play,217,Barcelona,1.324699,,e7bf64c4-3809-4b00-9600-7dd7e7a66c49,,22102,Adriano Correia Claro,6,Left Back,63.5,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,14.972308,-0.27738222,1.0,Ground Pass,77.9,2.7,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261628e6-5cab-485e-aa2b-2118698ff8d8,2520,2,00:17:35.702,62,35,30,Pass,113,217,Barcelona,1,Regular Play,217,Barcelona,1.103601,,a97ee21e-a383-4fa1-a96a-572b30bd7fba,,4320,Neymar da Silva Santos Junior,21,Left Wing,77.9,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,22102.0,Adriano Correia Claro,12.677539,3.0309355,1.0,Ground Pass,65.3,4.1,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e945c588-851f-448c-b38d-61674cb9cd4c,2523,2,00:17:38.438,62,38,30,Pass,113,217,Barcelona,1,Regular Play,217,Barcelona,1.461701,,b947a73f-8b96-44f3-b9d9-b1041d4cec1f,,22102,Adriano Correia Claro,6,Left Back,65.3,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,15.060212,2.2196095,1.0,Ground Pass,56.2,16.1,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59a4cf0a-df20-44a8-8a5a-2e6a5c7cb96b,2526,2,00:17:41.196,62,41,30,Pass,113,217,Barcelona,1,Regular Play,217,Barcelona,1.300901,,003a11da-95cc-4862-970e-a8bb035713e2,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,55.7,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,20.424496,1.5218159,1.0,Ground Pass,56.7,46.0,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65fbf1fa-0c61-4fdb-a4cb-598736d0c722,2529,2,00:17:43.864,62,43,30,Pass,113,217,Barcelona,1,Regular Play,217,Barcelona,2.1377,,6cdd75f5-6c4e-47f0-8072-a14d28586ea4,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,61.6,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3958.0,Pedro Eliezer Rodríguez Ledesma,33.176044,0.81310964,3.0,High Pass,84.4,71.1,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,
