id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,related_events_1,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,carry,under_pressure,ball_receipt,counterpress,off_camera,duel,interception,dribble,foul_committed,foul_won,shot,goalkeeper,out,clearance,ball_recovery,block,substitution,miscontrol,pass,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,carry_end_location_0,carry_end_location_1,related_events,related_events_2,pass_body_part_id,pass_body_part_name,dribble_outcome_id,dribble_outcome_name,related_events_3,foul_won_defensive,pass_assisted_shot_id,pass_shot_assist,pass_through_ball,pass_technique_id,pass_technique_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_first_time,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,pass_cross,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_aerial_won,duel_type_id,duel_type_name,pass_goal_assist,shot_open_goal
9fc59c4f-112b-44ce-ba24-856bfb21c8a5,2937,2,00:20:58.421,65,58,30,Pass,137,217,Barcelona,4,From Throw In,217,Barcelona,1.385468,,160befdc-2692-4fbe-b5e8-7c4c3810d625,a6437abf-036e-494f-ad97-87166e2ee241,4324,Daniel Alves da Silva,2,Right Back,16.2,80.0,5246.0,Luis Alberto Suárez Díaz,24.512241,-0.1597832,3.0,High Pass,40.4,76.1,67.0,Throw-in,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27c9c32a-bfb0-45cf-ab2f-99bf8a58737f,2940,2,00:21:09.473,66,9,30,Pass,138,217,Barcelona,4,From Throw In,217,Barcelona,1.5768,,c05582ee-6089-4e2f-ad47-7a36ce30df2c,,4324,Daniel Alves da Silva,2,Right Back,46.5,80.0,5246.0,Luis Alberto Suárez Díaz,12.218838,-0.5039189,3.0,High Pass,57.2,74.1,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b900ec69-24ab-484a-9259-6f0624a76211,2976,2,00:21:56.002,66,56,30,Pass,141,217,Barcelona,3,From Free Kick,217,Barcelona,1.903765,,bad88467-f157-40c7-b45a-efe699175280,,10609,Jérémy Mathieu,5,Left Center Back,49.7,30.5,4324.0,Daniel Alves da Silva,32.895138,1.4947239,1.0,Ground Pass,52.2,63.3,62.0,Free Kick,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f856573-e7d5-441c-a4cb-71a958275b11,2978,2,00:21:58.862,66,58,30,Pass,141,217,Barcelona,3,From Free Kick,217,Barcelona,1.0119,,1364ee98-36cf-4319-83ac-270e978c6e8f,,4324,Daniel Alves da Silva,2,Right Back,54.1,60.5,20131.0,Xavier Hernández Creus,11.374093,-0.5660549,1.0,Ground Pass,63.7,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8add3c7-db4d-4589-a387-c920481555c5,2981,2,00:21:59.914,66,59,30,Pass,141,217,Barcelona,3,From Free Kick,217,Barcelona,0.995467,,58351cb3-eab9-41c2-84be-9e7afa422630,,20131,Xavier Hernández Creus,13,Right Center Midfield,63.7,54.4,4324.0,Daniel Alves da Silva,9.1525955,2.5505598,1.0,Ground Pass,56.1,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b599cc1e-8546-44c4-b17d-bc88f5b0c2d2,2984,2,00:22:02.075,67,2,30,Pass,141,217,Barcelona,3,From Free Kick,217,Barcelona,0.863123,,30164902-956d-4863-bcac-c4909e2724d1,,4324,Daniel Alves da Silva,2,Right Back,56.1,59.5,5203.0,Sergio Busquets i Burgos,13.755726,-1.0453383,1.0,Ground Pass,63.0,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734b0691-1329-4138-8ed4-7e5e59ad266b,2987,2,00:22:05.444,67,5,30,Pass,141,217,Barcelona,3,From Free Kick,217,Barcelona,1.813475,,3ca6cca8-5cb5-4f8e-a80b-296f1740d98a,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,68.9,48.6,5470.0,Ivan Rakitić,22.51444,-1.3786272,1.0,Ground Pass,73.2,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a056236d-4041-4472-974c-1dc1d1e3357b,2990,2,00:22:08.022,67,8,30,Pass,141,217,Barcelona,3,From Free Kick,217,Barcelona,2.180004,,177769ca-a3bf-403b-a351-3bde8a7664da,,5470,Ivan Rakitić,15,Left Center Midfield,76.7,24.8,4320.0,Neymar da Silva Santos Junior,21.470446,-1.3020933,1.0,Ground Pass,82.4,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c42e1d2-ac9f-42cd-8fe2-1ff574fa661d,2994,2,00:22:10.748,67,10,30,Pass,141,217,Barcelona,3,From Free Kick,217,Barcelona,1.727862,,267bd8bf-e177-4ecf-98f1-bfb081bc69e8,,4320,Neymar da Silva Santos Junior,21,Left Wing,84.6,6.2,5470.0,Ivan Rakitić,10.564564,2.4298863,1.0,Ground Pass,76.6,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f897711d-0881-4f97-8693-9ea0a8428262,2998,2,00:22:12.516,67,12,30,Pass,141,217,Barcelona,3,From Free Kick,217,Barcelona,0.8412,,71fd67f9-0518-4c37-8b17-593f45849747,,5470,Ivan Rakitić,15,Left Center Midfield,76.7,13.1,5211.0,Jordi Alba Ramos,8.658522,-1.3258177,1.0,Ground Pass,78.8,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
