id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry,ball_receipt,ball_recovery,under_pressure,counterpress,clearance,interception,dribble,duel,goalkeeper,shot,off_camera,out,foul_committed,foul_won,injury_stoppage,substitution,miscontrol,block,bad_behaviour,pass,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_cross,pass_switch,pass_outcome_id,pass_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_deflected,block_deflection,related_events,pass_technique_id,pass_technique_name,pass_through_ball,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,related_events_3,foul_committed_advantage,foul_won_advantage,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_lost_in_play,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate
005ef426-9ce5-440c-bf61-5b3316292296,3154,2,00:22:09.072,67,9,30,Pass,108,217,Barcelona,9,From Kick Off,217,Barcelona,0.530274,,81364951-62de-4d40-a553-101773bd3210,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,61.0,40.1,3958.0,Pedro Eliezer Rodríguez Ledesma,2.6400757,2.0005586,1.0,Ground Pass,59.9,42.5,65.0,Kick Off,40.0,Right Foot,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f625e81f-0070-4576-9842-992c73560b7e,3156,2,00:22:11.178,67,11,30,Pass,108,217,Barcelona,9,From Kick Off,217,Barcelona,1.184251,,45f2ac18-ccfb-4925-ad0b-8b977524f1b8,3958,Pedro Eliezer Rodríguez Ledesma,23,Center Forward,58.8,42.8,27318.0,Douglas Pereira dos Santos,24.110786,2.0121841,1.0,Ground Pass,48.5,64.6,,,40.0,Right Foot,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a313f42-8812-4216-86dc-dbbc791acb43,3158,2,00:22:13.153,67,13,30,Pass,108,217,Barcelona,9,From Kick Off,217,Barcelona,0.7905,,3cceb211-ca2c-4d2a-8f93-3bf826832c44,27318,Douglas Pereira dos Santos,2,Right Back,70.6,69.9,3958.0,Pedro Eliezer Rodríguez Ledesma,8.637129,-1.47804,1.0,Ground Pass,71.4,61.3,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62242223-cfd3-46b8-8432-d0c5bd656a79,3162,2,00:22:14.985,67,14,30,Pass,108,217,Barcelona,9,From Kick Off,217,Barcelona,0.6661,,d8631d69-c560-4c95-a8a7-0a3a97d9e477,3958,Pedro Eliezer Rodríguez Ledesma,23,Center Forward,71.0,69.2,6998.0,Rafael Alcântara do Nascimento,7.566373,-3.009041,1.0,Ground Pass,63.5,68.2,,,40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,fcac2158-6b4f-48a6-bb5a-e4c345abd7f8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157d1be5-b658-451a-82ca-8448b7c36ef6,3166,2,00:22:17.843,67,17,30,Pass,108,217,Barcelona,9,From Kick Off,217,Barcelona,1.080496,,9afcc183-496a-4c1f-a031-cf8501e53b87,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,72.1,61.5,20131.0,Xavier Hernández Creus,14.26359,-1.7970697,1.0,Ground Pass,68.9,47.6,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e16f9f7-d8d6-43b2-9a54-5aad2a806ec3,3169,2,00:22:22.056,67,22,30,Pass,108,217,Barcelona,9,From Kick Off,217,Barcelona,2.041521,,3b8e62db-387e-40fd-b4fb-7df3f58cb270,20131,Xavier Hernández Creus,15,Left Center Midfield,78.2,35.4,4320.0,Neymar da Silva Santos Junior,30.112123,-1.0759553,1.0,Ground Pass,92.5,8.9,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90b872d4-bd6b-4a99-9d3e-d13f05c66f4a,3172,2,00:22:27.463,67,27,30,Pass,108,217,Barcelona,9,From Kick Off,217,Barcelona,1.184537,,194326e4-d143-42f3-a969-85739570dd0f,4320,Neymar da Silva Santos Junior,21,Left Wing,99.0,20.3,5503.0,Lionel Andrés Messi Cuccittini,9.330059,2.8028946,1.0,Ground Pass,90.2,23.4,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35f7cc94-1cf0-4e2f-a1d1-31d4f34bfe06,3175,2,00:22:28.848,67,28,30,Pass,108,217,Barcelona,9,From Kick Off,217,Barcelona,0.787055,,1799af7a-c54e-46b6-b956-3f860114cf35,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,90.2,23.4,20131.0,Xavier Hernández Creus,11.921828,1.7138796,1.0,Ground Pass,88.5,35.2,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7296908e-d1ec-497f-9c68-372cb2fb799a,3179,2,00:22:30.750,67,30,30,Pass,108,217,Barcelona,9,From Kick Off,217,Barcelona,1.003282,,617588e5-babf-4767-9a55-87d83fa4c728,20131,Xavier Hernández Creus,15,Left Center Midfield,88.7,32.0,4320.0,Neymar da Silva Santos Junior,13.435773,-0.77487224,1.0,Ground Pass,98.3,22.6,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdbe017f-0c5a-4e02-a464-ab09e3b8713b,3182,2,00:22:32.380,67,32,30,Pass,108,217,Barcelona,9,From Kick Off,217,Barcelona,1.641899,,e1f7b629-d27f-434c-8f22-25ebb0b568fb,4320,Neymar da Silva Santos Junior,21,Left Wing,98.3,22.6,22102.0,Adriano Correia Claro,16.858528,-0.5353331,1.0,Ground Pass,112.8,14.0,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
