id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,duel,miscontrol,ball_receipt,out,dribble,clearance,counterpress,interception,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,off_camera,foul_won,foul_committed,injury_stoppage,ball_recovery,block,bad_behaviour,substitution,50_50,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,related_events_3,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events,ball_recovery_recovery_failure,dribble_overrun,pass_outcome_id,pass_outcome_name,related_events_4,related_events_5,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_cross,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate
1d48fa82-8c42-495b-ad99-759f3bcb7c3c,1782,1,00:43:34.635,43,34,30,Pass,76,217,Barcelona,3,From Free Kick,217,Barcelona,1.598865,,0e9d9f57-8ca9-43b2-9a97-8fe4b3eb99f9,5213,Gerard Piqué Bernabéu,3,Right Center Back,32.9,70.1,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,4324.0,Daniel Alves da Silva,14.19049,-0.507783,2.0,Low Pass,45.3,63.2,40.0,Right Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24b83ad0-8cf4-4694-b44c-6f6f16d6e4ed,1784,1,00:43:39.049,43,39,30,Pass,76,217,Barcelona,3,From Free Kick,217,Barcelona,1.795796,,04c3984c-32fe-44e2-80a1-742bf89a25f1,4324,Daniel Alves da Silva,2,Right Back,58.9,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,22.68744,-2.982241,1.0,Ground Pass,36.5,65.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ffc3f826-5410-4d28-8e4f-0348642ee408,1787,1,00:43:48.301,43,48,30,Pass,76,217,Barcelona,3,From Free Kick,217,Barcelona,1.732448,,76dc4c82-fcf7-46da-848f-1981bd544df5,5213,Gerard Piqué Bernabéu,3,Right Center Back,47.0,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,36.11371,-0.6002908,1.0,Ground Pass,76.8,41.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ead1bda2-53dd-4474-8358-5c62aba3c3bc,1790,1,00:43:51.010,43,51,30,Pass,76,217,Barcelona,3,From Free Kick,217,Barcelona,1.405963,,9712b0a6-319b-4d1b-b82d-dcdc3fe6aeb0,5246,Luis Alberto Suárez Díaz,23,Center Forward,74.9,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,31.324911,1.3552437,1.0,Ground Pass,81.6,74.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e2bf3ed-1cbc-456c-82ea-d758a54890ff,1793,1,00:43:54.923,43,54,30,Pass,76,217,Barcelona,3,From Free Kick,217,Barcelona,1.064426,,9b659740-f596-4038-a37e-4ac2d99c5183,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,78.9,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,8.664871,-2.812543,1.0,Ground Pass,70.7,70.1,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0f06ce93-2033-4291-aca4-bbb1c03ad39e,1796,1,00:43:56.745,43,56,30,Pass,76,217,Barcelona,3,From Free Kick,217,Barcelona,0.527702,,dd9452dc-3cbc-4c51-a468-5c702fb0bcf9,4324,Daniel Alves da Silva,2,Right Back,72.8,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,9.617692,-0.800103,1.0,Ground Pass,79.5,61.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679ee3e7-112f-4fc6-a564-3365f7ba4698,1799,1,00:43:57.313,43,57,30,Pass,76,217,Barcelona,3,From Free Kick,217,Barcelona,1.233195,,48770a8d-a5f8-4c36-9a7f-e3def8c5f345,5470,Ivan Rakitić,13,Right Center Midfield,80.0,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,15.593909,1.2713544,1.0,Ground Pass,84.6,75.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9e421a1-6e8c-4381-b721-ca9b0bec7d2a,1806,1,00:44:00.876,44,0,30,Pass,76,217,Barcelona,3,From Free Kick,217,Barcelona,1.042975,,52e5e6db-50c8-48e5-b216-bcad7761238a,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,89.2,69.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,10.632968,-1.027151,1.0,Ground Pass,94.7,60.2,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd5de819-b7d0-497a-b9f9-5f012ce49608,1824,1,00:44:19.856,44,19,30,Pass,78,217,Barcelona,1,Regular Play,217,Barcelona,2.183756,,2523059a-f776-426b-8825-34e8d6d25254,4324,Daniel Alves da Silva,2,Right Back,53.1,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,14.080128,0.6392398,3.0,High Pass,64.4,61.5,37.0,Head,66.0,Recovery,,3568017f-9ab6-47e7-9082-fee5d5f26421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ef10002e-4b0e-42f2-8289-471ba7a50277,1830,1,00:44:36.021,44,36,30,Pass,79,217,Barcelona,3,From Free Kick,217,Barcelona,0.860132,,11731957-89c8-49cc-a781-f85a656e0ad0,4324,Daniel Alves da Silva,2,Right Back,61.5,75.8,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,5203.0,Sergio Busquets i Burgos,10.255242,-2.3768811,1.0,Ground Pass,54.1,68.7,40.0,Right Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
