id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,duel,clearance,counterpress,interception,ball_recovery,dribble,out,off_camera,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,foul_won,foul_committed,miscontrol,substitution,block,related_events,location,goalkeeper,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,related_events_2,carry_end_location_0,carry_end_location_1,foul_committed_advantage,foul_won_advantage,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_switch,pass_assisted_shot_id,pass_shot_assist,related_events_3,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_cross,shot_end_location_2,shot_aerial_won,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,related_events_4,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_through_ball,pass_technique_id,pass_technique_name,shot_one_on_one,player,position
6cc65605-1158-4624-a590-a1354c2cd58c,3185,2,00:33:07.126,78,7,30,Pass,164,217,Barcelona,1,Regular Play,217,Barcelona,1.189737,,6784bf41-31ab-4db4-9484-06c9cfb8c934,3508.0,Sandro Ramírez Castillo,17.0,Right Wing,91.8,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,7.28011,2.863293,1.0,Ground Pass,84.8,10.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49b75c21-f56b-47be-b398-47a337773765,3189,2,00:33:09.568,78,9,30,Pass,164,217,Barcelona,1,Regular Play,217,Barcelona,0.993442,,f849c0df-2d21-4643-b157-bf4bd693eda8,5211.0,Jordi Alba Ramos,6.0,Left Back,84.1,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3508.0,Sandro Ramírez Castillo,8.759566,-0.32536066,1.0,Ground Pass,92.4,7.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b14d3589-d517-42e8-9efe-fc1420659c3f,3192,2,00:33:10.856,78,10,30,Pass,164,217,Barcelona,1,Regular Play,217,Barcelona,0.48747,,15937b85-87ea-4b25-b2bf-6b674a0b8f3d,3508.0,Sandro Ramírez Castillo,17.0,Right Wing,93.8,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,5.818075,-0.5020902,1.0,Ground Pass,98.9,4.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ce5541f-3f09-4687-a8e3-31a8feaf4d34,3195,2,00:33:14.611,78,14,30,Pass,164,217,Barcelona,1,Regular Play,217,Barcelona,1.326967,,10bc1236-5b38-45b8-9930-3550694c580b,5211.0,Jordi Alba Ramos,6.0,Left Back,107.1,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3508.0,Sandro Ramírez Castillo,9.749872,1.2036225,2.0,Low Pass,110.6,15.3,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,293179bf-f344-4da9-8cca-99df3ed2c35d,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107a5246-eaa1-4e6e-ae5c-e29d9b90ee6a,3205,2,00:33:20.110,78,20,30,Pass,164,217,Barcelona,1,Regular Play,217,Barcelona,1.577885,,a44d28ab-827c-4111-befd-66867519bbf2,20131.0,Xavier Hernández Creus,13.0,Right Center Midfield,87.3,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,21.323462,3.0946786,2.0,Low Pass,66.0,47.2,40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe0e3b0b-237e-475a-add9-3433f5dd168f,3208,2,00:33:22.747,78,22,30,Pass,164,217,Barcelona,1,Regular Play,217,Barcelona,1.399983,,7a94c758-3b78-489f-a1c0-0be867b63881,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,67.1,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,24.816326,0.67977554,1.0,Ground Pass,86.4,65.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92377bb0-be2f-4910-bed2-3134f4a2aeb9,3211,2,00:33:25.560,78,25,30,Pass,164,217,Barcelona,1,Regular Play,217,Barcelona,1.350902,,7e7252d2-4e15-48dd-89d3-d8383dea4152,4324.0,Daniel Alves da Silva,2.0,Right Back,91.2,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3508.0,Sandro Ramírez Castillo,28.439585,-0.86255145,3.0,High Pass,109.7,43.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,0cd2d481-6bd1-4acc-9d35-85737314d63b,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,
f65d5d70-ae6f-4cac-a296-ad324868a132,3220,2,00:33:59.944,78,59,30,Pass,166,217,Barcelona,1,Regular Play,217,Barcelona,0.91342,,3bf89781-358f-4bc3-b554-275ddf158887,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,63.4,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e6d813a4-abd6-4960-99a2-78f6d7f4ce59,4324.0,Daniel Alves da Silva,16.001562,1.6835239,2.0,Low Pass,61.6,68.2,40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82b6c672-c124-4c38-ad19-bab71192d6ff,3223,2,00:34:00.937,79,0,30,Pass,166,217,Barcelona,1,Regular Play,217,Barcelona,0.73521,,c9bd2eec-c7ee-4f22-bcf4-78c8a0f9dddd,4324.0,Daniel Alves da Silva,2.0,Right Back,62.2,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,10.4,-1.1760052,1.0,Ground Pass,66.2,58.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74ff5ca2-9928-45ea-a686-509e6a2fbb34,3229,2,00:34:12.576,79,12,30,Pass,167,217,Barcelona,3,From Free Kick,217,Barcelona,2.118767,,7b0d14d2-5b23-48c6-8078-1635c6cd9c4f,4324.0,Daniel Alves da Silva,2.0,Right Back,83.9,69.4,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,20131.0,Xavier Hernández Creus,12.447088,-2.2480466,1.0,Ground Pass,76.1,59.7,40.0,Right Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20496e85-d955-4628-baaf-9cd0a8b8f3e7,3231,2,00:34:16.128,79,16,30,Pass,167,217,Barcelona,3,From Free Kick,217,Barcelona,2.254694,,adf86fcd-4c09-4d76-a0ea-842f43592334,20131.0,Xavier Hernández Creus,13.0,Right Center Midfield,77.1,59.3,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,17.532825,-1.2093555,1.0,Ground Pass,83.3,42.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c90ffce-f450-4d92-bf15-0613ec763539,3233,2,00:34:22.497,79,22,30,Pass,167,217,Barcelona,3,From Free Kick,217,Barcelona,2.013815,,4c7241cb-ad51-46f2-a8c7-05ee1a0e510a,5506.0,Javier Alejandro Mascherano,10.0,Center Defensive Midfield,83.2,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,30.056614,-1.2806143,2.0,Low Pass,91.8,8.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
