id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,related_events,player,position,location,pass,carry,ball_receipt,ball_recovery,under_pressure,counterpress,clearance,interception,dribble,duel,goalkeeper,shot,off_camera,out,foul_committed,foul_won,injury_stoppage,substitution,miscontrol,block,bad_behaviour,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,related_events_1,related_events_2,related_events_3,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,pass_miscommunication,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,pass_cross,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate
dd019829-7219-448b-9676-6c36184cce2e,20,1,00:00:25.729,0,25,30,Pass,4,217,Barcelona,3,From Free Kick,217,Barcelona,1.683173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25579bde-7cc8-4ca0-8a9d-16d26775eb6e,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,63.8,70.8,,,,,,6379.0,Sergi Roberto Carnicer,29.066132,-1.8424798,1.0,Ground Pass,56.0,42.8,38.0,Left Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3860e0-ab9e-45d6-9d42-2ee290c58d0b,23,1,00:00:28.606,0,28,30,Pass,4,217,Barcelona,3,From Free Kick,217,Barcelona,1.080396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2930d24-4699-415b-8683-0e65a88237c3,6379.0,Sergi Roberto Carnicer,10.0,Center Defensive Midfield,60.8,37.3,,,,,,20131.0,Xavier Hernández Creus,14.378108,-1.1631649,1.0,Ground Pass,66.5,24.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b1850ed-7e64-4126-94bf-2189106d56ed,26,1,00:00:30.517,0,30,30,Pass,4,217,Barcelona,3,From Free Kick,217,Barcelona,1.265904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752e6f9c-b0b0-4798-9ef2-7280376e1566,20131.0,Xavier Hernández Creus,15.0,Left Center Midfield,68.8,22.4,,,,,,4320.0,Neymar da Silva Santos Junior,19.27693,-1.1768034,1.0,Ground Pass,76.2,4.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a7f32d2-47cf-4575-bec7-563b0f24933e,29,1,00:00:34.247,0,34,30,Pass,4,217,Barcelona,3,From Free Kick,217,Barcelona,0.809308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f73189f-3d76-4587-95ee-6b4f15df7bc5,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,76.2,4.6,,,,,,10609.0,Jérémy Mathieu,11.810589,-3.099245,1.0,Ground Pass,64.4,4.1,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86839937-0c6e-448e-b661-598c82c0a6a3,32,1,00:00:36.201,0,36,30,Pass,4,217,Barcelona,3,From Free Kick,217,Barcelona,1.378948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ed404571-6197-44a9-96c1-cb7d9bedd371,10609.0,Jérémy Mathieu,6.0,Left Back,64.4,4.1,,,,,,6332.0,Thomas Vermaelen,18.391846,2.5339847,1.0,Ground Pass,49.3,14.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942b89b7-edb1-49e8-b569-b75703aa12b4,35,1,00:00:38.705,0,38,30,Pass,4,217,Barcelona,3,From Free Kick,217,Barcelona,1.486185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d805454-a086-443c-99f2-4da45462578e,6332.0,Thomas Vermaelen,5.0,Left Center Back,49.3,18.0,,,,,,7068.0,Marc Bartra Aregall,32.70061,1.7459999,1.0,Ground Pass,43.6,50.2,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
add74f8f-191b-48cf-9ca0-40c125d3017e,38,1,00:00:44.448,0,44,30,Pass,4,217,Barcelona,3,From Free Kick,217,Barcelona,1.313557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327ce2eb-bbce-4893-8192-4f1edaa7775c,7068.0,Marc Bartra Aregall,3.0,Right Center Back,57.1,52.5,,,,,,6379.0,Sergi Roberto Carnicer,19.944923,-1.2966288,1.0,Ground Pass,62.5,33.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996850b0-a524-46ee-b6af-9d8c45dd302e,41,1,00:00:48.721,0,48,30,Pass,4,217,Barcelona,3,From Free Kick,217,Barcelona,1.035252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27e769c1-deb8-4c0f-9a43-c11f6ad883d7,6379.0,Sergi Roberto Carnicer,10.0,Center Defensive Midfield,66.5,36.7,,,,,,6998.0,Rafael Alcântara do Nascimento,15.344706,1.1333817,1.0,Ground Pass,73.0,50.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cd82c1a-9045-450b-86e1-014d9955a71d,44,1,00:00:50.728,0,50,30,Pass,4,217,Barcelona,3,From Free Kick,217,Barcelona,1.805607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884cf1ee-9a74-4361-8197-1834c332afb9,6998.0,Rafael Alcântara do Nascimento,13.0,Right Center Midfield,70.7,53.5,,,,,,22102.0,Adriano Correia Claro,16.005,1.5957911,1.0,Ground Pass,70.3,69.5,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0564c0bb-590f-48cf-963e-9ad9500309a2,47,1,00:00:53.290,0,53,30,Pass,4,217,Barcelona,3,From Free Kick,217,Barcelona,1.123349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb000f0d-ff76-405c-b37d-52c707006ccc,22102.0,Adriano Correia Claro,2.0,Right Back,69.9,72.9,,,,,,5503.0,Lionel Andrés Messi Cuccittini,12.839003,0.3168245,1.0,Ground Pass,82.1,76.9,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b4dc467-d530-4169-92d9-7227879287dd,50,1,00:00:54.454,0,54,30,Pass,4,217,Barcelona,3,From Free Kick,217,Barcelona,0.864385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f6151053-0489-40ac-b710-0bac87382c63,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,82.1,76.9,,,,,,22102.0,Adriano Correia Claro,13.371985,-2.684634,1.0,Ground Pass,70.1,71.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772c6951-5bd1-4dc0-9c43-53dfbd14fb2f,53,1,00:00:56.842,0,56,30,Pass,4,217,Barcelona,3,From Free Kick,217,Barcelona,1.493328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e5b57da-c492-4c77-8716-b177b367034c,22102.0,Adriano Correia Claro,2.0,Right Back,70.3,71.2,,,,,,7068.0,Marc Bartra Aregall,19.913815,-2.5563755,1.0,Ground Pass,53.7,60.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c913ba70-5f7f-4077-a42e-7ed7858a19c6,56,1,00:01:00.627,1,0,30,Pass,4,217,Barcelona,3,From Free Kick,217,Barcelona,1.242168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15aa8f1b-237d-4f44-9ca8-9f162c2c9be5,7068.0,Marc Bartra Aregall,3.0,Right Center Back,56.6,53.9,,,,,,6379.0,Sergi Roberto Carnicer,21.044,-1.2114695,1.0,Ground Pass,64.0,34.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
