id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,clearance,shot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,duel,counterpress,off_camera,ball_receipt,out,interception,dribble,foul_committed,foul_won,block,ball_recovery,50_50,substitution,bad_behaviour,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_type_id,pass_type_name,related_events_2,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_assisted_shot_id,pass_shot_assist,pass_through_ball,pass_technique_id,pass_technique_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_first_time,shot_outcome_id,shot_outcome_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events
88c3f0f7-b68c-44f9-985b-7db4b0ec77b3,1521,1,00:32:35.456,32,35,30,Pass,60,217,Barcelona,3,From Free Kick,217,Barcelona,1.0408,,3ef1ee0b-9e73-47f4-805f-4b5c798d6f23,5211,Jordi Alba Ramos,6,Left Back,110.0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,13.11259,2.64042,2.0,Low Pass,98.5,9.4,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceb510ec-c2a7-4c4c-ad80-ae400c7a060b,1524,1,00:32:36.577,32,36,30,Pass,60,217,Barcelona,3,From Free Kick,217,Barcelona,0.977006,,5d0f4a84-33ad-4d64-b8f8-13a289c43f9e,5216,Andrés Iniesta Luján,15,Left Center Midfield,98.0,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,9.391485,1.1071488,1.0,Ground Pass,102.2,20.5,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93dc686e-d0b9-4515-96ba-00dc48384d1c,1528,1,00:32:38.340,32,38,30,Pass,60,217,Barcelona,3,From Free Kick,217,Barcelona,1.2082,,5602b26d-d61b-43ec-b8a9-874b2edada4c,5246,Luis Alberto Suárez Díaz,23,Center Forward,102.0,23.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,6b986487-bf44-4c05-9c1a-d559b8873586,,,4320.0,Neymar da Silva Santos Junior,8.4,1.5707964,1.0,Ground Pass,102.0,31.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83bd0a86-fa2f-4d36-92ec-fc3780c95b45,1530,1,00:32:39.548,32,39,30,Pass,60,217,Barcelona,3,From Free Kick,217,Barcelona,1.619,,83374ddc-96e6-4f87-898e-2f8a526833c4,4320,Neymar da Silva Santos Junior,21,Left Wing,102.0,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,12.206555,-0.31656924,1.0,Ground Pass,113.6,27.7,40.0,Right Foot,,,,,,,,,,,,,1e7b1e0b-d445-4c48-b973-8e6bd1127d4c,True,True,108.0,Through Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36f3ddc1-73ad-4abd-9f5b-e2455b2732e8,1573,1,00:34:20.481,34,20,30,Pass,64,217,Barcelona,7,From Goal Kick,217,Barcelona,2.788379,,e2123688-2bcb-4844-8dcf-4268597ca76e,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,6.0,36.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,61.017456,-0.2704205,3.0,High Pass,64.8,19.7,40.0,Right Foot,,,,,,63.0,Goal Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4a68a323-0013-4568-a7d2-da94e5e2a12d,1575,1,00:34:26.084,34,26,30,Pass,64,217,Barcelona,7,From Goal Kick,217,Barcelona,1.617726,,85273a09-e31f-4018-834b-bcabc2ad60e0,4320,Neymar da Silva Santos Junior,21,Left Wing,63.8,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,14.520675,0.9369368,1.0,Ground Pass,72.4,33.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569356a3-b44b-4fbc-8eb4-c5670abfc3b1,1578,1,00:34:29.406,34,29,30,Pass,64,217,Barcelona,7,From Goal Kick,217,Barcelona,0.861916,,157652b5-8b34-4ab3-8cb8-78a0458bc55a,5470,Ivan Rakitić,13,Right Center Midfield,84.8,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,10.381715,1.4452466,1.0,Ground Pass,86.1,49.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c06a3b16-165f-4675-b23f-a40019f3780c,1581,1,00:34:33.110,34,33,30,Pass,64,217,Barcelona,7,From Goal Kick,217,Barcelona,0.8613,,377c26a8-22e9-4025-aab5-8d11a992902a,4324,Daniel Alves da Silva,2,Right Back,98.9,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,10.495713,-1.0303768,3.0,High Pass,104.3,48.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e5b7613-37c3-4fcf-8b42-adc3e8ee7e69,1583,1,00:34:33.971,34,33,30,Pass,64,217,Barcelona,7,From Goal Kick,217,Barcelona,1.723199,,daafbcfa-9c44-4d9e-a872-83939f2af96e,5246,Luis Alberto Suárez Díaz,23,Center Forward,104.3,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,19.349936,2.9806921,3.0,High Pass,85.2,51.2,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e02c0484-8e3f-43a5-b6a7-51ef89b0381f,1586,1,00:34:35.767,34,35,30,Pass,64,217,Barcelona,7,From Goal Kick,217,Barcelona,0.2017,,040a037c-4e91-46f0-acd5-282db5ef8dcf,5470,Ivan Rakitić,13,Right Center Midfield,85.0,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37e1cbde-bc42-4ccc-a9ac-25996ccbf879,,,5503.0,Lionel Andrés Messi Cuccittini,5.700877,-1.3045443,2.0,Low Pass,86.5,47.4,38.0,Left Foot,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3d5e120-ef51-4566-953c-ed2b09da8c6c,1596,1,00:34:50.907,34,50,30,Pass,65,217,Barcelona,4,From Throw In,217,Barcelona,0.8986,,05c1f831-5f95-491f-9596-68cb1dce2cf5,4324,Daniel Alves da Silva,2,Right Back,54.3,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,9.008884,-1.5263811,3.0,High Pass,54.7,71.0,,,,,,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c26a15ef-1271-4ccf-976e-c641362a1f36,1598,1,00:34:51.806,34,51,30,Pass,65,217,Barcelona,4,From Throw In,217,Barcelona,0.776701,,e0ec273e-8db3-47a5-b2f2-dca513e9493c,5470,Ivan Rakitić,13,Right Center Midfield,54.7,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,5.60803,1.9546139,2.0,Low Pass,52.6,76.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6af62863-6b5b-4654-8ad0-71b010db2594,1600,1,00:34:52.583,34,52,30,Pass,65,217,Barcelona,4,From Throw In,217,Barcelona,1.514742,,81ddd7a8-8c41-44d8-8b05-56e51e37619d,4324,Daniel Alves da Silva,2,Right Back,52.6,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,27.064737,-2.7027333,2.0,Low Pass,28.1,64.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9494638b-246e-4a75-b83b-fc8c8c49d5a6,1603,1,00:34:55.423,34,55,30,Pass,65,217,Barcelona,4,From Throw In,217,Barcelona,2.059983,,b22ae255-50f0-4345-9ac3-1cca1a729452,5213,Gerard Piqué Bernabéu,3,Right Center Back,26.4,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10609.0,Jérémy Mathieu,26.338755,-1.4681054,1.0,Ground Pass,29.1,27.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b99a0d0-4c3d-4450-aa92-4e3e70a1fe45,1606,1,00:34:58.779,34,58,30,Pass,65,217,Barcelona,4,From Throw In,217,Barcelona,1.932089,,9fe6afc3-c6b3-47ea-b5c1-08cadc0f8182,10609,Jérémy Mathieu,5,Left Center Back,34.4,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,30.065596,-0.90800285,1.0,Ground Pass,52.9,6.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44c8bd94-7a78-404e-af9d-37f268cc4d01,1609,1,00:35:01.385,35,1,30,Pass,65,217,Barcelona,4,From Throw In,217,Barcelona,1.1964,,3f74700c-879c-4f27-8fe9-2a0774cf5e8c,5211,Jordi Alba Ramos,6,Left Back,55.0,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,11.871394,-0.5996843,1.0,Ground Pass,64.8,2.9,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07469927-db74-410b-b5b3-af0f6546007a,1612,1,00:35:02.729,35,2,30,Pass,65,217,Barcelona,4,From Throw In,217,Barcelona,0.9357,,2d200f86-0149-47b5-922c-291d5741afbe,4320,Neymar da Silva Santos Junior,21,Left Wing,64.8,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,12.523977,2.6958003,2.0,Low Pass,53.5,8.3,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2693a9dc-fc01-4107-a716-b7e45f2a169d,1615,1,00:35:05.118,35,5,30,Pass,65,217,Barcelona,4,From Throw In,217,Barcelona,2.574997,,e9db0e2f-f65f-485f-b397-f5e41d753008,5211,Jordi Alba Ramos,6,Left Back,51.4,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,24.207644,2.0011845,1.0,Ground Pass,41.3,39.0,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
