index,period,minute,second,type_id,team_name,type_name,possession,play_pattern_name,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_name
1341,1,35,30,30,Barcelona,Pass,83,Regular Play,20131,Xavier Hernández Creus,13,Right Center Midfield,80.2,42.0,6616.0,Munir El Haddadi Mohamed,10.02846,3.0,High Pass,81.8,51.9,Right Foot
1345,1,35,32,30,Barcelona,Pass,83,Regular Play,6616,Munir El Haddadi Mohamed,17,Right Wing,84.5,52.1,4320.0,Neymar da Silva Santos Junior,17.465681,2.0,Low Pass,96.9,39.8,Left Foot
