id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,out,clearance,foul_won,ball_receipt,dribble,duel,ball_recovery,shot,goalkeeper,counterpress,off_camera,interception,foul_committed,block,substitution,miscontrol,bad_behaviour,pass,related_events_1,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,pass_switch,related_events_2,related_events,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,ball_recovery_recovery_failure,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name
f30c9bbe-b74d-41b3-88b0-6b0538b363fa,46,1,00:01:20.627,1,20,43,Carry,5,217,Barcelona,3,From Free Kick,217,Barcelona,8.856662,,cb6e9b7f-a0c9-441e-845e-0e45ec166f53,4320,Neymar da Silva Santos Junior,21,Left Wing,65.3,4.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,cd0f91ce-ae36-4f57-903d-ebdd249fae2e,70.1,8.0,,,,fcbde6db-8f54-41a8-871a-1767490a4602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd0f91ce-ae36-4f57-903d-ebdd249fae2e,47,1,00:01:28.684,1,28,17,Pressure,5,217,Barcelona,3,From Free Kick,210,Real Sociedad,1.117056,,f30c9bbe-b74d-41b3-88b0-6b0538b363fa,6671,Asier Illarramendi Andonegi,13,Right Center Midfield,51.5,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fcbde6db-8f54-41a8-871a-1767490a4602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fcbde6db-8f54-41a8-871a-1767490a4602,48,1,00:01:29.483,1,29,30,Pass,5,217,Barcelona,3,From Free Kick,217,Barcelona,0.804242,,a7c2536d-57de-4acd-aafb-83975d23f84d,4320,Neymar da Silva Santos Junior,21,Left Wing,70.1,8.0,11094.0,Arda Turan,9.683491,0.6166481,1.0,Ground Pass,78.0,13.6,38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,,cd0f91ce-ae36-4f57-903d-ebdd249fae2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7c2536d-57de-4acd-aafb-83975d23f84d,49,1,00:01:30.288,1,30,42,Ball Receipt*,5,217,Barcelona,3,From Free Kick,217,Barcelona,,,fcbde6db-8f54-41a8-871a-1767490a4602,11094,Arda Turan,15,Left Center Midfield,78.0,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3eb9527-cbda-4bb0-b69e-fbd0d7d8033d,50,1,00:01:30.288,1,30,43,Carry,5,217,Barcelona,3,From Free Kick,217,Barcelona,0.443049,,a7c2536d-57de-4acd-aafb-83975d23f84d,11094,Arda Turan,15,Left Center Midfield,78.0,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f9d09d9e-0315-485f-85d8-bfa140773193,79.2,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9d09d9e-0315-485f-85d8-bfa140773193,51,1,00:01:30.731,1,30,38,Miscontrol,5,217,Barcelona,3,From Free Kick,217,Barcelona,0.0,,,11094,Arda Turan,15,Left Center Midfield,79.2,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b32cb492-4b8f-40d6-8820-82bd96598b83,66,1,00:01:40.141,1,40,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,3.0116,,2f850bd1-e52f-45c9-bc08-5e33081d946a,5213,Gerard Piqué Bernabéu,3,Right Center Back,26.9,4.8,4691.0,Claudio Andrés Bravo Muñoz,36.419773,2.2472525,1.0,Ground Pass,4.1,33.2,40.0,Right Foot,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,7ed7607b-dc7c-4133-ad1a-df2d2563bf01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ed7607b-dc7c-4133-ad1a-df2d2563bf01,67,1,00:01:43.152,1,43,42,Ball Receipt*,7,217,Barcelona,1,Regular Play,217,Barcelona,,,b32cb492-4b8f-40d6-8820-82bd96598b83,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,4.1,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07c15c72-d939-4410-a322-f9089e31ed6f,68,1,00:01:43.152,1,43,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,2.3155,,d19cfb36-06a3-4212-aa87-df2e595a996a,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,4.1,33.0,5213.0,Gerard Piqué Bernabéu,31.211697,-1.2480326,1.0,Ground Pass,14.0,3.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b59d594-3c04-4eb5-aabe-ec5c98ec6dd7,69,1,00:01:45.443,1,45,17,Pressure,7,217,Barcelona,1,Regular Play,210,Real Sociedad,0.651933,,5dda5b35-a633-4b07-9575-e8e42a4650c5,5560,Carlos Alberto Vela Garrido,23,Center Forward,108.6,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d19cfb36-06a3-4212-aa87-df2e595a996a,,,,,,f9a75e64-2c37-488d-b63e-16a16754ba12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d19cfb36-06a3-4212-aa87-df2e595a996a,70,1,00:01:45.468,1,45,42,Ball Receipt*,7,217,Barcelona,1,Regular Play,217,Barcelona,,,07c15c72-d939-4410-a322-f9089e31ed6f,5213,Gerard Piqué Bernabéu,3,Right Center Back,14.0,3.4,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,5b59d594-3c04-4eb5-aabe-ec5c98ec6dd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dda5b35-a633-4b07-9575-e8e42a4650c5,71,1,00:01:45.468,1,45,43,Carry,7,217,Barcelona,1,Regular Play,217,Barcelona,0.3578,,5b59d594-3c04-4eb5-aabe-ec5c98ec6dd7,5213,Gerard Piqué Bernabéu,3,Right Center Back,14.0,3.4,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,d19cfb36-06a3-4212-aa87-df2e595a996a,12.4,3.3,,,,f9a75e64-2c37-488d-b63e-16a16754ba12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9a75e64-2c37-488d-b63e-16a16754ba12,72,1,00:01:45.825,1,45,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,1.1855,,5b59d594-3c04-4eb5-aabe-ec5c98ec6dd7,5213,Gerard Piqué Bernabéu,3,Right Center Back,12.4,3.3,5203.0,Sergio Busquets i Burgos,17.38994,0.9859835,1.0,Ground Pass,22.0,17.8,40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,79478e5a-64bd-4cc7-b9d9-a2e9fc4b04cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bbebddb-32a8-434e-a0a7-2dc821d71e21,73,1,00:01:46.543,1,46,17,Pressure,7,217,Barcelona,1,Regular Play,210,Real Sociedad,0.533935,,79478e5a-64bd-4cc7-b9d9-a2e9fc4b04cc,6671,Asier Illarramendi Andonegi,13,Right Center Midfield,95.6,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8bed4c88-e907-450a-a628-b7e3b4b3f004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79478e5a-64bd-4cc7-b9d9-a2e9fc4b04cc,74,1,00:01:47.011,1,47,42,Ball Receipt*,7,217,Barcelona,1,Regular Play,217,Barcelona,,,3bbebddb-32a8-434e-a0a7-2dc821d71e21,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,22.0,17.8,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,f9a75e64-2c37-488d-b63e-16a16754ba12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8bed4c88-e907-450a-a628-b7e3b4b3f004,75,1,00:01:47.011,1,47,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,2.532464,,3bbebddb-32a8-434e-a0a7-2dc821d71e21,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,21.5,18.1,6379.0,Sergi Roberto Carnicer,25.932606,-0.5933502,2.0,Low Pass,43.0,3.6,40.0,Right Foot,,,,True,,,,,,,,,,,,,,,,,,,ae6106a9-2cd7-4aef-a232-f26ce6f7b0f1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae6106a9-2cd7-4aef-a232-f26ce6f7b0f1,76,1,00:01:49.543,1,49,42,Ball Receipt*,7,217,Barcelona,1,Regular Play,217,Barcelona,,,8bed4c88-e907-450a-a628-b7e3b4b3f004,6379,Sergi Roberto Carnicer,6,Left Back,43.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3dd26f00-70f8-4af6-9f36-966619da68bc,77,1,00:01:49.543,1,49,43,Carry,7,217,Barcelona,1,Regular Play,217,Barcelona,2.854836,,ae6106a9-2cd7-4aef-a232-f26ce6f7b0f1,6379,Sergi Roberto Carnicer,6,Left Back,43.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4d79097-8a88-4803-b200-38be2808500d,71.0,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4d79097-8a88-4803-b200-38be2808500d,78,1,00:01:52.398,1,52,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,1.2638,,bca591d8-15ed-41a3-beb6-1afd80336ffa,6379,Sergi Roberto Carnicer,6,Left Back,71.0,12.7,4320.0,Neymar da Silva Santos Junior,9.679876,-1.2229079,1.0,Ground Pass,74.3,3.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bca591d8-15ed-41a3-beb6-1afd80336ffa,79,1,00:01:53.662,1,53,42,Ball Receipt*,7,217,Barcelona,1,Regular Play,217,Barcelona,,,f4d79097-8a88-4803-b200-38be2808500d,4320,Neymar da Silva Santos Junior,21,Left Wing,74.3,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40c240f3-7fb6-43c3-af9a-6c6cc77970a2,80,1,00:01:53.662,1,53,43,Carry,7,217,Barcelona,1,Regular Play,217,Barcelona,0.8622,,672d64d7-0cde-4ce6-ac48-6249ac236f1b,4320,Neymar da Silva Santos Junior,21,Left Wing,74.3,3.6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,bca591d8-15ed-41a3-beb6-1afd80336ffa,78.4,3.6,,,,fb95c09b-52d4-4d66-a35e-49af4bc129ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb95c09b-52d4-4d66-a35e-49af4bc129ff,81,1,00:01:53.765,1,53,17,Pressure,7,217,Barcelona,1,Regular Play,210,Real Sociedad,0.608024,,40c240f3-7fb6-43c3-af9a-6c6cc77970a2,6770,Esteban Félix Granero Molina,10,Center Defensive Midfield,43.5,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672d64d7-0cde-4ce6-ac48-6249ac236f1b,82,1,00:01:54.524,1,54,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,1.240129,,f3712622-2214-41ef-bad8-a6fc0005fb06,4320,Neymar da Silva Santos Junior,21,Left Wing,78.4,3.6,6379.0,Sergi Roberto Carnicer,16.468454,1.3317087,1.0,Ground Pass,82.3,19.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3712622-2214-41ef-bad8-a6fc0005fb06,83,1,00:01:55.764,1,55,42,Ball Receipt*,7,217,Barcelona,1,Regular Play,217,Barcelona,,,672d64d7-0cde-4ce6-ac48-6249ac236f1b,6379,Sergi Roberto Carnicer,6,Left Back,82.3,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6a0e011-ca14-4c9b-b449-2863b955ea77,84,1,00:01:55.764,1,55,43,Carry,7,217,Barcelona,1,Regular Play,217,Barcelona,0.992371,,dd089c6d-a9e1-44d5-b122-5c6fcea71b89,6379,Sergi Roberto Carnicer,6,Left Back,82.3,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3712622-2214-41ef-bad8-a6fc0005fb06,82.8,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd089c6d-a9e1-44d5-b122-5c6fcea71b89,85,1,00:01:56.757,1,56,30,Pass,7,217,Barcelona,1,Regular Play,217,Barcelona,1.2188,,19685307-ef63-4620-8af3-3671dd4168c7,6379,Sergi Roberto Carnicer,6,Left Back,82.8,20.1,6998.0,Rafael Alcântara do Nascimento,23.58156,1.0369222,1.0,Ground Pass,94.8,40.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62d879c3-6fdc-4382-a0e1-249ceebc1ae2,86,1,00:01:57.811,1,57,17,Pressure,7,217,Barcelona,1,Regular Play,210,Real Sociedad,0.467321,,19685307-ef63-4620-8af3-3671dd4168c7,16539,Diego Antonio Reyes Rosales,5,Left Center Back,22.8,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea7d3f5d-3f0b-42d1-9374-62502a7f7118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19685307-ef63-4620-8af3-3671dd4168c7,87,1,00:01:57.976,1,57,42,Ball Receipt*,7,217,Barcelona,1,Regular Play,217,Barcelona,,,62d879c3-6fdc-4382-a0e1-249ceebc1ae2,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,94.8,40.4,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,dd089c6d-a9e1-44d5-b122-5c6fcea71b89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea7d3f5d-3f0b-42d1-9374-62502a7f7118,88,1,00:01:57.976,1,57,43,Carry,7,217,Barcelona,1,Regular Play,217,Barcelona,0.5381,,0225566b-10f4-49f3-94fe-95b8c6b12281,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,94.8,40.4,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,19685307-ef63-4620-8af3-3671dd4168c7,96.0,40.0,,,,62d879c3-6fdc-4382-a0e1-249ceebc1ae2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0225566b-10f4-49f3-94fe-95b8c6b12281,89,1,00:01:58.514,1,58,14,Dribble,7,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,961c0b0d-62ce-4b18-b1c9-d70f63db1940,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,96.0,40.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961c0b0d-62ce-4b18-b1c9-d70f63db1940,90,1,00:01:58.514,1,58,4,Duel,7,217,Barcelona,1,Regular Play,210,Real Sociedad,0.0,,0225566b-10f4-49f3-94fe-95b8c6b12281,16539,Diego Antonio Reyes Rosales,5,Left Center Back,24.1,40.1,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72c81fff-4bb5-41b4-a81a-dcf24f42b016,91,1,00:01:59.054,1,59,2,Ball Recovery,7,217,Barcelona,1,Regular Play,210,Real Sociedad,0.0,,,6671,Asier Illarramendi Andonegi,13,Right Center Midfield,23.6,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170c35da-fff2-47ff-935b-5e6f069bba02,92,1,00:02:00.119,2,0,2,Ball Recovery,7,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,6616,Munir El Haddadi Mohamed,23,Center Forward,105.7,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03c6847a-4fb7-4f75-a9cb-386f1c8d9a24,93,1,00:02:00.119,2,0,43,Carry,7,217,Barcelona,1,Regular Play,217,Barcelona,0.240013,,104b3292-2ade-4a8f-a460-31c362c3b69c,6616,Munir El Haddadi Mohamed,23,Center Forward,105.7,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170c35da-fff2-47ff-935b-5e6f069bba02,105.8,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
