id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,duel,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,off_camera,dribble,interception,out,clearance,foul_committed,foul_won,block,substitution,ball_recovery,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,related_events,pass_assisted_shot_id,pass_shot_assist,pass_technique_id,pass_technique_name,pass_through_ball,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_straight,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,dribble_outcome_id,dribble_outcome_name,related_events_3,dribble_nutmeg,dribble_overrun,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_switch,pass_outswinging,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_right_foot,foul_committed_card_id,foul_committed_card_name,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,shot_freeze_frame_17_location_0,shot_freeze_frame_17_location_1,shot_freeze_frame_17_player_id,shot_freeze_frame_17_player_name,shot_freeze_frame_17_position_id,shot_freeze_frame_17_position_name,shot_freeze_frame_17_teammate,pass_cross
71078ba5-a809-4ecf-b245-b1823e373720,3391,2,00:31:27.393,76,27,23,Goal Keeper,146,217,Barcelona,4,From Throw In,212,Atlético Madrid,0.0,,e6b1dfb0-cb3f-4be2-a4f0-639e92ce1581,6378,Jan Oblak,1,Goalkeeper,5.5,43.8,,,,,,,,44.0,Set,26.0,Goal Conceded,55.0,No Touch,45.0,Diving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bfb24c31-0325-4639-aa9c-4938e4f2ab35,3401,2,00:32:43.945,77,43,4,Duel,148,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,4c39f641-9e6c-42c8-90f7-24c543058c38,4320,Neymar da Silva Santos Junior,21,Left Wing,39.1,6.6,,,True,,True,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb945ab2-20a6-4d6f-baac-974353333453,3402,2,00:32:43.945,77,43,43,Carry,148,217,Barcelona,1,Regular Play,217,Barcelona,0.6726,,bfb24c31-0325-4639-aa9c-4938e4f2ab35,4320,Neymar da Silva Santos Junior,21,Left Wing,39.1,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cab72d94-c8b9-48d2-9b6b-f722cf7940b7,35.6,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cab72d94-c8b9-48d2-9b6b-f722cf7940b7,3403,2,00:32:44.618,77,44,30,Pass,148,217,Barcelona,1,Regular Play,217,Barcelona,0.90058,,82e0c9ef-9413-4cf4-a41a-07c71f290768,4320,Neymar da Silva Santos Junior,21,Left Wing,35.6,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,5.283938,0.5144513,1.0,Ground Pass,40.2,9.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82e0c9ef-9413-4cf4-a41a-07c71f290768,3404,2,00:32:45.518,77,45,42,Ball Receipt*,148,217,Barcelona,1,Regular Play,217,Barcelona,,,cab72d94-c8b9-48d2-9b6b-f722cf7940b7,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,40.2,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78db4d57-5c52-4163-8b38-fa043c911d36,3405,2,00:32:45.518,77,45,43,Carry,148,217,Barcelona,1,Regular Play,217,Barcelona,0.63412,,15833041-ee6f-4cba-9074-9288bb8298fc,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,40.2,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82e0c9ef-9413-4cf4-a41a-07c71f290768,39.8,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15833041-ee6f-4cba-9074-9288bb8298fc,3406,2,00:32:46.152,77,46,30,Pass,148,217,Barcelona,1,Regular Play,217,Barcelona,1.141788,,eb35c4aa-675b-48b4-85b1-a55f6c7646b9,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,39.8,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,8.549269,1.9925836,1.0,Ground Pass,36.3,20.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb35c4aa-675b-48b4-85b1-a55f6c7646b9,3407,2,00:32:47.294,77,47,42,Ball Receipt*,148,217,Barcelona,1,Regular Play,217,Barcelona,,,15833041-ee6f-4cba-9074-9288bb8298fc,4320,Neymar da Silva Santos Junior,21,Left Wing,36.3,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1fd46906-daae-4d19-b96b-529a2881a291,3408,2,00:32:47.294,77,47,43,Carry,148,217,Barcelona,1,Regular Play,217,Barcelona,0.372848,,17b9dd0b-2a33-4c31-8734-91cd0ef56f22,4320,Neymar da Silva Santos Junior,21,Left Wing,36.3,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eb35c4aa-675b-48b4-85b1-a55f6c7646b9,38.7,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17b9dd0b-2a33-4c31-8734-91cd0ef56f22,3409,2,00:32:47.667,77,47,30,Pass,148,217,Barcelona,1,Regular Play,217,Barcelona,1.583779,,d481a580-ffe9-490f-aed7-8745447cd9bf,4320,Neymar da Silva Santos Junior,21,Left Wing,38.7,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,24.63331,1.1616402,1.0,Ground Pass,48.5,48.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
