id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,duel,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,off_camera,dribble,interception,out,clearance,foul_committed,foul_won,block,substitution,ball_recovery,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,related_events,pass_assisted_shot_id,pass_shot_assist,pass_technique_id,pass_technique_name,pass_through_ball,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_straight,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,dribble_outcome_id,dribble_outcome_name,related_events_3,dribble_nutmeg,dribble_overrun,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_switch,pass_outswinging,clearance_body_part_id,clearance_body_part_name,clearance_head,clearance_right_foot,foul_committed_card_id,foul_committed_card_name,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,shot_freeze_frame_17_location_0,shot_freeze_frame_17_location_1,shot_freeze_frame_17_player_id,shot_freeze_frame_17_player_name,shot_freeze_frame_17_position_id,shot_freeze_frame_17_position_name,shot_freeze_frame_17_teammate,pass_cross
d481a580-ffe9-490f-aed7-8745447cd9bf,3410,2,00:32:49.251,77,49,42,Ball Receipt*,148,217,Barcelona,1,Regular Play,217,Barcelona,,,17b9dd0b-2a33-4c31-8734-91cd0ef56f22,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,48.5,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267750a4-f85a-4f40-81d9-2d9773cd2459,3411,2,00:32:49.251,77,49,43,Carry,148,217,Barcelona,1,Regular Play,217,Barcelona,0.039985,,94dda4d4-84a8-40cb-a613-a1a5327890a4,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,48.5,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d481a580-ffe9-490f-aed7-8745447cd9bf,48.5,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94dda4d4-84a8-40cb-a613-a1a5327890a4,3412,2,00:32:49.291,77,49,30,Pass,148,217,Barcelona,1,Regular Play,217,Barcelona,0.627,,b3100f83-3113-45db-bb9b-97f1fe838bf2,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,48.5,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6998.0,Rafael Alcântara do Nascimento,9.900505,-1.1659045,1.0,Ground Pass,52.4,38.2,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7649007-4e38-4d75-a6b3-91e90c7c0b94,3413,2,00:32:49.614,77,49,17,Pressure,148,217,Barcelona,1,Regular Play,212,Atlético Madrid,0.37386,,9af1668a-9ea1-429d-8339-eba1be5867b4,5199,Jorge Resurrección Merodio,16,Left Midfield,69.0,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3100f83-3113-45db-bb9b-97f1fe838bf2,,,,,,,,,,,,,b43ffb08-cce4-45a0-82be-136be30cd300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3100f83-3113-45db-bb9b-97f1fe838bf2,3414,2,00:32:49.918,77,49,42,Ball Receipt*,148,217,Barcelona,1,Regular Play,217,Barcelona,,,94dda4d4-84a8-40cb-a613-a1a5327890a4,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,52.4,38.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,c7649007-4e38-4d75-a6b3-91e90c7c0b94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9af1668a-9ea1-429d-8339-eba1be5867b4,3415,2,00:32:49.918,77,49,43,Carry,148,217,Barcelona,1,Regular Play,217,Barcelona,0.040000003,,b3100f83-3113-45db-bb9b-97f1fe838bf2,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,52.4,38.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,b43ffb08-cce4-45a0-82be-136be30cd300,50.2,39.5,,,,,,,,,,,c7649007-4e38-4d75-a6b3-91e90c7c0b94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b43ffb08-cce4-45a0-82be-136be30cd300,3416,2,00:32:49.958,77,49,30,Pass,148,217,Barcelona,1,Regular Play,217,Barcelona,2.7359,,700e6f15-dc2c-441c-a896-d6226e9c771b,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,50.2,39.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,c7649007-4e38-4d75-a6b3-91e90c7c0b94,,,6379.0,Sergi Roberto Carnicer,25.0064,2.0988708,2.0,Low Pass,37.6,61.1,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700e6f15-dc2c-441c-a896-d6226e9c771b,3417,2,00:32:52.694,77,52,42,Ball Receipt*,148,217,Barcelona,1,Regular Play,217,Barcelona,,,b43ffb08-cce4-45a0-82be-136be30cd300,6379,Sergi Roberto Carnicer,2,Right Back,37.6,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9b06a48-d3dd-4bf5-8982-d02099fd9101,3418,2,00:32:52.694,77,52,43,Carry,148,217,Barcelona,1,Regular Play,217,Barcelona,0.08,,700e6f15-dc2c-441c-a896-d6226e9c771b,6379,Sergi Roberto Carnicer,2,Right Back,37.6,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c0251100-a6e8-4226-a42f-c3bf9fbb1aa1,37.6,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c0251100-a6e8-4226-a42f-c3bf9fbb1aa1,3419,2,00:32:52.774,77,52,30,Pass,148,217,Barcelona,1,Regular Play,217,Barcelona,1.537966,,c4bb1765-038d-4010-9447-2756d0bb691b,6379,Sergi Roberto Carnicer,2,Right Back,37.6,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,22.004545,-2.0222495,1.0,Ground Pass,28.0,41.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e6cec6f-021d-4c08-99f2-497059ffd6eb,3420,2,00:32:53.868,77,53,17,Pressure,148,217,Barcelona,1,Regular Play,212,Atlético Madrid,0.849508,,c4bb1765-038d-4010-9447-2756d0bb691b,5199,Jorge Resurrección Merodio,16,Left Midfield,88.8,36.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cd390bb7-f4c8-4b66-b081-9212185504f7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
