id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,carry,under_pressure,ball_receipt,counterpress,out,clearance,duel,off_camera,dribble,foul_committed,foul_won,interception,shot,goalkeeper,injury_stoppage,substitution,ball_recovery,bad_behaviour,block,pass,pass_body_part_id,pass_body_part_name,related_events_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events,related_events_2,carry_end_location_0,carry_end_location_1,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_assisted_shot_id,pass_shot_assist,pass_technique_id,pass_technique_name,pass_through_ball,dribble_outcome_id,dribble_outcome_name,shot_one_on_one,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,interception_outcome_id,interception_outcome_name,foul_committed_advantage,foul_won_advantage,pass_switch,foul_won_defensive,player,position,related_events_3,pass_goal_assist,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate
fab6f8c2-e16d-4a3f-9585-31a441eee37d,1246,1,00:37:14.406,37,14,22,Foul Committed,65,217,Barcelona,1,Regular Play,218,Real Betis,0.0,,09713d02-33ea-4adb-acea-4b17cd065f18,26723.0,Álvaro Cejudo Carmona,12.0,Right Midfield,40.0,74.1,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09713d02-33ea-4adb-acea-4b17cd065f18,1247,1,00:37:14.406,37,14,21,Foul Won,65,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,fab6f8c2-e16d-4a3f-9585-31a441eee37d,10609.0,Jérémy Mathieu,6.0,Left Back,80.1,6.0,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934bfd8-efae-42ac-9c34-38e0b0d31aa0,1248,1,00:37:31.722,37,31,30,Pass,66,217,Barcelona,3,From Free Kick,217,Barcelona,1.1148,,d88c5ba3-d3eb-4b14-8373-7044720bcaa9,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,76.3,4.9,6379.0,Sergi Roberto Carnicer,3.6235342,2.2584677,1.0,Ground Pass,74.0,7.7,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d88c5ba3-d3eb-4b14-8373-7044720bcaa9,1249,1,00:37:32.837,37,32,42,Ball Receipt*,66,217,Barcelona,3,From Free Kick,217,Barcelona,,,1934bfd8-efae-42ac-9c34-38e0b0d31aa0,6379.0,Sergi Roberto Carnicer,15.0,Left Center Midfield,74.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c18fdb38-2a90-419e-8b71-6d08bd17d84b,1250,1,00:37:32.837,37,32,30,Pass,66,217,Barcelona,3,From Free Kick,217,Barcelona,0.46437,,96c92361-b6aa-4caf-872c-2233e8125a72,6379.0,Sergi Roberto Carnicer,15.0,Left Center Midfield,74.0,7.7,4320.0,Neymar da Silva Santos Junior,3.5383613,-0.7454195,1.0,Ground Pass,76.6,5.3,,,,,,,,,,,,,,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96c92361-b6aa-4caf-872c-2233e8125a72,1251,1,00:37:33.301,37,33,42,Ball Receipt*,66,217,Barcelona,3,From Free Kick,217,Barcelona,,,c18fdb38-2a90-419e-8b71-6d08bd17d84b,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,76.6,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401970c-db26-4fcb-9de5-793d0c3b1e84,1252,1,00:37:33.301,37,33,43,Carry,66,217,Barcelona,3,From Free Kick,217,Barcelona,1.09033,,96c92361-b6aa-4caf-872c-2233e8125a72,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,76.6,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c751f0ac-e296-4d9e-b915-9eb3e087a52f,,,,,,,72.7,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c751f0ac-e296-4d9e-b915-9eb3e087a52f,1253,1,00:37:34.391,37,34,30,Pass,66,217,Barcelona,3,From Free Kick,217,Barcelona,2.5185,,e89fd123-0331-4abb-a1a5-9f9752e74269,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,72.7,7.7,6332.0,Thomas Vermaelen,25.260443,2.319796,1.0,Ground Pass,55.5,26.2,,,,,,,,,,,,,,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e89fd123-0331-4abb-a1a5-9f9752e74269,1254,1,00:37:36.910,37,36,42,Ball Receipt*,66,217,Barcelona,3,From Free Kick,217,Barcelona,,,c751f0ac-e296-4d9e-b915-9eb3e087a52f,6332.0,Thomas Vermaelen,5.0,Left Center Back,55.5,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9833a2df-f17d-4a1c-813c-6b39e5396c3c,1255,1,00:37:36.910,37,36,43,Carry,66,217,Barcelona,3,From Free Kick,217,Barcelona,0.9608,,16aab077-1b5f-41e8-8bfb-a3a71cc87013,6332.0,Thomas Vermaelen,5.0,Left Center Back,55.5,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e89fd123-0331-4abb-a1a5-9f9752e74269,,,,,,,54.7,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16aab077-1b5f-41e8-8bfb-a3a71cc87013,1256,1,00:37:37.871,37,37,30,Pass,66,217,Barcelona,3,From Free Kick,217,Barcelona,1.8454,,25c88830-2b97-4082-834c-da1c47496840,6332.0,Thomas Vermaelen,5.0,Left Center Back,54.7,30.6,4324.0,Daniel Alves da Silva,24.213219,1.6038421,1.0,Ground Pass,53.9,54.8,,,,,,,,,,,,,,,,,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25c88830-2b97-4082-834c-da1c47496840,1257,1,00:37:39.716,37,39,42,Ball Receipt*,66,217,Barcelona,3,From Free Kick,217,Barcelona,,,16aab077-1b5f-41e8-8bfb-a3a71cc87013,4324.0,Daniel Alves da Silva,2.0,Right Back,53.9,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c20f25cc-a95f-4646-b547-c3a220df56e2,1258,1,00:37:39.716,37,39,43,Carry,66,217,Barcelona,3,From Free Kick,217,Barcelona,0.8191,,25c88830-2b97-4082-834c-da1c47496840,4324.0,Daniel Alves da Silva,2.0,Right Back,53.9,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b168c006-9d19-465b-bdaa-27484b5c43d1,,,,,,,53.6,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b168c006-9d19-465b-bdaa-27484b5c43d1,1259,1,00:37:40.535,37,40,30,Pass,66,217,Barcelona,3,From Free Kick,217,Barcelona,1.4468,,4874d1a3-822f-47cf-9efc-f2cb08e01bd3,4324.0,Daniel Alves da Silva,2.0,Right Back,53.6,59.7,5503.0,Lionel Andrés Messi Cuccittini,20.56502,0.70968115,1.0,Ground Pass,69.2,73.1,,,,,,,,,,,,,,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4874d1a3-822f-47cf-9efc-f2cb08e01bd3,1260,1,00:37:41.982,37,41,42,Ball Receipt*,66,217,Barcelona,3,From Free Kick,217,Barcelona,,,b168c006-9d19-465b-bdaa-27484b5c43d1,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,69.2,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b34e753-5451-4f89-8019-f06657958a51,1261,1,00:37:41.982,37,41,43,Carry,66,217,Barcelona,3,From Free Kick,217,Barcelona,4.8528,,4874d1a3-822f-47cf-9efc-f2cb08e01bd3,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,69.2,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623d9456-1e3d-4e76-9b9c-853d7939da9c,,,,,,,82.5,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623d9456-1e3d-4e76-9b9c-853d7939da9c,1262,1,00:37:46.835,37,46,30,Pass,66,217,Barcelona,3,From Free Kick,217,Barcelona,1.431511,,62708adf-298d-402d-a1fb-e1456e90da55,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,82.5,70.0,5246.0,Luis Alberto Suárez Díaz,18.341211,-0.32175055,1.0,Ground Pass,99.9,64.2,,,,,,,,,,,,,,,,,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,fd0b2949-daf2-42b8-9845-a8a2d84f1423,True,108.0,Through Ball,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62708adf-298d-402d-a1fb-e1456e90da55,1263,1,00:37:48.266,37,48,42,Ball Receipt*,66,217,Barcelona,3,From Free Kick,217,Barcelona,,,623d9456-1e3d-4e76-9b9c-853d7939da9c,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,99.9,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6ed29ba-d197-4c30-9b8d-1b9360ebd56e,1264,1,00:37:48.266,37,48,43,Carry,66,217,Barcelona,3,From Free Kick,217,Barcelona,2.010048,,62708adf-298d-402d-a1fb-e1456e90da55,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,99.9,64.2,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,688091ec-1719-4992-9111-56cdfb8d2b5b,,,,,,f8428454-913b-4786-b187-22ebcbe21962,112.2,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8428454-913b-4786-b187-22ebcbe21962,1265,1,00:37:49.449,37,49,17,Pressure,66,217,Barcelona,3,From Free Kick,218,Real Betis,0.677,,b6ed29ba-d197-4c30-9b8d-1b9360ebd56e,27345.0,Didier Digard,5.0,Left Center Back,12.7,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13e26791-f095-433e-b663-72d2b0c13cf6,1266,1,00:37:50.276,37,50,39,Dribbled Past,66,217,Barcelona,3,From Free Kick,218,Real Betis,0.0,,688091ec-1719-4992-9111-56cdfb8d2b5b,6654.0,Antonio Adán Garrido,1.0,Goalkeeper,7.9,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2570fee-d6ad-4724-a139-9bfee6e520c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688091ec-1719-4992-9111-56cdfb8d2b5b,1267,1,00:37:50.276,37,50,14,Dribble,66,217,Barcelona,3,From Free Kick,217,Barcelona,0.0,,13e26791-f095-433e-b663-72d2b0c13cf6,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,112.2,54.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2570fee-d6ad-4724-a139-9bfee6e520c2,1268,1,00:37:50.276,37,50,43,Carry,66,217,Barcelona,3,From Free Kick,217,Barcelona,0.099541,,13e26791-f095-433e-b663-72d2b0c13cf6,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,112.2,54.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,688091ec-1719-4992-9111-56cdfb8d2b5b,,,,,,fd0b2949-daf2-42b8-9845-a8a2d84f1423,114.4,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fd0b2949-daf2-42b8-9845-a8a2d84f1423,1269,1,00:37:50.376,37,50,16,Shot,66,217,Barcelona,3,From Free Kick,217,Barcelona,0.4777,,592dfe22-d401-4ae9-a58e-dbbb88206a59,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,114.4,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.10677799,120.0,44.3,0.9,623d9456-1e3d-4e76-9b9c-853d7939da9c,93.0,Normal,40.0,Right Foot,87.0,Open Play,98.0,Off T,112.4,52.0,6654.0,Antonio Adán Garrido,1.0,Goalkeeper,False,112.0,53.2,27345.0,Didier Digard,5.0,Left Center Back,False,109.3,39.0,6865.0,Francisco José Molinero Calderón,2.0,Right Back,False,104.2,49.6,7161.0,Germán Alejandro Pezzella,3.0,Right Center Back,False,100.0,57.0,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,True,100.7,58.0,5671.0,Alfred John Momar N''Diaye,15.0,Left Center Midfield,False,98.8,62.7,27347.0,Juan Manuel Vargas Risco,6.0,Left Back,False,109.8,35.4,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
592dfe22-d401-4ae9-a58e-dbbb88206a59,1270,1,00:37:50.854,37,50,23,Goal Keeper,66,217,Barcelona,3,From Free Kick,218,Real Betis,0.0,,fd0b2949-daf2-42b8-9845-a8a2d84f1423,6654.0,Antonio Adán Garrido,1.0,Goalkeeper,7.7,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,28.1,43.0,Prone,32.0,Shot Faced,,,,,,,,,,,,,,,,,,,,,
66519ad6-0c70-4ee0-b9df-8fc5df083caa,1278,1,00:38:38.278,38,38,30,Pass,68,217,Barcelona,4,From Throw In,217,Barcelona,2.149103,,2434fa80-f0d0-41a5-952b-f3889306d929,10609.0,Jérémy Mathieu,6.0,Left Back,61.2,0.1,6332.0,Thomas Vermaelen,25.441895,3.0035865,2.0,Low Pass,36.0,3.6,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434fa80-f0d0-41a5-952b-f3889306d929,1279,1,00:38:40.427,38,40,42,Ball Receipt*,68,217,Barcelona,4,From Throw In,217,Barcelona,,,66519ad6-0c70-4ee0-b9df-8fc5df083caa,6332.0,Thomas Vermaelen,5.0,Left Center Back,36.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb1a90b2-8b99-449e-9719-c28cbaa4e663,1280,1,00:38:40.427,38,40,43,Carry,68,217,Barcelona,4,From Throw In,217,Barcelona,1.9438,,2434fa80-f0d0-41a5-952b-f3889306d929,6332.0,Thomas Vermaelen,5.0,Left Center Back,36.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75f03f98-9b2e-4caa-bfb6-0d1a77e831aa,,,,,,,34.0,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75f03f98-9b2e-4caa-bfb6-0d1a77e831aa,1281,1,00:38:42.371,38,42,30,Pass,68,217,Barcelona,4,From Throw In,217,Barcelona,2.1615,,0fc5bfe7-12b5-46ca-838f-7aeb833aa275,6332.0,Thomas Vermaelen,5.0,Left Center Back,34.0,16.5,5506.0,Javier Alejandro Mascherano,31.009192,1.4868517,1.0,Ground Pass,36.6,47.4,,,,,,,,,,,,,,,,,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0fc5bfe7-12b5-46ca-838f-7aeb833aa275,1282,1,00:38:44.532,38,44,42,Ball Receipt*,68,217,Barcelona,4,From Throw In,217,Barcelona,,,75f03f98-9b2e-4caa-bfb6-0d1a77e831aa,5506.0,Javier Alejandro Mascherano,3.0,Right Center Back,36.6,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c64f61b9-d231-4fe4-bca5-ab4172dd32c2,1283,1,00:38:44.532,38,44,43,Carry,68,217,Barcelona,4,From Throw In,217,Barcelona,3.6206,,0fc5bfe7-12b5-46ca-838f-7aeb833aa275,5506.0,Javier Alejandro Mascherano,3.0,Right Center Back,36.6,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d38192f6-85f8-4107-9e79-06827bcc8d6b,,,,,,,55.0,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d38192f6-85f8-4107-9e79-06827bcc8d6b,1284,1,00:38:48.153,38,48,30,Pass,68,217,Barcelona,4,From Throw In,217,Barcelona,1.5379,,09b020d9-0ddb-4846-8059-647aef89a010,5506.0,Javier Alejandro Mascherano,3.0,Right Center Back,55.0,52.3,4324.0,Daniel Alves da Silva,25.674307,1.021693,1.0,Ground Pass,68.4,74.2,,,,,,,,,,,,,,,,,,,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09b020d9-0ddb-4846-8059-647aef89a010,1285,1,00:38:49.691,38,49,42,Ball Receipt*,68,217,Barcelona,4,From Throw In,217,Barcelona,,,d38192f6-85f8-4107-9e79-06827bcc8d6b,4324.0,Daniel Alves da Silva,2.0,Right Back,68.4,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53cbee51-7256-4ce4-883c-35b0e8e7c69a,1286,1,00:38:49.691,38,49,43,Carry,68,217,Barcelona,4,From Throw In,217,Barcelona,2.326,,09b020d9-0ddb-4846-8059-647aef89a010,4324.0,Daniel Alves da Silva,2.0,Right Back,68.4,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c89e0e9-256e-4109-828c-5ee5e0eb14e0,,,,,,,76.7,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c89e0e9-256e-4109-828c-5ee5e0eb14e0,1287,1,00:38:52.017,38,52,30,Pass,68,217,Barcelona,4,From Throw In,217,Barcelona,1.1475,,019d25b0-5624-4967-921f-6a0d73a5e2f4,4324.0,Daniel Alves da Silva,2.0,Right Back,76.7,76.8,5470.0,Ivan Rakitić,9.577056,-2.6405792,1.0,Ground Pass,68.3,72.2,,,,,,,,,,,,,,,,,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
019d25b0-5624-4967-921f-6a0d73a5e2f4,1288,1,00:38:53.164,38,53,42,Ball Receipt*,68,217,Barcelona,4,From Throw In,217,Barcelona,,,9c89e0e9-256e-4109-828c-5ee5e0eb14e0,5470.0,Ivan Rakitić,13.0,Right Center Midfield,68.3,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
