id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,ball_receipt,under_pressure,duel,miscontrol,counterpress,interception,clearance,dribble,foul_committed,foul_won,out,shot,goalkeeper,off_camera,ball_recovery,block,substitution,pass,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_technique_id,pass_technique_name,pass_through_ball,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,foul_committed_card_id,foul_committed_card_name,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,shot_freeze_frame_17_location_0,shot_freeze_frame_17_location_1,shot_freeze_frame_17_player_id,shot_freeze_frame_17_player_name,shot_freeze_frame_17_position_id,shot_freeze_frame_17_position_name,shot_freeze_frame_17_teammate,pass_switch,pass_outcome_id,pass_outcome_name,foul_committed_advantage,foul_won_advantage,related_events_3,pass_cut_back,pass_deflected,block_deflection,player,position,location,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,dribble_overrun,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,ball_recovery_recovery_failure,ball_recovery_offensive,clearance_right_foot,pass_aerial_won,clearance_left_foot,goalkeeper_technique_id,goalkeeper_technique_name,pass_goal_assist
531e2deb-3b62-45da-be40-96e2d442a4b4,1677,1,00:45:05.818,45,5,34,Half End,91,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,e6d12959-a908-4f71-819c-7b30aacd6dec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2aefbbc0-c6d2-4384-a3f1-e6ae00b6d46a,1678,2,00:00:00.000,45,0,18,Half Start,91,217,Barcelona,1,Regular Play,209,Celta Vigo,0.0,,22770af0-5b2a-4e3f-a3a0-4373eb573ac1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22770af0-5b2a-4e3f-a3a0-4373eb573ac1,1679,2,00:00:00.000,45,0,18,Half Start,91,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,2aefbbc0-c6d2-4384-a3f1-e6ae00b6d46a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9f3363e-72dc-438f-a4c5-ba8c116a3637,1680,2,00:00:00.586,45,0,30,Pass,92,217,Barcelona,9,From Kick Off,217,Barcelona,0.8221,,4b37d961-cbf0-4b10-9550-6eceb389a208,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,61.0,40.1,5503.0,Lionel Andrés Messi Cuccittini,3.9319208,1.6983058,1.0,Ground Pass,60.5,44.0,38.0,Left Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b37d961-cbf0-4b10-9550-6eceb389a208,1681,2,00:00:01.408,45,1,42,Ball Receipt*,92,217,Barcelona,9,From Kick Off,217,Barcelona,,,d9f3363e-72dc-438f-a4c5-ba8c116a3637,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,60.5,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52ccd276-3361-475a-9fe8-7ef8a9ad3136,1682,2,00:00:01.408,45,1,30,Pass,92,217,Barcelona,9,From Kick Off,217,Barcelona,1.2288,,f1f150e9-72ab-4df2-acb2-0ba99d89b988,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,60.1,44.9,5203.0,Sergio Busquets i Burgos,10.235722,-2.884766,1.0,Ground Pass,50.2,42.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1f150e9-72ab-4df2-acb2-0ba99d89b988,1683,2,00:00:02.637,45,2,42,Ball Receipt*,92,217,Barcelona,9,From Kick Off,217,Barcelona,,,52ccd276-3361-475a-9fe8-7ef8a9ad3136,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,50.2,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06f25543-cb51-41b1-a6cd-9cd783558b19,1684,2,00:00:02.637,45,2,43,Carry,92,217,Barcelona,9,From Kick Off,217,Barcelona,2.2957,,9ebd3390-4d03-4da0-8cb6-fc9dd0073f80,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,50.2,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1f150e9-72ab-4df2-acb2-0ba99d89b988,,51.1,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ebd3390-4d03-4da0-8cb6-fc9dd0073f80,1685,2,00:00:04.933,45,4,30,Pass,92,217,Barcelona,9,From Kick Off,217,Barcelona,2.5466,,015e1731-e26d-4479-a26c-a8e7af4cf541,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,51.1,42.8,5213.0,Gerard Piqué Bernabéu,20.580574,2.1695802,1.0,Ground Pass,39.5,59.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
015e1731-e26d-4479-a26c-a8e7af4cf541,1686,2,00:00:07.479,45,7,42,Ball Receipt*,92,217,Barcelona,9,From Kick Off,217,Barcelona,,,9ebd3390-4d03-4da0-8cb6-fc9dd0073f80,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,39.5,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d352e48-5c5b-4957-81be-dfc5b210866e,1687,2,00:00:07.479,45,7,43,Carry,92,217,Barcelona,9,From Kick Off,217,Barcelona,1.2049,,015e1731-e26d-4479-a26c-a8e7af4cf541,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,39.5,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5800951c-28a1-40d5-b118-7a926038c4bf,,43.3,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5800951c-28a1-40d5-b118-7a926038c4bf,1688,2,00:00:08.684,45,8,30,Pass,92,217,Barcelona,9,From Kick Off,217,Barcelona,2.1882,,9d8dd128-b5fd-48b9-96ab-67f2d51591e6,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,43.3,56.4,5506.0,Javier Alejandro Mascherano,33.817894,-1.6033292,1.0,Ground Pass,42.2,22.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9d8dd128-b5fd-48b9-96ab-67f2d51591e6,1689,2,00:00:10.872,45,10,42,Ball Receipt*,92,217,Barcelona,9,From Kick Off,217,Barcelona,,,5800951c-28a1-40d5-b118-7a926038c4bf,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,42.2,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3108f0f8-af23-4676-a78b-68feea723478,1690,2,00:00:10.872,45,10,43,Carry,92,217,Barcelona,9,From Kick Off,217,Barcelona,2.269399,,35e824de-cb99-478f-9d3c-8dc9c587846b,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,42.2,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d8dd128-b5fd-48b9-96ab-67f2d51591e6,,46.4,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35e824de-cb99-478f-9d3c-8dc9c587846b,1691,2,00:00:13.142,45,13,30,Pass,92,217,Barcelona,9,From Kick Off,217,Barcelona,2.367901,,428a0f66-35c8-454b-b765-b3bce838f563,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,46.4,34.1,5213.0,Gerard Piqué Bernabéu,22.62145,1.4020139,1.0,Ground Pass,50.2,56.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428a0f66-35c8-454b-b765-b3bce838f563,1692,2,00:00:15.510,45,15,42,Ball Receipt*,92,217,Barcelona,9,From Kick Off,217,Barcelona,,,35e824de-cb99-478f-9d3c-8dc9c587846b,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,50.2,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d726b48a-da50-4f69-a200-fe20c91607f6,1693,2,00:00:15.510,45,15,43,Carry,92,217,Barcelona,9,From Kick Off,217,Barcelona,1.4741,,428a0f66-35c8-454b-b765-b3bce838f563,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,50.2,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cfd8173-8a29-4f4f-a4f8-8185db8104b6,,50.2,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6cfd8173-8a29-4f4f-a4f8-8185db8104b6,1694,2,00:00:16.984,45,16,30,Pass,92,217,Barcelona,9,From Kick Off,217,Barcelona,2.5526,,0142e62e-5b32-45b2-99ed-cea70a6a11cf,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,50.2,56.4,5506.0,Javier Alejandro Mascherano,34.05231,-1.8200485,1.0,Ground Pass,41.8,23.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0142e62e-5b32-45b2-99ed-cea70a6a11cf,1695,2,00:00:19.536,45,19,42,Ball Receipt*,92,217,Barcelona,9,From Kick Off,217,Barcelona,,,6cfd8173-8a29-4f4f-a4f8-8185db8104b6,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,41.8,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f10a4d0d-f5da-4710-96bd-f35fc884d8be,1696,2,00:00:19.536,45,19,43,Carry,92,217,Barcelona,9,From Kick Off,217,Barcelona,2.1783,,0002806f-dcb3-4a7a-ab32-85de27d89a63,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,41.8,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0142e62e-5b32-45b2-99ed-cea70a6a11cf,,39.3,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002806f-dcb3-4a7a-ab32-85de27d89a63,1697,2,00:00:21.715,45,21,30,Pass,92,217,Barcelona,9,From Kick Off,217,Barcelona,3.195,,6a22328f-cb79-4607-a7a1-68008fbbf165,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,39.3,25.7,5213.0,Gerard Piqué Bernabéu,48.410847,1.3203067,1.0,Ground Pass,51.3,72.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a22328f-cb79-4607-a7a1-68008fbbf165,1698,2,00:00:24.910,45,24,42,Ball Receipt*,92,217,Barcelona,9,From Kick Off,217,Barcelona,,,0002806f-dcb3-4a7a-ab32-85de27d89a63,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,51.3,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
decee6d6-cbf8-471e-8abe-f1a4190625eb,1699,2,00:00:24.910,45,24,43,Carry,92,217,Barcelona,9,From Kick Off,217,Barcelona,0.7034,,6a22328f-cb79-4607-a7a1-68008fbbf165,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,51.3,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ceba55a2-4186-4eb5-9cf7-6eac9d8871f8,,54.2,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceba55a2-4186-4eb5-9cf7-6eac9d8871f8,1700,2,00:00:25.613,45,25,30,Pass,92,217,Barcelona,9,From Kick Off,217,Barcelona,1.3099,,1bb0e170-51dc-4ba2-b307-70ab65498cfb,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,54.2,73.4,5203.0,Sergio Busquets i Burgos,23.638105,-0.8272898,1.0,Ground Pass,70.2,56.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586e996f-afd2-45e5-9f7a-c34812c0d987,1701,2,00:00:26.895,45,26,17,Pressure,92,217,Barcelona,9,From Kick Off,209,Celta Vigo,1.237964,,1bb0e170-51dc-4ba2-b307-70ab65498cfb,6797.0,Daniel Wass,13.0,Right Center Midfield,52.2,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6f0f1dba-89f5-45c2-af32-5c007d7e46d5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1bb0e170-51dc-4ba2-b307-70ab65498cfb,1702,2,00:00:26.923,45,26,42,Ball Receipt*,92,217,Barcelona,9,From Kick Off,217,Barcelona,,,586e996f-afd2-45e5-9f7a-c34812c0d987,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,70.2,56.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,ceba55a2-4186-4eb5-9cf7-6eac9d8871f8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f0f1dba-89f5-45c2-af32-5c007d7e46d5,1703,2,00:00:26.923,45,26,43,Carry,92,217,Barcelona,9,From Kick Off,217,Barcelona,1.8824,,1bb0e170-51dc-4ba2-b307-70ab65498cfb,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,70.2,56.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,586e996f-afd2-45e5-9f7a-c34812c0d987,f1ac7914-51cd-452f-87f2-6b464912d824,70.8,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
