id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,under_pressure,duel,clearance,counterpress,interception_outcome_id,interception_outcome_name,out,foul_won,off_camera,shot,goalkeeper,dribble,block,foul_committed,ball_recovery,substitution,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,interception,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events,pass_type_id,pass_type_name,pass_cross,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,clearance_head,pass_switch,related_events_3,pass_deflected,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_goal_assist,pass_technique_id,pass_technique_name,pass_inswinging
6d2953ce-bf3e-49a8-ab32-a640ee77dc26,43,1,00:00:32.691,0,32,43,Carry,3,217,Barcelona,1,Regular Play,217,Barcelona,0.625125,,29e10466-eccd-4d1e-9841-a8d4e1be8852,4320,Neymar da Silva Santos Junior,21,Left Wing,47.4,2.1,,,,,,,,,,,,,,,,,,,,a47b4acc-b815-458e-9221-272835c9b5cd,,46.6,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a47b4acc-b815-458e-9221-272835c9b5cd,44,1,00:00:33.316,0,33,38,Miscontrol,3,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,4320,Neymar da Silva Santos Junior,21,Left Wing,46.6,1.9,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49a888a9-edc8-4001-b735-7dc857d258a6,54,1,00:01:08.313,1,8,30,Pass,5,217,Barcelona,3,From Free Kick,217,Barcelona,1.449809,,0bb5f594-1271-468d-a162-9ad9c3d8a03d,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,52.6,32.6,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,20.706038,-1.2001551,1.0,Ground Pass,60.1,13.3,40.0,Right Foot,,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0bb5f594-1271-468d-a162-9ad9c3d8a03d,55,1,00:01:09.763,1,9,42,Ball Receipt*,5,217,Barcelona,3,From Free Kick,217,Barcelona,,,49a888a9-edc8-4001-b735-7dc857d258a6,5211,Jordi Alba Ramos,6,Left Back,60.1,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6a55e41-4668-4977-a560-eaf7d5bfc6f2,56,1,00:01:09.763,1,9,43,Carry,5,217,Barcelona,3,From Free Kick,217,Barcelona,0.819291,,0bb5f594-1271-468d-a162-9ad9c3d8a03d,5211,Jordi Alba Ramos,6,Left Back,60.1,13.3,,,,,,,,,,,,,,,,,,,,3295020b-7cbb-4032-b830-0e6d2176e347,,62.2,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3295020b-7cbb-4032-b830-0e6d2176e347,57,1,00:01:10.583,1,10,30,Pass,5,217,Barcelona,3,From Free Kick,217,Barcelona,1.1779,,dd827772-51b5-44ac-a088-6aa8a503e0b1,5211,Jordi Alba Ramos,6,Left Back,62.2,11.7,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,14.242542,-0.8499848,1.0,Ground Pass,71.6,1.0,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd827772-51b5-44ac-a088-6aa8a503e0b1,58,1,00:01:11.760,1,11,42,Ball Receipt*,5,217,Barcelona,3,From Free Kick,217,Barcelona,,,3295020b-7cbb-4032-b830-0e6d2176e347,4320,Neymar da Silva Santos Junior,21,Left Wing,71.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02643be4-f948-4948-82c9-0da90a21a7a3,59,1,00:01:11.760,1,11,43,Carry,5,217,Barcelona,3,From Free Kick,217,Barcelona,2.4811,,95583c78-1f9c-4b1d-90d5-91b760acf0af,4320,Neymar da Silva Santos Junior,21,Left Wing,71.6,1.0,,,,,,,,,,,,,,,,,,,,dd827772-51b5-44ac-a088-6aa8a503e0b1,,77.4,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95583c78-1f9c-4b1d-90d5-91b760acf0af,60,1,00:01:14.242,1,14,30,Pass,5,217,Barcelona,3,From Free Kick,217,Barcelona,0.9985,,ed326425-a069-41f3-98f7-28075124954c,4320,Neymar da Silva Santos Junior,21,Left Wing,77.4,5.8,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,7.5,3.1415927,1.0,Ground Pass,69.9,5.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ed326425-a069-41f3-98f7-28075124954c,61,1,00:01:15.240,1,15,42,Ball Receipt*,5,217,Barcelona,3,From Free Kick,217,Barcelona,,,95583c78-1f9c-4b1d-90d5-91b760acf0af,5211,Jordi Alba Ramos,6,Left Back,69.9,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62888d72-6cf9-4cc1-b274-92e5fd60410f,62,1,00:01:15.240,1,15,43,Carry,5,217,Barcelona,3,From Free Kick,217,Barcelona,0.08,,699639bd-b807-4113-ae77-9b54020724ab,5211,Jordi Alba Ramos,6,Left Back,69.9,5.8,,,,,,,,,,,,,,,,,,,,ed326425-a069-41f3-98f7-28075124954c,,69.9,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699639bd-b807-4113-ae77-9b54020724ab,63,1,00:01:15.320,1,15,30,Pass,5,217,Barcelona,3,From Free Kick,217,Barcelona,1.0771,,c05fa7bc-ddb3-45bc-ad08-056bc166b7c6,5211,Jordi Alba Ramos,6,Left Back,69.9,5.8,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,11.322544,-0.30499235,1.0,Ground Pass,80.7,2.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c05fa7bc-ddb3-45bc-ad08-056bc166b7c6,64,1,00:01:16.397,1,16,42,Ball Receipt*,5,217,Barcelona,3,From Free Kick,217,Barcelona,,,699639bd-b807-4113-ae77-9b54020724ab,4320,Neymar da Silva Santos Junior,21,Left Wing,80.7,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da3a30ac-51b7-4fb1-8aad-fbcd9b363ef9,65,1,00:01:16.397,1,16,43,Carry,5,217,Barcelona,3,From Free Kick,217,Barcelona,0.08,,a9fdee80-4375-4f73-a035-50fd9a14adb1,4320,Neymar da Silva Santos Junior,21,Left Wing,80.7,2.4,,,,,,,,,,,,,,,,,,,,c05fa7bc-ddb3-45bc-ad08-056bc166b7c6,,80.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9fdee80-4375-4f73-a035-50fd9a14adb1,66,1,00:01:16.477,1,16,30,Pass,5,217,Barcelona,3,From Free Kick,217,Barcelona,1.192,,22471a65-8cc9-4f24-9b01-1775141c76b0,4320,Neymar da Silva Santos Junior,21,Left Wing,80.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,10.20833,2.5726094,1.0,Ground Pass,71.7,9.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22471a65-8cc9-4f24-9b01-1775141c76b0,67,1,00:01:17.669,1,17,42,Ball Receipt*,5,217,Barcelona,3,From Free Kick,217,Barcelona,,,a9fdee80-4375-4f73-a035-50fd9a14adb1,5211,Jordi Alba Ramos,6,Left Back,71.7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
