id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,under_pressure,duel,clearance,counterpress,interception_outcome_id,interception_outcome_name,out,foul_won,off_camera,shot,goalkeeper,dribble,block,foul_committed,ball_recovery,substitution,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,interception,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events,pass_type_id,pass_type_name,pass_cross,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,clearance_head,pass_switch,related_events_3,pass_deflected,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_goal_assist,pass_technique_id,pass_technique_name,pass_inswinging
bb81187a-1a53-4121-9bed-b3595786e2b0,33,1,00:00:28.585,0,28,10,Interception,3,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,ad47b245-9891-414a-9c2f-64f840449ae3,5216,Andrés Iniesta Luján,15,Left Center Midfield,39.4,7.2,,,,,,,True,4.0,Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57778435-64a3-4252-be76-07ce5fb4dd6b,34,1,00:00:28.585,0,28,43,Carry,3,217,Barcelona,1,Regular Play,217,Barcelona,2.0948,,8af949ca-a8e0-49c1-87d3-4c37e52d1ce5,5216,Andrés Iniesta Luján,15,Left Center Midfield,39.4,7.2,,,,True,,,,,,,,,,,,,,,,bb81187a-1a53-4121-9bed-b3595786e2b0,d30588eb-6c8f-45d2-9361-70d2dec34cbc,40.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8af949ca-a8e0-49c1-87d3-4c37e52d1ce5,35,1,00:00:29.064,0,29,17,Pressure,3,217,Barcelona,1,Regular Play,219,RC Deportivo La Coruña,0.974017,,57778435-64a3-4252-be76-07ce5fb4dd6b,23806,Alejandro Bergantiños García,13,Right Center Midfield,77.6,73.7,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8543fb18-ded7-4120-85dc-0f13c17ef691,36,1,00:00:30.618,0,30,17,Pressure,3,217,Barcelona,1,Regular Play,219,RC Deportivo La Coruña,0.431928,,d30588eb-6c8f-45d2-9361-70d2dec34cbc,6732,Lucas Pérez Martínez,24,Left Center Forward,81.9,73.1,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d30588eb-6c8f-45d2-9361-70d2dec34cbc,37,1,00:00:30.680,0,30,30,Pass,3,217,Barcelona,1,Regular Play,217,Barcelona,1.4173,,4acadf50-92b5-41eb-82b0-c52a8787cf60,5216,Andrés Iniesta Luján,15,Left Center Midfield,40.5,8.5,,,,True,,,,,,,,,,,,,,,,8543fb18-ded7-4120-85dc-0f13c17ef691,,,,,5203.0,Sergio Busquets i Burgos,6.5787535,-1.2298174,1.0,Ground Pass,42.7,2.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62018a6d-e1c0-46e7-95a5-5482604a444c,38,1,00:00:31.866,0,31,17,Pressure,3,217,Barcelona,1,Regular Play,219,RC Deportivo La Coruña,0.553431,,0f5995c9-fa0a-4daa-915f-070b68ef31c2,23806,Alejandro Bergantiños García,13,Right Center Midfield,77.2,75.6,,,,,,,True,,,,,,,,,,,,,4acadf50-92b5-41eb-82b0-c52a8787cf60,91949320-978a-4665-9b15-774ddb024c04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4acadf50-92b5-41eb-82b0-c52a8787cf60,39,1,00:00:32.097,0,32,42,Ball Receipt*,3,217,Barcelona,1,Regular Play,217,Barcelona,,,62018a6d-e1c0-46e7-95a5-5482604a444c,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,42.7,2.3,,,,True,,,,,,,,,,,,,,,,d30588eb-6c8f-45d2-9361-70d2dec34cbc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91949320-978a-4665-9b15-774ddb024c04,40,1,00:00:32.097,0,32,43,Carry,3,217,Barcelona,1,Regular Play,217,Barcelona,0.0069,,0f5995c9-fa0a-4daa-915f-070b68ef31c2,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,42.7,2.3,,,,True,,,,,,,,,,,,,,,,4acadf50-92b5-41eb-82b0-c52a8787cf60,62018a6d-e1c0-46e7-95a5-5482604a444c,42.5,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0f5995c9-fa0a-4daa-915f-070b68ef31c2,41,1,00:00:32.104,0,32,30,Pass,3,217,Barcelona,1,Regular Play,217,Barcelona,0.5865,,29e10466-eccd-4d1e-9841-a8d4e1be8852,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,42.5,3.7,,,,True,,,,,,,,,,,,,,,,62018a6d-e1c0-46e7-95a5-5482604a444c,,,,,4320.0,Neymar da Silva Santos Junior,5.1546097,-0.31561565,1.0,Ground Pass,47.4,2.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29e10466-eccd-4d1e-9841-a8d4e1be8852,42,1,00:00:32.691,0,32,42,Ball Receipt*,3,217,Barcelona,1,Regular Play,217,Barcelona,,,0f5995c9-fa0a-4daa-915f-070b68ef31c2,4320,Neymar da Silva Santos Junior,21,Left Wing,47.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
