id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,dribble,counterpress,duel,off_camera,ball_receipt,interception,out,clearance,ball_recovery,foul_committed,foul_won,shot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,50_50,block,miscontrol,substitution,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_type_id,pass_type_name,related_events,interception_outcome_id,interception_outcome_name,duel_type_id,duel_type_name,miscontrol_aerial_won,pass_technique_id,pass_technique_name,pass_through_ball,dribble_outcome_id,dribble_outcome_name,dribble_overrun,related_events_3,foul_committed_advantage,foul_won_advantage,pass_cross,pass_switch,duel_outcome_id,duel_outcome_name,related_events_4,related_events_5,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate
213449fa-eca4-4ff3-a7ea-20ea921bed58,1301,1,00:32:55.630,32,55,42,Ball Receipt*,65,217,Barcelona,1,Regular Play,217,Barcelona,,,2ff68e1c-cc47-47dc-9e43-7e58b292f7cc,5211,Jordi Alba Ramos,6,Left Back,56.1,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89593674-3133-40cf-8416-7449591772c7,1302,1,00:32:55.630,32,55,43,Carry,65,217,Barcelona,1,Regular Play,217,Barcelona,0.039952,,213449fa-eca4-4ff3-a7ea-20ea921bed58,5211,Jordi Alba Ramos,6,Left Back,56.1,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73ee8ce0-2b14-4265-8619-0f2ac842e50b,56.2,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73ee8ce0-2b14-4265-8619-0f2ac842e50b,1303,1,00:32:55.670,32,55,30,Pass,65,217,Barcelona,1,Regular Play,217,Barcelona,1.111267,,7644e597-053b-4ecd-a092-8dd2a70847db,5211,Jordi Alba Ramos,6,Left Back,56.2,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,13.711674,-0.17593962,1.0,Ground Pass,69.7,8.5,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48c9f391-5d77-438d-9198-9db9e90000fc,1304,1,00:32:56.317,32,56,17,Pressure,65,217,Barcelona,1,Regular Play,216,Getafe,2.995674,,225b613e-fcc9-4965-883a-43378b1967d7,11813,Emiliano Buendía,2,Right Back,47.8,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7644e597-053b-4ecd-a092-8dd2a70847db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7644e597-053b-4ecd-a092-8dd2a70847db,1305,1,00:32:56.782,32,56,42,Ball Receipt*,65,217,Barcelona,1,Regular Play,217,Barcelona,,,48c9f391-5d77-438d-9198-9db9e90000fc,4320,Neymar da Silva Santos Junior,21,Left Wing,69.7,8.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,73ee8ce0-2b14-4265-8619-0f2ac842e50b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225b613e-fcc9-4965-883a-43378b1967d7,1306,1,00:32:56.782,32,56,43,Carry,65,217,Barcelona,1,Regular Play,217,Barcelona,4.583067,,07d8e308-c663-48b0-9ac0-76102cb90e43,4320,Neymar da Silva Santos Junior,21,Left Wing,69.7,8.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,48c9f391-5d77-438d-9198-9db9e90000fc,56.9,12.0,,,,,,,,,,,7644e597-053b-4ecd-a092-8dd2a70847db,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07d8e308-c663-48b0-9ac0-76102cb90e43,1307,1,00:33:01.365,33,1,30,Pass,65,217,Barcelona,1,Regular Play,217,Barcelona,1.834236,,f42a4e57-5162-4b69-b8ad-cdd7415a6620,4320,Neymar da Silva Santos Junior,21,Left Wing,56.9,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10609.0,Jérémy Mathieu,21.411213,2.4289138,1.0,Ground Pass,40.7,26.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f42a4e57-5162-4b69-b8ad-cdd7415a6620,1308,1,00:33:03.199,33,3,42,Ball Receipt*,65,217,Barcelona,1,Regular Play,217,Barcelona,,,07d8e308-c663-48b0-9ac0-76102cb90e43,10609,Jérémy Mathieu,5,Left Center Back,40.7,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1b400f3-c040-4298-b1a4-140af39f5e61,1309,1,00:33:03.199,33,3,43,Carry,65,217,Barcelona,1,Regular Play,217,Barcelona,0.886781,,6b5a6c64-e552-466a-9868-f2a364efb8ba,10609,Jérémy Mathieu,5,Left Center Back,40.7,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f42a4e57-5162-4b69-b8ad-cdd7415a6620,40.7,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b5a6c64-e552-466a-9868-f2a364efb8ba,1310,1,00:33:04.086,33,4,30,Pass,65,217,Barcelona,1,Regular Play,217,Barcelona,1.513268,,9f589491-7baa-4623-aba5-4bfba9e320d5,10609,Jérémy Mathieu,5,Left Center Back,40.7,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6379.0,Sergi Roberto Carnicer,15.822136,0.6599345,1.0,Ground Pass,53.2,35.7,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f589491-7baa-4623-aba5-4bfba9e320d5,1311,1,00:33:05.599,33,5,42,Ball Receipt*,65,217,Barcelona,1,Regular Play,217,Barcelona,,,6b5a6c64-e552-466a-9868-f2a364efb8ba,6379,Sergi Roberto Carnicer,10,Center Defensive Midfield,53.2,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fff9cf55-72fa-40af-a39a-096a9c61623c,1312,1,00:33:05.599,33,5,43,Carry,65,217,Barcelona,1,Regular Play,217,Barcelona,0.737854,,5524a4dc-ade7-498f-846a-e926a899ef72,6379,Sergi Roberto Carnicer,10,Center Defensive Midfield,53.2,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f589491-7baa-4623-aba5-4bfba9e320d5,54.2,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5524a4dc-ade7-498f-846a-e926a899ef72,1313,1,00:33:06.337,33,6,30,Pass,65,217,Barcelona,1,Regular Play,217,Barcelona,1.48337,,1d5ba268-6f8f-43f2-a238-ff1fd1f7eea5,6379,Sergi Roberto Carnicer,10,Center Defensive Midfield,54.2,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,14.436759,1.3543813,1.0,Ground Pass,57.3,52.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d5ba268-6f8f-43f2-a238-ff1fd1f7eea5,1314,1,00:33:07.820,33,7,42,Ball Receipt*,65,217,Barcelona,1,Regular Play,217,Barcelona,,,5524a4dc-ade7-498f-846a-e926a899ef72,11094,Arda Turan,13,Right Center Midfield,57.3,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
