id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,under_pressure,duel,miscontrol,counterpress,interception,clearance,dribble,foul_committed,foul_won,out,shot,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,off_camera,ball_recovery,block,substitution,related_events,location,goalkeeper,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,related_events_2,carry_end_location_0,carry_end_location_1,pass_technique_id,pass_technique_name,pass_through_ball,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate
b30f7f4f-d524-4273-a631-9e77c31552ac,3295,2,00:38:28.308,83,28,2,Ball Recovery,157,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,5211,Jordi Alba Ramos,6,Left Back,62.4,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00b0fb3b-0c1a-41cd-910b-7e61d709e0da,3296,2,00:38:28.308,83,28,43,Carry,157,217,Barcelona,1,Regular Play,217,Barcelona,3.299,,066e6f06-7017-44ee-a302-7dbe0904ade1,5211,Jordi Alba Ramos,6,Left Back,62.4,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b30f7f4f-d524-4273-a631-9e77c31552ac,,,,,,,,,,,,,,56.9,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
066e6f06-7017-44ee-a302-7dbe0904ade1,3297,2,00:38:31.607,83,31,30,Pass,157,217,Barcelona,1,Regular Play,217,Barcelona,1.0892,,ba5adcb6-e723-4049-8db9-e528405e6a10,5211,Jordi Alba Ramos,6,Left Back,56.9,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,16.127617,2.819842,1.0,Ground Pass,41.6,7.5,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba5adcb6-e723-4049-8db9-e528405e6a10,3298,2,00:38:32.696,83,32,42,Ball Receipt*,157,217,Barcelona,1,Regular Play,217,Barcelona,,,066e6f06-7017-44ee-a302-7dbe0904ade1,5506,Javier Alejandro Mascherano,5,Left Center Back,41.6,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ffc6178-95d1-4213-99db-5b59393734cf,3299,2,00:38:32.696,83,32,43,Carry,157,217,Barcelona,1,Regular Play,217,Barcelona,1.3548,,0c2281f2-4fc6-4c4f-8166-efd9bebd5fdb,5506,Javier Alejandro Mascherano,5,Left Center Back,41.6,7.5,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88bc0037-685f-44d4-9bc4-6713881103c3,,,,,,,,,,,,,ba5adcb6-e723-4049-8db9-e528405e6a10,34.7,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88bc0037-685f-44d4-9bc4-6713881103c3,3300,2,00:38:33.364,83,33,17,Pressure,157,217,Barcelona,1,Regular Play,209,Celta Vigo,0.604735,,4ffc6178-95d1-4213-99db-5b59393734cf,27342,Josep Señé Escudero,12,Right Midfield,74.9,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c2281f2-4fc6-4c4f-8166-efd9bebd5fdb,3301,2,00:38:34.051,83,34,30,Pass,157,217,Barcelona,1,Regular Play,217,Barcelona,3.1706,,8013c01f-5f62-4029-b41a-fe7b0c16d074,5506,Javier Alejandro Mascherano,5,Left Center Back,34.7,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4691.0,Claudio Andrés Bravo Muñoz,40.837482,2.2834067,1.0,Ground Pass,8.0,38.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8013c01f-5f62-4029-b41a-fe7b0c16d074,3302,2,00:38:37.221,83,37,42,Ball Receipt*,157,217,Barcelona,1,Regular Play,217,Barcelona,,,0c2281f2-4fc6-4c4f-8166-efd9bebd5fdb,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,8.0,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5f5fce0-5210-4918-a0ee-bf8153e82767,3303,2,00:38:37.221,83,37,43,Carry,157,217,Barcelona,1,Regular Play,217,Barcelona,4.9597,,3ee1d732-52df-4895-9a8a-d100739dae59,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,8.0,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8013c01f-5f62-4029-b41a-fe7b0c16d074,,,,,,,,,,,,,,8.0,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ee1d732-52df-4895-9a8a-d100739dae59,3304,2,00:38:42.181,83,42,30,Pass,157,217,Barcelona,1,Regular Play,217,Barcelona,2.776338,,ad0b8620-2c70-49e7-a3b5-d03044bce43d,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,8.0,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,43.84883,-0.9473655,3.0,High Pass,33.6,3.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad0b8620-2c70-49e7-a3b5-d03044bce43d,3305,2,00:38:44.957,83,44,42,Ball Receipt*,157,217,Barcelona,1,Regular Play,217,Barcelona,,,3ee1d732-52df-4895-9a8a-d100739dae59,5211,Jordi Alba Ramos,6,Left Back,33.6,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77f74a9a-2e21-468b-8b67-9bee30270890,3306,2,00:38:44.957,83,44,43,Carry,157,217,Barcelona,1,Regular Play,217,Barcelona,0.859662,,2ed866e5-36bc-4668-889e-631a531890b5,5211,Jordi Alba Ramos,6,Left Back,33.6,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad0b8620-2c70-49e7-a3b5-d03044bce43d,,,,,,,,,,,,,,33.6,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ed866e5-36bc-4668-889e-631a531890b5,3307,2,00:38:45.817,83,45,30,Pass,157,217,Barcelona,1,Regular Play,217,Barcelona,1.8177,,2a3672ab-5a09-4ec9-a8fb-431af196a09e,5211,Jordi Alba Ramos,6,Left Back,33.6,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,20.396078,0.19739556,1.0,Ground Pass,53.6,7.2,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a3672ab-5a09-4ec9-a8fb-431af196a09e,3308,2,00:38:47.635,83,47,42,Ball Receipt*,157,217,Barcelona,1,Regular Play,217,Barcelona,,,2ed866e5-36bc-4668-889e-631a531890b5,11094,Arda Turan,15,Left Center Midfield,53.6,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4151c660-4b78-4fa0-afe3-c0d8f7879154,3309,2,00:38:47.635,83,47,43,Carry,157,217,Barcelona,1,Regular Play,217,Barcelona,3.7306,,2a3672ab-5a09-4ec9-a8fb-431af196a09e,11094,Arda Turan,15,Left Center Midfield,53.6,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2de273e2-cad5-4f8b-aa64-c828169b3034,,,,,,,,,,,,,,79.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2de273e2-cad5-4f8b-aa64-c828169b3034,3310,2,00:38:51.365,83,51,30,Pass,157,217,Barcelona,1,Regular Play,217,Barcelona,1.2764,,001fcc0a-7c63-43ad-acc0-3bb55ab2f96b,11094,Arda Turan,15,Left Center Midfield,79.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,13.465883,-0.4370758,1.0,Ground Pass,91.4,4.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001fcc0a-7c63-43ad-acc0-3bb55ab2f96b,3311,2,00:38:52.642,83,52,42,Ball Receipt*,157,217,Barcelona,1,Regular Play,217,Barcelona,,,2de273e2-cad5-4f8b-aa64-c828169b3034,5246,Luis Alberto Suárez Díaz,23,Center Forward,91.4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682900b5-c87e-4dc2-86c9-0530fe126c35,3312,2,00:38:52.642,83,52,43,Carry,157,217,Barcelona,1,Regular Play,217,Barcelona,3.5167,,001fcc0a-7c63-43ad-acc0-3bb55ab2f96b,5246,Luis Alberto Suárez Díaz,23,Center Forward,91.4,4.5,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070fa39a-b702-45b3-8599-d6d75c8ee9c3,,,,,,,,,,,,,1ef9b8f6-d5ac-42fc-859f-e518b5b36b4f,85.3,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ef9b8f6-d5ac-42fc-859f-e518b5b36b4f,3313,2,00:38:55.137,83,55,17,Pressure,157,217,Barcelona,1,Regular Play,209,Celta Vigo,0.584629,,682900b5-c87e-4dc2-86c9-0530fe126c35,27342,Josep Señé Escudero,12,Right Midfield,29.5,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
070fa39a-b702-45b3-8599-d6d75c8ee9c3,3314,2,00:38:56.158,83,56,30,Pass,157,217,Barcelona,1,Regular Play,217,Barcelona,2.0186,,5adcc20f-85c0-4e56-8274-e7513bed9829,5246,Luis Alberto Suárez Díaz,23,Center Forward,85.3,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,26.05993,0.7311038,3.0,High Pass,104.7,38.1,40.0,Right Foot,,,,,,108.0,Through Ball,True,,,,,4f7c0b04-6c9a-4fcc-aa05-c6aa7a379834,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5adcc20f-85c0-4e56-8274-e7513bed9829,3315,2,00:38:58.177,83,58,42,Ball Receipt*,157,217,Barcelona,1,Regular Play,217,Barcelona,,,070fa39a-b702-45b3-8599-d6d75c8ee9c3,5470,Ivan Rakitić,13,Right Center Midfield,104.7,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f7c0b04-6c9a-4fcc-aa05-c6aa7a379834,3316,2,00:38:58.177,83,58,16,Shot,157,217,Barcelona,1,Regular Play,217,Barcelona,1.043014,,447475d5-8f02-4053-8a8b-45a215f30734,5470,Ivan Rakitić,13,Right Center Midfield,105.8,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31846172,120.0,37.5,2.0,070fa39a-b702-45b3-8599-d6d75c8ee9c3,True,92.0,Lob,40.0,Right Foot,87.0,Open Play,97.0,Goal,112.7,39.7,6884.0,Sergio Álvarez Conde,1.0,Goalkeeper,False,106.8,44.9,7577.0,Carles Planas Antolínez,6.0,Left Back,False,101.3,32.9,6794.0,Gustavo Daniel Cabral Cáceres,3.0,Right Center Back,False,96.4,36.5,6802.0,Jonathan Castro Otto,5.0,Left Center Back,False,100.2,24.3,6805.0,Hugo Mallo Novegil,2.0,Right Back,False,95.1,26.9,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,True,88.2,33.5,27341.0,Marcelo Alfonso Díaz Rojas,11.0,Left Defensive Midfield,False,88.2,26.6,27342.0,Josep Señé Escudero,12.0,Right Midfield,False,88.2,22.0,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,True
