id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,out,counterpress,duel,ball_receipt,block,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,dribble,clearance,shot,interception,foul_won,off_camera,ball_recovery,foul_committed,50_50,substitution,bad_behaviour,related_events,location,goalkeeper,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,dribble_outcome_id,dribble_outcome_name,related_events_3,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_switch,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,player,position
2b972a2b-9e9f-4e4c-ad44-b50ec7721afd,3077,2,00:42:47.732,87,47,14,Dribble,154,217,Barcelona,1,Regular Play,1049,Granada,0.0,,8fe31bcb-d536-4812-afa7-b547bcb91efd,20064.0,Hugo Miguel Almeida Costa Lopes,2.0,Right Back,10.2,65.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92195bab-4e2a-40f3-b431-78b6bd3b4320,3078,2,00:42:47.732,87,47,43,Carry,154,217,Barcelona,1,Regular Play,1049,Granada,0.7971,,2b972a2b-9e9f-4e4c-ad44-b50ec7721afd,20064.0,Hugo Miguel Almeida Costa Lopes,2.0,Right Back,10.2,65.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61899998-d211-468c-b09c-a09f6cd35e9c,8fe31bcb-d536-4812-afa7-b547bcb91efd,10.8,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61899998-d211-468c-b09c-a09f6cd35e9c,3079,2,00:42:48.529,87,48,30,Pass,154,217,Barcelona,1,Regular Play,1049,Granada,3.889262,,641f3111-fc9b-4c4e-b2aa-55fb624ff6ed,20064.0,Hugo Miguel Almeida Costa Lopes,2.0,Right Back,10.8,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6847.0,Adalberto Peñaranda Maestre,49.388256,0.15449661,3.0,High Pass,59.6,80.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,Out,,,,,,,,
641f3111-fc9b-4c4e-b2aa-55fb624ff6ed,3080,2,00:42:52.418,87,52,42,Ball Receipt*,154,217,Barcelona,1,Regular Play,1049,Granada,,,61899998-d211-468c-b09c-a09f6cd35e9c,6847.0,Adalberto Peñaranda Maestre,17.0,Right Wing,51.4,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,
28c14e94-c104-4a53-998c-7677103ff3b8,3081,2,00:43:00.024,88,0,30,Pass,155,217,Barcelona,4,From Throw In,217,Barcelona,1.8184,,c6d15a3e-e390-414c-a1ca-52c26298bb88,5211.0,Jordi Alba Ramos,6.0,Left Back,71.9,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,6.1032777,1.5380212,2.0,Low Pass,72.1,6.2,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6d15a3e-e390-414c-a1ca-52c26298bb88,3082,2,00:43:01.843,88,1,42,Ball Receipt*,155,217,Barcelona,4,From Throw In,217,Barcelona,,,28c14e94-c104-4a53-998c-7677103ff3b8,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,72.1,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a059b0ef-82df-4075-8d94-1b6afdd28217,3083,2,00:43:01.843,88,1,43,Carry,155,217,Barcelona,4,From Throw In,217,Barcelona,0.04,,091b626c-1513-4395-ae88-939a926e673e,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,72.1,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c6d15a3e-e390-414c-a1ca-52c26298bb88,,71.4,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
091b626c-1513-4395-ae88-939a926e673e,3084,2,00:43:01.883,88,1,30,Pass,155,217,Barcelona,4,From Throw In,217,Barcelona,0.686127,,0f656341-168c-48d5-aae0-edd2b435f348,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,71.4,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,4.565085,-1.0679531,1.0,Ground Pass,73.6,2.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0f656341-168c-48d5-aae0-edd2b435f348,3085,2,00:43:02.569,88,2,42,Ball Receipt*,155,217,Barcelona,4,From Throw In,217,Barcelona,,,091b626c-1513-4395-ae88-939a926e673e,5211.0,Jordi Alba Ramos,6.0,Left Back,73.6,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
023c7aa3-41f8-4ddd-a840-eb0e058cc056,3086,2,00:43:02.569,88,2,43,Carry,155,217,Barcelona,4,From Throw In,217,Barcelona,0.622673,,0f656341-168c-48d5-aae0-edd2b435f348,5211.0,Jordi Alba Ramos,6.0,Left Back,73.6,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f2f8282-ef6a-44c1-a1ba-264dbb538a2d,,74.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f2f8282-ef6a-44c1-a1ba-264dbb538a2d,3087,2,00:43:03.191,88,3,30,Pass,155,217,Barcelona,4,From Throw In,217,Barcelona,0.455879,,4951ea4e-fa9b-4923-a464-ec76b175ff66,5211.0,Jordi Alba Ramos,6.0,Left Back,74.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,6.0876927,1.819759,1.0,Ground Pass,72.7,8.1,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4951ea4e-fa9b-4923-a464-ec76b175ff66,3088,2,00:43:03.647,88,3,42,Ball Receipt*,155,217,Barcelona,4,From Throw In,217,Barcelona,,,9f2f8282-ef6a-44c1-a1ba-264dbb538a2d,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,72.7,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90640ee0-fead-4ac2-929c-19280ab94e86,3089,2,00:43:03.647,88,3,43,Carry,155,217,Barcelona,4,From Throw In,217,Barcelona,1.133021,,4951ea4e-fa9b-4923-a464-ec76b175ff66,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,72.7,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f6b348da-d55d-40a5-b872-6abb8b7b1cee,,70.8,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f6b348da-d55d-40a5-b872-6abb8b7b1cee,3090,2,00:43:04.780,88,4,30,Pass,155,217,Barcelona,4,From Throw In,217,Barcelona,2.551962,,418f16ee-0e30-43ec-84e6-c308256e40aa,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,70.8,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,45.981083,2.0821195,2.0,Low Pass,48.3,48.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
418f16ee-0e30-43ec-84e6-c308256e40aa,3091,2,00:43:07.332,88,7,42,Ball Receipt*,155,217,Barcelona,4,From Throw In,217,Barcelona,,,f6b348da-d55d-40a5-b872-6abb8b7b1cee,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,48.3,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f0022be8-1f03-41c1-96f3-44f302c7389c,3092,2,00:43:07.332,88,7,43,Carry,155,217,Barcelona,4,From Throw In,217,Barcelona,3.792138,,418f16ee-0e30-43ec-84e6-c308256e40aa,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,48.3,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61392110-2c51-4f97-a823-dce43e1a269a,,49.0,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61392110-2c51-4f97-a823-dce43e1a269a,3093,2,00:43:11.124,88,11,30,Pass,155,217,Barcelona,4,From Throw In,217,Barcelona,1.104195,,4fcc6bc5-30ef-40c4-9b26-763db4ea1876,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,49.0,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6379.0,Sergi Roberto Carnicer,11.555085,-1.1613591,1.0,Ground Pass,53.6,38.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4fcc6bc5-30ef-40c4-9b26-763db4ea1876,3094,2,00:43:12.229,88,12,42,Ball Receipt*,155,217,Barcelona,4,From Throw In,217,Barcelona,,,61392110-2c51-4f97-a823-dce43e1a269a,6379.0,Sergi Roberto Carnicer,10.0,Center Defensive Midfield,53.6,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deee75b4-a43f-4129-9a07-461c29937b49,3095,2,00:43:12.229,88,12,43,Carry,155,217,Barcelona,4,From Throw In,217,Barcelona,1.746905,,4fcc6bc5-30ef-40c4-9b26-763db4ea1876,6379.0,Sergi Roberto Carnicer,10.0,Center Defensive Midfield,53.6,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5043c2b-de57-463f-b76e-f471c55dbaeb,,53.6,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5043c2b-de57-463f-b76e-f471c55dbaeb,3096,2,00:43:13.976,88,13,30,Pass,155,217,Barcelona,4,From Throw In,217,Barcelona,1.062202,,10ec351f-e2a9-43f5-b9c4-b5d53aefa8bd,6379.0,Sergi Roberto Carnicer,10.0,Center Defensive Midfield,53.6,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,10.650822,-0.5984189,1.0,Ground Pass,62.4,32.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10ec351f-e2a9-43f5-b9c4-b5d53aefa8bd,3097,2,00:43:15.038,88,15,42,Ball Receipt*,155,217,Barcelona,4,From Throw In,217,Barcelona,,,b5043c2b-de57-463f-b76e-f471c55dbaeb,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,62.4,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf5e1b83-8f48-4229-a916-91655d5eb948,3098,2,00:43:15.038,88,15,43,Carry,155,217,Barcelona,4,From Throw In,217,Barcelona,1.558098,,10ec351f-e2a9-43f5-b9c4-b5d53aefa8bd,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,62.4,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba7625da-1c82-41e3-bda9-e957335df0e3,,64.7,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba7625da-1c82-41e3-bda9-e957335df0e3,3099,2,00:43:16.596,88,16,30,Pass,155,217,Barcelona,4,From Throw In,217,Barcelona,3.038006,,5f276ad2-5a15-4619-aff3-af9b9a5789a1,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,64.7,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,47.876926,1.2477248,3.0,High Pass,79.9,77.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
5f276ad2-5a15-4619-aff3-af9b9a5789a1,3100,2,00:43:19.634,88,19,42,Ball Receipt*,155,217,Barcelona,4,From Throw In,217,Barcelona,,,ba7625da-1c82-41e3-bda9-e957335df0e3,4324.0,Daniel Alves da Silva,2.0,Right Back,79.9,77.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94e002bd-7be9-47ab-8c38-35409c718cbb,3101,2,00:43:19.634,88,19,43,Carry,155,217,Barcelona,4,From Throw In,217,Barcelona,0.970794,,5f276ad2-5a15-4619-aff3-af9b9a5789a1,4324.0,Daniel Alves da Silva,2.0,Right Back,79.9,77.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bddb7f39-ad09-4fae-b7eb-eff71ad12436,,82.4,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bddb7f39-ad09-4fae-b7eb-eff71ad12436,3102,2,00:43:20.605,88,20,30,Pass,155,217,Barcelona,4,From Throw In,217,Barcelona,1.1828,,30d6f9ab-8a60-4dea-9b00-574d18c1e874,4324.0,Daniel Alves da Silva,2.0,Right Back,82.4,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,16.818146,-1.0885339,3.0,High Pass,90.2,61.5,40.0,Right Foot,,,523d6b88-a185-4a8b-a96d-88ca9cd1e00e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,
30d6f9ab-8a60-4dea-9b00-574d18c1e874,3103,2,00:43:21.787,88,21,42,Ball Receipt*,155,217,Barcelona,4,From Throw In,217,Barcelona,,,bddb7f39-ad09-4fae-b7eb-eff71ad12436,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,90.2,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,
a1c41e4a-c85a-495c-93c9-fef90b0b54f8,3254,2,00:47:19.639,92,19,30,Pass,159,217,Barcelona,7,From Goal Kick,217,Barcelona,3.859698,,1d64c32c-3539-45d7-b588-118a614a2cdc,20055.0,Marc-André ter Stegen,1.0,Goalkeeper,7.0,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,71.35713,-0.34302393,3.0,High Pass,74.2,12.1,40.0,Right Foot,63.0,Goal Kick,543283e2-9303-48aa-919c-edf796a6e1f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,
1d64c32c-3539-45d7-b588-118a614a2cdc,3255,2,00:47:23.499,92,23,42,Ball Receipt*,159,217,Barcelona,7,From Goal Kick,217,Barcelona,,,a1c41e4a-c85a-495c-93c9-fef90b0b54f8,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,74.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,
c29ab5cd-74f4-46d3-821a-6614230b446c,3263,2,00:47:33.703,92,33,2,Ball Recovery,161,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,8000868d-d201-4d35-88c1-a28430a46724,20055.0,Marc-André ter Stegen,1.0,Goalkeeper,2.3,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a9d183f-8a0f-497d-b78a-927e79c652be,3264,2,00:47:46.809,92,46,30,Pass,161,217,Barcelona,1,Regular Play,217,Barcelona,1.689306,,3bce96e5-734a-49b3-b4c2-f77482a6f6f5,20055.0,Marc-André ter Stegen,1.0,Goalkeeper,8.6,49.7,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,23.70021,0.6477205,1.0,Ground Pass,27.5,64.0,69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bce96e5-734a-49b3-b4c2-f77482a6f6f5,3265,2,00:47:48.499,92,48,42,Ball Receipt*,161,217,Barcelona,1,Regular Play,217,Barcelona,,,3a9d183f-8a0f-497d-b78a-927e79c652be,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,27.5,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2907e548-9e73-4514-92d4-c2ce00ddba8a,3266,2,00:47:50.027,92,50,30,Pass,161,217,Barcelona,1,Regular Play,217,Barcelona,1.071064,,ccd18eea-5c93-4315-8469-7a6b565d54b1,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,33.0,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6379.0,Sergi Roberto Carnicer,10.610373,-0.8120585,1.0,Ground Pass,40.3,51.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccd18eea-5c93-4315-8469-7a6b565d54b1,3267,2,00:47:51.098,92,51,42,Ball Receipt*,161,217,Barcelona,1,Regular Play,217,Barcelona,,,2907e548-9e73-4514-92d4-c2ce00ddba8a,6379.0,Sergi Roberto Carnicer,10.0,Center Defensive Midfield,40.3,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142be658-ade3-46f3-ab5a-d74fcd348b18,3268,2,00:47:51.098,92,51,43,Carry,161,217,Barcelona,1,Regular Play,217,Barcelona,0.079979,,800510c4-9dd4-4dca-8672-3f2e85c3de6d,6379.0,Sergi Roberto Carnicer,10.0,Center Defensive Midfield,40.3,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ccd18eea-5c93-4315-8469-7a6b565d54b1,,43.3,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
