id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,off_camera,duel,ball_receipt,clearance,interception,counterpress,dribble,foul_committed,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,out,block,miscontrol,foul_won,50_50,ball_recovery,substitution,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,related_events_2,related_events_3,related_events_4,carry_end_location_0,carry_end_location_1,dribble_outcome_id,dribble_outcome_name,pass_cross,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,pass_switch,pass_assisted_shot_id,pass_shot_assist,pass_technique_id,pass_technique_name,pass_through_ball,shot_one_on_one,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events,foul_committed_advantage,foul_won_advantage,clearance_head,miscontrol_aerial_won,pass_deflected,block_deflection,pass_inswinging,interception_outcome_id,interception_outcome_name,clearance_aerial_won,pass_aerial_won,pass_goal_assist,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate
f4a20165-b4b7-4a90-8c05-a82277a3a35c,381,1,00:08:26.189,8,26,42,Ball Receipt*,17,217,Barcelona,1,Regular Play,217,Barcelona,,,4396683d-ff79-4f2b-854e-2c755725dbb2,4324,Daniel Alves da Silva,2,Right Back,40.7,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7fd9a54-0720-4254-88fd-58c19fa5ee7c,382,1,00:08:26.190,8,26,30,Pass,17,217,Barcelona,1,Regular Play,217,Barcelona,0.9343,,6cef763b-3734-4b09-9eb5-942bcacb8d18,4324,Daniel Alves da Silva,2,Right Back,40.7,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,10.117806,-0.820349,2.0,Low Pass,47.6,34.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fcb8fc78-3b56-4458-ad8e-2ffcae95f225,383,1,00:08:26.748,8,26,17,Pressure,17,217,Barcelona,1,Regular Play,322,Eibar,0.979824,,69d9ef0a-c7f2-467e-9bef-f7560d6b0834,6775,Daniel García Carrillo,11,Left Defensive Midfield,66.7,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cef763b-3734-4b09-9eb5-942bcacb8d18,,,,,,,,,,,,,,c1c6e357-88d3-484c-b722-950e6f29c286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6cef763b-3734-4b09-9eb5-942bcacb8d18,384,1,00:08:27.124,8,27,42,Ball Receipt*,17,217,Barcelona,1,Regular Play,217,Barcelona,,,a7fd9a54-0720-4254-88fd-58c19fa5ee7c,5470,Ivan Rakitić,13,Right Center Midfield,47.6,34.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,fcb8fc78-3b56-4458-ad8e-2ffcae95f225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69d9ef0a-c7f2-467e-9bef-f7560d6b0834,385,1,00:08:27.124,8,27,43,Carry,17,217,Barcelona,1,Regular Play,217,Barcelona,0.04,,6cef763b-3734-4b09-9eb5-942bcacb8d18,5470,Ivan Rakitić,13,Right Center Midfield,47.6,34.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,c1c6e357-88d3-484c-b722-950e6f29c286,,,,,,,,,,,,,,fcb8fc78-3b56-4458-ad8e-2ffcae95f225,,,49.1,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1c6e357-88d3-484c-b722-950e6f29c286,386,1,00:08:27.164,8,27,30,Pass,17,217,Barcelona,1,Regular Play,217,Barcelona,1.2706,,7e0a0613-e326-459e-b6f5-14d935b85dc1,5470,Ivan Rakitić,13,Right Center Midfield,49.1,32.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,fcb8fc78-3b56-4458-ad8e-2ffcae95f225,4324.0,Daniel Alves da Silva,9.920181,2.4920433,2.0,Low Pass,41.2,38.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca8d0f20-75b5-49d2-ac37-072576d58dea,387,1,00:08:27.969,8,27,17,Pressure,17,217,Barcelona,1,Regular Play,322,Eibar,1.014113,,4daba4a9-ed29-4748-b0c1-3f1d8cc8aa9a,6700,Sergio Enrich Ametller,22,Right Center Forward,75.1,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e0a0613-e326-459e-b6f5-14d935b85dc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e0a0613-e326-459e-b6f5-14d935b85dc1,388,1,00:08:28.434,8,28,42,Ball Receipt*,17,217,Barcelona,1,Regular Play,217,Barcelona,,,c1c6e357-88d3-484c-b722-950e6f29c286,4324,Daniel Alves da Silva,2,Right Back,41.2,38.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,ca8d0f20-75b5-49d2-ac37-072576d58dea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4daba4a9-ed29-4748-b0c1-3f1d8cc8aa9a,389,1,00:08:28.434,8,28,43,Carry,17,217,Barcelona,1,Regular Play,217,Barcelona,0.566298,,7e0a0613-e326-459e-b6f5-14d935b85dc1,4324,Daniel Alves da Silva,2,Right Back,41.2,38.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,a6ccc61e-e3b4-434f-a4d0-e081d470b2e2,,,,,,,,,,,,,,ca8d0f20-75b5-49d2-ac37-072576d58dea,,,40.5,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6ccc61e-e3b4-434f-a4d0-e081d470b2e2,390,1,00:08:29.001,8,29,30,Pass,17,217,Barcelona,1,Regular Play,217,Barcelona,0.869502,,d8b41144-aae5-49bf-82d8-0a801a2f9eaf,4324,Daniel Alves da Silva,2,Right Back,40.5,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,14.051334,-0.08550529,2.0,Low Pass,54.5,38.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a69d293d-2621-4a89-abdf-455ece1bae7d,391,1,00:08:29.655,8,29,17,Pressure,17,217,Barcelona,1,Regular Play,322,Eibar,1.781711,,00c134ca-16eb-4348-86aa-0f8955bab347,6712,Gonzalo Escalante,12,Right Midfield,65.6,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,58c92cd9-9986-47a2-a6d1-e94798339d32,,,,,,,,,,,,,,d8b41144-aae5-49bf-82d8-0a801a2f9eaf,f6393987-0f72-4253-aad3-544b102a66fd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8b41144-aae5-49bf-82d8-0a801a2f9eaf,392,1,00:08:29.870,8,29,42,Ball Receipt*,17,217,Barcelona,1,Regular Play,217,Barcelona,,,a69d293d-2621-4a89-abdf-455ece1bae7d,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,54.5,38.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,a6ccc61e-e3b4-434f-a4d0-e081d470b2e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00c134ca-16eb-4348-86aa-0f8955bab347,393,1,00:08:29.870,8,29,43,Carry,17,217,Barcelona,1,Regular Play,217,Barcelona,1.153076,,58c92cd9-9986-47a2-a6d1-e94798339d32,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,54.5,38.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,634e7637-675e-4b62-b71a-155d27cb6db7,,,,,,,,,,,,,,a69d293d-2621-4a89-abdf-455ece1bae7d,d8b41144-aae5-49bf-82d8-0a801a2f9eaf,,53.1,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634e7637-675e-4b62-b71a-155d27cb6db7,394,1,00:08:31.023,8,31,39,Dribbled Past,17,217,Barcelona,1,Regular Play,322,Eibar,0.0,,00c134ca-16eb-4348-86aa-0f8955bab347,6712,Gonzalo Escalante,12,Right Midfield,67.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,58c92cd9-9986-47a2-a6d1-e94798339d32,,,,,,,,,,,,,,f6393987-0f72-4253-aad3-544b102a66fd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58c92cd9-9986-47a2-a6d1-e94798339d32,395,1,00:08:31.023,8,31,14,Dribble,17,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,634e7637-675e-4b62-b71a-155d27cb6db7,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,53.1,38.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,a69d293d-2621-4a89-abdf-455ece1bae7d,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f6393987-0f72-4253-aad3-544b102a66fd,396,1,00:08:31.023,8,31,43,Carry,17,217,Barcelona,1,Regular Play,217,Barcelona,0.875924,,3eedd9f0-0697-49b7-b839-9635294d5ced,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,53.1,38.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,58c92cd9-9986-47a2-a6d1-e94798339d32,,,,,,,,,,,,,,634e7637-675e-4b62-b71a-155d27cb6db7,a69d293d-2621-4a89-abdf-455ece1bae7d,,53.1,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3eedd9f0-0697-49b7-b839-9635294d5ced,397,1,00:08:31.899,8,31,30,Pass,17,217,Barcelona,1,Regular Play,217,Barcelona,1.7198,,ec28e7b1-8e62-413a-af15-4fb4f3650e0f,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,53.1,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,12.928264,-2.0102272,1.0,Ground Pass,47.6,26.4,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2f62be6-8120-4578-9ace-8528f2d26d54,398,1,00:08:32.643,8,32,17,Pressure,17,217,Barcelona,1,Regular Play,322,Eibar,1.021359,,32d08b5f-9fba-495e-b5e8-b68c291dd10c,6566,Borja González Tomás,24,Left Center Forward,77.9,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec28e7b1-8e62-413a-af15-4fb4f3650e0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ec28e7b1-8e62-413a-af15-4fb4f3650e0f,399,1,00:08:33.619,8,33,42,Ball Receipt*,17,217,Barcelona,1,Regular Play,217,Barcelona,,,3eedd9f0-0697-49b7-b839-9635294d5ced,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,47.6,26.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,e2f62be6-8120-4578-9ace-8528f2d26d54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32d08b5f-9fba-495e-b5e8-b68c291dd10c,400,1,00:08:33.619,8,33,30,Pass,17,217,Barcelona,1,Regular Play,217,Barcelona,1.093546,,c4e3dc69-0494-4179-99fe-6a7e0a2a43ab,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,48.6,25.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,e2f62be6-8120-4578-9ace-8528f2d26d54,5211.0,Jordi Alba Ramos,16.685923,-1.1312727,1.0,Ground Pass,55.7,10.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
