id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,off_camera,duel,ball_receipt,clearance,interception,counterpress,dribble,foul_committed,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,out,block,miscontrol,foul_won,50_50,ball_recovery,substitution,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,related_events_2,related_events_3,related_events_4,carry_end_location_0,carry_end_location_1,dribble_outcome_id,dribble_outcome_name,pass_cross,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,pass_switch,pass_assisted_shot_id,pass_shot_assist,pass_technique_id,pass_technique_name,pass_through_ball,shot_one_on_one,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events,foul_committed_advantage,foul_won_advantage,clearance_head,miscontrol_aerial_won,pass_deflected,block_deflection,pass_inswinging,interception_outcome_id,interception_outcome_name,clearance_aerial_won,pass_aerial_won,pass_goal_assist,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate
142eda7f-e084-436f-b7e8-3e51e4d91f39,359,1,00:07:08.959,7,8,23,Goal Keeper,14,217,Barcelona,4,From Throw In,322,Eibar,0.0,,01963df4-32c8-44a0-882a-f6ec34ac1e3d,10763,Asier Riesgo Unamuno,1,Goalkeeper,1.2,35.9,,,,,,,,,,,,,46.0,Standing,44.0,Set,26.0,Goal Conceded,55.0,No Touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbe4e48e-e180-4b3e-8df6-56b7debf3593,372,1,00:08:20.914,8,20,30,Pass,17,217,Barcelona,1,Regular Play,217,Barcelona,1.4828,,701a745b-e34c-40d6-846b-9d8d7c434f81,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,44.8,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b7e779e-78c0-4b1d-8334-81bef0a0389e,11094.0,Arda Turan,6.2,0.0,3.0,High Pass,51.0,9.7,37.0,Head,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d4c52d8-0f65-432f-a383-40626d8f5c23,373,1,00:08:21.766,8,21,17,Pressure,17,217,Barcelona,1,Regular Play,322,Eibar,1.857993,,20eeb65f-6a33-4c98-97a0-8eca85570aaa,24453,Josip Radošević,9,Right Defensive Midfield,70.1,66.6,,,,,,,,,True,,,,,,,,,,,,,,,,,,,78d86c9b-2a40-4bdf-970e-41e3f40d35b5,,,,,,,,,,,,,,8b7e779e-78c0-4b1d-8334-81bef0a0389e,90d4a960-6683-41fa-9386-c737f8905ea6,9675485b-8987-484b-8578-9d7f83569717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b7e779e-78c0-4b1d-8334-81bef0a0389e,374,1,00:08:22.397,8,22,42,Ball Receipt*,17,217,Barcelona,1,Regular Play,217,Barcelona,,,8d4c52d8-0f65-432f-a383-40626d8f5c23,11094,Arda Turan,15,Left Center Midfield,51.0,9.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,bbe4e48e-e180-4b3e-8df6-56b7debf3593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20eeb65f-6a33-4c98-97a0-8eca85570aaa,375,1,00:08:22.397,8,22,43,Carry,17,217,Barcelona,1,Regular Play,217,Barcelona,0.505,,8b7e779e-78c0-4b1d-8334-81bef0a0389e,11094,Arda Turan,15,Left Center Midfield,51.0,9.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,8d4c52d8-0f65-432f-a383-40626d8f5c23,,,,,,,,,,,,,,9675485b-8987-484b-8578-9d7f83569717,,,49.5,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9675485b-8987-484b-8578-9d7f83569717,376,1,00:08:22.902,8,22,30,Pass,17,217,Barcelona,1,Regular Play,217,Barcelona,0.5703,,8d4c52d8-0f65-432f-a383-40626d8f5c23,11094,Arda Turan,15,Left Center Midfield,49.5,12.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,90d4a960-6683-41fa-9386-c737f8905ea6,5211.0,Jordi Alba Ramos,4.1231055,-1.9693187,2.0,Low Pass,47.9,8.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90d4a960-6683-41fa-9386-c737f8905ea6,377,1,00:08:23.473,8,23,42,Ball Receipt*,17,217,Barcelona,1,Regular Play,217,Barcelona,,,8d4c52d8-0f65-432f-a383-40626d8f5c23,5211,Jordi Alba Ramos,6,Left Back,47.9,8.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,9675485b-8987-484b-8578-9d7f83569717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78d86c9b-2a40-4bdf-970e-41e3f40d35b5,378,1,00:08:23.473,8,23,30,Pass,17,217,Barcelona,1,Regular Play,217,Barcelona,1.273,,878ccbfb-332b-4b71-b55d-103bdbe471f6,5211,Jordi Alba Ramos,6,Left Back,47.9,8.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,8d4c52d8-0f65-432f-a383-40626d8f5c23,5470.0,Ivan Rakitić,19.31269,1.6070498,3.0,High Pass,47.2,27.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878ccbfb-332b-4b71-b55d-103bdbe471f6,379,1,00:08:24.746,8,24,42,Ball Receipt*,17,217,Barcelona,1,Regular Play,217,Barcelona,,,78d86c9b-2a40-4bdf-970e-41e3f40d35b5,5470,Ivan Rakitić,13,Right Center Midfield,47.2,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4396683d-ff79-4f2b-854e-2c755725dbb2,380,1,00:08:24.746,8,24,30,Pass,17,217,Barcelona,1,Regular Play,217,Barcelona,1.4437,,f4a20165-b4b7-4a90-8c05-a82277a3a35c,5470,Ivan Rakitić,13,Right Center Midfield,47.9,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,15.742935,2.0458071,3.0,High Pass,40.7,41.4,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
