id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,out,off_camera,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,clearance,dribble,duel,50_50,interception,ball_recovery,foul_committed,foul_won,substitution,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_outcome_id,pass_outcome_name,pass_through_ball,pass_technique_id,pass_technique_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_head,clearance_body_part_id,clearance_body_part_name,related_events_3,dribble_outcome_id,dribble_outcome_name,related_events,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,shot_freeze_frame_17_location_0,shot_freeze_frame_17_location_1,shot_freeze_frame_17_player_id,shot_freeze_frame_17_player_name,shot_freeze_frame_17_position_id,shot_freeze_frame_17_position_name,shot_freeze_frame_17_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_switch,pass_inswinging,pass_aerial_won,clearance_right_foot,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,interception_outcome_id,interception_outcome_name,related_events_4,pass_cross,clearance_aerial_won,pass_assisted_shot_id,pass_shot_assist,shot_end_location_2,shot_key_pass_id,pass_cut_back,pass_no_touch,pass_goal_assist,shot_one_on_one
f6ea0a26-79f6-4822-855f-ee1adc811cd6,2398,2,00:12:37.016,57,37,23,Goal Keeper,135,217,Barcelona,4,From Throw In,1049,Granada,0.0,,950206c9-98a7-4315-a2e0-cb99148da851,8697,Andrés Eduardo Fernández Moreno,1,Goalkeeper,4.2,49.8,,,,,,,,,43.0,Prone,26.0,Goal Conceded,55.0,No Touch,46.0,Standing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04d3f63e-8763-45fa-aafe-8ee3dcc8e277,2414,2,00:14:12.712,59,12,30,Pass,138,217,Barcelona,3,From Free Kick,217,Barcelona,1.173969,,f5a80f9f-dde6-41e8-b9b9-4919f9b0815b,5213,Gerard Piqué Bernabéu,3,Right Center Back,35.1,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,24.298971,-0.15702978,1.0,Ground Pass,59.1,52.6,40.0,Right Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5a80f9f-dde6-41e8-b9b9-4919f9b0815b,2415,2,00:14:13.885,59,13,42,Ball Receipt*,138,217,Barcelona,3,From Free Kick,217,Barcelona,,,04d3f63e-8763-45fa-aafe-8ee3dcc8e277,5246,Luis Alberto Suárez Díaz,23,Center Forward,59.1,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c2461fa-a73a-4311-a043-5337f6b69eae,2416,2,00:14:13.885,59,13,43,Carry,138,217,Barcelona,3,From Free Kick,217,Barcelona,0.040031,,3dc2c2c5-6559-4273-9a7c-ef5a4040825b,5246,Luis Alberto Suárez Díaz,23,Center Forward,59.1,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5a80f9f-dde6-41e8-b9b9-4919f9b0815b,59.3,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3dc2c2c5-6559-4273-9a7c-ef5a4040825b,2417,2,00:14:13.926,59,13,30,Pass,138,217,Barcelona,3,From Free Kick,217,Barcelona,1.408,,3eafb47a-1de6-4ddc-b64a-d0b20fb069c2,5246,Luis Alberto Suárez Díaz,23,Center Forward,59.3,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,13.661991,-0.83199656,2.0,Low Pass,68.5,42.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2101960-2457-4db7-a844-896c8e9c0327,2418,2,00:14:15.293,59,15,17,Pressure,138,217,Barcelona,3,From Free Kick,1049,Granada,1.017696,,3eafb47a-1de6-4ddc-b64a-d0b20fb069c2,16338,Uche Henry Agbo,10,Center Defensive Midfield,50.1,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad5df581-af31-4eba-a5b5-dbbcf61a5a60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3eafb47a-1de6-4ddc-b64a-d0b20fb069c2,2419,2,00:14:15.334,59,15,42,Ball Receipt*,138,217,Barcelona,3,From Free Kick,217,Barcelona,,,3dc2c2c5-6559-4273-9a7c-ef5a4040825b,11094,Arda Turan,15,Left Center Midfield,68.5,42.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2101960-2457-4db7-a844-896c8e9c0327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad5df581-af31-4eba-a5b5-dbbcf61a5a60,2420,2,00:14:15.334,59,15,43,Carry,138,217,Barcelona,3,From Free Kick,217,Barcelona,1.8939,,3eafb47a-1de6-4ddc-b64a-d0b20fb069c2,11094,Arda Turan,15,Left Center Midfield,68.5,42.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2101960-2457-4db7-a844-896c8e9c0327,76.3,40.9,d9e0f804-a52e-4f48-8737-18803b11f9b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9e0f804-a52e-4f48-8737-18803b11f9b3,2421,2,00:14:17.227,59,17,30,Pass,138,217,Barcelona,3,From Free Kick,217,Barcelona,0.6008,,446297c8-6c82-4b57-8d77-275c68e779f4,11094,Arda Turan,15,Left Center Midfield,76.3,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,14.286357,-0.7655988,3.0,High Pass,86.6,31.0,38.0,Left Foot,,,,84f51433-67df-40ea-8ae9-90eda2b60e63,,,,9.0,Incomplete,True,108.0,Through Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84f51433-67df-40ea-8ae9-90eda2b60e63,2422,2,00:14:17.828,59,17,42,Ball Receipt*,138,217,Barcelona,3,From Free Kick,217,Barcelona,,,d9e0f804-a52e-4f48-8737-18803b11f9b3,4320,Neymar da Silva Santos Junior,21,Left Wing,91.2,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
