id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,duel,counterpress,ball_recovery,ball_receipt,interception,out,off_camera,dribble,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,shot,clearance,substitution,foul_committed,foul_won,block,bad_behaviour,50_50,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,goalkeeper,related_events_1,related_events_2,related_events_3,carry_end_location_0,carry_end_location_1,pass_body_part_id,pass_body_part_name,dribble_outcome_id,dribble_outcome_name,pass_outcome_id,pass_outcome_name,pass_technique_id,pass_technique_name,pass_through_ball,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,related_events,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,foul_won_defensive,pass_switch,location,pass_cross,clearance_right_foot,pass_aerial_won,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,foul_committed_card_id,foul_committed_card_name,clearance_head,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,pass_cut_back,dribble_overrun,ball_recovery_offensive,foul_committed_advantage,foul_won_advantage,clearance_aerial_won,dribble_nutmeg,player,position,block_deflection,pass_goal_assist,pass_no_touch
080a7efa-d3d4-4817-a4c1-984a11e6d5b1,982,1,00:24:28.383,24,28,23,Goal Keeper,53,217,Barcelona,4,From Throw In,208,Las Palmas,0.0,,e6dcdb33-e768-47a9-8636-87152c25f389,26753.0,Javier Varas Herrera,1.0,Goalkeeper,0.7,40.0,,,,,,,,,,,,45.0,Diving,44.0,Set,26.0,Goal Conceded,55.0,No Touch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555d46b2-c9b5-4ab1-a0a0-406dc2db3eeb,986,1,00:25:48.816,25,48,30,Pass,55,217,Barcelona,4,From Throw In,217,Barcelona,2.521883,,c9856d31-94fc-4d22-8e10-6fe88cc89569,22102.0,Adriano Correia Claro,6.0,Left Back,57.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,7.4330344,1.7602764,2.0,Low Pass,56.2,7.4,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bebcc14d-8efe-42b4-9ea5-6e4de7701290,987,1,00:25:51.082,25,51,17,Pressure,55,217,Barcelona,4,From Throw In,208,Las Palmas,0.988855,,661f52a5-4c70-4665-b877-62f4ff089223,7906.0,David Simón Rodríguez Santana,7.0,Right Wing Back,56.5,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c9856d31-94fc-4d22-8e10-6fe88cc89569,cf366f53-de3b-4f57-bfdf-0bbca83f558c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9856d31-94fc-4d22-8e10-6fe88cc89569,988,1,00:25:51.338,25,51,42,Ball Receipt*,55,217,Barcelona,4,From Throw In,217,Barcelona,,,555d46b2-c9b5-4ab1-a0a0-406dc2db3eeb,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,56.2,7.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bebcc14d-8efe-42b4-9ea5-6e4de7701290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf366f53-de3b-4f57-bfdf-0bbca83f558c,989,1,00:25:51.338,25,51,43,Carry,55,217,Barcelona,4,From Throw In,217,Barcelona,0.723889,,3f536f89-e599-4b2f-9b00-6cb8b79fd6d0,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,56.2,7.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661f52a5-4c70-4665-b877-62f4ff089223,bebcc14d-8efe-42b4-9ea5-6e4de7701290,c9856d31-94fc-4d22-8e10-6fe88cc89569,54.3,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f536f89-e599-4b2f-9b00-6cb8b79fd6d0,990,1,00:25:52.061,25,52,22,Foul Committed,55,217,Barcelona,4,From Throw In,208,Las Palmas,0.0,,661f52a5-4c70-4665-b877-62f4ff089223,7906.0,David Simón Rodríguez Santana,7.0,Right Wing Back,65.8,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf366f53-de3b-4f57-bfdf-0bbca83f558c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661f52a5-4c70-4665-b877-62f4ff089223,991,1,00:25:52.061,25,52,21,Foul Won,55,217,Barcelona,4,From Throw In,217,Barcelona,0.0,,3f536f89-e599-4b2f-9b00-6cb8b79fd6d0,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,54.3,5.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bebcc14d-8efe-42b4-9ea5-6e4de7701290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b8336d7-c234-4484-aa1f-cb3b5c66b00a,992,1,00:26:05.610,26,5,30,Pass,56,217,Barcelona,3,From Free Kick,217,Barcelona,2.818961,,4864cb8e-972e-4919-bbc6-4ab6c7809947,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,53.3,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,7068.0,Marc Bartra Aregall,17.710167,2.4642062,1.0,Ground Pass,39.5,17.6,62.0,Free Kick,,,,,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4864cb8e-972e-4919-bbc6-4ab6c7809947,993,1,00:26:08.429,26,8,42,Ball Receipt*,56,217,Barcelona,3,From Free Kick,217,Barcelona,,,5b8336d7-c234-4484-aa1f-cb3b5c66b00a,7068.0,Marc Bartra Aregall,5.0,Left Center Back,39.5,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df13fc34-6ea9-418e-8a10-38c749c61015,994,1,00:26:08.429,26,8,43,Carry,56,217,Barcelona,3,From Free Kick,217,Barcelona,0.409739,,4864cb8e-972e-4919-bbc6-4ab6c7809947,7068.0,Marc Bartra Aregall,5.0,Left Center Back,39.5,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1167f23-0123-43eb-9819-c9a4fbb94345,,,38.4,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
