id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,duel,ball_receipt,clearance,off_camera,interception,out,shot,goalkeeper,counterpress,dribble,foul_won,foul_committed,ball_recovery,block,injury_stoppage,bad_behaviour,substitution,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,related_events,ball_recovery_recovery_failure,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,block_deflection,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,related_events_3,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_goal_assist,shot_first_time
a549f5e9-0fde-4ac5-8b77-784a22885dd8,1062,1,00:27:34.588,27,34,30,Pass,40,217,Barcelona,9,From Kick Off,217,Barcelona,1.645439,,cd202385-2545-44b9-8a17-2a69d9d251a1,10609,Jérémy Mathieu,5,Left Center Back,53.7,17.8,22102.0,Adriano Correia Claro,15.0,-0.9272952,1.0,Ground Pass,62.7,5.8,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd202385-2545-44b9-8a17-2a69d9d251a1,1063,1,00:27:36.233,27,36,42,Ball Receipt*,40,217,Barcelona,9,From Kick Off,217,Barcelona,,,a549f5e9-0fde-4ac5-8b77-784a22885dd8,22102,Adriano Correia Claro,6,Left Back,62.7,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88ec441d-5138-4bc1-968f-71ef17f8529e,1064,1,00:27:36.233,27,36,43,Carry,40,217,Barcelona,9,From Kick Off,217,Barcelona,1.003533,,a8514677-eb34-4381-a3e5-3ed6fd8c04eb,22102,Adriano Correia Claro,6,Left Back,62.7,5.8,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,cd202385-2545-44b9-8a17-2a69d9d251a1,62.2,6.7,fdc94102-5d55-49b3-a5b3-939a2db47dc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8514677-eb34-4381-a3e5-3ed6fd8c04eb,1065,1,00:27:36.360,27,36,17,Pressure,40,217,Barcelona,9,From Kick Off,1041,Sporting Gijón,0.853643,,88ec441d-5138-4bc1-968f-71ef17f8529e,23838,Pablo Pérez Rodríguez,17,Right Wing,54.6,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fdc94102-5d55-49b3-a5b3-939a2db47dc9,1066,1,00:27:37.237,27,37,30,Pass,40,217,Barcelona,9,From Kick Off,217,Barcelona,1.376003,,ea22cac4-5a20-488c-a644-504937b9925e,22102,Adriano Correia Claro,6,Left Back,62.2,6.7,5203.0,Sergio Busquets i Burgos,20.053179,1.149534,1.0,Ground Pass,70.4,25.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea22cac4-5a20-488c-a644-504937b9925e,1067,1,00:27:38.613,27,38,42,Ball Receipt*,40,217,Barcelona,9,From Kick Off,217,Barcelona,,,fdc94102-5d55-49b3-a5b3-939a2db47dc9,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,70.4,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7fd76d4a-f2b6-4bb7-bb72-27dbe99d920d,1068,1,00:27:38.613,27,38,43,Carry,40,217,Barcelona,9,From Kick Off,217,Barcelona,0.843262,,05a076d1-4c4c-4405-a43b-c24a5db58b29,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,70.4,25.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,ea22cac4-5a20-488c-a644-504937b9925e,72.6,23.6,f5f77fe7-e637-4a9a-8f53-b04dda98a6b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05a076d1-4c4c-4405-a43b-c24a5db58b29,1069,1,00:27:38.615,27,38,17,Pressure,40,217,Barcelona,9,From Kick Off,1041,Sporting Gijón,0.843564,,7fd76d4a-f2b6-4bb7-bb72-27dbe99d920d,24173,Carlos Castro García,23,Center Forward,50.1,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5f77fe7-e637-4a9a-8f53-b04dda98a6b9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ebbdd85-a6bd-4e9e-9608-e7b6cc659438,1070,1,00:27:39.456,27,39,22,Foul Committed,40,217,Barcelona,9,From Kick Off,1041,Sporting Gijón,0.0,,f5f77fe7-e637-4a9a-8f53-b04dda98a6b9,24173,Carlos Castro García,23,Center Forward,47.5,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5f77fe7-e637-4a9a-8f53-b04dda98a6b9,1071,1,00:27:39.456,27,39,21,Foul Won,40,217,Barcelona,9,From Kick Off,217,Barcelona,0.0,,05a076d1-4c4c-4405-a43b-c24a5db58b29,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,72.6,23.6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,8ebbdd85-a6bd-4e9e-9608-e7b6cc659438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21279ff7-17cb-4bd4-8a41-596f67b46e2e,1072,1,00:27:48.252,27,48,30,Pass,41,217,Barcelona,3,From Free Kick,217,Barcelona,2.060481,,0080d33c-50c3-4bd0-ac19-b5e636e9736b,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,73.5,24.0,5470.0,Ivan Rakitić,24.328789,1.4678557,1.0,Ground Pass,76.0,48.2,40.0,Right Foot,62.0,Free Kick,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0080d33c-50c3-4bd0-ac19-b5e636e9736b,1073,1,00:27:50.312,27,50,42,Ball Receipt*,41,217,Barcelona,3,From Free Kick,217,Barcelona,,,21279ff7-17cb-4bd4-8a41-596f67b46e2e,5470,Ivan Rakitić,13,Right Center Midfield,76.0,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28b0199b-3129-447d-9201-91d7339c7e46,1074,1,00:27:51.605,27,51,30,Pass,41,217,Barcelona,3,From Free Kick,217,Barcelona,1.764848,,ce6acf56-72e3-460e-9991-642fccbc503c,5470,Ivan Rakitić,13,Right Center Midfield,79.6,51.0,5503.0,Lionel Andrés Messi Cuccittini,25.984995,1.4898922,1.0,Ground Pass,81.7,76.9,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce6acf56-72e3-460e-9991-642fccbc503c,1075,1,00:27:53.370,27,53,42,Ball Receipt*,41,217,Barcelona,3,From Free Kick,217,Barcelona,,,28b0199b-3129-447d-9201-91d7339c7e46,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,81.7,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9fdcd28-2144-4dc8-8e69-ebb72536a3ed,1076,1,00:27:53.370,27,53,43,Carry,41,217,Barcelona,3,From Free Kick,217,Barcelona,2.964881,,13c81b37-77dd-4274-81af-dc0b5e0a97e0,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,81.7,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce6acf56-72e3-460e-9991-642fccbc503c,81.0,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
