id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,dribble,duel,clearance,counterpress,out,ball_recovery,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,off_camera,foul_committed,foul_won,substitution,interception,block,miscontrol,bad_behaviour,related_events,location,goalkeeper,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,related_events_1,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,related_events_2,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,clearance_left_foot,pass_cross,pass_switch,related_events_3,related_events_4,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate
9a388620-c8f6-4ae1-ab42-19d87558b170,2704,2,00:22:41.882,67,41,43,Carry,105,217,Barcelona,1,Regular Play,217,Barcelona,0.501974,,2d4ca022-49cb-4075-a469-5dcdf1e98d53,5213,Gerard Piqué Bernabéu,3,Right Center Back,53.6,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459f9842-2edf-4ea0-9d37-8aefc6a37a9f,53.7,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d4ca022-49cb-4075-a469-5dcdf1e98d53,2705,2,00:22:42.384,67,42,30,Pass,105,217,Barcelona,1,Regular Play,217,Barcelona,1.6253,,b09a3d09-53fa-41db-928d-9422a651c0d6,5213,Gerard Piqué Bernabéu,3,Right Center Back,53.7,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6379.0,Sergi Roberto Carnicer,16.697306,0.97282726,1.0,Ground Pass,63.1,61.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b09a3d09-53fa-41db-928d-9422a651c0d6,2706,2,00:22:44.009,67,44,42,Ball Receipt*,105,217,Barcelona,1,Regular Play,217,Barcelona,,,2d4ca022-49cb-4075-a469-5dcdf1e98d53,6379,Sergi Roberto Carnicer,13,Right Center Midfield,63.1,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a416050-691c-4172-aa9c-ef7176238eb7,2707,2,00:22:44.009,67,44,43,Carry,105,217,Barcelona,1,Regular Play,217,Barcelona,4.317323,,7ac87b29-d72b-44d4-834c-1e178efe4409,6379,Sergi Roberto Carnicer,13,Right Center Midfield,63.1,61.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b09a3d09-53fa-41db-928d-9422a651c0d6,93.5,65.0,,,,,,d771987e-1857-4826-96b0-b844a5933d04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d771987e-1857-4826-96b0-b844a5933d04,2708,2,00:22:48.022,67,48,17,Pressure,105,217,Barcelona,1,Regular Play,215,Athletic Club,3.180946,,42cb922f-686e-4a20-bf10-9205929ff114,6606,Javier Eraso Goñi,16,Left Midfield,26.3,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71620034-37c3-41a1-80d2-988ec08a4679,,,,,,,,7ac87b29-d72b-44d4-834c-1e178efe4409,,,,,,,9a416050-691c-4172-aa9c-ef7176238eb7,d6ac2f62-1929-4b5e-aec9-9bbafd73527a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ac87b29-d72b-44d4-834c-1e178efe4409,2709,2,00:22:48.327,67,48,30,Pass,105,217,Barcelona,1,Regular Play,217,Barcelona,0.438977,,71620034-37c3-41a1-80d2-988ec08a4679,6379,Sergi Roberto Carnicer,13,Right Center Midfield,93.5,65.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,6.3505907,-1.1141908,1.0,Ground Pass,96.3,59.3,40.0,Right Foot,,,d771987e-1857-4826-96b0-b844a5933d04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71620034-37c3-41a1-80d2-988ec08a4679,2710,2,00:22:48.766,67,48,42,Ball Receipt*,105,217,Barcelona,1,Regular Play,217,Barcelona,,,7ac87b29-d72b-44d4-834c-1e178efe4409,11094,Arda Turan,17,Right Wing,96.3,59.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d771987e-1857-4826-96b0-b844a5933d04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42cb922f-686e-4a20-bf10-9205929ff114,2711,2,00:22:48.766,67,48,43,Carry,105,217,Barcelona,1,Regular Play,217,Barcelona,1.833597,,71620034-37c3-41a1-80d2-988ec08a4679,11094,Arda Turan,17,Right Wing,96.3,59.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d6ac2f62-1929-4b5e-aec9-9bbafd73527a,89.0,67.0,,,,,,d771987e-1857-4826-96b0-b844a5933d04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6ac2f62-1929-4b5e-aec9-9bbafd73527a,2712,2,00:22:50.599,67,50,30,Pass,105,217,Barcelona,1,Regular Play,217,Barcelona,1.516469,,19771cb2-2c1e-4910-8358-70d033488a30,11094,Arda Turan,17,Right Wing,89.0,67.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6400.0,Aleix Vidal Parreu,11.545129,1.1420183,1.0,Ground Pass,93.8,77.5,40.0,Right Foot,,,d771987e-1857-4826-96b0-b844a5933d04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19771cb2-2c1e-4910-8358-70d033488a30,2713,2,00:22:52.116,67,52,42,Ball Receipt*,105,217,Barcelona,1,Regular Play,217,Barcelona,,,d6ac2f62-1929-4b5e-aec9-9bbafd73527a,6400,Aleix Vidal Parreu,2,Right Back,93.8,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac09b3d2-9fdc-46ab-ab46-40755011d34f,2714,2,00:22:52.116,67,52,43,Carry,105,217,Barcelona,1,Regular Play,217,Barcelona,2.792417,,19771cb2-2c1e-4910-8358-70d033488a30,6400,Aleix Vidal Parreu,2,Right Back,93.8,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a6f1daa6-15fa-4ba2-8c4e-194bfa43ecb6,100.7,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6f1daa6-15fa-4ba2-8c4e-194bfa43ecb6,2715,2,00:22:54.908,67,54,30,Pass,105,217,Barcelona,1,Regular Play,217,Barcelona,0.792329,,be261dda-1fd9-49fb-88cd-651e30168b02,6400,Aleix Vidal Parreu,2,Right Back,100.7,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,12.114867,-2.7963476,1.0,Ground Pass,89.3,72.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be261dda-1fd9-49fb-88cd-651e30168b02,2716,2,00:22:55.700,67,55,42,Ball Receipt*,105,217,Barcelona,1,Regular Play,217,Barcelona,,,a6f1daa6-15fa-4ba2-8c4e-194bfa43ecb6,11094,Arda Turan,17,Right Wing,89.3,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e0fb0284-8ca0-4c24-8243-749cf8307bf9,2717,2,00:22:55.700,67,55,43,Carry,105,217,Barcelona,1,Regular Play,217,Barcelona,1.857108,,744ddda4-0aa6-4ab4-951b-d8ffa6a1f855,11094,Arda Turan,17,Right Wing,89.3,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be261dda-1fd9-49fb-88cd-651e30168b02,89.0,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744ddda4-0aa6-4ab4-951b-d8ffa6a1f855,2718,2,00:22:57.558,67,57,30,Pass,105,217,Barcelona,1,Regular Play,217,Barcelona,2.094435,,905c748e-53ca-43fd-b4c2-84c5573d78a0,11094,Arda Turan,17,Right Wing,89.0,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,40.84948,-0.94883937,3.0,High Pass,112.8,36.6,40.0,Right Foot,,,,,,,,,,,,,,,,True,,,,75aa121d-4a26-4026-b9f0-ccdc7d4d19ce,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905c748e-53ca-43fd-b4c2-84c5573d78a0,2719,2,00:22:59.652,67,59,42,Ball Receipt*,105,217,Barcelona,1,Regular Play,217,Barcelona,,,744ddda4-0aa6-4ab4-951b-d8ffa6a1f855,5246,Luis Alberto Suárez Díaz,23,Center Forward,112.8,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e4d9a1c-1df9-450c-acf7-d28fe4599540,2720,2,00:22:59.652,67,59,43,Carry,105,217,Barcelona,1,Regular Play,217,Barcelona,1.015745,,6d8abee7-0163-4585-a02b-ac0ca8dee4ee,5246,Luis Alberto Suárez Díaz,23,Center Forward,112.8,36.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75aa121d-4a26-4026-b9f0-ccdc7d4d19ce,114.8,33.5,,,,,,905c748e-53ca-43fd-b4c2-84c5573d78a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d8abee7-0163-4585-a02b-ac0ca8dee4ee,2721,2,00:22:59.878,67,59,17,Pressure,105,217,Barcelona,1,Regular Play,215,Athletic Club,0.9474,,0e4d9a1c-1df9-450c-acf7-d28fe4599540,6788,Xabier Etxeita Gorritxategi,3,Right Center Back,9.6,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75aa121d-4a26-4026-b9f0-ccdc7d4d19ce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
