id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,under_pressure,duel,clearance,counterpress,interception,out,foul_won,off_camera,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,dribble,block,foul_committed,ball_recovery,substitution,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,related_events,related_events_2,pass_switch,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,ball_recovery_recovery_failure,pass_type_id,pass_type_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,clearance_left_foot,related_events_3,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,player,position,location
f76c4309-33ac-4bc4-8a7e-2c0475348b1d,3498,2,00:37:14.546,82,14,30,Pass,144,217,Barcelona,8,From Keeper,217,Barcelona,1.837505,,a5ecbee2-7406-415a-9c0c-fa3eda20419b,6379.0,Sergi Roberto Carnicer,10.0,Center Defensive Midfield,49.6,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6998.0,Rafael Alcântara do Nascimento,23.222834,-1.3581992,1.0,Ground Pass,54.5,23.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5ecbee2-7406-415a-9c0c-fa3eda20419b,3499,2,00:37:16.383,82,16,42,Ball Receipt*,144,217,Barcelona,8,From Keeper,217,Barcelona,,,f76c4309-33ac-4bc4-8a7e-2c0475348b1d,6998.0,Rafael Alcântara do Nascimento,15.0,Left Center Midfield,54.5,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62c166dc-1398-4974-be0e-bffde90a70fb,3500,2,00:37:16.383,82,16,43,Carry,144,217,Barcelona,8,From Keeper,217,Barcelona,3.143695,,3aec3368-869c-4777-a74a-f3b51180d56f,6998.0,Rafael Alcântara do Nascimento,15.0,Left Center Midfield,54.5,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5ecbee2-7406-415a-9c0c-fa3eda20419b,68.4,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3aec3368-869c-4777-a74a-f3b51180d56f,3501,2,00:37:19.527,82,19,30,Pass,144,217,Barcelona,8,From Keeper,217,Barcelona,1.5528,,7344188a-f467-49f1-ba44-fc49b833cb48,6998.0,Rafael Alcântara do Nascimento,15.0,Left Center Midfield,68.4,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,22102.0,Adriano Correia Claro,20.969025,-0.8461342,1.0,Ground Pass,82.3,6.0,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7344188a-f467-49f1-ba44-fc49b833cb48,3502,2,00:37:21.080,82,21,42,Ball Receipt*,144,217,Barcelona,8,From Keeper,217,Barcelona,,,3aec3368-869c-4777-a74a-f3b51180d56f,22102.0,Adriano Correia Claro,6.0,Left Back,82.3,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07c092b7-66c9-4a80-bc0e-cb40eb0e82ce,3503,2,00:37:21.080,82,21,43,Carry,144,217,Barcelona,8,From Keeper,217,Barcelona,1.5992,,7344188a-f467-49f1-ba44-fc49b833cb48,22102.0,Adriano Correia Claro,6.0,Left Back,82.3,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f8bd73d5-2321-4497-87d4-900589f6e81c,81.9,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8bd73d5-2321-4497-87d4-900589f6e81c,3504,2,00:37:22.679,82,22,30,Pass,144,217,Barcelona,8,From Keeper,217,Barcelona,1.2625,,52e7c2b9-ba20-436a-9a19-68c500d0c66a,22102.0,Adriano Correia Claro,6.0,Left Back,81.9,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,6998.0,Rafael Alcântara do Nascimento,14.762791,2.7598283,1.0,Ground Pass,68.2,12.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52e7c2b9-ba20-436a-9a19-68c500d0c66a,3505,2,00:37:23.941,82,23,42,Ball Receipt*,144,217,Barcelona,8,From Keeper,217,Barcelona,,,f8bd73d5-2321-4497-87d4-900589f6e81c,6998.0,Rafael Alcântara do Nascimento,15.0,Left Center Midfield,68.2,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787ec435-f86c-4d67-a91e-26987a7552ee,3506,2,00:37:23.941,82,23,43,Carry,144,217,Barcelona,8,From Keeper,217,Barcelona,0.6911,,0d0ea9a2-fe82-46a9-876e-8f1ec49f5561,6998.0,Rafael Alcântara do Nascimento,15.0,Left Center Midfield,68.2,12.1,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52e7c2b9-ba20-436a-9a19-68c500d0c66a,66.4,11.1,,bd3f7766-3aad-476d-96b1-65881f2df784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d0ea9a2-fe82-46a9-876e-8f1ec49f5561,3507,2,00:37:24.495,82,24,17,Pressure,144,217,Barcelona,8,From Keeper,219,RC Deportivo La Coruña,0.46641,,787ec435-f86c-4d67-a91e-26987a7552ee,6733.0,Pedro Mosquera Parada,13.0,Right Center Midfield,50.0,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd3f7766-3aad-476d-96b1-65881f2df784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd3f7766-3aad-476d-96b1-65881f2df784,3508,2,00:37:24.632,82,24,30,Pass,144,217,Barcelona,8,From Keeper,217,Barcelona,1.417,,0d0ea9a2-fe82-46a9-876e-8f1ec49f5561,6998.0,Rafael Alcântara do Nascimento,15.0,Left Center Midfield,66.4,11.1,,,,True,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,21.762352,2.5127964,1.0,Ground Pass,48.8,23.9,40.0,Right Foot,,dbec1ec5-4a92-411b-8fa9-b80d8ebeb2d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dbec1ec5-4a92-411b-8fa9-b80d8ebeb2d0,3509,2,00:37:26.049,82,26,42,Ball Receipt*,144,217,Barcelona,8,From Keeper,217,Barcelona,,,bd3f7766-3aad-476d-96b1-65881f2df784,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,48.8,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf0cae44-27e1-4f5a-8ee7-19b50705dc0e,3510,2,00:37:26.049,82,26,43,Carry,144,217,Barcelona,8,From Keeper,217,Barcelona,1.2528,,713b97bb-111f-479a-b08c-c9584c63e786,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,48.8,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dbec1ec5-4a92-411b-8fa9-b80d8ebeb2d0,48.8,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713b97bb-111f-479a-b08c-c9584c63e786,3511,2,00:37:27.302,82,27,30,Pass,144,217,Barcelona,8,From Keeper,217,Barcelona,2.0222,,2555d58b-345f-4c6a-aef7-b3ca82a3f688,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,48.8,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,43.24685,1.3611565,2.0,Low Pass,57.8,66.4,40.0,Right Foot,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2555d58b-345f-4c6a-aef7-b3ca82a3f688,3512,2,00:37:29.324,82,29,42,Ball Receipt*,144,217,Barcelona,8,From Keeper,217,Barcelona,,,713b97bb-111f-479a-b08c-c9584c63e786,4324.0,Daniel Alves da Silva,2.0,Right Back,57.8,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f6cd2fa-8614-4d25-b58d-de405219e142,3513,2,00:37:29.324,82,29,43,Carry,144,217,Barcelona,8,From Keeper,217,Barcelona,1.0655,,2555d58b-345f-4c6a-aef7-b3ca82a3f688,4324.0,Daniel Alves da Silva,2.0,Right Back,57.8,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b53b99c1-b1a4-484a-aa51-de62966ae4a5,62.7,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b53b99c1-b1a4-484a-aa51-de62966ae4a5,3514,2,00:37:30.390,82,30,30,Pass,144,217,Barcelona,8,From Keeper,217,Barcelona,1.3403,,1ed89992-7fd7-4842-b4c7-926229bd184d,4324.0,Daniel Alves da Silva,2.0,Right Back,62.7,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,20.580574,0.59878385,1.0,Ground Pass,79.7,76.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ed89992-7fd7-4842-b4c7-926229bd184d,3515,2,00:37:31.730,82,31,42,Ball Receipt*,144,217,Barcelona,8,From Keeper,217,Barcelona,,,b53b99c1-b1a4-484a-aa51-de62966ae4a5,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,79.7,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933f29cd-6dca-405d-87e4-8a0b2039b101,3516,2,00:37:31.730,82,31,43,Carry,144,217,Barcelona,8,From Keeper,217,Barcelona,0.9486,,1ed89992-7fd7-4842-b4c7-926229bd184d,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,79.7,76.6,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40c9acd3-aec4-4fa8-8c56-ce0097d645dd,78.6,77.0,,6d8a1785-b66c-4179-8278-13a57b3ce772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d8a1785-b66c-4179-8278-13a57b3ce772,3517,2,00:37:32.264,82,32,17,Pressure,144,217,Barcelona,8,From Keeper,219,RC Deportivo La Coruña,0.510776,,40c9acd3-aec4-4fa8-8c56-ce0097d645dd,25997.0,Jonás Manuel Gutiérrez,16.0,Left Midfield,41.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933f29cd-6dca-405d-87e4-8a0b2039b101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40c9acd3-aec4-4fa8-8c56-ce0097d645dd,3518,2,00:37:32.679,82,32,30,Pass,144,217,Barcelona,8,From Keeper,217,Barcelona,1.5467,,6d8a1785-b66c-4179-8278-13a57b3ce772,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,78.6,77.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,15.610893,-2.6979997,1.0,Ground Pass,64.5,70.3,38.0,Left Foot,,7fbf556a-e287-46ee-9336-fbe6b4ce8a39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7fbf556a-e287-46ee-9336-fbe6b4ce8a39,3519,2,00:37:34.226,82,34,42,Ball Receipt*,144,217,Barcelona,8,From Keeper,217,Barcelona,,,40c9acd3-aec4-4fa8-8c56-ce0097d645dd,4324.0,Daniel Alves da Silva,2.0,Right Back,64.5,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f57ae548-0339-474d-9776-4d2cdb4665e0,3520,2,00:37:34.226,82,34,43,Carry,144,217,Barcelona,8,From Keeper,217,Barcelona,0.040000003,,07c7f79c-ca68-4dee-8e73-aeda71a6b9ab,4324.0,Daniel Alves da Silva,2.0,Right Back,64.5,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7fbf556a-e287-46ee-9336-fbe6b4ce8a39,64.5,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07c7f79c-ca68-4dee-8e73-aeda71a6b9ab,3521,2,00:37:34.266,82,34,30,Pass,144,217,Barcelona,8,From Keeper,217,Barcelona,0.8558,,ee7ccc1f-a8b6-4299-bedb-a4195ab8cd43,4324.0,Daniel Alves da Silva,2.0,Right Back,64.5,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,13.515177,0.55310917,1.0,Ground Pass,76.0,77.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c3ea413-cdd0-4bb2-9e30-e046550f9aeb,3522,2,00:37:35.030,82,35,17,Pressure,144,217,Barcelona,8,From Keeper,219,RC Deportivo La Coruña,0.495618,,1490cba6-052d-4071-a905-75b0366f1422,25997.0,Jonás Manuel Gutiérrez,16.0,Left Midfield,46.2,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee7ccc1f-a8b6-4299-bedb-a4195ab8cd43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee7ccc1f-a8b6-4299-bedb-a4195ab8cd43,3523,2,00:37:35.121,82,35,42,Ball Receipt*,144,217,Barcelona,8,From Keeper,217,Barcelona,,,07c7f79c-ca68-4dee-8e73-aeda71a6b9ab,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,76.0,77.2,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c3ea413-cdd0-4bb2-9e30-e046550f9aeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490cba6-052d-4071-a905-75b0366f1422,3524,2,00:37:35.121,82,35,30,Pass,144,217,Barcelona,8,From Keeper,217,Barcelona,1.0082,,2c3ea413-cdd0-4bb2-9e30-e046550f9aeb,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,75.0,76.8,,,,True,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,12.238464,-2.74743,1.0,Ground Pass,63.7,72.1,38.0,Left Foot,,68b5f74e-482c-4df5-88e1-9cd0ca43f0c8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68b5f74e-482c-4df5-88e1-9cd0ca43f0c8,3525,2,00:37:36.130,82,36,42,Ball Receipt*,144,217,Barcelona,8,From Keeper,217,Barcelona,,,1490cba6-052d-4071-a905-75b0366f1422,4324.0,Daniel Alves da Silva,2.0,Right Back,63.7,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76ffae50-b94e-4704-bbbe-06e14bfc2202,3526,2,00:37:36.130,82,36,30,Pass,144,217,Barcelona,8,From Keeper,217,Barcelona,1.3023,,b16d70be-7eb3-46e2-aa06-1e50fa1e7173,4324.0,Daniel Alves da Silva,2.0,Right Back,63.7,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,8.158431,-0.19739556,1.0,Ground Pass,71.7,70.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486ce8f2-392a-41fa-b6ac-32ab5a034ed3,3527,2,00:37:37.192,82,37,17,Pressure,144,217,Barcelona,8,From Keeper,219,RC Deportivo La Coruña,0.425923,,80c9e8d9-191e-43ce-a4bf-6b88e9fc8b2d,25997.0,Jonás Manuel Gutiérrez,16.0,Left Midfield,48.4,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b16d70be-7eb3-46e2-aa06-1e50fa1e7173,,,,b5af3663-d94c-4f20-bcf0-a32af5735897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b16d70be-7eb3-46e2-aa06-1e50fa1e7173,3528,2,00:37:37.432,82,37,42,Ball Receipt*,144,217,Barcelona,8,From Keeper,217,Barcelona,,,486ce8f2-392a-41fa-b6ac-32ab5a034ed3,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,71.7,70.5,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76ffae50-b94e-4704-bbbe-06e14bfc2202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80c9e8d9-191e-43ce-a4bf-6b88e9fc8b2d,3529,2,00:37:37.432,82,37,43,Carry,144,217,Barcelona,8,From Keeper,217,Barcelona,0.0717,,486ce8f2-392a-41fa-b6ac-32ab5a034ed3,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,71.7,70.5,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b16d70be-7eb3-46e2-aa06-1e50fa1e7173,72.5,68.6,,b5af3663-d94c-4f20-bcf0-a32af5735897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5af3663-d94c-4f20-bcf0-a32af5735897,3530,2,00:37:37.504,82,37,30,Pass,144,217,Barcelona,8,From Keeper,217,Barcelona,2.1716,,486ce8f2-392a-41fa-b6ac-32ab5a034ed3,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,72.5,68.6,,,,True,,,,,,,,,,,,,,,,,,,,,,,,6379.0,Sergi Roberto Carnicer,12.389108,-2.0488834,1.0,Ground Pass,66.8,57.6,40.0,Right Foot,,ccf6911e-b326-4f2e-9319-14e0d99e9f35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccf6911e-b326-4f2e-9319-14e0d99e9f35,3531,2,00:37:39.675,82,39,42,Ball Receipt*,144,217,Barcelona,8,From Keeper,217,Barcelona,,,b5af3663-d94c-4f20-bcf0-a32af5735897,6379.0,Sergi Roberto Carnicer,10.0,Center Defensive Midfield,66.8,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
