id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,ball_recovery,interception,duel,dribble,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,off_camera,out,clearance,foul_committed,foul_won,block,substitution,miscontrol,injury_stoppage,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_through_ball,pass_technique_id,pass_technique_name,pass_body_part_id,pass_body_part_name,goalkeeper,related_events_2,carry_end_location_0,carry_end_location_1,pass_assisted_shot_id,pass_goal_assist,shot_open_goal,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate
6781e2ca-8dcf-4668-9e19-45a612300698,2924,2,00:23:34.718,68,34,23,Goal Keeper,171,217,Barcelona,1,Regular Play,360,Rayo Vallecano,0.0,,279fa9e8-7ef5-4efb-b4ae-768acba05e3d,26070,Antonio Rodríguez Martínez,1,Goalkeeper,0.7,42.3,,,,,,,,,,,55.0,No Touch,26.0,Goal Conceded,46.0,Standing,42.0,Moving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98c5834c-8a40-44ef-bcbd-0e6a7b432927,2931,2,00:24:48.470,69,48,30,Pass,173,217,Barcelona,6,From Counter,217,Barcelona,3.496856,,5245ce73-266e-4e71-94cf-6bbe580652f1,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,55.7,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,bdd28a65-ccf9-42fb-b563-4609b800e210,5246.0,Luis Alberto Suárez Díaz,43.38871,-0.1784105,3.0,High Pass,98.4,58.8,66.0,Recovery,True,108.0,Through Ball,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a04df026-ea5e-4a76-b216-2dcc9aa03a66,2932,2,00:24:51.716,69,51,17,Pressure,173,217,Barcelona,6,From Counter,360,Rayo Vallecano,1.63389,,347c7e06-1c77-43c5-83ef-14e36a745c95,26222,José Eduardo Rosa Vale de Castro,5,Left Center Back,23.4,28.4,,,,,True,,,,,,,,,,,,,,,,,,,,,,,5245ce73-266e-4e71-94cf-6bbe580652f1,,,,,,,,,,,,,,,,,ca4dc354-7c28-4481-8311-c593723852bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5245ce73-266e-4e71-94cf-6bbe580652f1,2933,2,00:24:51.967,69,51,42,Ball Receipt*,173,217,Barcelona,6,From Counter,217,Barcelona,,,98c5834c-8a40-44ef-bcbd-0e6a7b432927,5246,Luis Alberto Suárez Díaz,23,Center Forward,98.4,58.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,a04df026-ea5e-4a76-b216-2dcc9aa03a66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca4dc354-7c28-4481-8311-c593723852bf,2934,2,00:24:51.967,69,51,43,Carry,173,217,Barcelona,6,From Counter,217,Barcelona,1.372946,,347c7e06-1c77-43c5-83ef-14e36a745c95,5246,Luis Alberto Suárez Díaz,23,Center Forward,98.4,58.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,5245ce73-266e-4e71-94cf-6bbe580652f1,,,,,,,,,,,,,,,,,a04df026-ea5e-4a76-b216-2dcc9aa03a66,109.6,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347c7e06-1c77-43c5-83ef-14e36a745c95,2935,2,00:24:53.340,69,53,30,Pass,173,217,Barcelona,6,From Counter,217,Barcelona,1.074252,,a04df026-ea5e-4a76-b216-2dcc9aa03a66,5246,Luis Alberto Suárez Díaz,23,Center Forward,109.6,53.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,a19c146d-be24-4eb3-842d-a7bf6e721e8d,4320.0,Neymar da Silva Santos Junior,17.91089,-1.1571071,1.0,Ground Pass,116.8,37.2,,,,,,40.0,Right Foot,,,,,c7111a39-6469-4e38-8947-b0b92979400a,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a19c146d-be24-4eb3-842d-a7bf6e721e8d,2936,2,00:24:54.414,69,54,42,Ball Receipt*,173,217,Barcelona,6,From Counter,217,Barcelona,,,347c7e06-1c77-43c5-83ef-14e36a745c95,4320,Neymar da Silva Santos Junior,21,Left Wing,116.8,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7111a39-6469-4e38-8947-b0b92979400a,2937,2,00:24:54.424,69,54,16,Shot,173,217,Barcelona,6,From Counter,217,Barcelona,0.375415,,fd566aab-afb5-4fd9-b865-64972e0fc844,4320,Neymar da Silva Santos Junior,21,Left Wing,115.3,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.9177832,120.0,39.2,0.0,347c7e06-1c77-43c5-83ef-14e36a745c95,87.0,Open Play,38.0,Left Foot,93.0,Normal,97.0,Goal,True,108.8,43.0,11543.0,José Antonio Dorado Ramírez,3.0,Right Center Back,False,115.3,49.2,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,True,112.9,47.2,26070.0,Antonio Rodríguez Martínez,1.0,Goalkeeper,False,111.4,38.2,6713.0,Diego Javier Llorente Ríos,2.0,Right Back,False,114.3,44.1,26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,False
