id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,under_pressure,carry,ball_receipt,interception,dribble,duel,counterpress,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,clearance,miscontrol,out,foul_committed,foul_won,ball_recovery,block,substitution,bad_behaviour,related_events,location,goalkeeper,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_switch,related_events_2,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_type_id,pass_type_name,foul_committed_penalty,foul_won_penalty,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name
3fa30f96-a549-4bfa-829d-47c4f13d1bfb,3020,2,00:28:39.030,73,39,23,Goal Keeper,126,217,Barcelona,5,Other,1041,Sporting Gijón,0.0,,846a2b2d-0550-42ec-9eda-a10bdaaeb191,,6610,Iván Cuéllar Sacristán,1,Goalkeeper,1.0,40.0,,,,,,,,,,55.0,No Touch,45.0,Diving,44.0,Set,28.0,Penalty Conceded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1914ac1-8fbb-4759-a604-eb70ed9cef45,3021,2,00:29:36.198,74,36,19,Substitution,126,217,Barcelona,5,Other,1041,Sporting Gijón,0.0,,,,6602,Miguel Ángel Guerrero Martín,19,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,Tactical,24173.0,Carlos Castro García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476bf17b-ae88-4dfc-9af6-ac9359c7dab8,3022,2,00:29:45.388,74,45,19,Substitution,126,217,Barcelona,5,Other,217,Barcelona,0.0,,,,5470,Ivan Rakitić,13,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,Tactical,11094.0,Arda Turan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61c92267-90e7-4461-b196-e5cecf07106a,3045,2,00:30:03.499,75,3,2,Ball Recovery,128,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,07314cd0-fc9a-46d4-81e4-41448a6b180c,,4324,Daniel Alves da Silva,2,Right Back,63.5,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64c15c49-7229-4dcb-8563-dc2c0630afc2,3046,2,00:30:03.499,75,3,43,Carry,128,217,Barcelona,1,Regular Play,217,Barcelona,1.745609,,61c92267-90e7-4461-b196-e5cecf07106a,,4324,Daniel Alves da Silva,2,Right Back,63.5,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c0abca3-0fbc-4dc9-a65d-9974f834d77f,64.9,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c0abca3-0fbc-4dc9-a65d-9974f834d77f,3047,2,00:30:05.245,75,5,30,Pass,128,217,Barcelona,1,Regular Play,217,Barcelona,0.459278,,1077fadc-e6ae-47d7-b090-fd67fbbcfeaa,,4324,Daniel Alves da Silva,2,Right Back,64.9,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,7.495332,-0.7853982,1.0,Ground Pass,70.2,49.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,
1077fadc-e6ae-47d7-b090-fd67fbbcfeaa,3048,2,00:30:05.704,75,5,42,Ball Receipt*,128,217,Barcelona,1,Regular Play,217,Barcelona,,,6c0abca3-0fbc-4dc9-a65d-9974f834d77f,,11094,Arda Turan,13,Right Center Midfield,70.2,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b7d83987-bc41-4654-ba61-78631880d7b4,3049,2,00:30:05.704,75,5,43,Carry,128,217,Barcelona,1,Regular Play,217,Barcelona,0.674553,,1077fadc-e6ae-47d7-b090-fd67fbbcfeaa,,11094,Arda Turan,13,Right Center Midfield,70.2,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a6b21ff3-45e5-463b-ae05-b699da13f636,70.8,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6b21ff3-45e5-463b-ae05-b699da13f636,3050,2,00:30:06.379,75,6,30,Pass,128,217,Barcelona,1,Regular Play,217,Barcelona,1.660417,,637c93bc-f7e0-4d64-a1bc-30c4fe9c5f2d,,11094,Arda Turan,13,Right Center Midfield,70.8,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7068.0,Marc Bartra Aregall,27.506544,-3.119778,1.0,Ground Pass,43.3,49.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,
637c93bc-f7e0-4d64-a1bc-30c4fe9c5f2d,3051,2,00:30:08.039,75,8,42,Ball Receipt*,128,217,Barcelona,1,Regular Play,217,Barcelona,,,a6b21ff3-45e5-463b-ae05-b699da13f636,,7068,Marc Bartra Aregall,3,Right Center Back,43.3,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
