id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,duel,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,off_camera,dribble,interception,out,clearance,foul_committed,foul_won,block,substitution,ball_recovery,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,goalkeeper,related_events_2,carry_end_location_0,carry_end_location_1,related_events,related_events_3,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_switch,pass_technique_id,pass_technique_name,pass_through_ball,dribble_outcome_id,dribble_outcome_name,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,shot_one_on_one,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,block_save_block,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,clearance_head,pass_inswinging,goalkeeper_body_part_id,goalkeeper_body_part_name,related_events_4,pass_cross,ball_recovery_recovery_failure,pass_goal_assist
ad6ca0cb-4f15-4f6d-9b47-63dbe1950b42,2556,2,00:14:48.687,59,48,43,Carry,115,217,Barcelona,3,From Free Kick,217,Barcelona,1.879698,,a8864a9b-1153-4da5-980d-91524a423fb1,6379,Sergi Roberto Carnicer,2,Right Back,30.2,75.9,,,True,,,,,,,,,,,,,,,,,,,,,,,aa1f7ffa-f026-41e1-a3d0-fbbd5a71c40a,,,,,,,,,,,,,,e3df59a6-7cc2-4e15-939d-0000ea5a2112,31.3,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8864a9b-1153-4da5-980d-91524a423fb1,2557,2,00:14:49.224,59,49,17,Pressure,115,217,Barcelona,3,From Free Kick,212,Atlético Madrid,0.893796,,ad6ca0cb-4f15-4f6d-9b47-63dbe1950b42,5199,Jorge Resurrección Merodio,16,Left Midfield,83.8,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3df59a6-7cc2-4e15-939d-0000ea5a2112,2558,2,00:14:50.567,59,50,30,Pass,115,217,Barcelona,3,From Free Kick,217,Barcelona,1.401335,,be4c51ba-bb6e-4d4a-8274-74a53726bbfa,6379,Sergi Roberto Carnicer,2,Right Back,31.3,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,6998.0,Rafael Alcântara do Nascimento,14.016062,-0.12877974,1.0,Ground Pass,45.2,75.4,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be4c51ba-bb6e-4d4a-8274-74a53726bbfa,2559,2,00:14:51.968,59,51,42,Ball Receipt*,115,217,Barcelona,3,From Free Kick,217,Barcelona,,,e3df59a6-7cc2-4e15-939d-0000ea5a2112,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,45.2,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b2b1ab5-789a-46f4-abba-3a5f6b970973,2560,2,00:14:51.968,59,51,43,Carry,115,217,Barcelona,3,From Free Kick,217,Barcelona,1.286563,,be4c51ba-bb6e-4d4a-8274-74a53726bbfa,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,45.2,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,befa7781-d805-48f7-9c96-a8f8a8534b2d,,,,,,,,,,,,,,,49.8,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
befa7781-d805-48f7-9c96-a8f8a8534b2d,2561,2,00:14:53.254,59,53,30,Pass,115,217,Barcelona,3,From Free Kick,217,Barcelona,0.699941,,dc931630-39a0-4aa1-a89b-4043a067b074,6998,Rafael Alcântara do Nascimento,13,Right Center Midfield,49.8,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,17.968863,-1.2772074,1.0,Ground Pass,55.0,58.0,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69692279-ad2e-4936-9d18-8a8f89a974f9,2562,2,00:14:53.815,59,53,17,Pressure,115,217,Barcelona,3,From Free Kick,212,Atlético Madrid,1.953743,,6fb4f065-7bb5-461f-8593-84d3c3db28da,6320,Filipe Luís Kasmirski,6,Left Back,64.2,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,dc931630-39a0-4aa1-a89b-4043a067b074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc931630-39a0-4aa1-a89b-4043a067b074,2563,2,00:14:53.954,59,53,42,Ball Receipt*,115,217,Barcelona,3,From Free Kick,217,Barcelona,,,69692279-ad2e-4936-9d18-8a8f89a974f9,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,55.0,58.0,,,True,,,,,,,,,,,,,,,,,,,,,,,befa7781-d805-48f7-9c96-a8f8a8534b2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6fb4f065-7bb5-461f-8593-84d3c3db28da,2564,2,00:14:53.954,59,53,43,Carry,115,217,Barcelona,3,From Free Kick,217,Barcelona,2.426959,,0a478a02-8cc5-46a1-9580-4dbf1ebb777f,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,55.0,58.0,,,True,,,,,,,,,,,,,,,,,,,,,,,69692279-ad2e-4936-9d18-8a8f89a974f9,,,,,,,,,,,,,,d9bcf48e-d89d-4928-a321-f4903403798f,51.5,57.6,,dc931630-39a0-4aa1-a89b-4043a067b074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a478a02-8cc5-46a1-9580-4dbf1ebb777f,2565,2,00:14:56.381,59,56,22,Foul Committed,115,217,Barcelona,3,From Free Kick,212,Atlético Madrid,0.0,,6fb4f065-7bb5-461f-8593-84d3c3db28da,6320,Filipe Luís Kasmirski,6,Left Back,68.6,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,d9bcf48e-d89d-4928-a321-f4903403798f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9bcf48e-d89d-4928-a321-f4903403798f,2566,2,00:14:56.381,59,56,21,Foul Won,115,217,Barcelona,3,From Free Kick,217,Barcelona,0.0,,0a478a02-8cc5-46a1-9580-4dbf1ebb777f,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,51.5,57.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3d813f0-f102-44fd-b612-101ffa24e864,2567,2,00:15:02.136,60,2,30,Pass,116,217,Barcelona,3,From Free Kick,217,Barcelona,1.500197,,7d94fa42-13a5-493f-b9ca-e579e83b2a6e,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,52.8,64.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,14.729901,2.929551,1.0,Ground Pass,38.4,67.6,62.0,Free Kick,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d94fa42-13a5-493f-b9ca-e579e83b2a6e,2568,2,00:15:03.636,60,3,42,Ball Receipt*,116,217,Barcelona,3,From Free Kick,217,Barcelona,,,e3d813f0-f102-44fd-b612-101ffa24e864,5506,Javier Alejandro Mascherano,3,Right Center Back,38.4,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3a2509c-5976-48a0-b3b0-b3add9c8b116,2569,2,00:15:04.324,60,4,30,Pass,116,217,Barcelona,3,From Free Kick,217,Barcelona,0.970019,,5dcced8c-28bb-4c2f-bedf-e6fe9acd9217,5506,Javier Alejandro Mascherano,3,Right Center Back,36.9,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,10609.0,Jérémy Mathieu,29.856323,-1.3957361,1.0,Ground Pass,42.1,29.3,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dcced8c-28bb-4c2f-bedf-e6fe9acd9217,2570,2,00:15:05.294,60,5,42,Ball Receipt*,116,217,Barcelona,3,From Free Kick,217,Barcelona,,,b3a2509c-5976-48a0-b3b0-b3add9c8b116,10609,Jérémy Mathieu,5,Left Center Back,42.1,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b785795e-d6a8-432b-bacd-05d687ef556d,2571,2,00:15:05.294,60,5,43,Carry,116,217,Barcelona,3,From Free Kick,217,Barcelona,1.541612,,5dcced8c-28bb-4c2f-bedf-e6fe9acd9217,10609,Jérémy Mathieu,5,Left Center Back,42.1,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,60c8c2b4-815c-4a60-9a4c-f96ce1d923f9,,,,,,,,,,,,,,,45.6,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60c8c2b4-815c-4a60-9a4c-f96ce1d923f9,2572,2,00:15:06.836,60,6,30,Pass,116,217,Barcelona,3,From Free Kick,217,Barcelona,1.33676,,5a12465a-5ff1-4bf9-87d9-f562aa6918bb,10609,Jérémy Mathieu,5,Left Center Back,45.6,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,15.716552,-0.1661947,1.0,Ground Pass,61.1,27.5,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a12465a-5ff1-4bf9-87d9-f562aa6918bb,2573,2,00:15:08.173,60,8,42,Ball Receipt*,116,217,Barcelona,3,From Free Kick,217,Barcelona,,,60c8c2b4-815c-4a60-9a4c-f96ce1d923f9,5216,Andrés Iniesta Luján,15,Left Center Midfield,61.1,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b710457-8170-457a-9ecb-4cc2c0c83e1e,2574,2,00:15:08.173,60,8,43,Carry,116,217,Barcelona,3,From Free Kick,217,Barcelona,0.912529,,5a12465a-5ff1-4bf9-87d9-f562aa6918bb,5216,Andrés Iniesta Luján,15,Left Center Midfield,61.1,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,a29b3b7f-f890-4629-98ba-7ff6176197e9,,,,,,,,,,,,,,,61.1,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a29b3b7f-f890-4629-98ba-7ff6176197e9,2575,2,00:15:09.085,60,9,30,Pass,116,217,Barcelona,3,From Free Kick,217,Barcelona,0.856646,,808982c9-de64-4357-bad5-fbf1fc14ec67,5216,Andrés Iniesta Luján,15,Left Center Midfield,61.1,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,15.984055,-0.18880682,1.0,Ground Pass,76.8,24.5,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808982c9-de64-4357-bad5-fbf1fc14ec67,2576,2,00:15:09.942,60,9,42,Ball Receipt*,116,217,Barcelona,3,From Free Kick,217,Barcelona,,,a29b3b7f-f890-4629-98ba-7ff6176197e9,4320,Neymar da Silva Santos Junior,21,Left Wing,76.8,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cf7000db-37bc-4147-b29c-9be584a37eaa,2577,2,00:15:09.942,60,9,43,Carry,116,217,Barcelona,3,From Free Kick,217,Barcelona,4.175947,,808982c9-de64-4357-bad5-fbf1fc14ec67,4320,Neymar da Silva Santos Junior,21,Left Wing,76.8,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,a71fc5a2-3fc1-4082-9aab-2dbb4b2d8dd6,,,,,,,,,,,,,,,80.2,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a71fc5a2-3fc1-4082-9aab-2dbb4b2d8dd6,2578,2,00:15:14.118,60,14,30,Pass,116,217,Barcelona,3,From Free Kick,217,Barcelona,1.875592,,cada10f7-e3fd-4fe0-907b-947bbc61f1b3,4320,Neymar da Silva Santos Junior,21,Left Wing,80.2,43.6,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,28.727165,1.4766697,1.0,Ground Pass,82.9,72.2,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cada10f7-e3fd-4fe0-907b-947bbc61f1b3,2579,2,00:15:15.993,60,15,42,Ball Receipt*,116,217,Barcelona,3,From Free Kick,217,Barcelona,,,a71fc5a2-3fc1-4082-9aab-2dbb4b2d8dd6,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,82.9,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c6d7e85-18d0-4861-9a58-f67c85694513,2580,2,00:15:15.993,60,15,43,Carry,116,217,Barcelona,3,From Free Kick,217,Barcelona,1.4735171,,cada10f7-e3fd-4fe0-907b-947bbc61f1b3,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,82.9,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,df065b9d-0760-442e-a640-8d058604d467,,,,,,,,,,,,,,,82.0,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df065b9d-0760-442e-a640-8d058604d467,2581,2,00:15:17.467,60,17,30,Pass,116,217,Barcelona,3,From Free Kick,217,Barcelona,1.088102,,2c27a86a-18a7-406d-921e-8bd5b030a59f,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,82.0,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,12.271104,-1.2645085,1.0,Ground Pass,85.7,57.4,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c27a86a-18a7-406d-921e-8bd5b030a59f,2582,2,00:15:18.555,60,18,42,Ball Receipt*,116,217,Barcelona,3,From Free Kick,217,Barcelona,,,df065b9d-0760-442e-a640-8d058604d467,4320,Neymar da Silva Santos Junior,21,Left Wing,85.7,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770eb8e-422d-44b4-8b7d-aa2df1be9f82,2583,2,00:15:18.555,60,18,43,Carry,116,217,Barcelona,3,From Free Kick,217,Barcelona,0.730476,,094f07c1-422b-445c-b7ab-8df58b18ddaa,4320,Neymar da Silva Santos Junior,21,Left Wing,85.7,57.4,,,True,,,,,,,,,,,,,,,,,,,,,,,2c27a86a-18a7-406d-921e-8bd5b030a59f,,,,,,,,,,,,,,c34655c0-2504-4518-a329-f4615802ca74,85.3,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c34655c0-2504-4518-a329-f4615802ca74,2584,2,00:15:18.632,60,18,17,Pressure,116,217,Barcelona,3,From Free Kick,212,Atlético Madrid,1.222457,,094f07c1-422b-445c-b7ab-8df58b18ddaa,5199,Jorge Resurrección Merodio,16,Left Midfield,34.8,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,2770eb8e-422d-44b4-8b7d-aa2df1be9f82,,,,,,,,,,,,,,d8c2ea40-e8f7-4296-8861-01238f996ca2,,,,fc7bd555-31bd-4aef-b7e9-99247858bea4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
