id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,out,clearance,duel,off_camera,dribble,foul_committed,foul_won,interception,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,injury_stoppage,substitution,ball_recovery,bad_behaviour,block,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,dribble_outcome_id,dribble_outcome_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_switch,related_events,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_technique_id,pass_technique_name,pass_through_ball,related_events_3
016694ac-df2d-4faa-a678-880e0c9a22f5,3230,2,00:41:09.581,86,9,42,Ball Receipt*,154,217,Barcelona,1,Regular Play,217,Barcelona,,,70f2f5c0-f16e-4cac-9c0b-791afd919e35,6332,Thomas Vermaelen,5,Left Center Back,25.6,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7bde150d-f2b6-4972-a8b3-0b3d25149e7f,3231,2,00:41:09.581,86,9,43,Carry,154,217,Barcelona,1,Regular Play,217,Barcelona,1.7596,,016694ac-df2d-4faa-a678-880e0c9a22f5,6332,Thomas Vermaelen,5,Left Center Back,25.6,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52db3fbd-06b9-4903-8049-9083d71643a8,23.1,20.9,,,,,,,,,,,,,,,,,,,,,,,,,
52db3fbd-06b9-4903-8049-9083d71643a8,3232,2,00:41:11.340,86,11,30,Pass,154,217,Barcelona,1,Regular Play,217,Barcelona,1.7533,,73e9691e-b5a9-4297-b91f-0b327720d9e0,6332,Thomas Vermaelen,5,Left Center Back,23.1,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,19.612751,1.6780752,1.0,Ground Pass,21.0,40.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73e9691e-b5a9-4297-b91f-0b327720d9e0,3233,2,00:41:13.093,86,13,42,Ball Receipt*,154,217,Barcelona,1,Regular Play,217,Barcelona,,,52db3fbd-06b9-4903-8049-9083d71643a8,5506,Javier Alejandro Mascherano,10,Center Defensive Midfield,21.0,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608db6b7-fb6e-4d28-a28e-26957ed7d135,3234,2,00:41:13.093,86,13,43,Carry,154,217,Barcelona,1,Regular Play,217,Barcelona,6.0175,,73e9691e-b5a9-4297-b91f-0b327720d9e0,5506,Javier Alejandro Mascherano,10,Center Defensive Midfield,21.0,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7eaa5a98-f285-4939-9e60-7bf26ec383ba,33.8,43.0,,,,,,,,,,,,,,,,,,,,,,,,,
7eaa5a98-f285-4939-9e60-7bf26ec383ba,3235,2,00:41:19.111,86,19,30,Pass,154,217,Barcelona,1,Regular Play,217,Barcelona,1.2183,,a590d50b-cd78-4c7a-8241-1060553064e1,5506,Javier Alejandro Mascherano,10,Center Defensive Midfield,33.8,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6616.0,Munir El Haddadi Mohamed,16.980577,-0.9190504,1.0,Ground Pass,44.1,29.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08b14563-6976-4fd8-a6b0-bc6d10466c77,3236,2,00:41:20.090,86,20,17,Pressure,154,217,Barcelona,1,Regular Play,218,Real Betis,0.5608,,a590d50b-cd78-4c7a-8241-1060553064e1,27346,Petros Matheus dos Santos Araújo,13,Right Center Midfield,66.5,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2721a94-4498-450c-b720-e43fb19dde67,,,cd0f9fbf-ed44-408b-8fff-7de1a6bff5ce,,,,,,,,,,,,,,,,,,,,,,,,
a590d50b-cd78-4c7a-8241-1060553064e1,3237,2,00:41:20.329,86,20,42,Ball Receipt*,154,217,Barcelona,1,Regular Play,217,Barcelona,,,08b14563-6976-4fd8-a6b0-bc6d10466c77,6616,Munir El Haddadi Mohamed,15,Left Center Midfield,44.1,29.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7eaa5a98-f285-4939-9e60-7bf26ec383ba,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd0f9fbf-ed44-408b-8fff-7de1a6bff5ce,3238,2,00:41:20.329,86,20,43,Carry,154,217,Barcelona,1,Regular Play,217,Barcelona,0.28,,08b14563-6976-4fd8-a6b0-bc6d10466c77,6616,Munir El Haddadi Mohamed,15,Left Center Midfield,44.1,29.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a590d50b-cd78-4c7a-8241-1060553064e1,44.3,31.2,c2721a94-4498-450c-b720-e43fb19dde67,,,,,,,,,,,,,,,,,,,,,,,,
c2721a94-4498-450c-b720-e43fb19dde67,3239,2,00:41:20.609,86,20,30,Pass,154,217,Barcelona,1,Regular Play,217,Barcelona,2.7509,,08b14563-6976-4fd8-a6b0-bc6d10466c77,6616,Munir El Haddadi Mohamed,15,Left Center Midfield,44.3,31.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,7068.0,Marc Bartra Aregall,25.124092,2.855092,1.0,Ground Pass,20.2,38.3,38.0,Left Foot,,,,11b2e050-c987-45a0-b224-c08bf879109e,,,,,,,,,,,,,,,,,,,,,,,,,,,
ee747cbc-14eb-4c4b-a4ba-982431030840,3240,2,00:41:23.034,86,23,17,Pressure,154,217,Barcelona,1,Regular Play,218,Real Betis,0.709728,,11b2e050-c987-45a0-b224-c08bf879109e,27346,Petros Matheus dos Santos Araújo,13,Right Center Midfield,96.4,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da244fe1-d347-45b3-bca8-f99f6c59bde6,,,,,,,,,,,,,,,,,,,,,,,,,,,
