id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,out,clearance,duel,off_camera,dribble,foul_committed,foul_won,interception,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,injury_stoppage,substitution,ball_recovery,bad_behaviour,block,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,dribble_outcome_id,dribble_outcome_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_switch,related_events,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_technique_id,pass_technique_name,pass_through_ball,related_events_3
11b2e050-c987-45a0-b224-c08bf879109e,3241,2,00:41:23.360,86,23,42,Ball Receipt*,154,217,Barcelona,1,Regular Play,217,Barcelona,,,c2721a94-4498-450c-b720-e43fb19dde67,7068,Marc Bartra Aregall,3,Right Center Back,20.2,38.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee747cbc-14eb-4c4b-a4ba-982431030840,,,,,,,,,,,,,,,,,,,,,,,,,,,
da244fe1-d347-45b3-bca8-f99f6c59bde6,3242,2,00:41:23.360,86,23,30,Pass,154,217,Barcelona,1,Regular Play,217,Barcelona,1.1983,,5ea51881-34df-4f28-9536-82b058faada4,7068,Marc Bartra Aregall,3,Right Center Back,19.5,37.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,4691.0,Claudio Andrés Bravo Muñoz,11.768602,2.927532,1.0,Ground Pass,8.0,40.4,40.0,Right Foot,,,,ee747cbc-14eb-4c4b-a4ba-982431030840,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ea51881-34df-4f28-9536-82b058faada4,3243,2,00:41:24.558,86,24,42,Ball Receipt*,154,217,Barcelona,1,Regular Play,217,Barcelona,,,da244fe1-d347-45b3-bca8-f99f6c59bde6,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,8.0,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da3e42e6-5819-46f8-8e5b-35e929ade3b8,3244,2,00:41:24.558,86,24,43,Carry,154,217,Barcelona,1,Regular Play,217,Barcelona,1.7504,,4ed239d5-c175-4ab6-a6e4-7ed1edae9a03,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,8.0,40.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ea51881-34df-4f28-9536-82b058faada4,5.7,47.2,6c837a60-ba11-4870-8b02-2257843c5f15,,,,,,,,,,,,,,,,,,,,,,,,
4ed239d5-c175-4ab6-a6e4-7ed1edae9a03,3245,2,00:41:25.979,86,25,17,Pressure,154,217,Barcelona,1,Regular Play,218,Real Betis,0.462961,,6c837a60-ba11-4870-8b02-2257843c5f15,27346,Petros Matheus dos Santos Araújo,13,Right Center Midfield,110.6,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da3e42e6-5819-46f8-8e5b-35e929ade3b8,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c837a60-ba11-4870-8b02-2257843c5f15,3246,2,00:41:26.309,86,26,30,Pass,154,217,Barcelona,1,Regular Play,217,Barcelona,2.8308,,4ed239d5-c175-4ab6-a6e4-7ed1edae9a03,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,5.7,47.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,35.121647,0.936976,1.0,Ground Pass,26.5,75.5,40.0,Right Foot,,,,729e1f7b-92fb-44b3-9d55-daa438d97925,,,,,,,,,,,,,,,,,,,,,,,,,,,
729e1f7b-92fb-44b3-9d55-daa438d97925,3247,2,00:41:29.140,86,29,42,Ball Receipt*,154,217,Barcelona,1,Regular Play,217,Barcelona,,,6c837a60-ba11-4870-8b02-2257843c5f15,4324,Daniel Alves da Silva,2,Right Back,26.5,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f1f7853-1cfa-48f6-a308-9e492753b155,3248,2,00:41:29.140,86,29,43,Carry,154,217,Barcelona,1,Regular Play,217,Barcelona,0.7349,,729e1f7b-92fb-44b3-9d55-daa438d97925,4324,Daniel Alves da Silva,2,Right Back,26.5,75.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c24e2320-b99e-4a49-8452-d4e8a0f39324,27.1,75.5,d68d55f5-a5e5-4810-a548-4c6e4926c613,,,,,,,,,,,,,,,,,,,,,,,,
d68d55f5-a5e5-4810-a548-4c6e4926c613,3249,2,00:41:29.472,86,29,17,Pressure,154,217,Barcelona,1,Regular Play,218,Real Betis,0.5737,,5f1f7853-1cfa-48f6-a308-9e492753b155,6697,Daniel Ceballos Fernández,16,Left Midfield,90.1,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c24e2320-b99e-4a49-8452-d4e8a0f39324,,,,,,,,,,,,,,,,,,,,,,,,,,,
c24e2320-b99e-4a49-8452-d4e8a0f39324,3250,2,00:41:29.875,86,29,30,Pass,154,217,Barcelona,1,Regular Play,217,Barcelona,0.844057,,2703a4a9-f4ca-43e3-a11e-804374a0646f,4324,Daniel Alves da Silva,2,Right Back,27.1,75.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,20.608736,-0.029117981,1.0,Ground Pass,47.7,74.9,40.0,Right Foot,,,,6d77ec1a-ecd3-43d8-9e08-889c5466170b,,,d68d55f5-a5e5-4810-a548-4c6e4926c613,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,
6d77ec1a-ecd3-43d8-9e08-889c5466170b,3251,2,00:41:30.719,86,30,42,Ball Receipt*,154,217,Barcelona,1,Regular Play,217,Barcelona,,,c24e2320-b99e-4a49-8452-d4e8a0f39324,5246,Luis Alberto Suárez Díaz,23,Center Forward,63.5,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,
4a2a2a7b-002f-44cf-8dd1-415c9f05896f,3316,2,00:42:21.021,87,21,30,Pass,156,217,Barcelona,8,From Keeper,217,Barcelona,2.9704,,163647b6-968f-416f-b5ce-7dd5aa91e86c,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,11.1,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,60.77911,-0.17028794,3.0,High Pass,71.0,38.8,68.0,Drop Kick,,,,430c0700-be43-420d-b2fd-8fcee8454d80,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,
163647b6-968f-416f-b5ce-7dd5aa91e86c,3317,2,00:42:23.991,87,23,42,Ball Receipt*,156,217,Barcelona,8,From Keeper,217,Barcelona,,,4a2a2a7b-002f-44cf-8dd1-415c9f05896f,4320,Neymar da Silva Santos Junior,21,Left Wing,74.4,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,
430c0700-be43-420d-b2fd-8fcee8454d80,3318,2,00:42:23.991,87,23,9,Clearance,156,217,Barcelona,8,From Keeper,218,Real Betis,0.0,,4a2a2a7b-002f-44cf-8dd1-415c9f05896f,7161,Germán Alejandro Pezzella,3,Right Center Back,49.1,41.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Head,True,,,,
5b44d503-ddd0-45af-baa2-0ce26e043759,3337,2,00:43:43.923,88,43,2,Ball Recovery,159,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,82efda4b-ce97-43a4-9fd1-36e0a373dae2,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,2.7,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89c0eb47-1a67-43c0-98af-763bd665dbb8,3338,2,00:43:43.923,88,43,43,Carry,159,217,Barcelona,1,Regular Play,217,Barcelona,7.3667,,5b44d503-ddd0-45af-baa2-0ce26e043759,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,2.7,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef647ed8-fcc4-4f62-9a6e-6f1e3ffddca6,10.9,43.8,,,,,,,,,,,,,,,,,,,,,,,,,
ef647ed8-fcc4-4f62-9a6e-6f1e3ffddca6,3339,2,00:43:51.290,88,51,30,Pass,159,217,Barcelona,1,Regular Play,217,Barcelona,2.2421,,8d7ed606-6778-4fd9-b2f8-2ec7e2ecb838,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,10.9,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,30.66203,1.3068326,1.0,Ground Pass,18.9,73.4,69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d7ed606-6778-4fd9-b2f8-2ec7e2ecb838,3340,2,00:43:53.532,88,53,42,Ball Receipt*,159,217,Barcelona,1,Regular Play,217,Barcelona,,,ef647ed8-fcc4-4f62-9a6e-6f1e3ffddca6,5506,Javier Alejandro Mascherano,10,Center Defensive Midfield,18.9,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f03ef1a-4a66-41b2-97cf-fa8377e44a46,3341,2,00:43:53.532,88,53,43,Carry,159,217,Barcelona,1,Regular Play,217,Barcelona,3.3219,,53f76676-a34a-412b-83a7-f6c71a63191d,5506,Javier Alejandro Mascherano,10,Center Defensive Midfield,18.9,73.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d7ed606-6778-4fd9-b2f8-2ec7e2ecb838,20.8,73.9,a3612122-2711-46fe-9bbd-bf7222c3e52a,,,,,,,,,,,,,,,,,,,,,,,,
53f76676-a34a-412b-83a7-f6c71a63191d,3342,2,00:43:55.820,88,55,17,Pressure,159,217,Barcelona,1,Regular Play,218,Real Betis,1.001989,,8f03ef1a-4a66-41b2-97cf-fa8377e44a46,5671,Alfred John Momar N''Diaye,15,Left Center Midfield,96.8,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3612122-2711-46fe-9bbd-bf7222c3e52a,3343,2,00:43:56.854,88,56,30,Pass,159,217,Barcelona,1,Regular Play,217,Barcelona,2.4479,,2095e986-6b80-429d-af44-e13abf82ad0a,5506,Javier Alejandro Mascherano,10,Center Defensive Midfield,20.8,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,34.51449,0.028977394,3.0,High Pass,55.3,74.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095e986-6b80-429d-af44-e13abf82ad0a,3344,2,00:43:59.302,88,59,42,Ball Receipt*,159,217,Barcelona,1,Regular Play,217,Barcelona,,,a3612122-2711-46fe-9bbd-bf7222c3e52a,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,55.3,74.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21eb50d0-2674-4b3d-aa57-10fd82148ac6,3345,2,00:43:59.302,88,59,43,Carry,159,217,Barcelona,1,Regular Play,217,Barcelona,1.4991,,2095e986-6b80-429d-af44-e13abf82ad0a,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,55.3,74.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c67819a3-cc63-4b09-b693-442e1a718eca,62.0,66.5,cf7c3730-b79f-46fd-8926-c0f0da019f9d,,,,,,,,,,,,,,,,,,,,,,,,
cf7c3730-b79f-46fd-8926-c0f0da019f9d,3346,2,00:43:59.367,88,59,17,Pressure,159,217,Barcelona,1,Regular Play,218,Real Betis,1.415585,,21eb50d0-2674-4b3d-aa57-10fd82148ac6,27347,Juan Manuel Vargas Risco,6,Left Back,66.7,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c67819a3-cc63-4b09-b693-442e1a718eca,3347,2,00:44:00.801,89,0,30,Pass,159,217,Barcelona,1,Regular Play,217,Barcelona,1.6151,,678be0b3-3b61-477c-a37e-95ae0cb12790,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,62.0,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,21.087673,-2.2655346,1.0,Ground Pass,48.5,50.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29ea6f02-b15b-4e72-a66c-c07c44230289,3348,2,00:44:02.336,89,2,17,Pressure,159,217,Barcelona,1,Regular Play,218,Real Betis,1.0626,,3c402923-c6e8-4b70-b79a-50cdf82c0464,19724,Rafael van der Vaart,24,Left Center Forward,66.5,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c46d201-54ba-446f-9ef4-b57a8103f12e,,,678be0b3-3b61-477c-a37e-95ae0cb12790,,,,,,,,,,,,,,,,,,,,,,,,
678be0b3-3b61-477c-a37e-95ae0cb12790,3349,2,00:44:02.416,89,2,42,Ball Receipt*,159,217,Barcelona,1,Regular Play,217,Barcelona,,,29ea6f02-b15b-4e72-a66c-c07c44230289,4324,Daniel Alves da Silva,2,Right Back,48.5,50.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c67819a3-cc63-4b09-b693-442e1a718eca,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c402923-c6e8-4b70-b79a-50cdf82c0464,3350,2,00:44:02.416,89,2,43,Carry,159,217,Barcelona,1,Regular Play,217,Barcelona,0.826,,29ea6f02-b15b-4e72-a66c-c07c44230289,4324,Daniel Alves da Silva,2,Right Back,48.5,50.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c46d201-54ba-446f-9ef4-b57a8103f12e,48.1,51.0,678be0b3-3b61-477c-a37e-95ae0cb12790,,,,,,,,,,,,,,,,,,,,,,,,
5c46d201-54ba-446f-9ef4-b57a8103f12e,3351,2,00:44:03.242,89,3,30,Pass,159,217,Barcelona,1,Regular Play,217,Barcelona,0.8015,,29ea6f02-b15b-4e72-a66c-c07c44230289,4324,Daniel Alves da Silva,2,Right Back,48.1,51.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,6.1032777,2.5308666,1.0,Ground Pass,43.1,54.5,40.0,Right Foot,,,,5702af64-b033-465c-8fdc-4da21084e6d3,,,,,,,,,,,,,,,,,,,,,,,,,,,
5702af64-b033-465c-8fdc-4da21084e6d3,3352,2,00:44:04.044,89,4,42,Ball Receipt*,159,217,Barcelona,1,Regular Play,217,Barcelona,,,5c46d201-54ba-446f-9ef4-b57a8103f12e,5506,Javier Alejandro Mascherano,10,Center Defensive Midfield,43.1,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079aed70-048a-4193-9b6b-1ffaed23c911,3353,2,00:44:04.044,89,4,43,Carry,159,217,Barcelona,1,Regular Play,217,Barcelona,0.5182,,5702af64-b033-465c-8fdc-4da21084e6d3,5506,Javier Alejandro Mascherano,10,Center Defensive Midfield,43.1,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3c93110-db17-412e-861f-d29c9ae79cb6,43.1,54.5,,,,,,,,,,,,,,,,,,,,,,,,,
b3c93110-db17-412e-861f-d29c9ae79cb6,3354,2,00:44:04.562,89,4,30,Pass,159,217,Barcelona,1,Regular Play,217,Barcelona,1.9906,,9961d28d-27ed-4317-a6aa-4ff3d9c73efe,5506,Javier Alejandro Mascherano,10,Center Defensive Midfield,43.1,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,6616.0,Munir El Haddadi Mohamed,30.490654,-1.4326098,2.0,Low Pass,47.3,24.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999176f0-abaf-4829-a6f5-80a51e2167c5,3355,2,00:44:04.584,89,4,17,Pressure,159,217,Barcelona,1,Regular Play,218,Real Betis,0.3289,,,27346,Petros Matheus dos Santos Araújo,13,Right Center Midfield,74.3,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9961d28d-27ed-4317-a6aa-4ff3d9c73efe,3356,2,00:44:06.553,89,6,42,Ball Receipt*,159,217,Barcelona,1,Regular Play,217,Barcelona,,,b3c93110-db17-412e-861f-d29c9ae79cb6,6616,Munir El Haddadi Mohamed,15,Left Center Midfield,47.3,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e420cd41-2d9f-41f6-bde7-14fa80def3f9,3357,2,00:44:06.553,89,6,43,Carry,159,217,Barcelona,1,Regular Play,217,Barcelona,1.6479,,9961d28d-27ed-4317-a6aa-4ff3d9c73efe,6616,Munir El Haddadi Mohamed,15,Left Center Midfield,47.3,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ead57618-a014-41a5-a415-899c2d80d033,54.0,24.5,,,,,,,,,,,,,,,,,,,,,,,,,
ead57618-a014-41a5-a415-899c2d80d033,3358,2,00:44:08.200,89,8,30,Pass,159,217,Barcelona,1,Regular Play,217,Barcelona,1.6211,,570a9701-14b6-4699-a189-9f289f1b8116,6616,Munir El Haddadi Mohamed,15,Left Center Midfield,54.0,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,22102.0,Adriano Correia Claro,20.787016,-1.0188261,1.0,Ground Pass,64.9,6.8,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570a9701-14b6-4699-a189-9f289f1b8116,3359,2,00:44:09.822,89,9,42,Ball Receipt*,159,217,Barcelona,1,Regular Play,217,Barcelona,,,ead57618-a014-41a5-a415-899c2d80d033,22102,Adriano Correia Claro,6,Left Back,64.9,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8593e5d9-10c3-402c-9817-42be04d6c528,3360,2,00:44:09.822,89,9,43,Carry,159,217,Barcelona,1,Regular Play,217,Barcelona,1.0168,,570a9701-14b6-4699-a189-9f289f1b8116,22102,Adriano Correia Claro,6,Left Back,64.9,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803e40d7-488d-42bd-86bd-ab8b3ddd459c,62.8,11.4,,,,,,,,,,,,,,,,,,,,,,,,,
803e40d7-488d-42bd-86bd-ab8b3ddd459c,3361,2,00:44:10.838,89,10,30,Pass,159,217,Barcelona,1,Regular Play,217,Barcelona,1.7561,,81f22712-2f2c-4d40-8ed5-e1a2dcdd4fe7,22102,Adriano Correia Claro,6,Left Back,62.8,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,16.949926,1.4940244,1.0,Ground Pass,64.1,28.3,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81f22712-2f2c-4d40-8ed5-e1a2dcdd4fe7,3362,2,00:44:12.594,89,12,42,Ball Receipt*,159,217,Barcelona,1,Regular Play,217,Barcelona,,,803e40d7-488d-42bd-86bd-ab8b3ddd459c,5506,Javier Alejandro Mascherano,10,Center Defensive Midfield,64.1,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c7f555b-4dd7-477c-9bdf-fafb05391be3,3363,2,00:44:12.594,89,12,43,Carry,159,217,Barcelona,1,Regular Play,217,Barcelona,0.4226,,81f22712-2f2c-4d40-8ed5-e1a2dcdd4fe7,5506,Javier Alejandro Mascherano,10,Center Defensive Midfield,64.1,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9850f172-c89f-4594-bafc-3088a0c8b5a5,66.4,27.0,,,,,,,,,,,,,,,,,,,,,,,,,
9850f172-c89f-4594-bafc-3088a0c8b5a5,3364,2,00:44:13.017,89,13,30,Pass,159,217,Barcelona,1,Regular Play,217,Barcelona,1.2252,,e01f2f9a-43c0-4245-a7a2-729e069fb74a,5506,Javier Alejandro Mascherano,10,Center Defensive Midfield,66.4,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,8.962701,-0.19083111,1.0,Ground Pass,75.2,25.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e01f2f9a-43c0-4245-a7a2-729e069fb74a,3365,2,00:44:14.242,89,14,42,Ball Receipt*,159,217,Barcelona,1,Regular Play,217,Barcelona,,,9850f172-c89f-4594-bafc-3088a0c8b5a5,4320,Neymar da Silva Santos Junior,21,Left Wing,75.2,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bfb609cd-ae08-409e-9528-8f10567e541f,3366,2,00:44:14.242,89,14,43,Carry,159,217,Barcelona,1,Regular Play,217,Barcelona,1.4557,,1545e64f-3165-4793-93c8-ca90d806220b,4320,Neymar da Silva Santos Junior,21,Left Wing,75.2,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e01f2f9a-43c0-4245-a7a2-729e069fb74a,79.4,27.6,,,,,,,,,,,,,,,,,,,,,,,,,
1545e64f-3165-4793-93c8-ca90d806220b,3367,2,00:44:15.698,89,15,30,Pass,159,217,Barcelona,1,Regular Play,217,Barcelona,1.6268,,c7b32405-a935-4212-b3c3-cbbf74cd863b,4320,Neymar da Silva Santos Junior,21,Left Wing,79.4,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,18.704277,1.5921835,1.0,Ground Pass,79.0,46.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7b32405-a935-4212-b3c3-cbbf74cd863b,3368,2,00:44:17.325,89,17,42,Ball Receipt*,159,217,Barcelona,1,Regular Play,217,Barcelona,,,1545e64f-3165-4793-93c8-ca90d806220b,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,79.0,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71f19cac-652e-4b77-8077-4998b947fb46,3369,2,00:44:17.325,89,17,43,Carry,159,217,Barcelona,1,Regular Play,217,Barcelona,1.3957,,c7b32405-a935-4212-b3c3-cbbf74cd863b,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,79.0,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d49a98f3-65c6-4c84-948c-702d671ac3fa,82.0,45.9,,,,,,,,,,,,,,,,,,,,,,,,,
d49a98f3-65c6-4c84-948c-702d671ac3fa,3370,2,00:44:18.720,89,18,30,Pass,159,217,Barcelona,1,Regular Play,217,Barcelona,1.5127,,1b53136b-a954-438f-99b0-061426fa096e,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,82.0,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,18.62713,-0.33363456,3.0,High Pass,99.6,39.8,38.0,Left Foot,,,,c884eca4-a64b-440d-9b34-d9b1f701a509,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,108.0,Through Ball,True,
c884eca4-a64b-440d-9b34-d9b1f701a509,3371,2,00:44:20.233,89,20,42,Ball Receipt*,159,217,Barcelona,1,Regular Play,217,Barcelona,,,d49a98f3-65c6-4c84-948c-702d671ac3fa,4320,Neymar da Silva Santos Junior,21,Left Wing,102.6,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,
1b53136b-a954-438f-99b0-061426fa096e,3372,2,00:44:20.233,89,20,9,Clearance,159,217,Barcelona,1,Regular Play,218,Real Betis,0.0,,d49a98f3-65c6-4c84-948c-702d671ac3fa,7161,Germán Alejandro Pezzella,3,Right Center Back,20.5,40.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,Head,True,,,,
f34f1eca-b074-4141-aa56-12ed825423ff,3373,2,00:44:21.022,89,21,17,Pressure,159,217,Barcelona,1,Regular Play,217,Barcelona,0.50572,,39ea8800-343f-4655-b8f6-382061358d84,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,90.6,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39ea8800-343f-4655-b8f6-382061358d84,3374,2,00:44:21.422,89,21,30,Pass,159,217,Barcelona,1,Regular Play,218,Real Betis,1.9873,,2af44796-8ded-4091-8f31-c07226d91d1a,5671,Alfred John Momar N''Diaye,15,Left Center Midfield,26.8,51.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,17.687567,-0.4130579,1.0,Ground Pass,43.0,44.3,40.0,Right Foot,66.0,Recovery,,f34f1eca-b074-4141-aa56-12ed825423ff,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,
2af44796-8ded-4091-8f31-c07226d91d1a,3375,2,00:44:23.409,89,23,2,Ball Recovery,159,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,39ea8800-343f-4655-b8f6-382061358d84,5470,Ivan Rakitić,13,Right Center Midfield,77.1,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217608a1-6374-4ceb-a258-5eaedafd7451,3376,2,00:44:23.409,89,23,43,Carry,159,217,Barcelona,1,Regular Play,217,Barcelona,2.7007,,2af44796-8ded-4091-8f31-c07226d91d1a,5470,Ivan Rakitić,13,Right Center Midfield,77.1,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840717bf-ceb4-487d-87be-3818480a6654,84.9,31.2,,,,,,,,,,,,,,,,,,,,,,,,,
