id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,counterpress,under_pressure,dribble,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,interception,out,clearance,duel,miscontrol,injury_stoppage,foul_committed,foul_won,ball_recovery,substitution,block,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,related_events_2,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,related_events,player,position,location,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,pass_cross,pass_switch,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_first_time,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,pass_aerial_won,goalkeeper_end_location_0,goalkeeper_end_location_1,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_through_ball,pass_technique_id,pass_technique_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_miscommunication,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,shot_freeze_frame_17_location_0,shot_freeze_frame_17_location_1,shot_freeze_frame_17_player_id,shot_freeze_frame_17_player_name,shot_freeze_frame_17_position_id,shot_freeze_frame_17_position_name,shot_freeze_frame_17_teammate,block_offensive,dribble_outcome_id,dribble_outcome_name,pass_outswinging,related_events_3,foul_committed_advantage,foul_won_advantage,dribble_overrun,ball_recovery_offensive
39d2f9de-c909-43a4-92cd-8e776a5ae2c1,2579,2,00:19:42.879,64,42,30,Pass,142,217,Barcelona,1,Regular Play,217,Barcelona,0.947256,,34445504-8222-4148-83ee-1fee421e81db,,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,52.9,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,13.038404,1.4940244,1.0,Ground Pass,53.9,57.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34445504-8222-4148-83ee-1fee421e81db,2580,2,00:19:43.826,64,43,42,Ball Receipt*,142,217,Barcelona,1,Regular Play,217,Barcelona,,,39d2f9de-c909-43a4-92cd-8e776a5ae2c1,,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,53.9,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e858acc4-7291-4cfa-9dfb-6e16b3a3b8f8,2581,2,00:19:43.826,64,43,43,Carry,142,217,Barcelona,1,Regular Play,217,Barcelona,1.600489,,34445504-8222-4148-83ee-1fee421e81db,,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,53.9,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91a590de-ed28-4f94-bdb9-02b8dfa14647,,,,,,,,,,,,,,,56.3,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91a590de-ed28-4f94-bdb9-02b8dfa14647,2582,2,00:19:45.426,64,45,30,Pass,142,217,Barcelona,1,Regular Play,217,Barcelona,4.342417,,a8f7b9ba-bbbe-4a3c-b25b-c19c518f404d,,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,56.3,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,60.764545,0.2274156,3.0,High Pass,115.5,72.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8f7b9ba-bbbe-4a3c-b25b-c19c518f404d,2583,2,00:19:49.769,64,49,42,Ball Receipt*,142,217,Barcelona,1,Regular Play,217,Barcelona,,,91a590de-ed28-4f94-bdb9-02b8dfa14647,,4324.0,Daniel Alves da Silva,2.0,Right Back,115.5,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebbd2932-e211-42e7-97c4-9beb50f1a6f2,2584,2,00:19:49.769,64,49,43,Carry,142,217,Barcelona,1,Regular Play,217,Barcelona,1.298375,,a8f7b9ba-bbbe-4a3c-b25b-c19c518f404d,,4324.0,Daniel Alves da Silva,2.0,Right Back,115.5,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc5940d7-855c-4aab-bd9d-b6431733e8b9,,,,,,,,,,,,,,,117.5,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc5940d7-855c-4aab-bd9d-b6431733e8b9,2585,2,00:19:51.067,64,51,30,Pass,142,217,Barcelona,1,Regular Play,217,Barcelona,1.562,,084b302c-cb8e-4fe0-bf6b-9f68db24e382,,4324.0,Daniel Alves da Silva,2.0,Right Back,117.5,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670298fd-9a51-43ac-b592-8c0cd9294b4f,4320.0,Neymar da Silva Santos Junior,32.334812,-1.6172026,3.0,High Pass,116.0,41.9,40.0,Right Foot,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670298fd-9a51-43ac-b592-8c0cd9294b4f,2586,2,00:19:52.629,64,52,42,Ball Receipt*,142,217,Barcelona,1,Regular Play,217,Barcelona,,,fc5940d7-855c-4aab-bd9d-b6431733e8b9,,4320.0,Neymar da Silva Santos Junior,16.0,Left Midfield,110.8,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cac7e45-cef7-40e7-bf10-0390eda8a28c,2592,2,00:20:29.975,65,29,30,Pass,144,217,Barcelona,3,From Free Kick,217,Barcelona,2.977534,,68d2e11b-bffc-4a1f-812a-e3fad511e94e,,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,26.8,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,25.0056,0.12832323,1.0,Ground Pass,51.6,59.2,38.0,Left Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68d2e11b-bffc-4a1f-812a-e3fad511e94e,2593,2,00:20:32.953,65,32,42,Ball Receipt*,144,217,Barcelona,3,From Free Kick,217,Barcelona,,,5cac7e45-cef7-40e7-bf10-0390eda8a28c,,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,51.6,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
befc2b55-6260-4894-b6ba-73dc5012e95c,2594,2,00:20:32.953,65,32,43,Carry,144,217,Barcelona,3,From Free Kick,217,Barcelona,1.399369,,68d2e11b-bffc-4a1f-812a-e3fad511e94e,,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,51.6,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1edc617-86e2-483d-a5ed-b5ae5d48a7b6,,,,,,,,,,,,,,,51.4,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1edc617-86e2-483d-a5ed-b5ae5d48a7b6,2595,2,00:20:34.352,65,34,30,Pass,144,217,Barcelona,3,From Free Kick,217,Barcelona,0.809385,,383ed00b-2748-406f-bad7-9e64010f3f01,,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,51.4,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6379.0,Sergi Roberto Carnicer,13.964598,0.37385753,1.0,Ground Pass,64.4,65.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87e3ed21-99f5-4a0c-9566-58d255c6141f,2596,2,00:20:35.096,65,35,17,Pressure,144,217,Barcelona,3,From Free Kick,216,Getafe,0.723561,,018abc94-7606-421f-9b30-638d5e219031,,27054.0,Roberto Lago Soto,6.0,Left Back,49.3,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383ed00b-2748-406f-bad7-9e64010f3f01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383ed00b-2748-406f-bad7-9e64010f3f01,2597,2,00:20:35.161,65,35,42,Ball Receipt*,144,217,Barcelona,3,From Free Kick,217,Barcelona,,,87e3ed21-99f5-4a0c-9566-58d255c6141f,,6379.0,Sergi Roberto Carnicer,12.0,Right Midfield,64.4,65.6,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,a1edc617-86e2-483d-a5ed-b5ae5d48a7b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
018abc94-7606-421f-9b30-638d5e219031,2598,2,00:20:35.161,65,35,43,Carry,144,217,Barcelona,3,From Free Kick,217,Barcelona,2.073712,,383ed00b-2748-406f-bad7-9e64010f3f01,,6379.0,Sergi Roberto Carnicer,12.0,Right Midfield,64.4,65.6,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,87e3ed21-99f5-4a0c-9566-58d255c6141f,,,,,,,,,,,,,,fd4dcaeb-4e4d-41e5-9a02-e7a2d8a1e62c,63.4,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fd4dcaeb-4e4d-41e5-9a02-e7a2d8a1e62c,2599,2,00:20:37.235,65,37,30,Pass,144,217,Barcelona,3,From Free Kick,217,Barcelona,1.06729,,65867b58-0400-4272-90dd-e854e66283c2,,6379.0,Sergi Roberto Carnicer,12.0,Right Midfield,63.4,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,17.228464,-1.4486011,1.0,Ground Pass,65.5,33.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54f3878e-f54f-4bc1-8a7f-0b19497c94f0,2600,2,00:20:38.125,65,38,17,Pressure,144,217,Barcelona,3,From Free Kick,216,Getafe,0.466476,,03308c55-e0c4-45e6-a38b-a1994493e96f,,6720.0,Pablo Sarabia García,22.0,Right Center Forward,54.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65867b58-0400-4272-90dd-e854e66283c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65867b58-0400-4272-90dd-e854e66283c2,2601,2,00:20:38.302,65,38,42,Ball Receipt*,144,217,Barcelona,3,From Free Kick,217,Barcelona,,,54f3878e-f54f-4bc1-8a7f-0b19497c94f0,,5470.0,Ivan Rakitić,13.0,Right Center Midfield,65.5,33.8,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,fd4dcaeb-4e4d-41e5-9a02-e7a2d8a1e62c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03308c55-e0c4-45e6-a38b-a1994493e96f,2602,2,00:20:38.302,65,38,30,Pass,144,217,Barcelona,3,From Free Kick,217,Barcelona,0.817834,,0f8907a6-8b86-4829-aa0a-9b2b9e052301,,5470.0,Ivan Rakitić,13.0,Right Center Midfield,67.0,33.8,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,54f3878e-f54f-4bc1-8a7f-0b19497c94f0,5203.0,Sergio Busquets i Burgos,7.6609397,2.198633,1.0,Ground Pass,62.5,40.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0f8907a6-8b86-4829-aa0a-9b2b9e052301,2603,2,00:20:39.120,65,39,42,Ball Receipt*,144,217,Barcelona,3,From Free Kick,217,Barcelona,,,03308c55-e0c4-45e6-a38b-a1994493e96f,,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,62.5,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fea38a9a-54ef-4209-a457-4ab326fad37d,2604,2,00:20:39.120,65,39,43,Carry,144,217,Barcelona,3,From Free Kick,217,Barcelona,0.517335,,0306f63f-5b47-4649-8a1c-db51425a8314,,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,62.5,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0f8907a6-8b86-4829-aa0a-9b2b9e052301,,,,,,,,,,,,,,,62.1,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
