id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,carry,foul_won,goalkeeper,clearance,ball_recovery,shot,counterpress,dribble,duel,ball_receipt,interception,block,out,foul_committed,miscontrol,substitution,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_outcome_id,pass_outcome_name,foul_won_defensive,pass_switch,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,related_events,ball_recovery_recovery_failure,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_position_id,goalkeeper_position_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_cross,pass_technique_id,pass_technique_name,pass_through_ball,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,clearance_head,pass_outswinging,related_events_3,clearance_left_foot,dribble_outcome_id,dribble_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_deflected,block_deflection
939812f2-ad80-47be-bb52-19e2c4a7f49e,15,1,00:00:07.929,0,7,43,Carry,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.48,,0c989e97-643d-4e09-96ca-ca8bb7008339,,4320,Neymar da Silva Santos Junior,21,Left Wing,56.7,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47192bba-707c-4e17-9140-07abf37d0b3c,57.3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47192bba-707c-4e17-9140-07abf37d0b3c,16,1,00:00:09.409,0,9,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.2406,,9babe6e6-221e-4337-9eb8-0046e813482c,,4320,Neymar da Silva Santos Junior,21,Left Wing,57.3,3.0,6379.0,Sergi Roberto Carnicer,20.214846,2.0432932,1.0,Ground Pass,48.1,21.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
088c9e87-14b8-45aa-ae08-c0f692cd5d6d,17,1,00:00:10.352,0,10,17,Pressure,2,217,Barcelona,9,From Kick Off,221,Levante UD,0.390908,,728e5eb3-3800-4eb6-aec3-7b4c0ac9d472,,27122,Simão Mate,10,Center Defensive Midfield,68.5,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98915556-989b-4e12-adb5-9f2b76b54f86,,,9babe6e6-221e-4337-9eb8-0046e813482c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9babe6e6-221e-4337-9eb8-0046e813482c,18,1,00:00:10.650,0,10,42,Ball Receipt*,2,217,Barcelona,9,From Kick Off,217,Barcelona,,,088c9e87-14b8-45aa-ae08-c0f692cd5d6d,,6379,Sergi Roberto Carnicer,10,Center Defensive Midfield,48.1,21.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,47192bba-707c-4e17-9140-07abf37d0b3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98915556-989b-4e12-adb5-9f2b76b54f86,19,1,00:00:10.650,0,10,43,Carry,2,217,Barcelona,9,From Kick Off,217,Barcelona,0.04,,088c9e87-14b8-45aa-ae08-c0f692cd5d6d,,6379,Sergi Roberto Carnicer,10,Center Defensive Midfield,48.1,21.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,728e5eb3-3800-4eb6-aec3-7b4c0ac9d472,44.9,21.4,9babe6e6-221e-4337-9eb8-0046e813482c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728e5eb3-3800-4eb6-aec3-7b4c0ac9d472,20,1,00:00:10.690,0,10,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.4224,,088c9e87-14b8-45aa-ae08-c0f692cd5d6d,,6379,Sergi Roberto Carnicer,10,Center Defensive Midfield,44.9,21.4,5211.0,Jordi Alba Ramos,13.954211,-2.0472639,1.0,Ground Pass,38.5,9.0,40.0,Right Foot,,,True,,,,,,,,,,,,,,,,,,d483fe79-430b-45da-b81f-8e624c567e94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d483fe79-430b-45da-b81f-8e624c567e94,21,1,00:00:12.112,0,12,42,Ball Receipt*,2,217,Barcelona,9,From Kick Off,217,Barcelona,,,728e5eb3-3800-4eb6-aec3-7b4c0ac9d472,,5211,Jordi Alba Ramos,6,Left Back,38.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0b3f406-5b98-415f-85a5-3c8f4956998e,22,1,00:00:12.112,0,12,43,Carry,2,217,Barcelona,9,From Kick Off,217,Barcelona,0.5782,,2c87eaf1-a267-42f1-968c-97c29bace8b3,,5211,Jordi Alba Ramos,6,Left Back,38.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d483fe79-430b-45da-b81f-8e624c567e94,38.4,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c87eaf1-a267-42f1-968c-97c29bace8b3,23,1,00:00:12.690,0,12,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,1.2055,,9f822f18-75d8-4b42-bdf5-48ff1d47f59c,,5211,Jordi Alba Ramos,6,Left Back,38.4,8.7,4320.0,Neymar da Silva Santos Junior,17.582378,-0.31815344,1.0,Ground Pass,55.1,3.2,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9f822f18-75d8-4b42-bdf5-48ff1d47f59c,24,1,00:00:13.896,0,13,42,Ball Receipt*,2,217,Barcelona,9,From Kick Off,217,Barcelona,,,2c87eaf1-a267-42f1-968c-97c29bace8b3,,4320,Neymar da Silva Santos Junior,21,Left Wing,55.1,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db50951d-1a8b-46a2-b8ac-7160b5a47281,25,1,00:00:13.896,0,13,43,Carry,2,217,Barcelona,9,From Kick Off,217,Barcelona,3.6977,,227891a3-2a12-4d24-b7b6-540e2a7e9eb7,,4320,Neymar da Silva Santos Junior,21,Left Wing,55.1,3.2,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,91e79743-ec06-4f87-adab-8abab38593f5,52.3,19.1,9f822f18-75d8-4b42-bdf5-48ff1d47f59c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91e79743-ec06-4f87-adab-8abab38593f5,26,1,00:00:15.519,0,15,17,Pressure,2,217,Barcelona,9,From Kick Off,221,Levante UD,1.548264,,db50951d-1a8b-46a2-b8ac-7160b5a47281,,8801,Iván López Mendoza,2,Right Back,61.6,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7646d710-6c04-4a4c-910f-6a4059b055e2,27,1,00:00:17.573,0,17,17,Pressure,2,217,Barcelona,9,From Kick Off,221,Levante UD,0.343757,,227891a3-2a12-4d24-b7b6-540e2a7e9eb7,,25134,Deyverson Brum Silva Acosta,17,Right Wing,69.2,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227891a3-2a12-4d24-b7b6-540e2a7e9eb7,28,1,00:00:17.594,0,17,30,Pass,2,217,Barcelona,9,From Kick Off,217,Barcelona,0.5304,,7646d710-6c04-4a4c-910f-6a4059b055e2,,4320,Neymar da Silva Santos Junior,21,Left Wing,52.3,19.1,5216.0,Andrés Iniesta Luján,7.547185,0.5585993,1.0,Ground Pass,58.7,23.1,40.0,Right Foot,,,True,,,,,,,,,,,,,,,,,,8d414203-9ff1-4bec-b689-a9cbf09e1b4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457cbab4-6880-4d62-9734-c481c8f59cf0,29,1,00:00:17.945,0,17,17,Pressure,2,217,Barcelona,9,From Kick Off,221,Levante UD,0.277951,,279734bc-5849-4afc-8f87-868fc9ed8ea9,,27122,Simão Mate,10,Center Defensive Midfield,61.1,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831af7c0-5e0c-4dcc-bea5-65105e647f27,,,8d414203-9ff1-4bec-b689-a9cbf09e1b4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d414203-9ff1-4bec-b689-a9cbf09e1b4b,30,1,00:00:18.124,0,18,42,Ball Receipt*,2,217,Barcelona,9,From Kick Off,217,Barcelona,,,227891a3-2a12-4d24-b7b6-540e2a7e9eb7,,5216,Andrés Iniesta Luján,15,Left Center Midfield,58.7,23.1,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,457cbab4-6880-4d62-9734-c481c8f59cf0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
