id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,dribble,counterpress,duel,off_camera,ball_receipt,interception,out,clearance,ball_recovery,foul_committed,foul_won,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,50_50,block,miscontrol,substitution,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,related_events,foul_committed_type_id,foul_committed_type_name,foul_committed_offensive,location,pass_deflected,block_deflection,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events_3,dribble_outcome_id,dribble_outcome_name,related_events_4,foul_committed_advantage,foul_won_advantage,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_technique_id,pass_technique_name,pass_through_ball,interception_outcome_id,interception_outcome_name,miscontrol_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,pass_cross,shot_end_location_2,shot_saved_to_post,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_shot_saved_to_post,clearance_right_foot,pass_goal_assist,shot_first_time
778304f1-fbbe-4def-a767-e07b75dfe017,804,1,00:20:44.641,20,44,42,Ball Receipt*,41,217,Barcelona,3,From Free Kick,217,Barcelona,,,55d228f2-ae2f-4b75-a0b4-740262e96e96,5211,Jordi Alba Ramos,6,Left Back,49.9,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb448adc-1ec4-4a05-b97f-73e388255fce,805,1,00:20:44.641,20,44,43,Carry,41,217,Barcelona,3,From Free Kick,217,Barcelona,2.388801,,156adcc2-23d0-412c-9f40-0da45a4e0326,5211,Jordi Alba Ramos,6,Left Back,49.9,5.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778304f1-fbbe-4def-a767-e07b75dfe017,50.8,6.4,932e1539-38f6-4a5b-8165-57987b39f670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932e1539-38f6-4a5b-8165-57987b39f670,806,1,00:20:45.797,20,45,17,Pressure,41,217,Barcelona,3,From Free Kick,216,Getafe,0.882741,,fb448adc-1ec4-4a05-b97f-73e388255fce,27092,Abdoul Karim Yoda,12,Right Midfield,63.5,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156adcc2-23d0-412c-9f40-0da45a4e0326,807,1,00:20:47.030,20,47,30,Pass,41,217,Barcelona,3,From Free Kick,217,Barcelona,1.553386,,7907320f-da8b-4be0-8f11-dcf1cca90817,5211,Jordi Alba Ramos,6,Left Back,50.8,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,10609.0,Jérémy Mathieu,18.47187,2.0489707,1.0,Ground Pass,42.3,22.8,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7907320f-da8b-4be0-8f11-dcf1cca90817,808,1,00:20:48.583,20,48,42,Ball Receipt*,41,217,Barcelona,3,From Free Kick,217,Barcelona,,,156adcc2-23d0-412c-9f40-0da45a4e0326,10609,Jérémy Mathieu,5,Left Center Back,42.3,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e96721dc-dbd7-4b12-90d7-a3f2ed16f4dc,809,1,00:20:48.583,20,48,43,Carry,41,217,Barcelona,3,From Free Kick,217,Barcelona,1.003097,,7907320f-da8b-4be0-8f11-dcf1cca90817,10609,Jérémy Mathieu,5,Left Center Back,42.3,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc29a3c5-5e09-41d9-906f-b99b82ff3589,41.7,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc29a3c5-5e09-41d9-906f-b99b82ff3589,810,1,00:20:49.586,20,49,30,Pass,41,217,Barcelona,3,From Free Kick,217,Barcelona,1.551863,,d1cc6700-1f74-43fb-9a38-65f8781b8aad,10609,Jérémy Mathieu,5,Left Center Back,41.7,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,29.77247,1.4631065,1.0,Ground Pass,44.9,55.6,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1cc6700-1f74-43fb-9a38-65f8781b8aad,811,1,00:20:51.138,20,51,42,Ball Receipt*,41,217,Barcelona,3,From Free Kick,217,Barcelona,,,cc29a3c5-5e09-41d9-906f-b99b82ff3589,5213,Gerard Piqué Bernabéu,3,Right Center Back,44.9,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f913229-fb09-414a-985e-e370741b89ba,812,1,00:20:51.138,20,51,43,Carry,41,217,Barcelona,3,From Free Kick,217,Barcelona,1.315337,,d1cc6700-1f74-43fb-9a38-65f8781b8aad,5213,Gerard Piqué Bernabéu,3,Right Center Back,44.9,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eab87307-8b7b-49e3-ae6f-577e4172bf1b,49.5,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eab87307-8b7b-49e3-ae6f-577e4172bf1b,813,1,00:20:52.454,20,52,30,Pass,41,217,Barcelona,3,From Free Kick,217,Barcelona,1.115826,,7f4b0ad4-f84c-4070-98c5-74b42bde0358,5213,Gerard Piqué Bernabéu,3,Right Center Back,49.5,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,6400.0,Aleix Vidal Parreu,15.370101,1.0080591,1.0,Ground Pass,57.7,74.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7f4b0ad4-f84c-4070-98c5-74b42bde0358,814,1,00:20:53.569,20,53,42,Ball Receipt*,41,217,Barcelona,3,From Free Kick,217,Barcelona,,,eab87307-8b7b-49e3-ae6f-577e4172bf1b,6400,Aleix Vidal Parreu,2,Right Back,57.7,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269b5516-1ee9-4bdc-81f7-196209abceb1,815,1,00:20:53.569,20,53,43,Carry,41,217,Barcelona,3,From Free Kick,217,Barcelona,1.740358,,7f4b0ad4-f84c-4070-98c5-74b42bde0358,6400,Aleix Vidal Parreu,2,Right Back,57.7,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc14c74e-6498-4cfe-973d-af00e61e8944,61.0,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc14c74e-6498-4cfe-973d-af00e61e8944,816,1,00:20:55.310,20,55,30,Pass,41,217,Barcelona,3,From Free Kick,217,Barcelona,1.090609,,cba35486-6271-4791-a02a-5d4af645693d,6400,Aleix Vidal Parreu,2,Right Back,61.0,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,23.093288,-0.29436013,3.0,High Pass,83.1,67.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cba35486-6271-4791-a02a-5d4af645693d,817,1,00:20:56.400,20,56,42,Ball Receipt*,41,217,Barcelona,3,From Free Kick,217,Barcelona,,,bc14c74e-6498-4cfe-973d-af00e61e8944,11094,Arda Turan,13,Right Center Midfield,83.1,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b902c8e-674e-4ee2-ab96-bc16966b300c,818,1,00:20:56.400,20,56,43,Carry,41,217,Barcelona,3,From Free Kick,217,Barcelona,0.532391,,a53517a5-f2ec-4e38-8333-e64e620acc99,11094,Arda Turan,13,Right Center Midfield,83.1,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cba35486-6271-4791-a02a-5d4af645693d,83.1,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a53517a5-f2ec-4e38-8333-e64e620acc99,819,1,00:20:56.933,20,56,22,Foul Committed,41,217,Barcelona,3,From Free Kick,217,Barcelona,0.0,,,11094,Arda Turan,13,Right Center Midfield,83.1,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,Handball,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a34c0e6d-e50c-46b3-beee-e4c1aec7900f,820,1,00:21:08.924,21,8,40,Injury Stoppage,41,217,Barcelona,3,From Free Kick,217,Barcelona,0.0,,,11094,Arda Turan,13,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
